"","X1.x","sampledate","depth.x","o2.x","deck","light","frlight","avsnow","totice","whiteice","extcoef","blueice","surflite","Genus","Transect Cell Count","Magnification","Biovolume","CellBioVol","PerBioVol","# of Transects","Cell Count per cm2","Transect Length (cm)","Start XY","Taxa","WaterCol","Functional","X15","X16","X17","X18","X19","End XY","Notes","Field of View scope","Field of View #","Total Cell Count","Estimated Total","Estimated Mucilage Percent Coverage","X1.y","lakeid","year4","group","depth.y","ph","alk","dic","tic","doc","toc","no3no2","no2","nh4","o2.y","totnf","totnuf","totpf","totpuf","drsif"
"138",487,2006-02-13,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.0266106870229008,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9193,"SP",2006,"iceon",0,7.73,722,"3.17","3.16","8.92","9.12",12,NA,49,13.6,"0","303",2,8,3036
"139",488,2006-02-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9193,"SP",2006,"iceon",0,7.73,722,"3.17","3.16","8.92","9.12",12,NA,49,13.6,"0","303",2,8,3036
"140",487,2006-02-13,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.0266106870229008,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9194,"SP",2006,"iceon",0,7.73,730,"3.21","3.27","8.93","9.31",7,NA,147,13.6,"281","293",2,6,3195
"141",488,2006-02-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9194,"SP",2006,"iceon",0,7.73,730,"3.21","3.27","8.93","9.31",7,NA,147,13.6,"281","293",2,6,3195
"142",487,2006-02-13,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.0266106870229008,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,"SP",2006,"iceon",0,7.73,722,"3.17","3.16","8.92","9.12",12,NA,49,NA,"0","303",2,8,3036
"143",488,2006-02-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,"SP",2006,"iceon",0,7.73,722,"3.17","3.16","8.92","9.12",12,NA,49,NA,"0","303",2,8,3036
"144",487,2006-02-13,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.0266106870229008,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9196,"SP",2006,"iceon",0,7.73,730,"3.21","3.27","8.93","9.31",7,NA,147,NA,"281","293",2,6,3195
"145",488,2006-02-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9196,"SP",2006,"iceon",0,7.73,730,"3.21","3.27","8.93","9.31",7,NA,147,NA,"281","293",2,6,3195
"146",491,2006-04-20,0,NA,1642,1490.3,0.908,NA,NA,NA,NA,NA,0.907612667478685,"TotalBiovolume",NA,NA,NA,105932.2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9237,"SP",2006,"iceoff",0,NA,651,"7.79","7.9","2.77","2.58",16,NA,15,NA,"216","251",4,11,3056
"147",NA,2006-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,95462.29186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",498,2006-07-12,0,8.8,766,595.79,0.778,NA,NA,NA,NA,NA,0.777793733681462,"TotalBiovolume",NA,NA,NA,55725.91462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9362,"SP",2006,"iceoff",0,8.38,NA,NA,"7.63",NA,"3.34",1,NA,18,8.8,"214","208",3,3,2698
"149",500,2006-08-09,0,8.5,1963,1480.9,0.754,NA,NA,NA,NA,NA,0.754406520631686,"TotalBiovolume",NA,NA,NA,18557.99633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9404,"SP",2006,"iceoff",0,8.32,654,"7.64","7.75","3.21","3.13",1,NA,46,8.5,"182","182",1,4,2667
"150",507,2006-10-30,0,9.4,NA,380.01,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,49288.15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9527,"SP",2006,"iceoff",0,7.38,643,"8.54","8.58","3","2.99",2,NA,44,9.4,"213","248",8,8,2834
"151",509,2007-02-20,0,16.1,1138,25.11,0.022,8.7,42,5,0.315,37,0.0220650263620387,"TotalBiovolume",NA,NA,NA,43538.89356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9569,"SP",2007,"iceon",0,7.95,792,"8.71","9.07","3.21","3.01",4,NA,11,16.1,"201","228",4,4,3856
"152",512,2007-04-24,0,11.9,1012,643.22,0.636,NA,NA,NA,NA,NA,0.635592885375494,"TotalBiovolume",NA,NA,NA,57749.85027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9612,"SP",2007,"iceoff",0,7.7,674,"7.8","7.9","2.84","2.77",3,NA,8,11.9,"196","221",2,5,3532
"153",516,2007-06-19,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.57727626459144,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695,"SP",2007,"iceoff",0,8.05,NA,"7.83","7.78","3.02","2.95",3,NA,10,8.4,"210","242",3,8,3066
"154",517,2007-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695,"SP",2007,"iceoff",0,8.05,NA,"7.83","7.78","3.02","2.95",3,NA,10,8.4,"210","242",3,8,3066
"155",516,2007-06-19,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.57727626459144,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696,"SP",2007,"iceoff",0,8.06,NA,"7.41","7.63","3.01","2.93",4,NA,16,8.4,"174","254",0,7,3051
"156",517,2007-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696,"SP",2007,"iceoff",0,8.06,NA,"7.41","7.63","3.01","2.93",4,NA,16,8.4,"174","254",0,7,3051
"157",516,2007-06-19,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.57727626459144,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9697,"SP",2007,"iceoff",0,8.05,NA,"7.83","7.78","3.02","2.95",3,NA,10,NA,"210","242",3,8,3066
"158",517,2007-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9697,"SP",2007,"iceoff",0,8.05,NA,"7.83","7.78","3.02","2.95",3,NA,10,NA,"210","242",3,8,3066
"159",516,2007-06-19,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.57727626459144,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,"SP",2007,"iceoff",0,8.06,NA,"7.41","7.63","3.01","2.93",4,NA,16,NA,"174","254",0,7,3051
"160",517,2007-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,"SP",2007,"iceoff",0,8.06,NA,"7.41","7.63","3.01","2.93",4,NA,16,NA,"174","254",0,7,3051
"161",519,2007-07-16,0,8.4,1270,829.31,0.653,NA,NA,NA,NA,NA,0.653,"TotalBiovolume",NA,NA,NA,78698.81792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9737,"SP",2007,"iceoff",0,8.3,NA,"7.71","7.98","3.26","2.97",3,NA,6,8.4,"229","268",5,8,2810
"162",523,2007-08-13,0,8.2,1392,1144.2,0.822,NA,NA,NA,NA,NA,0.82198275862069,"TotalBiovolume",NA,NA,NA,86298.54542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9801,"SP",2007,"iceoff",0,8.26,701,"7.87","7.67","3.12","2.83",10,NA,1,8.2,"181","249",3,4,3040
"163",529,2007-11-12,0,10.5,181,99.99,0.552,NA,NA,NA,NA,NA,0.552430939226519,"TotalBiovolume",NA,NA,NA,69229.21827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9921,"SP",2007,"iceoff",0,7.53,678,"8.38","8.53","2.97","2.79",6,NA,19,10.5,"237","262",3,8,2982
"164",532,2008-03-03,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.0154486661277284,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,"SP",2008,"iceon",0,7.63,813,"9.9","9.99","3.35","3.27",15,NA,59,14.6,"241","269",5,7,3348
"165",533,2008-03-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,"SP",2008,"iceon",0,7.63,813,"9.9","9.99","3.35","3.27",15,NA,59,14.6,"241","269",5,7,3348
"166",532,2008-03-03,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.0154486661277284,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,"SP",2008,"iceon",0,7.63,801,"9.92","10.12","3.46","3.4",12,NA,9,14.6,"220","242",2,8,3627
"167",533,2008-03-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,"SP",2008,"iceon",0,7.63,801,"9.92","10.12","3.46","3.4",12,NA,9,14.6,"220","242",2,8,3627
"168",532,2008-03-03,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.0154486661277284,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,"SP",2008,"iceon",0,7.63,813,"9.9","9.99","3.35","3.27",15,NA,59,NA,"241","269",5,7,3348
"169",533,2008-03-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,"SP",2008,"iceon",0,7.63,813,"9.9","9.99","3.35","3.27",15,NA,59,NA,"241","269",5,7,3348
"170",532,2008-03-03,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.0154486661277284,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,"SP",2008,"iceon",0,7.63,801,"9.92","10.12","3.46","3.4",12,NA,9,NA,"220","242",2,8,3627
"171",533,2008-03-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9967,"SP",2008,"iceon",0,7.63,801,"9.92","10.12","3.46","3.4",12,NA,9,NA,"220","242",2,8,3627
"172",535,2008-05-13,0,11.3,886,804.83,0.908,NA,NA,NA,NA,NA,0.908386004514673,"TotalBiovolume",NA,NA,NA,101618.1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,"SP",2008,"iceoff",0,7.62,688,"8.51","8.7","3.27","3.18",42,NA,20,11.3,"246","270",3,7,3449
"173",539,2008-07-01,0,9,1347,809.74,0.601,NA,NA,NA,NA,NA,0.601143281365998,"TotalBiovolume",NA,NA,NA,137303.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10089,"SP",2008,"iceoff",0,8.24,NA,"7.83","7.96","3.18","3.05",1,NA,2,9,"209","240",15,18,3405
"174",543,2008-08-25,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978835978836,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,"SP",2008,"iceoff",0,8.24,717,"8.31","8.11","3.5","3.35",2,NA,1,8.2,"185","196",4,5,2782
"175",544,2008-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,"SP",2008,"iceoff",0,8.24,717,"8.31","8.11","3.5","3.35",2,NA,1,8.2,"185","196",4,5,2782
"176",543,2008-08-25,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978835978836,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10174,"SP",2008,"iceoff",0,8.18,717,"8.25","8.23","3.49","3.33",2,NA,2,8.2,"204","208",4,5,2770
"177",544,2008-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10174,"SP",2008,"iceoff",0,8.18,717,"8.25","8.23","3.49","3.33",2,NA,2,8.2,"204","208",4,5,2770
"178",543,2008-08-25,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978835978836,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175,"SP",2008,"iceoff",0,8.24,717,"8.31","8.11","3.5","3.35",2,NA,1,NA,"185","196",4,5,2782
"179",544,2008-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175,"SP",2008,"iceoff",0,8.24,717,"8.31","8.11","3.5","3.35",2,NA,1,NA,"185","196",4,5,2782
"180",543,2008-08-25,0,8.2,1890,1417.1,0.75,NA,NA,NA,NA,NA,0.74978835978836,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176,"SP",2008,"iceoff",0,8.18,717,"8.25","8.23","3.49","3.33",2,NA,2,NA,"204","208",4,5,2770
"181",544,2008-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TotalBiovolume",NA,NA,NA,71584.60772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176,"SP",2008,"iceoff",0,8.18,717,"8.25","8.23","3.49","3.33",2,NA,2,NA,"204","208",4,5,2770
"182",549,2008-11-12,0,10.1,65,47.02,0.723,NA,NA,NA,NA,NA,0.723384615384615,"TotalBiovolume",NA,NA,NA,77010.33942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10279,"SP",2008,"iceoff",0,7.5,691,"8.46","8.54","3.2","3.12",18,NA,27,10.1,"212","257",2,8,3191
"183",551,2009-02-24,0,14.5,729,46.38,0.064,3.6,55,9,0.278,46,0.0636213991769547,"TotalBiovolume",NA,NA,NA,56387.25094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10324,"SP",2009,"iceon",0,7.64,836,"10.12","10.39","3.48","3.3",6,NA,0,14.5,"135","223",4,10,3869
"184",554,2009-04-29,0,12.2,765,648.19,0.847,NA,NA,NA,NA,NA,0.847307189542484,"TotalBiovolume",NA,NA,NA,324208.1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"874.8631698",NA,NA,NA,NA,NA,10368,"SP",2009,"iceoff",0,7.58,706,"8.34","8.47","3.16","3.16",13,NA,4,12.2,"164","245",5,7,3139
