"","X1.x","sampledate","depth.x","o2.x","deck","light","frlight","avsnow","totice","whiteice","extcoef","blueice","surflite","X1.y","Genus","Transect Cell Count","Magnification","Biovolume","CellBioVol","PerBioVol","# of Transects","Cell Count per cm2","Transect Length (cm)","Start XY","Taxa","WaterCol","Functional","X15","X16","X17","X18","X19","End XY","Notes","Field of View scope","Field of View #","Total Cell Count","Estimated Total","Estimated Mucilage Percent Coverage","X1_1","lakeid","year4","group","depth.y","ph","alk","dic","tic","doc","toc","no3no2","no2","nh4","o2.y","totnf","totnuf","totpf","totpuf","drsif"
"577",383,2001-02-28,0,12.5,810,5.93,0.007,NA,NA,NA,NA,NA,0.00732098765432099,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7292,"SP",2001,"iceon",0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,12.5,293,266,4,14,2790
"578",384,2001-02-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7292,"SP",2001,"iceon",0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,12.5,293,266,4,14,2790
"579",383,2001-02-28,0,12.5,810,5.93,0.007,NA,NA,NA,NA,NA,0.00732098765432099,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293,"SP",2001,"iceon",0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,12.5,243,297,3,14,3055
"580",384,2001-02-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293,"SP",2001,"iceon",0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,12.5,243,297,3,14,3055
"581",383,2001-02-28,0,12.5,810,5.93,0.007,NA,NA,NA,NA,NA,0.00732098765432099,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294,"SP",2001,"iceon",0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,NA,293,266,4,14,2790
"582",384,2001-02-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294,"SP",2001,"iceon",0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,NA,293,266,4,14,2790
"583",383,2001-02-28,0,12.5,810,5.93,0.007,NA,NA,NA,NA,NA,0.00732098765432099,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7295,"SP",2001,"iceon",0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,NA,243,297,3,14,3055
"584",384,2001-02-28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7295,"SP",2001,"iceon",0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,NA,243,297,3,14,3055
"585",385,2001-04-03,0,12.9,1178,126.8,0.108,2.2,45,32,0.232,13,0.107640067911715,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7314,"SP",2001,"iceon",0,7.72,NA,9.26,9.14,3.73,3.73,46,NA,49,12.9,296,350,6,15,2923
"586",386,2001-04-30,0,12.7,1698,1157,0.681,NA,NA,NA,NA,NA,0.681389870435807,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7336,"SP",2001,"iceoff",0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,12.7,131,198,4,10,2857
"587",387,2001-04-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7336,"SP",2001,"iceoff",0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,12.7,131,198,4,10,2857
"588",386,2001-04-30,0,12.7,1698,1157,0.681,NA,NA,NA,NA,NA,0.681389870435807,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7337,"SP",2001,"iceoff",0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,12.7,117,194,3,8,2923
"589",387,2001-04-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7337,"SP",2001,"iceoff",0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,12.7,117,194,3,8,2923
"590",386,2001-04-30,0,12.7,1698,1157,0.681,NA,NA,NA,NA,NA,0.681389870435807,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7338,"SP",2001,"iceoff",0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,NA,131,198,4,10,2857
"591",387,2001-04-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7338,"SP",2001,"iceoff",0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,NA,131,198,4,10,2857
"592",386,2001-04-30,0,12.7,1698,1157,0.681,NA,NA,NA,NA,NA,0.681389870435807,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7339,"SP",2001,"iceoff",0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,NA,117,194,3,8,2923
"593",387,2001-04-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7339,"SP",2001,"iceoff",0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,NA,117,194,3,8,2923
"594",388,2001-05-14,0,10.8,1748,1243,0.711,NA,NA,NA,NA,NA,0.711098398169336,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7358,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA
"595",389,2001-05-29,0,9.7,1564,1035,0.662,NA,NA,NA,NA,NA,0.661764705882353,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7378,"SP",2001,"iceoff",0,7.92,NA,8.4,8.11,3.28,3.16,13,NA,5,9.7,209,156,1,2,2592
"596",390,2001-06-11,0,10.1,1744,1267,0.726,NA,NA,NA,NA,NA,0.726490825688073,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7400,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
"597",391,2001-06-26,0,10,1755,1285,0.732,NA,NA,NA,NA,NA,0.732193732193732,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7421,"SP",2001,"iceoff",0,8.22,NA,8.04,8.17,3.44,3.32,1,NA,5,10,242,215,6,9,2536
"598",392,2001-07-09,0,8.7,553,359.3,0.65,NA,NA,NA,NA,NA,0.649728752260398,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7443,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
"599",393,2001-07-24,0,8.4,1339,905,0.676,NA,NA,NA,NA,NA,0.675877520537715,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7463,"SP",2001,"iceoff",0,8.1,NA,8.4,8.28,3.5,3.53,1,NA,1,8.4,153,101,1,1,2649
"600",394,2001-08-06,0,8.2,322,182.1,0.566,NA,NA,NA,NA,NA,0.565527950310559,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7485,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
"601",395,2001-08-20,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.648286140089419,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7505,"SP",2001,"iceoff",0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,8.4,191,219,0,1,2649
"602",396,2001-08-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7505,"SP",2001,"iceoff",0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,8.4,191,219,0,1,2649
"603",395,2001-08-20,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.648286140089419,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7506,"SP",2001,"iceoff",0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,8.4,224,238,0,0,2771
"604",396,2001-08-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7506,"SP",2001,"iceoff",0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,8.4,224,238,0,0,2771
"605",395,2001-08-20,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.648286140089419,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507,"SP",2001,"iceoff",0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,NA,191,219,0,1,2649
"606",396,2001-08-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507,"SP",2001,"iceoff",0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,NA,191,219,0,1,2649
"607",395,2001-08-20,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.648286140089419,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7508,"SP",2001,"iceoff",0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,NA,224,238,0,0,2771
"608",396,2001-08-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7508,"SP",2001,"iceoff",0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,NA,224,238,0,0,2771
"609",397,2001-09-04,0,8.9,1663,1127,0.678,NA,NA,NA,NA,NA,0.677690920024053,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7527,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"610",398,2001-09-18,0,9.2,468,220.8,0.472,NA,NA,NA,NA,NA,0.471794871794872,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7547,"SP",2001,"iceoff",0,8.04,NA,8.47,8.62,3.38,3.91,0,NA,5,9.2,187,217,4,5,2847
"611",399,2001-10-02,0,9.8,337,188,0.558,NA,NA,NA,NA,NA,0.55786350148368,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7569,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
"612",400,2001-10-15,0,9.9,264,132.9,0.503,NA,NA,NA,NA,NA,0.503409090909091,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7589,"SP",2001,"iceoff",0,7.76,NA,8.45,8.47,3.32,3.19,32,NA,6,9.9,227,259,0,0,2588
"613",401,2001-10-29,0,10.4,491,220.4,0.449,NA,NA,NA,NA,NA,0.44887983706721,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7611,"SP",2001,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
"614",402,2001-11-15,0,10.5,214,95.2,0.445,NA,NA,NA,NA,NA,0.444859813084112,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7631,"SP",2001,"iceoff",0,7.54,664,8.96,9.03,3.37,3.32,28,NA,43,10.5,188,196,7,11,2959
"615",403,2002-01-16,0,14.8,446,20.4,0.046,5.1,16.5,4,0.416,12.5,0.0457399103139013,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7653,"SP",2002,"iceon",0,7.77,NA,9.33,9.49,3.64,3.41,13,NA,23,14.8,372,474,2,6,3057
"616",404,2002-02-28,0,15.4,622,35.5,0.057,1.6,38,11,0.267,27,0.0570739549839228,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7674,"SP",2002,"iceon",0,8.1,705,9.01,9.14,3.35,3.28,22,NA,10,15.4,350,327,3,2,3057
"617",405,2002-04-01,0,16,1647,10.42,0.006,15,54,21,0.189,33,0.00632665452337583,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7697,"SP",2002,"iceon",0,8.2,NA,9.37,9.54,3.39,3.21,15,NA,26,16,390,423,1,7,2997
"618",406,2002-04-23,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125186289,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7719,"SP",2002,"iceoff",0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,11.7,302,311,11,21,2877
"619",407,2002-04-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7719,"SP",2002,"iceoff",0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,11.7,302,311,11,21,2877
"620",406,2002-04-23,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125186289,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7720,"SP",2002,"iceoff",0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,11.7,297,307,11,18,1860
"621",407,2002-04-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7720,"SP",2002,"iceoff",0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,11.7,297,307,11,18,1860
"622",406,2002-04-23,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125186289,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7721,"SP",2002,"iceoff",0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,NA,302,311,11,21,2877
"623",407,2002-04-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7721,"SP",2002,"iceoff",0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,NA,302,311,11,21,2877
"624",406,2002-04-23,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125186289,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7722,"SP",2002,"iceoff",0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,NA,297,307,11,18,1860
"625",407,2002-04-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7722,"SP",2002,"iceoff",0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,NA,297,307,11,18,1860
"626",408,2002-05-07,0,12,844,480.2,0.569,NA,NA,NA,NA,NA,0.568957345971564,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7741,"SP",2002,"iceoff",0,7.66,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"627",409,2002-05-22,0,13.2,1750,1193,0.682,NA,NA,NA,NA,NA,0.681714285714286,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7761,"SP",2002,"iceoff",0,7.94,NA,8.19,8.54,3.21,3.4,9,NA,10,13.2,207,258,3,9,2757
"628",410,2002-06-05,0,9.9,1907,1248,0.654,NA,NA,NA,NA,NA,0.65443104352386,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7783,"SP",2002,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"629",411,2002-06-19,0,9.1,679,371.3,0.547,NA,NA,NA,NA,NA,0.546833578792342,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7803,"SP",2002,"iceoff",0,7.97,NA,8.09,8.06,3.4,3.6,2,NA,12,9.1,267,302,6,7,2510
"630",412,2002-07-03,0,8,432,245.3,0.568,NA,NA,NA,NA,NA,0.567824074074074,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7825,"SP",2002,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"631",413,2002-07-17,0,7.9,985,607.3,0.617,NA,NA,NA,NA,NA,0.616548223350254,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7845,"SP",2002,"iceoff",0,8.11,NA,8.33,8.36,3.45,3.39,11,NA,5,7.9,111,126,5,6,2455
"632",414,2002-07-30,0,8.4,1161,828,0.713,NA,NA,NA,NA,NA,0.713178294573643,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7867,"SP",2002,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
"633",415,2002-08-14,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.663303239511418,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7887,"SP",2002,"iceoff",0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,8.3,268,290,3,9,2428
"634",416,2002-08-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7887,"SP",2002,"iceoff",0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,8.3,268,290,3,9,2428
"635",415,2002-08-14,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.663303239511418,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7888,"SP",2002,"iceoff",0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,8.3,227,243,3,6,2428
"636",416,2002-08-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7888,"SP",2002,"iceoff",0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,8.3,227,243,3,6,2428
"637",415,2002-08-14,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.663303239511418,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7889,"SP",2002,"iceoff",0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,NA,268,290,3,9,2428
"638",416,2002-08-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7889,"SP",2002,"iceoff",0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,NA,268,290,3,9,2428
"639",415,2002-08-14,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.663303239511418,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7890,"SP",2002,"iceoff",0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,NA,227,243,3,6,2428
"640",416,2002-08-14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7890,"SP",2002,"iceoff",0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,NA,227,243,3,6,2428
"641",417,2002-08-29,0,8.7,786,507.1,0.645,NA,NA,NA,NA,NA,0.645165394402036,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7909,"SP",2002,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
"642",418,2002-09-12,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294117647059,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7929,"SP",2002,"iceoff",0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,8.8,223,290,1,11,2363
"643",419,2002-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7929,"SP",2002,"iceoff",0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,8.8,223,290,1,11,2363
"644",418,2002-09-12,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294117647059,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7930,"SP",2002,"iceoff",0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,8.8,252,278,3,7,2427
"645",419,2002-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7930,"SP",2002,"iceoff",0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,8.8,252,278,3,7,2427
"646",418,2002-09-12,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294117647059,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7931,"SP",2002,"iceoff",0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,NA,223,290,1,11,2363
"647",419,2002-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7931,"SP",2002,"iceoff",0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,NA,223,290,1,11,2363
"648",418,2002-09-12,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294117647059,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7932,"SP",2002,"iceoff",0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,NA,252,278,3,7,2427
"649",419,2002-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7932,"SP",2002,"iceoff",0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,NA,252,278,3,7,2427
