,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1.y,lakeid,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,6.39,11.83,102.22,96.09,0.21,7.27,0.24,7.34,7.89,660.55,9.14,9.33,3.05,3.03,6.72,NA,89.89,210.81,252.31,3.88,12.25,3266.16,NA,NA,0.18,6.31,2.57,11.37,3.11,2.8,0.66,0.07,0.02,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,6.25,12.21,104.8,NA,0.2,8.88,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,8.68,11.61,105.91,NA,0.25,5.18,1.73,7.61,7.87,NA,8.75,8.95,3.4,3.56,2.27,NA,35.5,187.25,227.75,4,10.14,2928.68,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,11.42,11.43,110.98,NA,0.26,1.18,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,14.22,10.54,108.11,NA,0.27,3.19,0.65,7.59,7.94,NA,9.44,9.69,3.64,3.62,1.96,NA,16.93,195.45,248.41,3.41,9.71,2733.74,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,15.65,10.87,114.39,NA,0.3,2.45,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,17.27,10.05,110.52,NA,0.33,2.15,0.36,7.59,8.04,NA,8.92,9.1,3.57,3.46,2.94,NA,47.18,222.55,240.21,5.13,5.89,2693.71,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.611,SP,1998,1,1,0,1,17.83,9.75,108.85,NA,0.26,2.51,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.649,SP,1998,1,1,0,1.4,18.26,9.46,107.21,96.38,0.3,3.23,0.32,7.49,7.91,634.23,9.02,9.12,3.41,3.38,2.89,NA,18.53,288.87,320.26,3.96,10.74,2762.7,NA,NA,0.28,5.78,2.25,10.93,3.03,2.8,0.64,0.09,0.02,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.688,SP,1998,1,1,0,1,17.38,8.63,96.36,NA,0.27,2.84,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.729,SP,1998,1,1,0,1.5,16.89,8.42,93.72,NA,0.26,3.35,3.33,7.38,7.9,NA,9.12,9.12,3.41,3.28,0.91,NA,32.81,247.32,305.57,2.29,10.65,2865.33,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.762,SP,1998,1,1,0,1.8,17.12,8.27,92.6,NA,0.23,2.22,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.8,SP,1998,1,1,0,2.1,15.31,8.29,89.64,NA,0.25,4.39,1.24,7.42,7.92,NA,9.64,9.56,3.37,3.45,1.01,NA,35.04,250.16,305.78,4.91,11.72,2854.98,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.863,SP,1998,1,1,0,3.9,13.41,8.88,91.59,NA,0.23,3.8,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.047,SP,1999,1,1,0,2,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.145,SP,1999,1,1,0,5.1,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.225,SP,1999,1,1,0,0.6,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.337,SP,1999,1,1,0,3.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.381,SP,1999,1,1,0,1.5,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.416,SP,1999,1,1,0,4.1,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.455,SP,1999,1,1,0,2.1,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,1,1,0,1.3,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,8.49,9.04,81.98,97,0.13,4.45,0.31,7.4,7.88,667.64,9.07,9.26,3.34,3.29,1.51,NA,19.14,105.75,260.07,2.79,10.98,2924.17,NA,NA,0.05,6.06,2.26,11.24,3.22,3.01,0.7,0.07,0,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.48,10.62,84.66,NA,0.37,3.78,0.08,7.28,7.86,NA,8.37,8.4,2.78,2.64,27.21,NA,93.29,294.35,311.62,4.39,7.11,3330.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.496,SP,1999,2,1,0,0.9,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.534,SP,1999,1,1,0,2.4,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.57,SP,1999,1,1,0,1.8,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.605,SP,1999,1,1,0,3.4,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.605,SP,1999,2,1,0,3.5,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.641,SP,1999,1,1,0,1.7,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.688,SP,1999,1,1,0,1.3,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.726,SP,1999,1,1,0,1.8,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.767,SP,1999,1,1,0,3.4,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.797,SP,1999,1,1,0,4.7,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.858,SP,1999,1,1,0,15.2,3.42,9.64,76.45,104.07,0.68,1.66,0.29,7.26,7.85,738.98,3.04,3.03,11.44,10.18,6.18,NA,208.29,334.31,472.25,14.56,20.51,3739.28,NA,NA,0,7.26,2.43,11.65,3.33,2.95,0.71,1.54,0.09,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.046,SP,2000,1,1,0,15.8,3.64,9.32,74.19,NA,0.26,2.79,0.52,7.16,7.66,NA,8.37,8.25,2.19,1.98,77.58,NA,389.53,723.44,724.93,67.31,66.73,3847.26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.142,SP,2000,1,1,0,4.3,3.64,9.32,74.19,NA,0.26,2.79,0.52,7.16,7.66,NA,8.37,8.25,2.19,1.98,77.58,NA,389.53,723.44,724.93,67.31,66.73,3847.26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,10.9,8.06,10.24,92.82,NA,0.18,8.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,8.7,9.35,9.84,91.91,NA,0.21,7.06,0.68,7.44,7.9,NA,8.13,8.31,3.22,3.21,7.94,NA,28.35,217.31,281.73,4.42,11.51,3061.18,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,-1,9.35,9.84,91.91,NA,0.21,7.06,0.68,7.44,7.9,NA,8.13,8.31,3.22,3.21,7.94,NA,28.35,217.31,281.73,4.42,11.51,3061.18,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,2,1,0,2.6,13.03,10.18,103.88,NA,0.22,8.78,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,0.1,14.42,9.8,102.84,NA,0.27,4.92,0.72,7.46,7.98,NA,NA,NA,NA,NA,0.99,NA,44.47,204.2,285.38,5.24,11.88,2895.57,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,0.7,15.38,9.55,102.3,NA,0.26,5,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,0.9,16.54,9.26,102.36,NA,0.28,2.4,0.65,7.41,7.88,NA,8.52,9.01,3.25,3.15,1.26,NA,95.52,227.47,285.29,5.18,12.94,2928.73,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,2,1,0,1,17.9,8.66,98.28,NA,0.23,5.93,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,1.5,18.63,8.98,103.25,98.83,0.29,4.23,2.27,7.53,8,655.47,8.29,8.41,3.24,3.37,1.22,NA,45.09,172.49,195.2,2.05,6.96,2788.33,NA,NA,0.28,7.67,2.37,14.76,4.18,3.63,0.62,0.14,0.02,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,2,1,0,1.6,17.92,8.67,99.14,NA,0.26,3.67,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,3.8,17.52,8.2,93.17,NA,0.25,2.88,2.09,7.52,8.07,NA,8.53,8.51,2.9,2.91,1.62,NA,46.4,213.49,247.59,7,14.12,2874.91,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SP,2000,1,1,0,1.8,17.52,8.2,93.17,NA,0.25,2.88,2.09,7.52,8.07,NA,8.53,8.51,2.9,2.91,1.62,NA,46.4,213.49,247.59,7,14.12,2874.91,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
