,lakeid,year4,sample_date,species_code,species_name,density,individuals_measured,avg_length,group
3455,SP,2001,6/26/01,51801,HOLOPEDIUM GIBBERUM,0.6,NA,NA,iceoff
3456,SP,2001,6/26/01,60202,ASCOMORPHA OVALIS,1.1,NA,NA,iceoff
3457,SP,2001,6/26/01,60300,ASPLANCHNA,1.1,NA,NA,iceoff
3458,SP,2001,6/26/01,60600,COLLOTHECA,0.6,NA,NA,iceoff
3459,SP,2001,6/26/01,60900,CONOCHILUS,1.7,NA,NA,iceoff
3460,SP,2001,6/26/01,61502,GASTROPUS STYLIFER,0.6,NA,NA,iceoff
3461,SP,2001,6/26/01,61702,KELLICOTTIA LONGISPINA,17.4,NA,NA,iceoff
3462,SP,2001,6/26/01,61801,KERATELLA COCHLEARIS,19.6,NA,NA,iceoff
3463,SP,2001,6/26/01,61803,KERATELLA CRASSA,47,NA,NA,iceoff
3464,SP,2001,6/26/01,61804,KERATELLA EARLINAE,15.7,NA,NA,iceoff
3465,SP,2001,6/26/01,61808,KERATELLA TAUROCEPHALA,5,NA,NA,iceoff
3466,SP,2001,6/26/01,63004,POLYARTHRA REMATA,4.5,NA,NA,iceoff
3467,SP,2001,6/26/01,63005,POLYARTHRA VULGARIS,15.7,NA,NA,iceoff
3468,SP,2001,6/26/01,63400,SYNCHAETA,0.6,NA,NA,iceoff
3469,SP,2001,6/26/01,63602,TRICHOCERCA BIROSTRIS,1.7,NA,NA,iceoff
3470,SP,2001,6/26/01,88888,UNKNOWN ROTIFER,1.1,NA,NA,iceoff
3471,SP,2001,7/9/01,10000,COPEPOD NAUPLII,18.2,NA,NA,iceoff
3472,SP,2001,7/9/01,20000,CYCLOPOID,3.7,NA,NA,iceoff
3473,SP,2001,7/9/01,20101,ACANTHOCYCLOPS VERNALIS,0.3,NA,NA,iceoff
3474,SP,2001,7/9/01,20302,DIACYCLOPS THOMASI,0.6,NA,NA,iceoff
3475,SP,2001,7/9/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.8,NA,NA,iceoff
3476,SP,2001,7/9/01,30402,LEPTODIAPTOMUS MINUTUS,6.8,NA,NA,iceoff
3477,SP,2001,7/9/01,50700,BOSMINIDAE,21.8,NA,NA,iceoff
3478,SP,2001,7/9/01,51103,DAPHNIA MENDOTAE,5.3,NA,NA,iceoff
3479,SP,2001,7/9/01,51104,DAPHNIA LONGIREMIS,5.6,NA,NA,iceoff
3480,SP,2001,7/9/01,51202,DIAPHANOSOMA BIRGEI,1.7,NA,NA,iceoff
3481,SP,2001,7/9/01,60202,ASCOMORPHA OVALIS,4.2,NA,NA,iceoff
3482,SP,2001,7/9/01,60300,ASPLANCHNA,2,NA,NA,iceoff
3483,SP,2001,7/9/01,60900,CONOCHILUS,2,NA,NA,iceoff
3484,SP,2001,7/9/01,61502,GASTROPUS STYLIFER,1.7,NA,NA,iceoff
3485,SP,2001,7/9/01,61702,KELLICOTTIA LONGISPINA,7.3,NA,NA,iceoff
3486,SP,2001,7/9/01,61801,KERATELLA COCHLEARIS,35,NA,NA,iceoff
3487,SP,2001,7/9/01,61804,KERATELLA EARLINAE,34.2,NA,NA,iceoff
3488,SP,2001,7/9/01,61806,KERATELLA QUADRATA,0.3,NA,NA,iceoff
3489,SP,2001,7/9/01,61808,KERATELLA TAUROCEPHALA,0.3,NA,NA,iceoff
3490,SP,2001,7/9/01,63003,POLYARTHRA MAJOR,0.3,NA,NA,iceoff
3491,SP,2001,7/9/01,63004,POLYARTHRA REMATA,6.7,NA,NA,iceoff
3492,SP,2001,7/9/01,63005,POLYARTHRA VULGARIS,8.1,NA,NA,iceoff
3493,SP,2001,7/9/01,63400,SYNCHAETA,2.8,NA,NA,iceoff
3494,SP,2001,7/24/01,10000,COPEPOD NAUPLII,22.4,NA,NA,iceoff
3495,SP,2001,7/24/01,20302,DIACYCLOPS THOMASI,4,NA,NA,iceoff
3496,SP,2001,7/24/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.6,NA,NA,iceoff
3497,SP,2001,7/24/01,30402,LEPTODIAPTOMUS MINUTUS,3.2,NA,NA,iceoff
3498,SP,2001,7/24/01,50700,BOSMINIDAE,6.4,NA,NA,iceoff
3499,SP,2001,7/24/01,51103,DAPHNIA MENDOTAE,4.8,NA,NA,iceoff
3500,SP,2001,7/24/01,51104,DAPHNIA LONGIREMIS,2.8,NA,NA,iceoff
3501,SP,2001,7/24/01,60202,ASCOMORPHA OVALIS,3.9,NA,NA,iceoff
3502,SP,2001,7/24/01,60300,ASPLANCHNA,2.8,NA,NA,iceoff
3503,SP,2001,7/24/01,60900,CONOCHILUS,3.4,NA,NA,iceoff
3504,SP,2001,7/24/01,61402,FILINIA TERMINALIS,1.1,NA,NA,iceoff
3505,SP,2001,7/24/01,61502,GASTROPUS STYLIFER,2.2,NA,NA,iceoff
3506,SP,2001,7/24/01,61702,KELLICOTTIA LONGISPINA,22.4,NA,NA,iceoff
3507,SP,2001,7/24/01,61801,KERATELLA COCHLEARIS,57.1,NA,NA,iceoff
3508,SP,2001,7/24/01,61804,KERATELLA EARLINAE,34.7,NA,NA,iceoff
3509,SP,2001,7/24/01,61805,KERATELLA HIEMALIS,0.6,NA,NA,iceoff
3510,SP,2001,7/24/01,61806,KERATELLA QUADRATA,0.6,NA,NA,iceoff
3511,SP,2001,7/24/01,63001,POLYARTHRA DOLICHOPTERA,1.1,NA,NA,iceoff
3512,SP,2001,7/24/01,63004,POLYARTHRA REMATA,22.4,NA,NA,iceoff
3513,SP,2001,7/24/01,63005,POLYARTHRA VULGARIS,11.2,NA,NA,iceoff
3514,SP,2001,7/24/01,63400,SYNCHAETA,29.7,NA,NA,iceoff
3515,SP,2001,8/6/01,10000,COPEPOD NAUPLII,9.2,NA,NA,iceoff
3516,SP,2001,8/6/01,20302,DIACYCLOPS THOMASI,6.7,NA,NA,iceoff
3517,SP,2001,8/6/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.3,NA,NA,iceoff
3518,SP,2001,8/6/01,30801,SKISTODIAPTOMUS OREGONENSIS,1.5,NA,NA,iceoff
3519,SP,2001,8/6/01,50700,BOSMINIDAE,5.3,NA,NA,iceoff
3520,SP,2001,8/6/01,51103,DAPHNIA MENDOTAE,3.6,NA,NA,iceoff
3521,SP,2001,8/6/01,51104,DAPHNIA LONGIREMIS,4.5,NA,NA,iceoff
3522,SP,2001,8/6/01,51801,HOLOPEDIUM GIBBERUM,0.3,NA,NA,iceoff
3523,SP,2001,8/6/01,60300,ASPLANCHNA,12.6,NA,NA,iceoff
3524,SP,2001,8/6/01,60900,CONOCHILUS,0.3,NA,NA,iceoff
3525,SP,2001,8/6/01,61402,FILINIA TERMINALIS,1.7,NA,NA,iceoff
3526,SP,2001,8/6/01,61702,KELLICOTTIA LONGISPINA,13.4,NA,NA,iceoff
3527,SP,2001,8/6/01,61801,KERATELLA COCHLEARIS,24.1,NA,NA,iceoff
3528,SP,2001,8/6/01,61804,KERATELLA EARLINAE,14.3,NA,NA,iceoff
3529,SP,2001,8/6/01,61806,KERATELLA QUADRATA,0.8,NA,NA,iceoff
3530,SP,2001,8/6/01,63003,POLYARTHRA MAJOR,0.8,NA,NA,iceoff
3531,SP,2001,8/6/01,63004,POLYARTHRA REMATA,15.7,NA,NA,iceoff
3532,SP,2001,8/6/01,63005,POLYARTHRA VULGARIS,16,NA,NA,iceoff
3533,SP,2001,8/6/01,63400,SYNCHAETA,24.9,NA,NA,iceoff
3534,SP,2001,8/20/01,10000,COPEPOD NAUPLII,15.7,NA,NA,iceoff
3535,SP,2001,8/20/01,20302,DIACYCLOPS THOMASI,7.3,NA,NA,iceoff
3536,SP,2001,8/20/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.6,NA,NA,iceoff
3537,SP,2001,8/20/01,30201,EPISCHURA LACUSTRIS,0.6,NA,NA,iceoff
3538,SP,2001,8/20/01,30801,SKISTODIAPTOMUS OREGONENSIS,1.8,NA,NA,iceoff
3539,SP,2001,8/20/01,50700,BOSMINIDAE,4.5,NA,NA,iceoff
3540,SP,2001,8/20/01,51100,DAPHNIA,1.1,NA,NA,iceoff
3541,SP,2001,8/20/01,51103,DAPHNIA MENDOTAE,1.7,NA,NA,iceoff
3542,SP,2001,8/20/01,51104,DAPHNIA LONGIREMIS,2.2,NA,NA,iceoff
3543,SP,2001,8/20/01,51801,HOLOPEDIUM GIBBERUM,1.1,NA,NA,iceoff
3544,SP,2001,8/20/01,60202,ASCOMORPHA OVALIS,0.6,NA,NA,iceoff
3545,SP,2001,8/20/01,60300,ASPLANCHNA,0.6,NA,NA,iceoff
3546,SP,2001,8/20/01,61702,KELLICOTTIA LONGISPINA,19.6,NA,NA,iceoff
3547,SP,2001,8/20/01,61801,KERATELLA COCHLEARIS,19.6,NA,NA,iceoff
3548,SP,2001,8/20/01,61804,KERATELLA EARLINAE,2.2,NA,NA,iceoff
3549,SP,2001,8/20/01,61806,KERATELLA QUADRATA,0.6,NA,NA,iceoff
3550,SP,2001,8/20/01,63004,POLYARTHRA REMATA,4.5,NA,NA,iceoff
3551,SP,2001,8/20/01,63005,POLYARTHRA VULGARIS,14,NA,NA,iceoff
3552,SP,2001,8/20/01,63400,SYNCHAETA,2.8,NA,NA,iceoff
3553,SP,2001,9/4/01,10000,COPEPOD NAUPLII,22.1,NA,NA,iceoff
3554,SP,2001,9/4/01,20302,DIACYCLOPS THOMASI,9.3,NA,NA,iceoff
3555,SP,2001,9/4/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.2,NA,NA,iceoff
3556,SP,2001,9/4/01,30000,CALANOID,3.7,NA,NA,iceoff
3557,SP,2001,9/4/01,30201,EPISCHURA LACUSTRIS,0.6,NA,NA,iceoff
3558,SP,2001,9/4/01,30402,LEPTODIAPTOMUS MINUTUS,0.3,NA,NA,iceoff
3559,SP,2001,9/4/01,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,NA,NA,iceoff
3560,SP,2001,9/4/01,50700,BOSMINIDAE,2.8,NA,NA,iceoff
3561,SP,2001,9/4/01,51103,DAPHNIA MENDOTAE,0.8,NA,NA,iceoff
3562,SP,2001,9/4/01,51104,DAPHNIA LONGIREMIS,7.3,NA,NA,iceoff
3563,SP,2001,9/4/01,51202,DIAPHANOSOMA BIRGEI,0.6,NA,NA,iceoff
3564,SP,2001,9/4/01,60200,ASCOMORPHA,0.3,NA,NA,iceoff
3565,SP,2001,9/4/01,60900,CONOCHILUS,3.4,NA,NA,iceoff
3566,SP,2001,9/4/01,61402,FILINIA TERMINALIS,0.3,NA,NA,iceoff
3567,SP,2001,9/4/01,61702,KELLICOTTIA LONGISPINA,19.6,NA,NA,iceoff
3568,SP,2001,9/4/01,61801,KERATELLA COCHLEARIS,24.6,NA,NA,iceoff
3569,SP,2001,9/4/01,61804,KERATELLA EARLINAE,4.2,NA,NA,iceoff
3570,SP,2001,9/4/01,61805,KERATELLA HIEMALIS,0.3,NA,NA,iceoff
3571,SP,2001,9/4/01,61806,KERATELLA QUADRATA,0.8,NA,NA,iceoff
3572,SP,2001,9/4/01,62400,MONOSTYLA,0.3,NA,NA,iceoff
3573,SP,2001,9/4/01,63000,POLYARTHRA,21.8,NA,NA,iceoff
3574,SP,2001,9/4/01,63400,SYNCHAETA,1.1,NA,NA,iceoff
3575,SP,2001,9/18/01,10000,COPEPOD NAUPLII,28,NA,NA,iceoff
3576,SP,2001,9/18/01,20302,DIACYCLOPS THOMASI,10.1,NA,NA,iceoff
3577,SP,2001,9/18/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.5,NA,NA,iceoff
3578,SP,2001,9/18/01,30000,CALANOID,4.8,NA,NA,iceoff
3579,SP,2001,9/18/01,30402,LEPTODIAPTOMUS MINUTUS,1.4,NA,NA,iceoff
3580,SP,2001,9/18/01,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,NA,NA,iceoff
3581,SP,2001,9/18/01,50700,BOSMINIDAE,3.6,NA,NA,iceoff
3582,SP,2001,9/18/01,51103,DAPHNIA MENDOTAE,2.2,NA,NA,iceoff
3583,SP,2001,9/18/01,51104,DAPHNIA LONGIREMIS,6.4,NA,NA,iceoff
3584,SP,2001,9/18/01,51202,DIAPHANOSOMA BIRGEI,1.4,NA,NA,iceoff
3585,SP,2001,9/18/01,51801,HOLOPEDIUM GIBBERUM,1.1,NA,NA,iceoff
3586,SP,2001,9/18/01,60200,ASCOMORPHA,0.3,NA,NA,iceoff
3587,SP,2001,9/18/01,60600,COLLOTHECA,3.1,NA,NA,iceoff
3588,SP,2001,9/18/01,60900,CONOCHILUS,1.1,NA,NA,iceoff
3589,SP,2001,9/18/01,61402,FILINIA TERMINALIS,4.2,NA,NA,iceoff
3590,SP,2001,9/18/01,61702,KELLICOTTIA LONGISPINA,23,NA,NA,iceoff
3591,SP,2001,9/18/01,61801,KERATELLA COCHLEARIS,13.7,NA,NA,iceoff
3592,SP,2001,9/18/01,61804,KERATELLA EARLINAE,2.8,NA,NA,iceoff
3593,SP,2001,9/18/01,61806,KERATELLA QUADRATA,1.1,NA,NA,iceoff
3594,SP,2001,9/18/01,63004,POLYARTHRA REMATA,5,NA,NA,iceoff
3595,SP,2001,9/18/01,63005,POLYARTHRA VULGARIS,14.8,NA,NA,iceoff
3596,SP,2001,10/15/01,10000,COPEPOD NAUPLII,17.4,NA,NA,iceoff
3597,SP,2001,10/15/01,20302,DIACYCLOPS THOMASI,4.8,NA,NA,iceoff
3598,SP,2001,10/15/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.8,NA,NA,iceoff
3599,SP,2001,10/15/01,30402,LEPTODIAPTOMUS MINUTUS,3.2,NA,NA,iceoff
3600,SP,2001,10/15/01,50700,BOSMINIDAE,3.2,NA,NA,iceoff
3601,SP,2001,10/15/01,51103,DAPHNIA MENDOTAE,0.8,NA,NA,iceoff
3602,SP,2001,10/15/01,51104,DAPHNIA LONGIREMIS,3.2,NA,NA,iceoff
3603,SP,2001,10/15/01,51202,DIAPHANOSOMA BIRGEI,0.4,NA,NA,iceoff
3604,SP,2001,10/15/01,51801,HOLOPEDIUM GIBBERUM,0.4,NA,NA,iceoff
3605,SP,2001,10/15/01,60600,COLLOTHECA,1.2,NA,NA,iceoff
3606,SP,2001,10/15/01,60900,CONOCHILUS,3.6,NA,NA,iceoff
3607,SP,2001,10/15/01,61402,FILINIA TERMINALIS,0.4,NA,NA,iceoff
3608,SP,2001,10/15/01,61702,KELLICOTTIA LONGISPINA,7.7,NA,NA,iceoff
3609,SP,2001,10/15/01,61801,KERATELLA COCHLEARIS,2,NA,NA,iceoff
3610,SP,2001,10/15/01,61804,KERATELLA EARLINAE,2,NA,NA,iceoff
3611,SP,2001,10/15/01,61806,KERATELLA QUADRATA,0.4,NA,NA,iceoff
3612,SP,2001,10/15/01,63004,POLYARTHRA REMATA,5.7,NA,NA,iceoff
3613,SP,2001,10/15/01,63005,POLYARTHRA VULGARIS,14.9,NA,NA,iceoff
3614,SP,2001,10/29/01,10000,COPEPOD NAUPLII,14.6,NA,NA,iceoff
3615,SP,2001,10/29/01,20302,DIACYCLOPS THOMASI,4.2,NA,NA,iceoff
3616,SP,2001,10/29/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.5,NA,NA,iceoff
3617,SP,2001,10/29/01,30000,CALANOID,3.3,NA,NA,iceoff
3618,SP,2001,10/29/01,30402,LEPTODIAPTOMUS MINUTUS,1.1,NA,NA,iceoff
3619,SP,2001,10/29/01,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,NA,NA,iceoff
3620,SP,2001,10/29/01,50000,CLADOCERAN,0.3,NA,NA,iceoff
3621,SP,2001,10/29/01,50700,BOSMINIDAE,1.7,NA,NA,iceoff
3622,SP,2001,10/29/01,51103,DAPHNIA MENDOTAE,0.6,NA,NA,iceoff
3623,SP,2001,10/29/01,51104,DAPHNIA LONGIREMIS,3.9,NA,NA,iceoff
3624,SP,2001,10/29/01,51801,HOLOPEDIUM GIBBERUM,2.5,NA,NA,iceoff
3625,SP,2001,10/29/01,60200,ASCOMORPHA,0.3,NA,NA,iceoff
3626,SP,2001,10/29/01,60600,COLLOTHECA,0.6,NA,NA,iceoff
3627,SP,2001,10/29/01,60900,CONOCHILUS,0.8,NA,NA,iceoff
3628,SP,2001,10/29/01,61702,KELLICOTTIA LONGISPINA,5.9,NA,NA,iceoff
3629,SP,2001,10/29/01,61801,KERATELLA COCHLEARIS,2.5,NA,NA,iceoff
3630,SP,2001,10/29/01,61804,KERATELLA EARLINAE,2.2,NA,NA,iceoff
3631,SP,2001,10/29/01,63004,POLYARTHRA REMATA,11.2,NA,NA,iceoff
3632,SP,2001,10/29/01,63005,POLYARTHRA VULGARIS,31.6,NA,NA,iceoff
3633,SP,2001,11/15/01,10000,COPEPOD NAUPLII,31.9,NA,NA,iceoff
3634,SP,2001,11/15/01,20302,DIACYCLOPS THOMASI,7.8,NA,NA,iceoff
3635,SP,2001,11/15/01,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,NA,NA,iceoff
3636,SP,2001,11/15/01,30000,CALANOID,1.2,NA,NA,iceoff
3637,SP,2001,11/15/01,50700,BOSMINIDAE,1.7,NA,NA,iceoff
3638,SP,2001,11/15/01,51000,CHYDORUS,1.7,NA,NA,iceoff
3639,SP,2001,11/15/01,51100,DAPHNIA,0.6,NA,NA,iceoff
3640,SP,2001,11/15/01,51104,DAPHNIA LONGIREMIS,2.2,NA,NA,iceoff
3641,SP,2001,11/15/01,51801,HOLOPEDIUM GIBBERUM,1.1,NA,NA,iceoff
3642,SP,2001,11/15/01,60200,ASCOMORPHA,3.9,NA,NA,iceoff
3643,SP,2001,11/15/01,61702,KELLICOTTIA LONGISPINA,5,NA,NA,iceoff
3644,SP,2001,11/15/01,61801,KERATELLA COCHLEARIS,2.8,NA,NA,iceoff
3645,SP,2001,11/15/01,61803,KERATELLA CRASSA,1.1,NA,NA,iceoff
3646,SP,2001,11/15/01,61804,KERATELLA EARLINAE,4.5,NA,NA,iceoff
3647,SP,2001,11/15/01,61806,KERATELLA QUADRATA,0.6,NA,NA,iceoff
3648,SP,2001,11/15/01,63004,POLYARTHRA REMATA,9.5,NA,NA,iceoff
3649,SP,2001,11/15/01,63005,POLYARTHRA VULGARIS,32.5,NA,NA,iceoff
3650,SP,2001,11/15/01,63400,SYNCHAETA,1.1,NA,NA,iceoff
3651,SP,2002,1/16/02,10000,COPEPOD NAUPLII,21,NA,NA,iceon
3652,SP,2002,1/16/02,20000,CYCLOPOID,3.1,NA,NA,iceon
3653,SP,2002,1/16/02,20302,DIACYCLOPS THOMASI,0.3,NA,NA,iceon
3654,SP,2002,1/16/02,50700,BOSMINIDAE,4.5,NA,NA,iceon
3655,SP,2002,1/16/02,51000,CHYDORUS,0.6,NA,NA,iceon
3656,SP,2002,1/16/02,51104,DAPHNIA LONGIREMIS,2.2,NA,NA,iceon
3657,SP,2002,1/16/02,60200,ASCOMORPHA,0.6,NA,NA,iceon
3658,SP,2002,1/16/02,60300,ASPLANCHNA,3.1,NA,NA,iceon
3659,SP,2002,1/16/02,60800,CONOCHILOIDES,3.1,NA,NA,iceon
3660,SP,2002,1/16/02,60900,CONOCHILUS,5.6,NA,NA,iceon
3661,SP,2002,1/16/02,61402,FILINIA TERMINALIS,1.1,NA,NA,iceon
3662,SP,2002,1/16/02,61501,GASTROPUS HYPTOPUS,10.6,NA,NA,iceon
3663,SP,2002,1/16/02,61502,GASTROPUS STYLIFER,0.6,NA,NA,iceon
3664,SP,2002,1/16/02,61702,KELLICOTTIA LONGISPINA,26,NA,NA,iceon
3665,SP,2002,1/16/02,61801,KERATELLA COCHLEARIS,54.9,NA,NA,iceon
3666,SP,2002,1/16/02,61803,KERATELLA CRASSA,2,NA,NA,iceon
3667,SP,2002,1/16/02,61804,KERATELLA EARLINAE,7.8,NA,NA,iceon
3668,SP,2002,1/16/02,61805,KERATELLA HIEMALIS,6.7,NA,NA,iceon
3669,SP,2002,1/16/02,61806,KERATELLA QUADRATA,2.5,NA,NA,iceon
3670,SP,2002,1/16/02,63003,POLYARTHRA MAJOR,55.2,NA,NA,iceon
3671,SP,2002,1/16/02,63004,POLYARTHRA REMATA,4.5,NA,NA,iceon
3672,SP,2002,1/16/02,63400,SYNCHAETA,5.6,NA,NA,iceon
3673,SP,2002,1/16/02,63602,TRICHOCERCA BIROSTRIS,0.3,NA,NA,iceon
3674,SP,2002,2/28/02,10000,COPEPOD NAUPLII,16.2,NA,NA,iceon
3675,SP,2002,2/28/02,20000,CYCLOPOID,6.2,NA,NA,iceon
3676,SP,2002,2/28/02,50700,BOSMINIDAE,3.4,NA,NA,iceon
3677,SP,2002,2/28/02,51104,DAPHNIA LONGIREMIS,1.1,NA,NA,iceon
3678,SP,2002,2/28/02,60202,ASCOMORPHA OVALIS,6.2,NA,NA,iceon
3679,SP,2002,2/28/02,60300,ASPLANCHNA,1.7,NA,NA,iceon
3680,SP,2002,2/28/02,60800,CONOCHILOIDES,4.5,NA,NA,iceon
3681,SP,2002,2/28/02,60900,CONOCHILUS,12.3,NA,NA,iceon
3682,SP,2002,2/28/02,61402,FILINIA TERMINALIS,1.7,NA,NA,iceon
3683,SP,2002,2/28/02,61501,GASTROPUS HYPTOPUS,0.6,NA,NA,iceon
3684,SP,2002,2/28/02,61702,KELLICOTTIA LONGISPINA,51.5,NA,NA,iceon
3685,SP,2002,2/28/02,61801,KERATELLA COCHLEARIS,63.8,NA,NA,iceon
3686,SP,2002,2/28/02,61803,KERATELLA CRASSA,0.6,NA,NA,iceon
3687,SP,2002,2/28/02,61804,KERATELLA EARLINAE,8.4,NA,NA,iceon
3688,SP,2002,2/28/02,61806,KERATELLA QUADRATA,2.2,NA,NA,iceon
3689,SP,2002,2/28/02,63001,POLYARTHRA DOLICHOPTERA,5,NA,NA,iceon
3690,SP,2002,2/28/02,63004,POLYARTHRA REMATA,9,NA,NA,iceon
3691,SP,2002,2/28/02,63005,POLYARTHRA VULGARIS,54.3,NA,NA,iceon
3692,SP,2002,4/1/02,10000,COPEPOD NAUPLII,16.2,NA,NA,iceon
3693,SP,2002,4/1/02,20302,DIACYCLOPS THOMASI,3.1,NA,NA,iceon
3694,SP,2002,4/1/02,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,NA,NA,iceon
3695,SP,2002,4/1/02,50700,BOSMINIDAE,2,NA,NA,iceon
3696,SP,2002,4/1/02,51104,DAPHNIA LONGIREMIS,0.6,NA,NA,iceon
3697,SP,2002,4/1/02,60300,ASPLANCHNA,12.3,NA,NA,iceon
3698,SP,2002,4/1/02,60800,CONOCHILOIDES,15.1,NA,NA,iceon
3699,SP,2002,4/1/02,60900,CONOCHILUS,30.2,NA,NA,iceon
3700,SP,2002,4/1/02,61402,FILINIA TERMINALIS,6.2,NA,NA,iceon
3701,SP,2002,4/1/02,61702,KELLICOTTIA LONGISPINA,45.9,NA,NA,iceon
3702,SP,2002,4/1/02,61801,KERATELLA COCHLEARIS,49.8,NA,NA,iceon
3703,SP,2002,4/1/02,61804,KERATELLA EARLINAE,2.8,NA,NA,iceon
3704,SP,2002,4/1/02,61806,KERATELLA QUADRATA,3.9,NA,NA,iceon
3705,SP,2002,4/1/02,63001,POLYARTHRA DOLICHOPTERA,1.1,NA,NA,iceon
3706,SP,2002,4/1/02,63004,POLYARTHRA REMATA,7.3,NA,NA,iceon
3707,SP,2002,4/1/02,63005,POLYARTHRA VULGARIS,84,NA,NA,iceon
3708,SP,2002,4/23/02,10000,COPEPOD NAUPLII,19.6,NA,NA,iceoff
3709,SP,2002,4/23/02,20302,DIACYCLOPS THOMASI,19,NA,NA,iceoff
3710,SP,2002,4/23/02,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,NA,NA,iceoff
3711,SP,2002,4/23/02,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,NA,NA,iceoff
3712,SP,2002,4/23/02,50700,BOSMINIDAE,1.7,NA,NA,iceoff
3713,SP,2002,4/23/02,60300,ASPLANCHNA,5.6,NA,NA,iceoff
3714,SP,2002,4/23/02,60800,CONOCHILOIDES,9,NA,NA,iceoff
3715,SP,2002,4/23/02,60900,CONOCHILUS,11.2,NA,NA,iceoff
3716,SP,2002,4/23/02,61402,FILINIA TERMINALIS,2.8,NA,NA,iceoff
3717,SP,2002,4/23/02,61702,KELLICOTTIA LONGISPINA,21.3,NA,NA,iceoff
3718,SP,2002,4/23/02,61801,KERATELLA COCHLEARIS,21.3,NA,NA,iceoff
3719,SP,2002,4/23/02,61803,KERATELLA CRASSA,1.7,NA,NA,iceoff
3720,SP,2002,4/23/02,61804,KERATELLA EARLINAE,4.5,NA,NA,iceoff
3721,SP,2002,4/23/02,61806,KERATELLA QUADRATA,0.6,NA,NA,iceoff
3722,SP,2002,4/23/02,63001,POLYARTHRA DOLICHOPTERA,67.2,NA,NA,iceoff
3723,SP,2002,4/23/02,63004,POLYARTHRA REMATA,9.5,NA,NA,iceoff
3724,SP,2002,4/23/02,63005,POLYARTHRA VULGARIS,10.6,NA,NA,iceoff
3725,SP,2002,4/23/02,63400,SYNCHAETA,3.4,NA,NA,iceoff
3726,SP,2002,5/7/02,10000,COPEPOD NAUPLII,20.2,NA,NA,iceoff
3727,SP,2002,5/7/02,20302,DIACYCLOPS THOMASI,2.4,NA,NA,iceoff
3728,SP,2002,5/7/02,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.3,NA,NA,iceoff
3729,SP,2002,5/7/02,50700,BOSMINIDAE,1.1,NA,NA,iceoff
3730,SP,2002,5/7/02,51104,DAPHNIA LONGIREMIS,0.6,NA,NA,iceoff
3731,SP,2002,5/7/02,51202,DIAPHANOSOMA BIRGEI,0.3,NA,NA,iceoff
3732,SP,2002,5/7/02,60200,ASCOMORPHA,0.6,NA,NA,iceoff
3733,SP,2002,5/7/02,60300,ASPLANCHNA,9,NA,NA,iceoff
3734,SP,2002,5/7/02,60900,CONOCHILUS,5.6,NA,NA,iceoff
3735,SP,2002,5/7/02,61702,KELLICOTTIA LONGISPINA,24.6,NA,NA,iceoff
3736,SP,2002,5/7/02,61801,KERATELLA COCHLEARIS,37,NA,NA,iceoff
3737,SP,2002,5/7/02,61803,KERATELLA CRASSA,1.7,NA,NA,iceoff
3738,SP,2002,5/7/02,61804,KERATELLA EARLINAE,1.1,NA,NA,iceoff
3739,SP,2002,5/7/02,61806,KERATELLA QUADRATA,1.1,NA,NA,iceoff
3740,SP,2002,5/7/02,63000,POLYARTHRA,147.8,NA,NA,iceoff
3741,SP,2002,5/7/02,63400,SYNCHAETA,9,NA,NA,iceoff
3742,SP,2002,5/22/02,10000,COPEPOD NAUPLII,15.1,NA,NA,iceoff
3743,SP,2002,5/22/02,20302,DIACYCLOPS THOMASI,8.7,NA,NA,iceoff
3744,SP,2002,5/22/02,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,NA,NA,iceoff
3745,SP,2002,5/22/02,30000,CALANOID,0.3,NA,NA,iceoff
3746,SP,2002,5/22/02,50700,BOSMINIDAE,0.3,NA,NA,iceoff
3747,SP,2002,5/22/02,51000,CHYDORUS,0.6,NA,NA,iceoff
3748,SP,2002,5/22/02,51100,DAPHNIA,0.3,NA,NA,iceoff
3749,SP,2002,5/22/02,60300,ASPLANCHNA,10.1,NA,NA,iceoff
3750,SP,2002,5/22/02,60800,CONOCHILOIDES,1.7,NA,NA,iceoff
3751,SP,2002,5/22/02,60900,CONOCHILUS,14.6,NA,NA,iceoff
3752,SP,2002,5/22/02,61402,FILINIA TERMINALIS,2.2,NA,NA,iceoff
3753,SP,2002,5/22/02,61702,KELLICOTTIA LONGISPINA,32.5,NA,NA,iceoff
