lakeid,year4,sample_date,species_code,species_name,density,individuals_measured,avg_length
SP,2002,08/14/2002,61502,GASTROPUS STYLIFER,2.8,,
SP,2002,08/14/2002,61702,KELLICOTTIA LONGISPINA,5,,
SP,2002,08/14/2002,61801,KERATELLA COCHLEARIS,55.4,,
SP,2002,08/14/2002,61803,KERATELLA CRASSA,1.7,,
SP,2002,08/14/2002,61804,KERATELLA EARLINAE,17.9,,
SP,2002,08/14/2002,61806,KERATELLA QUADRATA,0.6,,
SP,2002,08/14/2002,63004,POLYARTHRA REMATA,10.1,,
SP,2002,08/14/2002,63005,POLYARTHRA VULGARIS,22.4,,
SP,2002,08/14/2002,63400,SYNCHAETA,1.1,,
SP,2002,08/29/2002,10000,COPEPOD NAUPLII,12.3,,
SP,2002,08/29/2002,20000,CYCLOPOID,0.3,,
SP,2002,08/29/2002,20302,DIACYCLOPS THOMASI,9.6,,
SP,2002,08/29/2002,20901,TROPOCYCLOPS PRASINUS MEXICANUS,5.1,,
SP,2002,08/29/2002,30000,CALANOID,4.8,,
SP,2002,08/29/2002,30201,EPISCHURA LACUSTRIS,0.6,,
SP,2002,08/29/2002,30402,LEPTODIAPTOMUS MINUTUS,3.1,,
SP,2002,08/29/2002,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,,
SP,2002,08/29/2002,50700,BOSMINIDAE,3.6,,
SP,2002,08/29/2002,51000,CHYDORUS,2.5,,
SP,2002,08/29/2002,51103,DAPHNIA MENDOTAE,3.9,,
SP,2002,08/29/2002,51104,DAPHNIA LONGIREMIS,5.3,,
SP,2002,08/29/2002,51202,DIAPHANOSOMA BIRGEI,7,,
SP,2002,08/29/2002,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,2002,08/29/2002,60200,ASCOMORPHA,0.3,,
SP,2002,08/29/2002,60900,CONOCHILUS,4.8,,
SP,2002,08/29/2002,61402,FILINIA TERMINALIS,0.6,,
SP,2002,08/29/2002,61502,GASTROPUS STYLIFER,0.6,,
SP,2002,08/29/2002,61702,KELLICOTTIA LONGISPINA,2.8,,
SP,2002,08/29/2002,61801,KERATELLA COCHLEARIS,34.4,,
SP,2002,08/29/2002,61803,KERATELLA CRASSA,0.8,,
SP,2002,08/29/2002,61804,KERATELLA EARLINAE,12.9,,
SP,2002,08/29/2002,63004,POLYARTHRA REMATA,4.2,,
SP,2002,08/29/2002,63005,POLYARTHRA VULGARIS,11.5,,
SP,2002,08/29/2002,63603,TRICHOCERCA CYLINDRICA,3.1,,
SP,2002,09/12/2002,10000,COPEPOD NAUPLII,17.4,,
SP,2002,09/12/2002,20302,DIACYCLOPS THOMASI,14.4,,
SP,2002,09/12/2002,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.2,,
SP,2002,09/12/2002,30000,CALANOID,3.4,,
SP,2002,09/12/2002,30201,EPISCHURA LACUSTRIS,0.3,,
SP,2002,09/12/2002,30402,LEPTODIAPTOMUS MINUTUS,1.4,,
SP,2002,09/12/2002,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,2002,09/12/2002,50700,BOSMINIDAE,6.7,,
SP,2002,09/12/2002,51000,CHYDORUS,2.2,,
SP,2002,09/12/2002,51103,DAPHNIA MENDOTAE,1.7,,
SP,2002,09/12/2002,51104,DAPHNIA LONGIREMIS,5.9,,
SP,2002,09/12/2002,51202,DIAPHANOSOMA BIRGEI,1.4,,
SP,2002,09/12/2002,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,2002,09/12/2002,60600,COLLOTHECA,3.6,,
SP,2002,09/12/2002,60900,CONOCHILUS,8.1,,
SP,2002,09/12/2002,61402,FILINIA TERMINALIS,3.6,,
SP,2002,09/12/2002,61502,GASTROPUS STYLIFER,0.8,,
SP,2002,09/12/2002,61702,KELLICOTTIA LONGISPINA,6.7,,
SP,2002,09/12/2002,61801,KERATELLA COCHLEARIS,36.7,,
SP,2002,09/12/2002,61803,KERATELLA CRASSA,0.3,,
SP,2002,09/12/2002,61804,KERATELLA EARLINAE,14.3,,
SP,2002,09/12/2002,63004,POLYARTHRA REMATA,4.5,,
SP,2002,09/12/2002,63005,POLYARTHRA VULGARIS,19,,
SP,2002,09/12/2002,63602,TRICHOCERCA BIROSTRIS,0.6,,
SP,2002,09/12/2002,63603,TRICHOCERCA CYLINDRICA,0.3,,
SP,2002,09/12/2002,63612,TRICHOCERCA MULTICRINIS,0.3,,
SP,2002,09/26/2002,10000,COPEPOD NAUPLII,19.3,,
SP,2002,09/26/2002,20302,DIACYCLOPS THOMASI,16.5,,
SP,2002,09/26/2002,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.6,,
SP,2002,09/26/2002,30402,LEPTODIAPTOMUS MINUTUS,7,,
SP,2002,09/26/2002,50700,BOSMINIDAE,2.8,,
SP,2002,09/26/2002,51000,CHYDORUS,4.2,,
SP,2002,09/26/2002,51103,DAPHNIA MENDOTAE,0.8,,
SP,2002,09/26/2002,51104,DAPHNIA LONGIREMIS,5.9,,
SP,2002,09/26/2002,51202,DIAPHANOSOMA BIRGEI,0.8,,
SP,2002,09/26/2002,51801,HOLOPEDIUM GIBBERUM,1.1,,
SP,2002,09/26/2002,60300,ASPLANCHNA,0.3,,
SP,2002,09/26/2002,60600,COLLOTHECA,0.8,,
SP,2002,09/26/2002,60900,CONOCHILUS,10.9,,
SP,2002,09/26/2002,61402,FILINIA TERMINALIS,1.7,,
SP,2002,09/26/2002,61502,GASTROPUS STYLIFER,0.8,,
SP,2002,09/26/2002,61702,KELLICOTTIA LONGISPINA,6.7,,
SP,2002,09/26/2002,61801,KERATELLA COCHLEARIS,19.9,,
SP,2002,09/26/2002,61803,KERATELLA CRASSA,0.6,,
SP,2002,09/26/2002,61804,KERATELLA EARLINAE,7,,
SP,2002,09/26/2002,63004,POLYARTHRA REMATA,7,,
SP,2002,09/26/2002,63005,POLYARTHRA VULGARIS,14.3,,
SP,2002,09/26/2002,63603,TRICHOCERCA CYLINDRICA,0.3,,
SP,2002,10/09/2002,10000,COPEPOD NAUPLII,20.4,,
SP,2002,10/09/2002,20302,DIACYCLOPS THOMASI,12,,
SP,2002,10/09/2002,20901,TROPOCYCLOPS PRASINUS MEXICANUS,3.4,,
SP,2002,10/09/2002,30000,CALANOID,2,,
SP,2002,10/09/2002,30402,LEPTODIAPTOMUS MINUTUS,0.3,,
SP,2002,10/09/2002,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,2002,10/09/2002,50700,BOSMINIDAE,6.2,,
SP,2002,10/09/2002,51000,CHYDORUS,6.4,,
SP,2002,10/09/2002,51103,DAPHNIA MENDOTAE,0.8,,
SP,2002,10/09/2002,51104,DAPHNIA LONGIREMIS,5.9,,
SP,2002,10/09/2002,51801,HOLOPEDIUM GIBBERUM,0.3,,
SP,2002,10/09/2002,60300,ASPLANCHNA,0.3,,
SP,2002,10/09/2002,60600,COLLOTHECA,0.6,,
SP,2002,10/09/2002,60900,CONOCHILUS,0.6,,
SP,2002,10/09/2002,61402,FILINIA TERMINALIS,1.1,,
SP,2002,10/09/2002,61502,GASTROPUS STYLIFER,1.1,,
SP,2002,10/09/2002,61702,KELLICOTTIA LONGISPINA,10.9,,
SP,2002,10/09/2002,61801,KERATELLA COCHLEARIS,24.1,,
SP,2002,10/09/2002,61803,KERATELLA CRASSA,0.8,,
SP,2002,10/09/2002,61804,KERATELLA EARLINAE,3.6,,
SP,2002,10/09/2002,61806,KERATELLA QUADRATA,0.6,,
SP,2002,10/09/2002,63004,POLYARTHRA REMATA,13.2,,
SP,2002,10/09/2002,63005,POLYARTHRA VULGARIS,12.6,,
SP,2002,10/09/2002,63400,SYNCHAETA,0.6,,
SP,2002,10/09/2002,63602,TRICHOCERCA BIROSTRIS,0.6,,
SP,2002,11/07/2002,10000,COPEPOD NAUPLII,29.4,,
SP,2002,11/07/2002,20302,DIACYCLOPS THOMASI,23.4,,
SP,2002,11/07/2002,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.9,,
SP,2002,11/07/2002,30000,CALANOID,1.4,,
SP,2002,11/07/2002,30402,LEPTODIAPTOMUS MINUTUS,0.6,,
SP,2002,11/07/2002,30801,SKISTODIAPTOMUS OREGONENSIS,0.9,,
SP,2002,11/07/2002,50700,BOSMINIDAE,1.1,,
SP,2002,11/07/2002,51000,CHYDORUS,3.4,,
SP,2002,11/07/2002,51100,DAPHNIA,0.6,,
SP,2002,11/07/2002,51104,DAPHNIA LONGIREMIS,2.2,,
SP,2002,11/07/2002,60200,ASCOMORPHA,1.7,,
SP,2002,11/07/2002,60300,ASPLANCHNA,0.3,,
SP,2002,11/07/2002,61402,FILINIA TERMINALIS,0.6,,
SP,2002,11/07/2002,61502,GASTROPUS STYLIFER,0.3,,
SP,2002,11/07/2002,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,2002,11/07/2002,61801,KERATELLA COCHLEARIS,25.5,,
SP,2002,11/07/2002,61803,KERATELLA CRASSA,0.8,,
SP,2002,11/07/2002,61804,KERATELLA EARLINAE,1.7,,
SP,2002,11/07/2002,61806,KERATELLA QUADRATA,2,,
SP,2002,11/07/2002,63003,POLYARTHRA MAJOR,3.9,,
SP,2002,11/07/2002,63004,POLYARTHRA REMATA,9,,
SP,2002,11/07/2002,63005,POLYARTHRA VULGARIS,4.2,,
SP,2002,11/07/2002,63400,SYNCHAETA,0.8,,
SP,2003,03/06/2003,10000,COPEPOD NAUPLII,18.5,,
SP,2003,03/06/2003,20302,DIACYCLOPS THOMASI,8.6,,
SP,2003,03/06/2003,50700,BOSMINIDAE,0.8,,
SP,2003,03/06/2003,51100,DAPHNIA,0.3,,
SP,2003,03/06/2003,60300,ASPLANCHNA,1.1,,
SP,2003,03/06/2003,60800,CONOCHILOIDES,0.6,,
SP,2003,03/06/2003,60900,CONOCHILUS,8.7,,
SP,2003,03/06/2003,61402,FILINIA TERMINALIS,0.3,,
SP,2003,03/06/2003,61502,GASTROPUS STYLIFER,0.3,,
SP,2003,03/06/2003,61701,KELLICOTTIA BOSTONIENSIS,0.3,,
SP,2003,03/06/2003,61702,KELLICOTTIA LONGISPINA,26.6,,
SP,2003,03/06/2003,61801,KERATELLA COCHLEARIS,2.8,,
SP,2003,03/06/2003,61803,KERATELLA CRASSA,0.8,,
SP,2003,03/06/2003,61804,KERATELLA EARLINAE,1.1,,
SP,2003,03/06/2003,61805,KERATELLA HIEMALIS,1.1,,
SP,2003,03/06/2003,61806,KERATELLA QUADRATA,0.3,,
SP,2003,03/06/2003,61807,KERATELLA SERRULATA,0.8,,
SP,2003,03/06/2003,63005,POLYARTHRA VULGARIS,11.8,,
SP,2003,03/06/2003,63400,SYNCHAETA,0.6,,
SP,2003,04/29/2003,10000,COPEPOD NAUPLII,50.7,,
SP,2003,04/29/2003,20302,DIACYCLOPS THOMASI,28,,
SP,2003,04/29/2003,50700,BOSMINIDAE,0.6,,
SP,2003,04/29/2003,51104,DAPHNIA LONGIREMIS,0.6,,
SP,2003,04/29/2003,60300,ASPLANCHNA,0.6,,
SP,2003,04/29/2003,60800,CONOCHILOIDES,4.5,,
SP,2003,04/29/2003,60900,CONOCHILUS,5.3,,
SP,2003,04/29/2003,61502,GASTROPUS STYLIFER,0.3,,
SP,2003,04/29/2003,61702,KELLICOTTIA LONGISPINA,14.6,,
SP,2003,04/29/2003,61801,KERATELLA COCHLEARIS,3.6,,
SP,2003,04/29/2003,63001,POLYARTHRA DOLICHOPTERA,5,,
SP,2003,04/29/2003,63004,POLYARTHRA REMATA,3.4,,
SP,2003,04/29/2003,63005,POLYARTHRA VULGARIS,16,,
SP,2003,04/29/2003,63400,SYNCHAETA,0.6,,
SP,2003,05/07/2003,10000,COPEPOD NAUPLII,95.5,,
SP,2003,05/07/2003,20302,DIACYCLOPS THOMASI,25.8,,
SP,2003,05/07/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.2,,
SP,2003,05/07/2003,30000,CALANOID,0.6,,
SP,2003,05/07/2003,50700,BOSMINIDAE,1.4,,
SP,2003,05/07/2003,60300,ASPLANCHNA,0.8,,
SP,2003,05/07/2003,60800,CONOCHILOIDES,2,,
SP,2003,05/07/2003,60900,CONOCHILUS,16.8,,
SP,2003,05/07/2003,61502,GASTROPUS STYLIFER,0.3,,
SP,2003,05/07/2003,61702,KELLICOTTIA LONGISPINA,15.1,,
SP,2003,05/07/2003,61801,KERATELLA COCHLEARIS,2.8,,
SP,2003,05/07/2003,61803,KERATELLA CRASSA,0.3,,
SP,2003,05/07/2003,61804,KERATELLA EARLINAE,0.6,,
SP,2003,05/07/2003,61806,KERATELLA QUADRATA,0.3,,
SP,2003,05/07/2003,63000,POLYARTHRA,40.3,,
SP,2003,05/07/2003,63400,SYNCHAETA,1.1,,
SP,2003,05/30/2003,10000,COPEPOD NAUPLII,113.7,,
SP,2003,05/30/2003,20302,DIACYCLOPS THOMASI,48.2,,
SP,2003,05/30/2003,30402,LEPTODIAPTOMUS MINUTUS,6.8,,
SP,2003,05/30/2003,50700,BOSMINIDAE,4.5,,
SP,2003,05/30/2003,51100,DAPHNIA,0.6,,
SP,2003,05/30/2003,60300,ASPLANCHNA,3.4,,
SP,2003,05/30/2003,60900,CONOCHILUS,23.5,,
SP,2003,05/30/2003,61402,FILINIA TERMINALIS,0.6,,
SP,2003,05/30/2003,61502,GASTROPUS STYLIFER,3.4,,
SP,2003,05/30/2003,61702,KELLICOTTIA LONGISPINA,29.1,,
SP,2003,05/30/2003,61801,KERATELLA COCHLEARIS,57.7,,
SP,2003,05/30/2003,61803,KERATELLA CRASSA,0.6,,
SP,2003,05/30/2003,61804,KERATELLA EARLINAE,2.2,,
SP,2003,05/30/2003,61806,KERATELLA QUADRATA,1.1,,
SP,2003,05/30/2003,63001,POLYARTHRA DOLICHOPTERA,7.8,,
SP,2003,05/30/2003,63004,POLYARTHRA REMATA,5.6,,
SP,2003,05/30/2003,63005,POLYARTHRA VULGARIS,104.7,,
SP,2003,05/30/2003,63400,SYNCHAETA,1.7,,
SP,2003,06/09/2003,10000,COPEPOD NAUPLII,131,,
SP,2003,06/09/2003,20302,DIACYCLOPS THOMASI,70.1,,
SP,2003,06/09/2003,20601,MESOCYCLOPS EDAX,0.6,,
SP,2003,06/09/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.6,,
SP,2003,06/09/2003,30000,CALANOID,1.2,,
SP,2003,06/09/2003,30402,LEPTODIAPTOMUS MINUTUS,2.8,,
SP,2003,06/09/2003,30801,SKISTODIAPTOMUS OREGONENSIS,1.7,,
SP,2003,06/09/2003,50700,BOSMINIDAE,19.6,,
SP,2003,06/09/2003,51104,DAPHNIA LONGIREMIS,1.1,,
SP,2003,06/09/2003,60300,ASPLANCHNA,1.1,,
SP,2003,06/09/2003,60900,CONOCHILUS,2.2,,
SP,2003,06/09/2003,61402,FILINIA TERMINALIS,0.6,,
SP,2003,06/09/2003,61502,GASTROPUS STYLIFER,1.1,,
SP,2003,06/09/2003,61702,KELLICOTTIA LONGISPINA,84,,
SP,2003,06/09/2003,61801,KERATELLA COCHLEARIS,227.9,,
SP,2003,06/09/2003,61803,KERATELLA CRASSA,1.7,,
SP,2003,06/09/2003,61804,KERATELLA EARLINAE,3.4,,
SP,2003,06/09/2003,61810,KERATELLA TICINENSIS,2.2,,
SP,2003,06/09/2003,63004,POLYARTHRA REMATA,1.1,,
SP,2003,06/09/2003,63005,POLYARTHRA VULGARIS,129.4,,
SP,2003,06/09/2003,63400,SYNCHAETA,1.7,,
SP,2003,06/23/2003,10000,COPEPOD NAUPLII,92.4,,
SP,2003,06/23/2003,20302,DIACYCLOPS THOMASI,79.6,,
SP,2003,06/23/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.5,,
SP,2003,06/23/2003,30402,LEPTODIAPTOMUS MINUTUS,13.4,,
SP,2003,06/23/2003,50700,BOSMINIDAE,21.8,,
SP,2003,06/23/2003,51103,DAPHNIA MENDOTAE,1.1,,
SP,2003,06/23/2003,51104,DAPHNIA LONGIREMIS,0.6,,
SP,2003,06/23/2003,51202,DIAPHANOSOMA BIRGEI,2.2,,
SP,2003,06/23/2003,60202,ASCOMORPHA OVALIS,0.6,,
SP,2003,06/23/2003,60900,CONOCHILUS,9.5,,
SP,2003,06/23/2003,61402,FILINIA TERMINALIS,0.6,,
SP,2003,06/23/2003,61502,GASTROPUS STYLIFER,3.4,,
SP,2003,06/23/2003,61702,KELLICOTTIA LONGISPINA,96.9,,
SP,2003,06/23/2003,61801,KERATELLA COCHLEARIS,392.6,,
SP,2003,06/23/2003,61803,KERATELLA CRASSA,2.8,,
SP,2003,06/23/2003,61804,KERATELLA EARLINAE,7.8,,
SP,2003,06/23/2003,61806,KERATELLA QUADRATA,2.8,,
SP,2003,06/23/2003,63004,POLYARTHRA REMATA,1.1,,
SP,2003,06/23/2003,63005,POLYARTHRA VULGARIS,11.8,,
SP,2003,06/23/2003,63400,SYNCHAETA,1.7,,
SP,2003,07/07/2003,10000,COPEPOD NAUPLII,98.6,,
SP,2003,07/07/2003,20302,DIACYCLOPS THOMASI,60,,
SP,2003,07/07/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.9,,
SP,2003,07/07/2003,30402,LEPTODIAPTOMUS MINUTUS,19.1,,
SP,2003,07/07/2003,50700,BOSMINIDAE,33,,
SP,2003,07/07/2003,51103,DAPHNIA MENDOTAE,1.1,,
SP,2003,07/07/2003,51104,DAPHNIA LONGIREMIS,1.7,,
SP,2003,07/07/2003,51202,DIAPHANOSOMA BIRGEI,9.5,,
SP,2003,07/07/2003,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,2003,07/07/2003,60202,ASCOMORPHA OVALIS,0.6,,
SP,2003,07/07/2003,60900,CONOCHILUS,4.5,,
SP,2003,07/07/2003,61402,FILINIA TERMINALIS,1.7,,
SP,2003,07/07/2003,61502,GASTROPUS STYLIFER,11.8,,
SP,2003,07/07/2003,61702,KELLICOTTIA LONGISPINA,84,,
SP,2003,07/07/2003,61801,KERATELLA COCHLEARIS,345,,
SP,2003,07/07/2003,61803,KERATELLA CRASSA,5,,
SP,2003,07/07/2003,61804,KERATELLA EARLINAE,6.7,,
SP,2003,07/07/2003,61806,KERATELLA QUADRATA,1.1,,
SP,2003,07/07/2003,63003,POLYARTHRA MAJOR,0.6,,
SP,2003,07/07/2003,63004,POLYARTHRA REMATA,3.9,,
SP,2003,07/07/2003,63005,POLYARTHRA VULGARIS,10.1,,
SP,2003,07/07/2003,63400,SYNCHAETA,0.6,,
SP,2003,07/21/2003,10000,COPEPOD NAUPLII,26.3,,
SP,2003,07/21/2003,20302,DIACYCLOPS THOMASI,30,,
SP,2003,07/21/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.8,,
SP,2003,07/21/2003,30402,LEPTODIAPTOMUS MINUTUS,9,,
SP,2003,07/21/2003,50700,BOSMINIDAE,12,,
SP,2003,07/21/2003,51100,DAPHNIA,0.3,,
SP,2003,07/21/2003,51104,DAPHNIA LONGIREMIS,1.4,,
SP,2003,07/21/2003,51202,DIAPHANOSOMA BIRGEI,5.3,,
SP,2003,07/21/2003,60202,ASCOMORPHA OVALIS,1.7,,
SP,2003,07/21/2003,60900,CONOCHILUS,0.6,,
SP,2003,07/21/2003,61402,FILINIA TERMINALIS,0.6,,
SP,2003,07/21/2003,61502,GASTROPUS STYLIFER,2.8,,
SP,2003,07/21/2003,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,2003,07/21/2003,61801,KERATELLA COCHLEARIS,92.4,,
SP,2003,07/21/2003,61803,KERATELLA CRASSA,1.7,,
SP,2003,07/21/2003,61804,KERATELLA EARLINAE,2.2,,
SP,2003,07/21/2003,61806,KERATELLA QUADRATA,0.6,,
SP,2003,07/21/2003,63004,POLYARTHRA REMATA,3.4,,
SP,2003,07/21/2003,63005,POLYARTHRA VULGARIS,7.3,,
SP,2003,08/04/2003,10000,COPEPOD NAUPLII,29.7,,
SP,2003,08/04/2003,20302,DIACYCLOPS THOMASI,38,,
SP,2003,08/04/2003,20601,MESOCYCLOPS EDAX,0.6,,
SP,2003,08/04/2003,30000,CALANOID,2.8,,
SP,2003,08/04/2003,30201,EPISCHURA LACUSTRIS,0.6,,
SP,2003,08/04/2003,30402,LEPTODIAPTOMUS MINUTUS,5,,
SP,2003,08/04/2003,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,2003,08/04/2003,50700,BOSMINIDAE,3.4,,
SP,2003,08/04/2003,51103,DAPHNIA MENDOTAE,0.6,,
SP,2003,08/04/2003,51104,DAPHNIA LONGIREMIS,0.6,,
SP,2003,08/04/2003,51202,DIAPHANOSOMA BIRGEI,2.8,,
SP,2003,08/04/2003,60202,ASCOMORPHA OVALIS,1.1,,
SP,2003,08/04/2003,60600,COLLOTHECA,6.2,,
SP,2003,08/04/2003,60900,CONOCHILUS,1.7,,
SP,2003,08/04/2003,61402,FILINIA TERMINALIS,0.6,,
SP,2003,08/04/2003,61502,GASTROPUS STYLIFER,6.7,,
SP,2003,08/04/2003,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,2003,08/04/2003,61801,KERATELLA COCHLEARIS,70.6,,
SP,2003,08/04/2003,61803,KERATELLA CRASSA,0.6,,
SP,2003,08/04/2003,61804,KERATELLA EARLINAE,0.6,,
SP,2003,08/04/2003,61806,KERATELLA QUADRATA,0.6,,
SP,2003,08/04/2003,61808,KERATELLA TAUROCEPHALA,2.2,,
SP,2003,08/04/2003,63004,POLYARTHRA REMATA,16.2,,
SP,2003,08/04/2003,63005,POLYARTHRA VULGARIS,15.1,,
SP,2003,08/20/2003,10000,COPEPOD NAUPLII,10.4,,
SP,2003,08/20/2003,20302,DIACYCLOPS THOMASI,19.3,,
SP,2003,08/20/2003,30402,LEPTODIAPTOMUS MINUTUS,5.3,,
SP,2003,08/20/2003,50700,BOSMINIDAE,0.3,,
SP,2003,08/20/2003,51000,CHYDORUS,0.3,,
SP,2003,08/20/2003,51103,DAPHNIA MENDOTAE,0.8,,
SP,2003,08/20/2003,51104,DAPHNIA LONGIREMIS,1.1,,
SP,2003,08/20/2003,51202,DIAPHANOSOMA BIRGEI,1.4,,
SP,2003,08/20/2003,60200,ASCOMORPHA,3.6,,
SP,2003,08/20/2003,60202,ASCOMORPHA OVALIS,0.8,,
SP,2003,08/20/2003,60600,COLLOTHECA,0.6,,
SP,2003,08/20/2003,60800,CONOCHILOIDES,0.3,,
SP,2003,08/20/2003,60900,CONOCHILUS,0.6,,
SP,2003,08/20/2003,61402,FILINIA TERMINALIS,1.4,,
SP,2003,08/20/2003,61502,GASTROPUS STYLIFER,4.5,,
SP,2003,08/20/2003,61702,KELLICOTTIA LONGISPINA,6.4,,
SP,2003,08/20/2003,61801,KERATELLA COCHLEARIS,44.8,,
SP,2003,08/20/2003,61804,KERATELLA EARLINAE,2.2,,
SP,2003,08/20/2003,61806,KERATELLA QUADRATA,0.6,,
SP,2003,08/20/2003,63004,POLYARTHRA REMATA,5.6,,
SP,2003,08/20/2003,63005,POLYARTHRA VULGARIS,16.8,,
SP,2003,08/20/2003,63602,TRICHOCERCA BIROSTRIS,1.1,,
SP,2003,09/03/2003,10000,COPEPOD NAUPLII,11.8,,
SP,2003,09/03/2003,20302,DIACYCLOPS THOMASI,29.5,,
SP,2003,09/03/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.2,,
SP,2003,09/03/2003,30000,CALANOID,2.9,,
SP,2003,09/03/2003,30402,LEPTODIAPTOMUS MINUTUS,1.1,,
SP,2003,09/03/2003,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,2003,09/03/2003,50700,BOSMINIDAE,1.4,,
SP,2003,09/03/2003,51103,DAPHNIA MENDOTAE,1.4,,
SP,2003,09/03/2003,51104,DAPHNIA LONGIREMIS,0.6,,
SP,2003,09/03/2003,51202,DIAPHANOSOMA BIRGEI,1.1,,
SP,2003,09/03/2003,60600,COLLOTHECA,11.8,,
SP,2003,09/03/2003,60800,CONOCHILOIDES,0.6,,
SP,2003,09/03/2003,60900,CONOCHILUS,59.9,,
SP,2003,09/03/2003,61402,FILINIA TERMINALIS,3.9,,
SP,2003,09/03/2003,61502,GASTROPUS STYLIFER,8.4,,
SP,2003,09/03/2003,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,2003,09/03/2003,61801,KERATELLA COCHLEARIS,71.1,,
SP,2003,09/03/2003,61803,KERATELLA CRASSA,0.6,,
SP,2003,09/03/2003,61804,KERATELLA EARLINAE,5.6,,
SP,2003,09/03/2003,61806,KERATELLA QUADRATA,4.5,,
SP,2003,09/03/2003,63004,POLYARTHRA REMATA,9.5,,
SP,2003,09/03/2003,63005,POLYARTHRA VULGARIS,20.7,,
SP,2003,09/16/2003,10000,COPEPOD NAUPLII,26.3,,
SP,2003,09/16/2003,20302,DIACYCLOPS THOMASI,31.6,,
SP,2003,09/16/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.2,,
SP,2003,09/16/2003,30402,LEPTODIAPTOMUS MINUTUS,3.4,,
SP,2003,09/16/2003,50700,BOSMINIDAE,1.1,,
SP,2003,09/16/2003,51103,DAPHNIA MENDOTAE,3.1,,
SP,2003,09/16/2003,51202,DIAPHANOSOMA BIRGEI,2.2,,
SP,2003,09/16/2003,51801,HOLOPEDIUM GIBBERUM,0.3,,
SP,2003,09/16/2003,60200,ASCOMORPHA,0.6,,
SP,2003,09/16/2003,60202,ASCOMORPHA OVALIS,0.6,,
SP,2003,09/16/2003,60600,COLLOTHECA,7.3,,
SP,2003,09/16/2003,60900,CONOCHILUS,29.1,,
SP,2003,09/16/2003,61402,FILINIA TERMINALIS,2.8,,
SP,2003,09/16/2003,61502,GASTROPUS STYLIFER,0.6,,
SP,2003,09/16/2003,61702,KELLICOTTIA LONGISPINA,16.8,,
SP,2003,09/16/2003,61801,KERATELLA COCHLEARIS,70,,
SP,2003,09/16/2003,61804,KERATELLA EARLINAE,12.9,,
SP,2003,09/16/2003,61806,KERATELLA QUADRATA,3.4,,
SP,2003,09/16/2003,63004,POLYARTHRA REMATA,15.1,,
SP,2003,09/16/2003,63005,POLYARTHRA VULGARIS,31.4,,
SP,2003,10/01/2003,10000,COPEPOD NAUPLII,16.8,,
SP,2003,10/01/2003,20302,DIACYCLOPS THOMASI,29.7,,
SP,2003,10/01/2003,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.9,,
SP,2003,10/01/2003,30000,CALANOID,1.7,,
SP,2003,10/01/2003,30201,EPISCHURA LACUSTRIS,0.9,,
SP,2003,10/01/2003,30402,LEPTODIAPTOMUS MINUTUS,0.3,,
SP,2003,10/01/2003,30801,SKISTODIAPTOMUS OREGONENSIS,1.1,,
SP,2003,10/01/2003,51000,CHYDORUS,0.6,,
SP,2003,10/01/2003,51103,DAPHNIA MENDOTAE,4.2,,
SP,2003,10/01/2003,51104,DAPHNIA LONGIREMIS,0.3,,
SP,2003,10/01/2003,51202,DIAPHANOSOMA BIRGEI,0.6,,
SP,2003,10/01/2003,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,2003,10/01/2003,60202,ASCOMORPHA OVALIS,0.6,,
SP,2003,10/01/2003,60600,COLLOTHECA,1.1,,
SP,2003,10/01/2003,60900,CONOCHILUS,1.7,,
SP,2003,10/01/2003,61502,GASTROPUS STYLIFER,1.1,,
SP,2003,10/01/2003,61702,KELLICOTTIA LONGISPINA,12,,
SP,2003,10/01/2003,61801,KERATELLA COCHLEARIS,19,,
SP,2003,10/01/2003,61803,KERATELLA CRASSA,0.6,,
SP,2003,10/01/2003,61804,KERATELLA EARLINAE,12,,
SP,2003,10/01/2003,61806,KERATELLA QUADRATA,2,,
SP,2003,10/01/2003,61810,KERATELLA TICINENSIS,0.3,,
