,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif
603,395,8/20/01,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.64828614,458,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,8.4,224,238,0,0,2771
604,396,8/20/01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,8.4,224,238,0,0,2771
605,395,8/20/01,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.64828614,459,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,NA,191,219,0,1,2649
606,396,8/20/01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,NA,191,219,0,1,2649
607,395,8/20/01,0,8.4,671,435,0.648,NA,NA,NA,NA,NA,0.64828614,460,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,NA,224,238,0,0,2771
608,396,8/20/01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,NA,224,238,0,0,2771
609,397,9/4/01,0,8.9,1663,1127,0.678,NA,NA,NA,NA,NA,0.67769092,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
610,398,9/18/01,0,9.2,468,220.8,0.472,NA,NA,NA,NA,NA,0.471794872,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,8.04,NA,8.47,8.62,3.38,3.91,0,NA,5,9.2,187,217,4,5,2847
611,399,10/2/01,0,9.8,337,188,0.558,NA,NA,NA,NA,NA,0.557863501,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
612,400,10/15/01,0,9.9,264,132.9,0.503,NA,NA,NA,NA,NA,0.503409091,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.76,NA,8.45,8.47,3.32,3.19,32,NA,6,9.9,227,259,0,0,2588
613,401,10/29/01,0,10.4,491,220.4,0.449,NA,NA,NA,NA,NA,0.448879837,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
614,402,11/15/01,0,10.5,214,95.2,0.445,NA,NA,NA,NA,NA,0.444859813,466,Limnothrix,16,NA,5.642771,90.284336,0.000645408,NA,NA,NA,2001,iceoff,0,7.54,664,8.96,9.03,3.37,3.32,28,NA,43,10.5,188,196,7,11,2959
615,403,1/16/02,0,14.8,446,20.4,0.046,5.1,16.5,4,0.416,12.5,0.04573991,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceon,0,7.77,NA,9.33,9.49,3.64,3.41,13,NA,23,14.8,372,474,2,6,3057
616,404,2/28/02,0,15.4,622,35.5,0.057,1.6,38,11,0.267,27,0.057073955,468,Limnothrix,5,NA,5.642771,28.213855,0.000533085,NA,NA,NA,2002,iceon,0,8.1,705,9.01,9.14,3.35,3.28,22,NA,10,15.4,350,327,3,2,3057
617,405,4/1/02,0,16,1647,10.42,0.006,15,54,21,0.189,33,0.006326655,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceon,0,8.2,NA,9.37,9.54,3.39,3.21,15,NA,26,16,390,423,1,7,2997
618,406,4/23/02,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125,470,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,11.7,302,311,11,21,2877
619,407,4/23/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,11.7,302,311,11,21,2877
620,406,4/23/02,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125,471,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,11.7,297,307,11,18,1860
621,407,4/23/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,11.7,297,307,11,18,1860
622,406,4/23/02,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125,472,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,NA,302,311,11,21,2877
623,407,4/23/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.29,634,8.73,8.97,3.01,2.91,59,NA,33,NA,302,311,11,21,2877
624,406,4/23/02,0,11.7,671,335.9,0.501,NA,NA,NA,NA,NA,0.500596125,473,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,NA,297,307,11,18,1860
625,407,4/23/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,Limnothrix,15,NA,5.642771,84.641565,0.000661833,NA,NA,NA,2002,iceoff,0,7.28,611,8.66,8.96,2.91,2.92,62,NA,43,NA,297,307,11,18,1860
626,408,5/7/02,0,12,844,480.2,0.569,NA,NA,NA,NA,NA,0.568957346,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.66,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
627,409,5/22/02,0,13.2,1750,1193,0.682,NA,NA,NA,NA,NA,0.681714286,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.94,NA,8.19,8.54,3.21,3.4,9,NA,10,13.2,207,258,3,9,2757
628,410,6/5/02,0,9.9,1907,1248,0.654,NA,NA,NA,NA,NA,0.654431044,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
629,411,6/19/02,0,9.1,679,371.3,0.547,NA,NA,NA,NA,NA,0.546833579,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,7.97,NA,8.09,8.06,3.4,3.6,2,NA,12,9.1,267,302,6,7,2510
630,412,7/3/02,0,8,432,245.3,0.568,NA,NA,NA,NA,NA,0.567824074,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
631,413,7/17/02,0,7.9,985,607.3,0.617,NA,NA,NA,NA,NA,0.616548223,479,Limnothrix,18,NA,5.642771,101.569878,0.001395167,NA,NA,NA,2002,iceoff,0,8.11,NA,8.33,8.36,3.45,3.39,11,NA,5,7.9,111,126,5,6,2455
632,414,7/30/02,0,8.4,1161,828,0.713,NA,NA,NA,NA,NA,0.713178295,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
633,415,8/14/02,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.66330324,481,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,8.3,268,290,3,9,2428
634,416,8/14/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,8.3,268,290,3,9,2428
635,415,8/14/02,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.66330324,482,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,8.3,227,243,3,6,2428
636,416,8/14/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,8.3,227,243,3,6,2428
637,415,8/14/02,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.66330324,483,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,NA,268,290,3,9,2428
638,416,8/14/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.42,655,8.32,8.48,3.75,3.79,3,NA,9,NA,268,290,3,9,2428
639,415,8/14/02,0,8.3,1883,1249,0.663,NA,NA,NA,NA,NA,0.66330324,484,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,NA,227,243,3,6,2428
640,416,8/14/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,Limnothrix,8,NA,5.642771,45.142168,0.000984509,NA,NA,NA,2002,iceoff,0,8.37,650,8.35,8.48,3.67,3.54,0,NA,9,NA,227,243,3,6,2428
641,417,8/29/02,0,8.7,786,507.1,0.645,NA,NA,NA,NA,NA,0.645165394,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
642,418,9/12/02,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294118,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,8.8,223,290,1,11,2363
643,419,9/12/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,8.8,223,290,1,11,2363
644,418,9/12/02,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294118,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,8.8,252,278,3,7,2427
645,419,9/12/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,8.8,252,278,3,7,2427
646,418,9/12/02,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294118,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,NA,223,290,1,11,2363
647,419,9/12/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.33,NA,8.42,8.53,3.55,3.52,3,NA,19,NA,223,290,1,11,2363
648,418,9/12/02,0,8.8,510,232.2,0.455,NA,NA,NA,NA,NA,0.455294118,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,NA,252,278,3,7,2427
649,419,9/12/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.19,NA,8.41,8.54,3.48,3.5,0,NA,14,NA,252,278,3,7,2427
650,420,9/26/02,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
651,421,10/9/02,0,9.9,357,219.8,0.616,NA,NA,NA,NA,NA,0.615686275,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,8.06,NA,1.76,8.04,0.6,3.32,0,NA,34,9.9,176,247,5,5,2299
652,422,10/24/02,0,9.7,344,285.9,0.831,NA,NA,NA,NA,NA,0.831104651,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
653,423,11/7/02,0,10,435,234.5,0.539,NA,NA,NA,NA,NA,0.53908046,493,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,10,222,256,5,13,3131
654,424,11/7/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,10,222,256,5,13,3131
655,423,11/7/02,0,10,435,234.5,0.539,NA,NA,NA,NA,NA,0.53908046,494,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,10,218,256,4,10,3067
656,424,11/7/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,10,218,256,4,10,3067
657,423,11/7/02,0,10,435,234.5,0.539,NA,NA,NA,NA,NA,0.53908046,495,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,NA,222,256,5,13,3131
658,424,11/7/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.39,665,8.66,8.73,3.27,3.12,7,NA,43,NA,222,256,5,13,3131
659,423,11/7/02,0,10,435,234.5,0.539,NA,NA,NA,NA,NA,0.53908046,496,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,NA,218,256,4,10,3067
660,424,11/7/02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,Limnothrix,2,NA,5.642771,11.285542,0.00014235,NA,NA,NA,2002,iceoff,0,7.4,661,8.66,8.74,3.28,3.16,3,NA,30,NA,218,256,4,10,3067
661,425,1/15/03,0,16.1,NA,NA,NA,1,45,0,NA,45,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.73,NA,10.79,10.87,3.98,3.9,9,NA,31,16.1,272,302,3,4,3266
662,426,3/6/03,0,14.2,1236,13.97,0.011,17.5,61,0,0.238,61,0.011302589,498,Limnothrix,32,NA,5.642771,180.568672,0.00454042,NA,NA,NA,2003,iceon,0,7.7,763,10.32,10.71,4.08,4.14,33,NA,149,14.2,379,312,7,10,2904
663,427,4/2/03,0,10.8,294,17.54,0.06,7.5,48,0,0.411,48,0.059659864,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,10.8,175,314,3,20,1518
664,428,4/2/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,10.8,175,314,3,20,1518
665,427,4/2/03,0,10.8,294,17.54,0.06,7.5,48,0,0.411,48,0.059659864,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,10.8,170,286,3,20,1578
666,428,4/2/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,10.8,170,286,3,20,1578
667,427,4/2/03,0,10.8,294,17.54,0.06,7.5,48,0,0.411,48,0.059659864,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,NA,175,314,3,20,1518
668,428,4/2/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.79,NA,5.77,6.22,2.42,2.33,41,NA,26,NA,175,314,3,20,1518
669,427,4/2/03,0,10.8,294,17.54,0.06,7.5,48,0,0.411,48,0.059659864,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,NA,170,286,3,20,1578
670,428,4/2/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceon,0,7.66,NA,5.74,5.97,2.43,2.3,36,NA,18,NA,170,286,3,20,1578
671,429,4/29/03,0,12,642,428.1,0.667,NA,NA,NA,NA,NA,0.66682243,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.5,640,8.61,8.81,3.24,3.13,7,NA,36,12,401,428,9,10,2603
672,430,5/14/03,0,11.1,1309,960,0.733,NA,NA,NA,NA,NA,0.733384263,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.74,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
673,431,5/30/03,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,10.4,193,274,6,7,2371
674,432,5/30/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,10.4,193,274,6,7,2371
675,431,5/30/03,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,10.4,226,269,5,8,2584
676,432,5/30/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,10.4,226,269,5,8,2584
677,431,5/30/03,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,NA,193,274,6,7,2371
678,432,5/30/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.06,NA,8.01,8.07,3.49,3.42,1,NA,16,NA,193,274,6,7,2371
679,431,5/30/03,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,NA,226,269,5,8,2584
680,432,5/30/03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.05,NA,8.17,8.28,3.62,3.54,3,NA,23,NA,226,269,5,8,2584
681,433,6/9/03,0,9.4,1238,738,0.596,NA,NA,NA,NA,NA,0.596122779,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
682,434,6/23/03,0,8.8,288,155.6,0.54,NA,NA,NA,NA,NA,0.540277778,510,Limnothrix,288,NA,5.642771,1625.118048,0.023337604,NA,NA,NA,2003,iceoff,0,7.99,NA,7.94,8.02,3.94,3.97,3,NA,14,8.8,184,256,3,4,2318
683,435,7/7/03,0,8.5,2400,1648,0.687,NA,NA,NA,NA,NA,0.686666667,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
684,436,7/21/03,0,8.5,625,361.4,0.578,NA,NA,NA,NA,NA,0.57824,512,Limnothrix,136,NA,5.642771,767.416856,0.009982081,NA,NA,NA,2003,iceoff,0,7.94,NA,8.26,8.32,3.61,3.54,1,NA,7,8.5,172,195,2,3,2106
685,437,8/4/03,0,8.6,1652,1246,0.754,NA,NA,NA,NA,NA,0.754237288,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
686,438,8/20/03,0,8,745,399.6,0.536,NA,NA,NA,NA,NA,0.536375839,514,Limnothrix,162,NA,5.642771,914.128902,0.012901519,NA,NA,NA,2003,iceoff,0,8.33,643,8.35,8.35,3.97,3.79,0,NA,11,8,186,213,3,4,1890
687,439,9/3/03,0,8.5,574,361.9,0.63,NA,NA,NA,NA,NA,0.630487805,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
688,440,9/16/03,0,8.6,1125,751,0.668,NA,NA,NA,NA,NA,0.667555556,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,8.12,NA,8.32,8.33,3.44,3.49,1,NA,10,8.6,298,307,4,5,2116
689,441,10/1/03,0,9.3,312,129.5,0.415,NA,NA,NA,NA,NA,0.415064103,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
690,442,10/14/03,0,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,7.98,NA,8.74,8.81,3.8,4.05,2,NA,24,9.8,285,403,0,5,2060
691,443,10/28/03,0,9.1,123,53.83,0.438,NA,NA,NA,NA,NA,0.437642276,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
692,444,11/13/03,0,10.5,544,272.6,0.501,NA,NA,NA,NA,NA,0.501102941,520,Limnothrix,24,NA,5.642771,135.426504,0.001323013,NA,NA,NA,2003,iceoff,0,7.26,672,7.33,6.92,5.27,5.54,3,NA,25,10.5,306,258,3,7,2569
693,445,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,13.6,324,357,3,7,2899
694,446,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,13.6,324,357,3,7,2899
695,445,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,13.6,282,344,2,7,2841
696,446,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,13.6,282,344,2,7,2841
697,445,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,NA,324,357,3,7,2899
698,446,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,NA,324,357,3,7,2899
699,445,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,NA,282,344,2,7,2841
700,446,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,NA,282,344,2,7,2841
701,447,2/18/04,0,12.8,906,0,0,29.7,42,7,NA,35,0,525,Limnothrix,156,100,5.642771,880.272276,0.090667536,NA,NA,NA,2004,iceon,0,7.39,733,10.06,10.01,3.39,3.33,33,NA,37,12.8,282,296,3,7,2956
702,448,4/7/04,0,11.3,937,417.4,0.445,0,39,6,0.25,33,0.445464248,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceon,0,7.52,NA,4.19,NA,1.8,NA,170,NA,118,11.3,424,388,2,0,1116
703,449,4/30/04,0,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,7.47,637,8.78,8.94,3.19,3.2,57,NA,13,11.2,334,325,11,10,2841
704,450,5/10/04,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA
705,451,5/24/04,0,10.8,523,310.1,0.593,NA,NA,NA,NA,NA,0.59292543,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,7.98,NA,8.02,8.27,3.32,3.21,2,NA,104,10.8,242,268,2,6,2474
706,452,6/7/04,0,11,2075,1049,0.506,NA,NA,NA,NA,NA,0.505542169,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
707,453,6/22/04,0,9.4,573,269.6,0.471,NA,NA,NA,NA,NA,0.470506108,531,Limnothrix,36,NA,5.642771,203.139756,0.002508178,NA,NA,NA,2004,iceoff,0,8.13,NA,8.21,8.31,3.55,3.47,1,NA,39,9.4,239,239,1,5,2405
