,X1.x,daynum,sampledate,depth.x,o2.x,deck,light,frlight.x,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1_1,lakeid,year4.x,group,depth.y,ph.x,alk.x,dic.x,tic.x,doc.x,toc.x,no3no2.x,no2.x,nh4.x,o2.y,totnf.x,totnuf.x,totpf.x,totpuf.x,drsif.x,X1,lakeid.x,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor
909,446,12,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8418,SP,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,13.6,324,357,3,7,2899,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
910,445,12,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8419,SP,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,13.6,282,344,2,7,2841,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
911,446,12,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8419,SP,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,13.6,282,344,2,7,2841,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
912,445,12,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8420,SP,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,NA,324,357,3,7,2899,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
913,446,12,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8420,SP,2004,iceon,0,7.55,NA,8.96,NA,3.18,NA,17,NA,44,NA,324,357,3,7,2899,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
914,445,12,1/12/04,0,13.6,134,4.49,0.034,10,37,8,NA,29,0.033507463,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8421,SP,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,NA,282,344,2,7,2841,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
915,446,12,1/12/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8421,SP,2004,iceon,0,7.54,NA,8.75,9.32,3.11,3.04,19,NA,44,NA,282,344,2,7,2841,420,SP,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.03,SP,2004,2,1,0,11.4
916,448,98,4/7/04,0,11.3,937,417.4,0.445,0,39,6,0.25,33,0.445464248,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8462,SP,2004,iceon,0,7.52,NA,4.19,NA,1.8,NA,170,NA,118,11.3,424,388,2,0,1116,421,SP,3.63,9.44,75.63,NA,0.3,0.76,0.56,7.18,7.56,NA,8.55,10.89,2.87,3.35,89.84,NA,310.15,604.27,638.16,21.28,26.79,3004.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.265,SP,2004,1,1,0,1.9
917,449,121,4/30/04,0,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,Dinobryon,10,NA,1034.087,10340.87,0.082923244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8484,SP,2004,iceoff,0,7.47,637,8.78,8.94,3.19,3.2,57,NA,13,11.2,334,325,11,10,2841,422,SP,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,NA,NA,NA,NA,NA,NA,2004.328,SP,2004,1,1,0,4
918,450,131,5/10/04,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8506,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,423,SP,7.85,12.09,108.14,NA,NA,5.1,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.355,SP,2004,1,1,0,4.9
919,451,145,5/24/04,0,10.8,523,310.1,0.593,NA,NA,NA,NA,NA,0.59292543,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8526,SP,2004,iceoff,0,7.98,NA,8.02,8.27,3.32,3.21,2,NA,104,10.8,242,268,2,6,2474,424,SP,9.83,10.74,100.85,NA,0.18,4.12,1.5,7.57,7.85,NA,7.5,8.59,3.31,3.11,13.38,NA,70.12,265.3,341.57,3.27,9.27,2537.58,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.393,SP,2004,1,1,0,2
920,452,,6/7/04,0,11,2075,1049,0.506,NA,NA,NA,NA,NA,0.505542169,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8548,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,425,SP,11.78,11.27,110.91,NA,0.26,2.4,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.432,SP,2004,1,1,0,1.2
921,453,,6/22/04,0,9.4,573,269.6,0.471,NA,NA,NA,NA,NA,0.470506108,531,Dinobryon,20,NA,1034.087,20681.74,0.255358642,NA,NA,NA,"94.9, 38.1",NA,NA,NA,NA,NA,NA,NA,NA,"111.7, 38.1",NA,Full,NA,NA,NA,NA,8568,SP,2004,iceoff,0,8.13,NA,8.21,8.31,3.55,3.47,1,NA,39,9.4,239,239,1,5,2405,426,SP,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.473,SP,2004,1,1,0,1.1
922,454,,7/6/04,0,8.6,260,134.9,0.519,NA,NA,NA,NA,NA,0.518846154,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8590,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,427,SP,14.19,9.42,97.59,NA,0.19,2.08,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.511,SP,2004,1,1,0,1
923,455,,7/21/04,0,8.7,224,145.6,0.65,NA,NA,NA,NA,NA,0.65,533,Dinobryon,10,NA,1034.087,10340.87,0.265751201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8610,SP,2004,iceoff,0,7.96,NA,8.43,8.37,3.82,3.53,1,NA,20,8.7,201,234,1,3,2519,428,SP,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.552,SP,2004,1,1,0,1
924,456,,8/2/04,0,8.3,523,365.7,0.699,NA,NA,NA,NA,NA,0.699235182,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8632,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,429,SP,16.41,9.86,106.67,NA,0.27,1.78,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.585,SP,2004,1,1,0,0.5
925,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,535,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,8.9,221,211,2,5,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
926,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,8.9,221,211,2,5,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
927,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,536,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,8.9,226,191,4,6,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
928,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,8.9,226,191,4,6,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
929,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,537,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8654,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,NA,221,211,2,5,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
930,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8654,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,NA,221,211,2,5,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
931,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,538,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8655,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,NA,226,191,4,6,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
932,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8655,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,NA,226,191,4,6,2461,430,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,1,1,0,1.1
933,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,535,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,8.9,221,211,2,5,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
934,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,8.9,221,211,2,5,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
935,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,536,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,8.9,226,191,4,6,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
936,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,8.9,226,191,4,6,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
937,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,537,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8654,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,NA,221,211,2,5,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
938,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8654,SP,2004,iceoff,0,8.25,642,8.28,8.2,3.65,3.65,0,NA,47,NA,221,211,2,5,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
939,457,,8/16/04,0,8.9,650,562.5,0.865,NA,NA,NA,NA,NA,0.865384615,538,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8655,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,NA,226,191,4,6,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
940,458,,8/16/04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,Dinobryon,3,NA,1034.087,3102.261,0.08910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8655,SP,2004,iceoff,0,8.15,680,8.15,8.2,3.59,3.52,1,NA,40,NA,226,191,4,6,2461,431,SP,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,NA,NA,NA,NA,NA,NA,2004.623,SP,2004,2,1,0,0.7
941,459,,8/30/04,0,9.3,521,381.7,0.733,NA,NA,NA,NA,NA,0.732629559,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8674,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,432,SP,15.11,9.06,97.09,NA,0.24,2.28,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.661,SP,2004,1,1,0,0.3
942,460,,9/13/04,0,9.3,1287,1101,0.855,NA,NA,NA,NA,NA,0.855477855,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8694,SP,2004,iceoff,0,8.17,NA,8.18,8.16,3.45,3.41,1,NA,2,9.3,212,189,3,5,2461,433,SP,15.56,8.91,96.85,NA,0.25,3.47,1.82,7.4,7.93,NA,8.54,8.67,3.37,3.3,2.2,NA,34.19,237.55,232.26,5.94,9.79,2720.06,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.699,SP,2004,1,1,0,1.4
943,461,,9/29/04,0,9.3,942,832,0.883,NA,NA,NA,NA,NA,0.883227176,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8716,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,434,SP,14.67,8.4,89.67,NA,0.21,4.25,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.743,SP,2004,1,1,0,1.7
944,462,,10/11/04,0,12.2,531,445.2,0.838,NA,NA,NA,NA,NA,0.838418079,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8735,SP,2004,iceoff,0,7.89,NA,8.58,8.59,3.49,3.33,4,NA,32,12.2,196,216,3,4,2461,435,SP,12.59,10.28,104.46,NA,0.21,4.52,0.89,7.22,7.96,NA,9.28,9.27,3.38,3.22,2.84,NA,87.09,234.25,264.66,8.52,11.62,2967.86,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.776,SP,2004,1,1,0,1.7
945,463,,10/25/04,0,9.9,87,72.2,0.83,NA,NA,NA,NA,NA,0.829885057,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8756,SP,2004,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,436,SP,10.42,8.81,84.37,NA,0.19,5.2,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.814,SP,2004,1,1,0,4.1
946,464,,11/10/04,0,9.8,31,21.39,0.69,NA,NA,NA,NA,NA,0.69,544,Dinobryon,3,NA,1034.087,3102.261,0.07728253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8775,SP,2004,iceoff,0,7.41,652,8.55,8.7,3.14,3.12,12,NA,55,9.8,177,226,3,8,2783,437,SP,8.19,9.78,88.14,96,0.12,4.15,1.27,7.4,7.98,638.25,8.55,8.67,3.13,3.12,5.81,NA,77.22,202.48,228.9,3,8,2815.79,NA,NA,0.12,3.02,1.23,11.08,3.06,3.25,0.66,0.06,0.01,NA,NA,NA,NA,NA,NA,2004.858,SP,2004,1,1,0,4.3
