,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
310,11/1/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
311,11/16/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.36,634,8.56,8.63,2.98,3.04,2,NA,62,9.5,436,525,12,16,2977
312,11/16/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.37,625,8.61,8.72,3.02,3.01,2,NA,35,9.5,460,440,11,17,2923
313,11/16/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.36,634,8.56,8.63,2.98,3.04,2,NA,62,NA,436,525,12,16,2977
314,11/16/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.37,625,8.61,8.72,3.02,3.01,2,NA,35,NA,460,440,11,17,2923
315,1/9/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceon,0,7.49,NA,9.71,9.69,3.49,3.31,14,NA,19,15.4,250,233,6,10,3480
316,2/20/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceon,0,8.23,740,9.5,9.57,3.66,3.57,1,NA,17,17,260,310,6,13,3426
317,3/24/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceon,0,7.68,NA,4.33,4.24,1.73,1.68,28,NA,53,11.3,210,190,0,1,1462
318,5/2/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.73,618,8.48,8.59,3.25,3.31,0,NA,2,13.3,145,177,3,4,3181
319,5/15/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
320,5/31/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.91,NA,7.94,8.03,3.17,3.11,1,NA,20,10.4,163,165,2,3,2940
321,6/14/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
322,6/27/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.99,NA,8.14,8.22,3.36,3.4,1,NA,13,7.9,191,222,1,2,2850
323,7/11/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
324,7/24/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,8.31,NA,8.08,8.09,3.79,3.58,0,NA,7,8.4,167,210,0,3,2661
325,8/7/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
326,8/22/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,8.22,625,8.36,8.4,3.57,3.66,1,NA,8,8,211,204,0,2,2733
327,9/6/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
328,9/19/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,8.07,NA,8.47,8.57,3.43,3.45,0,NA,4,8.9,123,136,2,3,2655
329,10/3/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
330,10/18/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.79,NA,8.53,8.74,3.39,3.5,1,NA,14,9.7,166,166,1,5,2489
331,10/31/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
332,11/13/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.36,642,8.94,9.03,3.19,3.34,2,NA,46,10.7,180,188,2,7,4697
333,11/13/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.5,635,8.95,9.02,3.18,3.22,NA,NA,NA,10.7,175,209,2,9,4697
334,11/13/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.36,642,8.94,9.03,3.19,3.34,2,NA,46,NA,180,188,2,7,4697
335,11/13/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,iceoff,0,7.5,635,8.95,9.02,3.18,3.22,NA,NA,NA,NA,175,209,2,9,4697
336,1/24/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceon,0,7.3,NA,9.51,9.69,3.2,3.01,12,NA,44,11.2,186,205,4,8,2977
337,2/21/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceon,0,7.38,713,10.28,10.19,3.33,3.55,67,NA,20,11.2,290,277,4,10,3153
338,4/1/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceon,0,7.45,NA,10.03,10.11,3.43,3.43,109,NA,23,10.9,302,415,4,12,3153
339,5/14/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,7.31,619,8.7,8.81,3.23,2.92,62,NA,52,10.3,286,366,2,11,2801
340,5/29/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
341,6/10/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,8.04,NA,7.9,7.96,3.23,3.21,1,NA,5,9.6,182,159,2,30,2508
342,6/26/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
343,7/10/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,8.31,NA,7.74,8,3.47,4.07,0,NA,15,8.4,152,226,0,4,2626
344,7/25/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
345,8/8/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,8.16,592,7.61,7.74,3.48,3.51,5,NA,46,8.4,284,198,1,3,2572
346,8/20/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
347,9/5/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,8.13,NA,7.75,7.83,3.52,3.56,4,NA,19,8.2,148,159,4,5,3630
348,9/18/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
349,9/30/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,8.14,NA,7.92,8.08,3.42,3.48,0,NA,16,9.5,162,172,1,2,2539
350,10/15/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
351,11/6/96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,iceoff,0,7.45,618,8.74,8.81,3.34,3.56,4,NA,32,9.3,120,120,3,6,3084
352,1/14/97,Limnothrix,6808,100,5.642771,38415.98497,0.653168238,NA,NA,NA,1997,iceon,0,7.47,NA,9.01,9.09,3.39,3.4,16,NA,84,12,216,252,2,10,2646
353,2/17/97,Limnothrix,229,100,5.642771,1292.194559,0.751195007,NA,NA,NA,1997,iceon,0,7.24,640,8.89,8.97,3.65,3.62,47,NA,42,11.3,262,309,3,4,2589
354,3/25/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceon,0,7.36,NA,9.45,9.57,3.54,3.42,77,NA,9,12.1,286,366,2,11,2703
355,5/6/97,Limnothrix,86,100,5.642771,485.278306,0.000876584,NA,NA,NA,1997,iceoff,0,7.54,617,8.5,8.72,3.12,3.28,24,NA,23,11.4,160,222,0,22,2777
356,5/21/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
357,6/4/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,7.86,NA,8.1,8.14,3.24,3.17,2,NA,8,9.5,159,154,3,4,3009
358,6/18/97,Limnothrix,8,NA,5.642771,45.142168,0.00037353,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
359,7/1/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,8.05,NA,7.91,7.97,3.51,3.51,0,NA,25,8.5,92,115,0,2,2603
360,7/17/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
361,7/29/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,8.07,NA,7.8,NA,3.5,NA,0,NA,30,8.1,144,159,0,1,2429
362,8/13/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
363,8/28/97,Limnothrix,213,NA,5.642771,1201.910223,0.016241208,NA,NA,NA,1997,iceoff,0,8.21,598,7.85,7.96,3.59,3.71,0,NA,48,8.9,92,96,1,3,2242
364,9/9/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
365,9/24/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,8.01,NA,8.07,8.14,3.54,3.54,0,NA,24,9.1,167,152,4,6,2436
366,10/7/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
367,10/24/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,iceoff,0,7.63,NA,8.22,8.37,3.39,3.39,0,NA,7,9.7,161,198,3,6,2637
368,11/10/97,Limnothrix,146,NA,5.642771,823.844566,0.006394647,NA,NA,NA,1997,iceoff,0,7.39,641,8.58,8.74,3.29,3.5,2,NA,21,9.4,43,40,3,9,2757
369,1/12/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceon,0,7.97,NA,10,10.79,3.92,4.04,5,NA,29,19.7,253,292,5,16,3103
370,2/23/98,Limnothrix,1522,NA,5.642771,8588.297462,0.04541495,NA,NA,NA,1998,iceon,0,7.92,674,8.14,8.26,3.3,3.27,92,NA,79,14,311,276,5,6,2871
371,3/18/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceon,0,8.58,NA,8.27,8.59,3.77,3.76,162,NA,18,17,398,403,13,15,2755
372,4/20/98,Limnothrix,52,NA,5.642771,293.424092,0.001615153,NA,NA,NA,1998,iceoff,0,7.67,617,8.25,8.51,3.34,3.07,1,NA,4,11.6,234,270,4,10,2580
373,5/5/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA
374,5/19/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,8.11,NA,7.99,8.16,3.18,3.19,0,NA,5,9.5,195,205,2,4,2522
375,6/1/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
376,6/15/98,Limnothrix,384,NA,5.642771,2166.824064,0.012904695,NA,NA,NA,1998,iceoff,0,8.06,NA,7.98,8.35,3.27,4.23,1,NA,7,9.5,168,168,0,3,2396
377,6/29/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
378,7/14/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,8.12,NA,8.06,8.21,3.47,3.37,1,NA,7,8.3,130,142,1,3,2300
379,7/27/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
380,8/12/98,Limnothrix,494,NA,5.642771,2787.528874,0.014381715,NA,NA,NA,1998,iceoff,0,8.2,625,8.25,8.26,3.53,3.53,2,NA,108,7.9,171,210,2,3,2156
381,8/12/98,Limnothrix,494,NA,5.642771,2787.528874,0.014381715,NA,NA,NA,1998,iceoff,0,7.95,622,8.26,8.29,3.56,3.55,0,NA,13,7.9,156,190,1,3,2731
382,8/12/98,Limnothrix,494,NA,5.642771,2787.528874,0.014381715,NA,NA,NA,1998,iceoff,0,8.2,625,8.25,8.26,3.53,3.53,2,NA,108,NA,171,210,2,3,2156
383,8/12/98,Limnothrix,494,NA,5.642771,2787.528874,0.014381715,NA,NA,NA,1998,iceoff,0,7.95,622,8.26,8.29,3.56,3.55,0,NA,13,NA,156,190,1,3,2731
384,8/26/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
385,9/9/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,8.18,NA,8.48,8.55,3.68,3.77,0,NA,19,8.5,151,165,0,2,2315
386,9/24/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
387,10/6/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,9.5,166,184,2,4,2282
388,10/6/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,9.5,160,201,2,4,2282
389,10/6/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,7.92,NA,8.32,8.4,3.42,3.62,0,NA,19,NA,166,184,2,4,2282
390,10/6/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,7.91,NA,8.28,8.3,3.52,3.44,1,NA,13,NA,160,201,2,4,2282
391,10/20/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
392,11/12/98,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,iceoff,0,7.33,661,9.18,9.18,3.68,3.52,2,NA,30,9.2,219,240,5,12,2918
393,1/18/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceon,0,7.59,NA,9.6,9.82,3.51,3.38,12,NA,61,13.6,258,226,3,10,3068
394,2/23/99,Limnothrix,163,NA,5.642771,919.771673,0.011045033,NA,NA,NA,1999,iceon,0,7.54,731,9.44,9.58,3.44,3.24,32,NA,72,13.2,447,576,5,15,3068
395,3/24/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceon,0,8.08,NA,9.58,9.66,3.64,3.61,34,NA,23,15.8,256,295,2,0,3191
396,5/4/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,8.14,649,8.37,8.61,2.99,2.89,0,NA,9,12.2,147,117,4,29,2700
397,5/20/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
398,6/2/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,8.16,NA,8.24,8.45,3.34,3.16,2,NA,56,9.4,280,325,11,15,2577
399,6/16/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
400,7/1/99,Limnothrix,5,NA,5.642771,28.213855,0.000376422,NA,NA,NA,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,8.4,136,211,2,4,2555
401,7/1/99,Limnothrix,5,NA,5.642771,28.213855,0.000376422,NA,NA,NA,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,8.4,131,181,1,4,2491
402,7/1/99,Limnothrix,5,NA,5.642771,28.213855,0.000376422,NA,NA,NA,1999,iceoff,0,8.09,NA,8.29,8.41,3.32,3.36,2,NA,7,NA,136,211,2,4,2555
403,7/1/99,Limnothrix,5,NA,5.642771,28.213855,0.000376422,NA,NA,NA,1999,iceoff,0,8.1,NA,8.38,8.47,3.3,3.67,1,NA,7,NA,131,181,1,4,2491
404,7/15/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
405,7/28/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,8.17,NA,7.78,7.86,3.38,3.43,1,NA,2,7.8,146,193,0,3,2463
406,8/10/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
407,8/10/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,8/23/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,8.07,619,8.27,8.31,3.66,3.47,2,NA,6,8,178,223,4,5,2272
409,9/9/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
410,9/23/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,7.98,NA,8.3,8.44,3.38,3.47,1,NA,7,9.1,169,164,1,3,2526
411,10/8/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
412,10/19/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,7.55,NA,8.51,8.58,3.22,3.21,1,NA,4,10.2,202,202,4,5,2463
413,11/10/99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,iceoff,0,7.54,651,8.57,8.66,3.34,3.27,1,NA,10,11.6,212,223,5,9,2545
414,1/18/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceon,0,7.78,NA,9.44,9.75,4.32,4.25,2,NA,13,11.5,291,370,5,13,2943
415,2/22/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceon,0,7.66,709,9.61,9.62,3.21,3.16,2,NA,60,14.4,226,282,6,9,2975
416,4/6/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.42,645,8.41,8.77,2.67,2.58,8,NA,12,11.7,242,279,2,7,3007
417,4/18/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA
418,5/2/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,8.01,NA,8.57,8.86,3.58,3.31,3,NA,36,12.2,198,218,3,6,2883
419,5/2/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.97,NA,8.71,8.95,3.61,3.31,1,NA,207,12.2,230,232,5,8,2883
420,5/2/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,8.01,NA,8.57,8.86,3.58,3.31,3,NA,36,NA,198,218,3,6,2883
421,5/2/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.97,NA,8.71,8.95,3.61,3.31,1,NA,207,NA,230,232,5,8,2883
422,5/17/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA
423,5/30/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,8.16,NA,8.48,8.62,3.31,3.22,2,NA,50,9.7,171,249,1,4,2947
424,6/13/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
425,6/13/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,6/27/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.94,NA,8.56,8.59,3.46,3.51,6,NA,35,9,219,214,2,4,2638
427,6/27/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,8.02,NA,8.5,8.62,3.36,3.4,2,NA,30,9,239,254,1,3,2700
428,6/27/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.94,NA,8.56,8.59,3.46,3.51,6,NA,35,NA,219,214,2,4,2638
429,6/27/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,8.02,NA,8.5,8.62,3.36,3.4,2,NA,30,NA,239,254,1,3,2700
430,7/12/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
431,7/26/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.99,NA,8.4,8.54,3.78,3.93,0,NA,9,8.3,193,248,0,3,2138
432,8/8/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
433,8/21/00,Limnothrix,3,NA,5.642771,16.928313,0.000221028,NA,NA,NA,2000,iceoff,0,8.36,633,8.2,8.34,4,4.22,1,NA,6,8.8,214,191,4,3,2386
434,9/6/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
435,9/18/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.87,NA,8.45,8.28,4.37,3.95,3,NA,64,9.2,205,250,0,4,2223
436,10/3/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
437,10/17/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.64,NA,8.52,8.53,3.98,4.23,2,NA,7,10.5,214,283,7,6,2363
438,11/1/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA
439,11/16/00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,iceoff,0,7.32,656,9.06,8.95,3.35,3.45,5,NA,47,10.2,226,268,3,9,2890
440,1/22/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.77,NA,9.03,9.38,3.74,3.84,2,NA,25,13.5,215,274,5,15,2857
441,2/28/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,12.5,293,266,4,14,2790
442,2/28/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,12.5,243,297,3,14,3055
443,2/28/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.7,676,8.62,8.76,3.16,2.93,4,NA,56,NA,293,266,4,14,2790
444,2/28/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.68,672,8.54,8.84,3.19,2.94,8,NA,61,NA,243,297,3,14,3055
445,4/3/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceon,0,7.72,NA,9.26,9.14,3.73,3.73,46,NA,49,12.9,296,350,6,15,2923
446,4/30/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,12.7,131,198,4,10,2857
447,4/30/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,12.7,117,194,3,8,2923
448,4/30/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.9,645,8.49,8.8,3.46,3.26,13,NA,33,NA,131,198,4,10,2857
449,4/30/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.91,646,8.26,8.74,3.38,3.44,2,NA,2,NA,117,194,3,8,2923
450,5/14/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA
451,5/29/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,7.92,NA,8.4,8.11,3.28,3.16,13,NA,5,9.7,209,156,1,2,2592
452,6/11/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
453,6/26/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,8.22,NA,8.04,8.17,3.44,3.32,1,NA,5,10,242,215,6,9,2536
454,7/9/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
455,7/24/01,Limnothrix,13,100,5.642771,73.356023,0.003312515,NA,NA,NA,2001,iceoff,0,8.1,NA,8.4,8.28,3.5,3.53,1,NA,1,8.4,153,101,1,1,2649
456,8/6/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
457,8/20/01,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,8.4,191,219,0,1,2649
458,8/20/01,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,8.4,224,238,0,0,2771
459,8/20/01,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,8.13,655,7.9,7.93,3.43,3.39,4,NA,54,NA,191,219,0,1,2649
460,8/20/01,Limnothrix,51,100,5.642771,287.781321,0.009819873,NA,NA,NA,2001,iceoff,0,NA,646,7.88,7.96,3.43,3.49,0,NA,0,NA,224,238,0,0,2771
461,9/4/01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
