group,year,month,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,InchesSnow,whiteice,blackice,totalice,# of Transects,Start XY,End XY,,,,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,,
iceoff,2001,11,11/15/01,Cyanobacteria diachloros,2,,87.26957,174.53914,0.001247714,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Asterionella,10,,545.5867498,5455.867498,0.03900192,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Segmented green,1,,41.7167,41.7167,0.000298217,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Peanut,65,,84.9851,5524.0315,0.039489199,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Mallomonas,4,,24,96,0.000686267,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,TotalBiovolume,,,,139887.1505,,,,,,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Cyclotella distinguenda,3,100,113.0973355,339.2920066,0.006410732,1.6,11,27,38,1,,,,,,,,,,,,
iceon,2002,2,2/28/02,Tabellaria,3,,431.1835917,1293.550775,0.024440915,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Chrysosphaerella,3,,,0,0,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Nitzschia,1,,51.1875,51.1875,0.000967159,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Lindavia ,2,,44.42277385,88.84554771,0.001678687,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Limnothrix,5,,5.642771,28.213855,0.000533085,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Cryptomonad,25,,195.2354,4880.885,0.092221578,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.016530048,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Cyclotella ocellata,76,,113.0973355,8595.3975,0.162405204,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Small cocconeis,39,,152.6421331,5953.043191,0.112479405,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Dinobryon,12,,1034.087,12409.044,0.234461911,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Fragilaria,8,,311.155,2489.24,0.04703279,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Flagellated green,2,,87.26957,174.53914,0.003297819,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Asterionella,23,,545.5867498,12548.49524,0.237096764,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Peanut,19,,84.9851,1614.7169,0.030509168,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Mallomonas,1,,24,24,0.000453467,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,Aulacoseira,5,,312.0629482,1560.314741,0.02948127,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,2,2/28/02,TotalBiovolume,,,,52925.62857,,1.6,11,27,38,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cf. Planktolyngabia,1,100,314.1592654,314.1592654,0.002456489,,,,,1,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cyclotella distinguenda,8,,113.0973355,904.7786842,0.007074689,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Stephanodiscus cf. alpinus,11,,154.4537325,1698.991058,0.013284833,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Nitzschia,1,,51.1875,51.1875,0.000400248,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Discostella stelligera,45,,350.7702735,15784.66231,0.12342419,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Actinastrum falcatus,1,,,0,0,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.004912978,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cyclotella meneghiniana,1,,113.0973355,113.0973355,0.000884336,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Limnothrix,15,,5.642771,84.641565,0.000661833,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cryptomonad,91,,195.2354,17766.4214,0.138920056,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.273812084,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Armored Dinoflagellate,12,,874.8631698,10498.35804,0.082089266,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Cyclotella ocellata,29,,113.0973355,3279.82273,0.025645747,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Small cocconeis,4,,152.6421331,610.5685324,0.004774187,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Dinobryon,8,,1034.087,8272.696,0.064686262,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Fragilaria crototensis,96,,311.155,29870.88,0.23356782,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Flagellated green,5,,87.26957,436.34785,0.003411912,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Asterionella,1,,545.5867498,545.5867498,0.004266078,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Segmented green,10,,41.7167,417.167,0.003261932,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Peanut,7,,84.9851,594.8957,0.004651637,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Hydrococus,20,,3.156457729,63.12915457,0.000493623,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Mallomonas,13,,24,312,0.002439605,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,Aulacoseira,2,,312.0629482,624.1258964,0.004880195,,,,,,,,,,,,,,,,,
iceon,2002,4,4/23/02,TotalBiovolume,,,,127889.5355,,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Stephanodiscus cf. alpinus,3,100,154.4537325,463.3611975,,,,,,1,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Uroslenia,3,,,0,,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Asterocapsa,1,,3879.43376,3879.43376,,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Tabellaria,1,,431.1835917,431.1835917,,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cf. Komvophoron / Trichormus,12,,9.7808535,117.370242,,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cf. Actinocyclus,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.005509519,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cf. Anabaena,12,,125,1500,0.013153007,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Nitzschia,1,,51.1875,51.1875,0.000448846,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cryptomonad,55,,195.2354,10737.947,0.09415753,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Naked Dinoflagellate,4,,7003.540037,28014.16015,0.245646969,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.007671388,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cyclotella ocellata,18,,113.0973355,2035.75204,0.017850841,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Small cocconeis,27,,152.6421331,4121.337594,0.036138656,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Dinobryon,2,,1034.087,2068.174,0.018135138,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Fragilaria,109,,311.155,33915.895,0.297397343,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Discostella,30,,350.7702735,10523.10821,0.092273679,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cyanobacteria diachloros,33,,87.26957,2879.89581,0.02525286,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Flagellated green,8,,87.26957,698.15656,0.006121906,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Asterionella,1,,545.5867498,545.5867498,0.004784071,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Segmented green,32,,41.7167,1334.9344,0.011705601,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Peanut,2,,84.9851,169.9702,0.001490413,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Cyclotella distinguenda,17,,113.0973355,1922.654704,0.016859128,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Mallomonas,21,,24,504,0.00441941,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Aulacoseira,17,,312.0629482,5305.070119,0.046518417,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,Chroococcus cf. kidneys,6,,220,1320,0.011574646,,,,,,,,,,,,,,,,,
iceoff,2002,6,6/19/02,TotalBiovolume,,,,114042.3605,,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,unID colonial Cyanobacteria,41,100,87.26957,3578.05237,0.049148246,,,,,1,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Stephanodiscus cf. alpinus,1,,154.4537325,154.4537325,0.002121582,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.008630604,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Tabellaria,2,,431.1835917,862.3671834,0.011845504,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Chroococcus ,10,,220,2200,0.030219273,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,?11,1,,1545.356039,1545.356039,0.021227062,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cf. Achnanthidium,1,,48.55233271,48.55233271,0.000666916,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Limnothrix,18,,5.642771,101.569878,0.001395167,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Microcystis,66,,3.156457729,208.3262101,0.002861576,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cryptomonad,58,,195.2354,11323.6532,0.155542075,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cyclotella ocellata,11,,113.0973355,1244.070691,0.017088596,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Small cocconeis,251,,152.6421331,38313.17541,0.526271046,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Dinobryon,4,,1034.087,4136.348,0.056817013,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Fragilaria,11,,311.155,3422.705,0.047014389,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Discotella,94,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cyanobacteria diachloros,9,,87.26957,785.42613,0.010788639,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Flagellated green,6,,87.26957,523.61742,0.007192426,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Asterionella,2,,545.5867498,1091.1735,0.014988395,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Segmented green,14,,41.7167,584.0338,0.008022308,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Peanut,5,,84.9851,424.9255,0.005836791,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Cyclotella distinguenda,1,,113.0973355,113.0973355,0.001553509,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,Mallomonas,63,,24,1512,0.020768882,,,,,,,,,,,,,,,,,
iceoff,2002,7,7/17/02,TotalBiovolume,,,,72801.22226,,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Chroococcus ,18,100,220,3960,0.086363981,,,,,1,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Euglena,1,,7392.788,7392.788,0.161229951,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Cf. Fragilariforma constricta,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,unID Cyanobacteria,4,,87.26957,349.07828,0.007613078,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Limnothrix,8,,5.642771,45.142168,0.000984509,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Microcystis,103,,3.156457729,325.1151461,0.007090464,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Cryptomonad,18,,195.2354,3514.2372,0.076642302,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Cyclotella ocellata,35,,113.0973355,3958.406744,0.086329234,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Thin rod,8,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Small cocconeis,158,,152.6421331,24117.45703,0.525979699,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Fragilaria,1,,311.155,311.155,0.006786006,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Discostella,1,,350.7702735,350.7702735,0.007649979,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Cf. Elakatothrix,7,,2.597609,18.183263,0.00039656,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Flagellated green,4,,87.26957,349.07828,0.007613078,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Asterionella,1,,545.5867498,545.5867498,0.011898748,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Segmented green,9,,41.7167,375.4503,0.008188228,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,Mallomonas,10,,24,240,0.005234181,,,,,,,,,,,,,,,,,
iceoff,2002,8,8/14/02,TotalBiovolume,,,,45852.44843,,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Actinastrum falcatus,3,100,,0,0,,,,,1,,,,,,,,,,,,
iceoff,2002,11,11/7/02,unID cyanobacteria,9,,87.26957,785.42613,0.009906925,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Tabellaria,2,,431.1835917,862.3671834,0.010877417,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Chroococcus,2,,220,440,0.005549914,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,?11,1,,1545.356039,1545.356039,0.019492256,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Tetraedron victoriae,5,,47.2472,236.236,0.002979749,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Stephanodiscus cf. alpinus,2,,154.4537325,308.907465,0.003896386,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cf. Planktolyngabia,1,,314.1592654,314.1592654,0.003962629,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Limnothrix,2,,5.642771,11.285542,0.00014235,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Microcystis,261,,3.156457729,823.8354673,0.010391399,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cryptomonad,27,,195.2354,5271.3558,0.06648993,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.088338732,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Armored Dinoflagellate,13,,874.8631698,11373.22121,0.143455443,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cyclotella ocellata,309,,113.0973355,34947.07668,0.440802855,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Thin rod,4,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Dinobryon,1,,1034.087,1034.087,0.013043394,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Fragilaria,17,,311.155,5289.635,0.066720494,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Discostella,9,,350.7702735,3156.932462,0.039819778,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cyanobacteria diachloros,2,,87.26957,174.53914,0.002201539,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Flagellated green,8,,87.26957,698.15656,0.008806156,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Asterionella,7,,545.5867498,3819.107248,0.04817208,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Segmented green,20,,41.7167,834.334,0.010523822,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Peanut,3,,84.9851,254.9553,0.003215863,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Mallomonas,4,,24,96,0.00121089,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cf. Chlorallantus oblongus,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,Cf. Tetraedron victoriae,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2002,11,11/7/02,TotalBiovolume,,,,79280.51352,,,,,,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cf. Tetraedron victoriae,5,100,47.2472,236.236,0.005940182,17.5,0,61,61,1,,,,,,,,,,,,
iceon,2003,3,3/6/03,unID cyanobacteria,9,,87.26957,785.42613,0.019749631,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Asterocapsa,1,,3879.43376,3879.43376,0.097548813,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cf. Chlorallantus oblongus,1,,,0,0,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,?11,1,,1545.356039,1545.356039,0.038858157,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Eunotia,1,,,0,0,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Limnothrix,32,,5.642771,180.568672,0.00454042,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Microcystis,126,,3.156457729,397.7136739,0.010000557,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cryptomonad,49,,195.2354,9566.5346,0.240551624,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Naked Dinoflagellate,2,,7003.540037,14007.08007,0.352209655,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Armored Dinoflagellate,2,,874.8631698,1749.72634,0.043997072,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cyclotella ocellata,14,,113.0973355,1583.362697,0.039813839,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Thin rod,1,,,0,0,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Small cocconeis,4,,152.6421331,610.5685324,0.015352817,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Fragilaria,1,,311.155,311.155,0.007824029,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Discostella,1,,350.7702735,350.7702735,0.008820159,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cf. Elakatothrix,8,,2.597609,20.780872,0.000522537,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Flagellated green,13,,87.26957,1134.50441,0.028527245,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Asterionella,3,,545.5867498,1636.760249,0.041156527,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Segmented green,14,,41.7167,584.0338,0.014685598,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Peanut,10,,84.9851,849.851,0.021369602,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,Cyclotella distinguenda,3,,113.0973355,339.2920066,0.008531537,17.5,0,61,61,,,,,,,,,,,,,
iceon,2003,3,3/6/03,TotalBiovolume,,,,39769.15413,,17.5,0,61,61,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Planktolyngabia,7,100,314.1592654,2199.114858,0.031580519,,,,,1,,,,,,,,,,,,
iceoff,2003,4,4/29/03,unID cyanobacteria,17,,87.26957,1483.58269,0.021305077,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Asterocapsa,1,,3879.43376,3879.43376,0.055710837,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,?11,2,,1545.356039,3090.712078,0.044384353,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Lindavia affinis,1,,44.42277385,44.42277385,0.000637936,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Tetraedron victoriae,1,,47.2472,47.2472,0.000678496,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Eutrepita globulifera,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Rossithidium linearis,1,,,0,0,,,,,,,ignore tbh,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Komvophoron / Trichormus,31,,9.7808535,303.2064585,0.004354214,,,,,,,diatoms.org,,,,,,,,,,
iceoff,2003,4,4/29/03,Cryptomonad,73,,195.2354,14252.1842,0.204669332,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Naked Dinoflagellate,4,,7003.540037,28014.16015,0.402299,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Armored Dinoflagellate,4,,874.8631698,3499.452679,0.050254097,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cyclotella ocellata,13,,113.0973355,1470.265362,0.021113833,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Thin rod,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Small cocconeis,14,,152.6421331,2136.989863,0.030688369,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Dinobryon,1,,1034.087,1034.087,0.014850067,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Fragilaria,6,,311.155,1866.93,0.026810158,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Discostella,6,,350.7702735,2104.621641,0.030223543,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cf. Elakatothrix,3,,2.597609,7.792827,0.000111909,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cyanobacteria diachloros,2,,87.26957,174.53914,0.00250648,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Flagellated green,17,,87.26957,1483.58269,0.021305077,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Segmented green,23,,41.7167,959.4841,0.013778728,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,Cyclotella distinguenda,14,,113.0973355,1583.362697,0.022737973,,,,,,,,,,,,,,,,,
iceoff,2003,4,4/29/03,TotalBiovolume,,,,69635.17216,1,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,unID cyanobacteria,5,100,87.26957,436.34785,0.006266199,,,,,1,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Mallomonas,7,,24,168,0.002412574,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Merismopedia,4,,3,12,0.000172327,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cyclotella meneghiniana,2,,113.0973355,226.1946711,0.003248282,,,,,,,Google says 3 um^3 per cell for biovolume and I believe that,,,,,,,,,,
iceoff,2003,6,6/23/03,Asterocapsa,1,,3879.43376,3879.43376,0.055710837,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Lindavia affinis,6,,44.42277385,266.5366431,0.003827615,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Limnothrix,288,,5.642771,1625.118048,0.023337604,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Microcystis,55,,3.156457729,173.6051751,0.002493067,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Planktolyngabia,14,,314.1592654,4398.229716,0.063161037,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cf. Komvophoron / Trichormus,17,,9.7808535,166.2745095,0.002387795,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cryptomonad,62,,195.2354,12104.5948,0.173828748,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Armored Dinoflagellate,7,,874.8631698,6124.042189,0.087944669,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cyclotella ocellata,14,,113.0973355,1583.362697,0.022737973,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Small cocconeis,2,,152.6421331,305.2842662,0.004384053,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Dinobryon,5,,1034.087,5170.435,0.074250337,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Fragilaria,5,,311.155,1555.775,0.022341799,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Discostella,9,,350.7702735,3156.932462,0.045335315,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Elakatothrix,2,,2.597609,5.195218,7.46062E-05,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cyanobacteria diachloros,2,,87.26957,174.53914,0.00250648,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Flagellated green,2,,87.26957,174.53914,0.00250648,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Asterionella,1,,545.5867498,545.5867498,0.007834931,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Segmented green,10,,41.7167,417.167,0.005990751,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Peanut,55,,84.9851,4674.1805,0.067123845,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Cyclotella distinguenda,2,,113.0973355,226.194671,0.003248282,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,Mallomonas,247,,24,5928,0.085129394,,,,,,,,,,,,,,,,,
iceoff,2003,6,6/23/03,TotalBiovolume,,,,53497.5692,,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Lindavia affinis,5,,44.42277385,222.1138693,0.002889119,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Chroococcus ,4,,220,880,0.011446493,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Mallomonas colony,18,,24,432,0.005619187,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,unID cyanobacteria,1,,87.26957,87.26957,0.001135148,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Ceratium,2,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Limnothrix,136,,5.642771,767.416856,0.009982081,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Microcystis,160,,3.156457729,505.0332366,0.006569158,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Planktolyngabia,6,,314.1592654,1884.955592,0.02451833,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Cf. Komvophoron / Trichormus,23,,9.7808535,224.9596305,0.002926135,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Cryptomonad,17,,195.2354,3319.0018,0.043171512,,,,,,,,,,,,,,,,,
iceoff,2003,7,7/21/03,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.011379676,,,,,,,,,,,,,,,,,
