"","year","month","sampledate","genus","cellcount","lakeid","depth","ph","alk","dic","tic","doc","toc","no2","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","chlor","phaeo","group","Characteristic","Latitude","Longitude","Area_ha","Mean Depth (m)","Maximum Depth (m)","EpiMin","EpiMax","MetaMin","MetaMax","HypoMin","HypoMax"
"224",2002,11,2002-11-07,"Cryptomonad",27,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2002,11,2002-11-07,"Cyclotella",309,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2002,11,2002-11-07,"Cyclotella",309,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2002,11,2002-11-07,"Fragilaria",17,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2002,11,2002-11-07,"Fragilaria",17,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2002,11,2002-11-07,"Other",113,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2002,11,2002-11-07,"Other",113,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2003,3,2003-03-06,"Planktothrix",32,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2003,3,2003-03-06,"Microcystis",126,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2003,3,2003-03-06,"Cryptomonad",49,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2003,3,2003-03-06,"Cyclotella",17,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2003,3,2003-03-06,"Fragilaria",1,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2003,3,2003-03-06,"Other",93,"SP",0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2003,4,2003-04-29,"Cryptomonad",73,"SP",0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2003,4,2003-04-29,"Cyclotella",27,"SP",0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2003,4,2003-04-29,"Fragilaria",6,"SP",0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2003,4,2003-04-29,"Other",161,"SP",0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"242",NA,NA,2000-12-09,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"243",NA,NA,2000-11-22,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"244",NA,NA,2000-11-28,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"245",NA,NA,2000-11-10,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"246",NA,NA,2000-11-25,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"247",NA,NA,2000-11-14,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"248",NA,NA,2000-11-23,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"249",NA,NA,2000-12-01,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"250",NA,NA,2000-11-22,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"251",NA,NA,2000-12-03,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"252",NA,NA,2000-11-08,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"253",NA,NA,2000-11-17,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"254",NA,NA,2000-11-29,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"255",NA,NA,2000-11-26,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"256",NA,NA,2000-11-09,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"257",NA,NA,2000-11-15,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"258",NA,NA,2000-11-17,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"259",NA,NA,2000-12-11,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"260",NA,NA,2000-12-01,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"261",NA,NA,2000-11-21,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"262",NA,NA,2000-12-11,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"263",NA,NA,2000-11-18,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"264",NA,NA,2000-11-28,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"265",NA,NA,2000-12-14,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"266",NA,NA,2000-11-25,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"267",NA,NA,2000-12-01,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"268",NA,NA,2000-11-23,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"269",NA,NA,2000-11-26,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"270",NA,NA,2000-12-07,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"271",NA,NA,2000-11-27,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"272",NA,NA,2000-11-30,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"273",NA,NA,2000-12-08,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"274",NA,NA,2000-11-19,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"275",NA,NA,2000-11-21,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"276",NA,NA,2000-11-30,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"277",NA,NA,2000-12-13,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"278",NA,NA,2000-11-20,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Allequash Lake",46.038,-89.621,164.2,2.9,8,0,2,2,6,6,8
"279",NA,NA,NA,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"280",NA,NA,2000-12-15,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"281",NA,NA,2000-12-07,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"282",NA,NA,2000-12-03,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"283",NA,NA,2000-11-22,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"284",NA,NA,2000-11-25,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"285",NA,NA,2000-11-18,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"286",NA,NA,2000-12-03,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"287",NA,NA,2000-12-02,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"288",NA,NA,2000-11-22,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"289",NA,NA,2000-12-05,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"290",NA,NA,2000-11-27,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"291",NA,NA,2000-12-01,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"292",NA,NA,2000-12-01,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"293",NA,NA,2000-12-09,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"294",NA,NA,2000-11-13,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"295",NA,NA,2000-11-26,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"296",NA,NA,2000-11-24,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"297",NA,NA,2000-12-23,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"298",NA,NA,2000-12-17,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"299",NA,NA,2000-12-05,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"300",NA,NA,2000-12-26,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"301",NA,NA,2000-11-27,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"302",NA,NA,2000-12-03,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"303",NA,NA,2000-12-18,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"304",NA,NA,2000-12-03,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"305",NA,NA,2000-12-05,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"306",NA,NA,2000-12-03,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"307",NA,NA,2000-12-04,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"308",NA,NA,2000-12-07,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"309",NA,NA,2000-12-06,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"310",NA,NA,2000-12-05,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"311",NA,NA,2000-12-12,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"312",NA,NA,2000-11-27,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"313",NA,NA,2000-11-21,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"314",NA,NA,2000-12-28,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"315",NA,NA,2000-12-13,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"316",NA,NA,2000-12-11,NA,NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Big Muskellunge Lake",46.021,-89.612,363.4,7.5,21.3,0,2,4,12,15,22
"317",NA,NA,NA,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"318",NA,NA,2000-11-23,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"319",NA,NA,2000-11-22,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"320",NA,NA,2000-11-14,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"321",NA,NA,2000-11-07,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"322",NA,NA,2000-11-11,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"323",NA,NA,2000-11-10,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"324",NA,NA,2000-11-23,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"325",NA,NA,2000-11-19,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"326",NA,NA,2000-11-13,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"327",NA,NA,2000-11-26,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"328",NA,NA,2000-11-04,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"329",NA,NA,2000-11-07,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"330",NA,NA,2000-11-08,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"331",NA,NA,2000-11-23,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
"332",NA,NA,2000-11-07,NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iceon","Crystal Bog",46.008,-89.606,0.6,1.7,2.5,0,1,1,2,2,3
