,lakeid,sampledate,Biovolume,CellBioVol,ice.pres,depth,chlor.surf,yearfrac,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac
171,SP,2/19/91,,,1,,,91.137,0.89,11.75,87.18,90.82,0.2,3.16,1.68,7.34,8.05,684.23,10.01,10.23,3.25,3.19,78.5,NA,80.33,446.72,540.9,8.16,20.7,3712.88,3452.14,3608.75,NA,3.96,3.29,10.84,3.02,2.17,0.72,NA,NA,NA,NA,NA,NA,NA,NA,1991.137
172,SP,3/25/91,,,1,0,0.4,91.2301,2.95,10.29,80.68,NA,0.26,1.25,3.75,7.2,7.94,NA,8.12,8.41,2.79,2.83,93.05,NA,126.35,434.62,470.84,4.47,10.26,3096.45,3069.55,3087.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.23
173,SP,5/7/91,,,0,0,6.4,91.3479,6.81,10.82,94.43,81.25,0.18,5.81,1.48,7.59,7.97,615.49,8.19,8.29,2.96,2.98,5.9,NA,16.6,180.88,222.82,1.53,8,2912.53,2873.36,2904.88,0.67,3.82,3.22,9.83,2.69,2,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1991.348
174,SP,5/22/91,,,0,,,91.389,10.44,11.55,110,NA,0.19,12.87,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.389
175,SP,6/3/91,,,0,0,1.5,91.4219,12.41,10.21,101.51,NA,0.2,5.13,0.56,7.55,8.1,NA,8.07,8.19,3.21,3.24,0.43,NA,6.27,147.85,197.41,1.2,6.84,2951.21,3096.69,2887.1,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.422
176,SP,6/19/91,,,0,,,91.4658,13.86,9.99,102.35,NA,0.24,2.99,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.466
177,SP,7/1/91,,,0,0,2.2,91.4986,14.41,9.42,98.01,NA,0.18,5.07,0,7.56,8.02,NA,8.12,8.28,3.37,3.28,1.24,NA,45.1,207.43,233.09,4.42,11.58,2830.79,2768.94,2959.1,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.499
178,SP,7/16/91,,,0,,,91.5397,15.27,9.31,98.92,NA,0.24,3.7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.54
179,SP,7/30/91,,,0,0,2.9,91.5781,14.79,8.46,89.98,NA,0.18,4.53,0,7.41,7.95,NA,8.47,8.61,3.45,3.55,0.18,NA,26.81,55.27,128.62,2.03,11.21,2717.17,2788.14,2804.38,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.578
180,SP,8/12/91,,,0,,,91.6137,15.59,8.67,94.37,NA,0.2,3.35,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.614
181,SP,8/28/91,,,0,0,1.9,91.6575,16.25,8.6,95.49,84.74,0.18,3.26,0.17,7.37,8.02,614.87,8.43,8.67,3.5,3.6,1,NA,34.21,350.63,229.34,5.08,9.54,2855.56,2739.56,2834.64,1.05,3.77,3.1,10,2.78,2.06,0.74,NA,NA,NA,NA,NA,NA,NA,NA,1991.658
182,SP,9/9/91,,,0,,,91.6904,15.37,8.41,91.66,NA,0.22,4.52,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.69
183,SP,9/23/91,,,0,0,2.3,91.7288,12.88,8.86,91.51,NA,0.18,5.04,9.97,7.39,7.95,NA,8.67,8.74,3.56,3.39,1,NA,32.01,260.98,275.5,6.31,13.11,2767.7,2761.41,2892.54,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.729
184,SP,10/7/91,,,0,,,91.7671,10.52,NA,NA,NA,0.21,2.67,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.767
185,SP,11/11/91,,,0,0,3,91.863,3.92,10.59,85.56,83.87,0.1,4.18,0.4,7.52,7.94,635.94,8.41,8.53,3.16,3.49,3.62,NA,30.59,177.37,213.94,0,7.49,2748.62,2832.53,2931.16,0.9,3.72,3.08,9.97,2.77,2.02,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1991.863
186,SP,1/14/92,,,1,,,92.0383,2.14,11.08,85.03,NA,0.25,2.99,4.06,7.26,7.96,NA,8.79,NA,3.13,NA,34.62,NA,87.16,231.98,279.61,0.63,12.32,3290.27,3291.65,3291.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.038
187,SP,3/1/92,,,1,0,2.7,92.1667,2.32,9.96,76.66,89.31,0.32,1.31,0.41,7.3,8.03,682.3,10.15,10.31,3.26,3.23,62.86,NA,180.7,394.62,435.08,6.18,15.49,3595.99,3507.62,3591.88,NA,4.19,4.15,10.32,2.92,2.1,0.78,NA,NA,NA,NA,NA,NA,NA,NA,1992.167
188,SP,3/27/92,,,1,,,92.2377,2.63,9.8,76.15,NA,0.25,1.86,0.9,7.18,8.05,NA,10.32,10.69,3.21,3.35,73.91,NA,193,438.54,490.73,15.02,23.32,3762.74,3674.97,3721.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.238
189,SP,5/6/92,,,0,,,92.347,5.36,11.93,100.12,82,0.13,NA,NA,7.38,7.79,626.83,8.37,8.59,2.85,2.93,17.36,NA,32.16,187.84,246.61,1.9,8.87,2992.81,3050.21,3120.1,NA,3.92,3,9.58,2.77,1.99,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1992.347
190,SP,5/19/92,,,0,0,7.5,92.3825,9.34,11.49,106.74,NA,0.17,5.32,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.383
191,SP,6/2/92,,,0,0,1.6,92.4208,11.24,10.78,104.48,NA,0.21,5.49,0.48,7.53,7.94,NA,8.19,8.28,2.98,3.07,2.31,NA,76.45,172.38,247.61,2.37,9.2,3026.24,2926.27,2968.78,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.421
192,SP,6/15/92,,,0,0,1.2,92.4563,12.64,10.07,100.69,NA,0.17,5,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.456
193,SP,6/30/92,,,0,0,1.2,92.4973,12.29,10.47,104.17,NA,0.22,4.39,1.03,7.56,7.96,NA,8.28,8.41,2.95,3.15,1.25,NA,17.09,155.93,193.32,2.42,7.92,2859.55,3011.71,3150.64,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.497
194,SP,7/14/92,,,0,0,2,92.5355,13.12,9.15,93.03,NA,0.18,3.33,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.536
195,SP,7/29/92,,,0,0,-2.8,92.5765,13.98,8.83,91.94,NA,0.2,2.74,2.3,7.41,7.9,NA,8.3,8.47,3.11,3.32,2.19,NA,45.74,246.53,244.27,1.75,6.2,3021.95,2871.89,2973.95,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.577
196,SP,8/11/92,,,0,,,92.612,14.98,9.04,95.56,NA,0.23,2.52,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.612
197,SP,8/24/92,,,0,0,1.4,92.6475,15.07,8.91,94.97,86.9,0.23,1.96,0.72,7.43,7.88,644.86,8.46,8.71,3.43,3.37,0.9,NA,38.04,175.45,238.67,1.46,7.63,2987.12,2916.64,3023.83,1.73,3.88,3.03,10.04,2.75,2.04,0.67,NA,NA,NA,NA,NA,NA,NA,NA,1992.648
198,SP,9/8/92,,,0,,,92.6885,13.93,8.53,89.43,NA,0.12,3.57,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.689
199,SP,9/24/92,,,0,0,2.8,92.7322,12.34,7.88,80.34,NA,0.25,4.53,0.53,7.35,7.95,NA,8.81,8.82,3.42,3.52,1.1,NA,35.86,286.06,312.4,3.06,10.15,2811.59,2888.69,2993.8,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.732
200,SP,10/5/92,,,0,,,92.7623,11.95,7.89,79.63,NA,0.1,3.34,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.762
201,SP,10/20/92,,,0,,,92.8033,8.57,8.61,78.82,NA,0.14,2.62,1.61,7.27,7.78,NA,9.09,9.19,3.26,3.35,1.38,NA,38.89,272.13,306.54,2.34,7.77,2991.88,2967.71,3091.51,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.803
202,SP,11/9/92,,,0,,,92.8579,5.75,9.86,83.53,84,0.09,2.97,0.35,7.33,7.83,638.72,8.64,8.78,3.1,3.13,2.38,NA,23.26,201.58,198.9,0,5.69,2931.99,2864.21,2971.88,1.22,4.04,3.03,9.97,2.78,2.08,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1992.858
203,SP,1/13/93,,,1,0,10.2,93.0356,3.12,10.77,85.01,NA,NA,2.49,0.62,7.28,7.92,NA,8.88,9.05,3.28,3.11,26.6,NA,90.53,305.82,328.62,3.01,11.32,3350.77,3344.1,3363.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.036
204,SP,3/1/93,,,1,0,4.4,93.1644,3.1,9.67,76.12,92.23,0.27,1.66,0.57,7.28,7.93,696.24,10.14,10.42,3.32,3.37,32.33,NA,167.76,414.08,463.63,24.5,32.98,3873.3,3692.36,3720.82,NA,4.35,2.95,10.88,3.05,2.25,0.76,NA,NA,NA,NA,NA,NA,NA,NA,1993.164
205,SP,3/22/93,,,1,0,7.5,93.2219,3.21,9.04,71.21,NA,0.28,2.2,0.67,7.29,7.86,NA,10.27,10.48,3.26,3.17,42.27,NA,190.34,529.36,537.32,9.69,17.62,3877.65,3634.7,3628.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.222
206,SP,5/4/93,,,0,0,-0.3,93.3397,4.55,10.96,90.34,87.85,0.11,5.4,1.47,7.21,7.83,663.35,9.94,10.24,3.34,3.33,8.53,NA,234.61,483.48,601.89,17.76,21.7,3738.56,3451.25,3559.8,0.94,4.13,2.67,9.83,2.83,1.96,0.61,NA,NA,NA,NA,NA,NA,NA,NA,1993.34
207,SP,5/18/93,,,0,,,93.3781,8.45,10.6,97.08,NA,0.18,4.3,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.378
208,SP,6/1/93,,,0,,,93.4164,9.44,10.21,95.74,NA,0.17,7.51,1.1,7.45,7.94,NA,8.36,8.63,3.19,3.23,9.2,NA,52.6,164.45,212.89,8.11,8.35,2828.89,2486,2579.93,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.416
209,SP,6/14/93,,,0,,,93.4521,11.73,9,89.32,NA,0.22,4.27,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.452
210,SP,6/30/93,,,0,0,2.7,93.4959,12.88,8.52,86.38,NA,0.19,5.26,1.59,7.3,7.87,NA,8.46,8.52,3.33,3.31,2.32,NA,58.48,208.82,240.21,2.36,8.06,2901.82,2821.87,2922.41,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.496
211,SP,7/14/93,,,0,0,2.9,93.5342,14.19,8.66,90.78,NA,0.19,4.86,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.534
212,SP,7/27/93,,,0,0,1.7,93.5699,14.99,9.44,101.47,NA,0.19,4.88,0.53,7.31,7.9,NA,8.44,8.55,3.24,3.47,0.69,NA,27.62,200.05,241.64,3.5,9.64,2715.87,2729.42,3060.96,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.57
213,SP,8/11/93,,,0,0,1.1,93.611,14.99,8.12,87.82,NA,0.17,4.35,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.611
214,SP,8/23/93,,,0,0,1.8,93.6438,15.97,8.44,92.45,82.37,0.18,4.33,0.88,7.27,7.82,619.74,8.55,8.73,3.34,3.41,1.8,NA,22.86,145.3,194.16,2.3,8.18,2641.33,2744.9,2875.53,1.13,4.08,2.87,9.73,2.72,2.06,0.66,NA,NA,NA,NA,NA,NA,NA,NA,1993.644
215,SP,9/8/93,,,0,0,6.4,93.6877,14.44,7.8,83.55,NA,0.29,3.62,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.688
216,SP,9/23/93,,,0,0,0.8,93.7288,12.33,8.02,81.74,NA,0.23,4.26,0.03,7.24,7.88,NA,8.76,8.98,3.2,3.39,0.9,NA,24.06,221.17,251.68,3.76,11.19,2586.1,2619.89,2708.35,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.729
217,SP,10/5/93,,,0,0,9,93.7616,10.46,7.85,76.19,NA,0.21,3.94,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.762
218,SP,10/18/93,,,0,0,3.8,93.7973,9,8.47,78.53,NA,0.17,3.98,0.83,7.12,7.81,NA,9.02,9.22,3.21,3.21,0,NA,8.63,162.79,195.27,3.46,15.64,2722.51,2794.27,2871.81,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.797
219,SP,11/10/93,,,0,0,1,93.8603,4.97,9.89,82.16,84.49,0.14,6.43,0,7.31,7.88,644.51,8.63,8.76,3.07,3.2,2.98,NA,50.27,213.66,249.46,4.87,12.38,2822.22,2881.74,2948.51,1.24,4.24,2.82,9.8,2.84,2.1,0.69,NA,NA,NA,NA,NA,NA,NA,NA,1993.86
220,SP,1/12/94,,,1,0,1.7,94.0329,2.13,10.77,82.77,NA,0.17,3.59,0.22,7.32,7.96,NA,9.33,9.42,3.01,3.01,20.95,NA,77.37,418.04,537.46,7.13,26.09,3241.74,3333.56,3304.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.033
221,SP,2/21/94,,,1,0,3.1,94.1425,2.33,9.37,72.27,92.72,0.27,3.85,0.75,7.33,8.11,694.89,10.1,10.34,4.36,3.35,51.25,NA,180.69,517.73,402.64,11.48,16.23,3776.99,3699.18,3731.93,NA,4.64,3.02,10.43,2.96,2.32,0.71,NA,NA,NA,NA,NA,NA,NA,NA,1994.143
222,SP,3/28/94,,,1,0,1.8,94.2384,3.45,9.96,79.48,NA,0.15,9.36,0.25,7.32,7.93,NA,8.87,9.21,2.78,2.71,43.51,NA,257.4,423.93,664.44,7.21,38.08,3269.69,3558.64,3813.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.238
223,SP,5/5/94,,,0,0,3.1,94.3425,6.19,11.48,98.45,84.62,0.1,11.24,0,7.47,7.9,606.63,8.38,8.49,2.94,3.08,2.5,NA,14.7,266.65,366.84,15.32,21.51,3066.79,3037.4,3097.67,1.83,4.21,2.97,9.26,2.68,2.11,0.67,NA,NA,NA,NA,NA,NA,NA,NA,1994.343
224,SP,5/16/94,,,0,0,4.2,94.3726,8.39,10.87,98.57,NA,0.1,10.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.373
225,SP,6/1/94,,,0,0,4.8,94.4164,11.75,10.22,99.97,NA,0.2,10.66,1,6.89,7.28,NA,8.29,8.42,3.13,3.17,0.78,NA,126.27,218.57,479.16,3.26,8.59,3012.71,2940.31,3046.61,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.416
226,SP,6/15/94,,,0,0,4.4,94.4548,13.58,9.76,98.87,NA,0.2,6.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.455
227,SP,6/27/94,,,0,0,3.4,94.4877,15.59,9.51,101.3,NA,0.24,4.61,0,7.53,8.07,NA,8.34,8.5,3.19,3.35,6.37,NA,71.22,197.83,230.54,0,5.13,3013.88,3042.42,2991.89,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.488
228,SP,7/12/94,,,0,0,1.6,94.5288,15.18,8.16,87.56,NA,0.23,3.51,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.529
229,SP,7/27/94,,,0,0,1.7,94.5699,15.54,8.4,91.19,NA,0.21,4.37,0.36,7.05,7.67,NA,8.35,8.32,3.67,3.51,5.38,NA,35.18,142.92,208.59,2.07,8.16,3033.87,3143.34,3271.51,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.57
230,SP,8/9/94,,,0,0,0.4,94.6055,15.31,8.03,87.14,NA,0.21,4.8,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.606
231,SP,8/24/94,,,0,0,1.3,94.6466,15.44,7.94,87.02,84.88,0.26,5.53,1.2,7.02,7.71,631.43,8.45,8.63,3.38,3.34,1.43,NA,25.98,130.5,189.09,0.6,5.31,3011.82,3071.76,3252.3,0.36,4.13,2.74,9.51,2.76,2.16,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1994.647
232,SP,9/6/94,,,0,0,1.4,94.6822,14.53,7.44,80.11,NA,0.22,6.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.682
233,SP,9/21/94,,,0,0,2.3,94.7233,15.69,7.44,82.55,NA,0.19,5.64,0.14,7.29,8.07,NA,8.64,8.7,3.31,3.22,5.03,NA,36.44,221.84,262.43,2.18,7.91,2989.27,3016.28,3153.83,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.723
234,SP,10/3/94,,,0,,,94.7562,13.27,7.42,77.49,NA,0.23,4.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.756
235,SP,10/17/94,,,0,,,94.7945,11.82,7.86,78.64,NA,0.18,4.36,0.04,7.35,7.92,NA,8.74,8.92,3.27,3.28,1.93,NA,31.73,221.66,167.08,4.19,8.63,2837.55,3079.47,3218.55,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.795
236,SP,11/1/94,,,0,,,94.8356,9.4,8.46,78.96,NA,0.14,6.23,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.836
237,SP,11/16/94,,,0,,,94.8767,7.4,9.35,82.52,86,0.14,5.04,0,7.37,8.01,628.05,8.6,8.67,3,3,1.51,NA,55.63,474.23,500.85,10.14,16.01,2956.3,2755.75,2867.29,0.32,4.24,2.84,9.67,2.72,2.17,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1994.877
238,SP,1/9/95,,,1,,,95.0247,3.02,10.5,82.71,NA,0.15,6.11,0,6.96,7.53,NA,8.74,9.22,3,3.05,8.52,NA,45.2,262.89,281.22,4.29,9.33,3291.11,3276.28,3265.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.025
239,SP,2/20/95,,,1,,,95.1397,3.04,11.3,88.82,93.21,NA,4.38,0,7.23,7.91,679.19,9.35,9.52,3.15,3.23,39.15,NA,39.95,302.92,296.57,6.37,11.52,3330.05,3501.76,3539.95,NA,4.76,3.1,11.06,3.15,2.44,0.72,NA,NA,NA,NA,NA,NA,NA,NA,1995.14
240,SP,3/24/95,,,1,,,95.2274,3.59,8.87,70.87,NA,0.29,4.62,0,7.33,7.74,NA,7.55,7.59,2.52,2.5,54.3,NA,51.53,248.14,269.12,0.25,5.12,2591.52,2647.96,2692.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.227
241,SP,5/2/95,,,0,,,95.3342,5.73,11.98,101.7,87,0.19,6.76,0,7.48,8.01,623.63,8.74,8.94,3.2,3.21,11.12,NA,10.06,167.08,211,2.38,6.23,3120.52,3022.27,3271.95,NA,4.25,2.78,9.6,2.91,2.17,0.66,NA,NA,NA,NA,NA,NA,NA,NA,1995.334
242,SP,5/15/95,,,0,,,95.3699,7.47,10.95,97.44,NA,0.21,7.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.37
243,SP,5/31/95,,,0,,,95.4137,9.93,10.36,98.02,NA,0.26,5.26,0.15,7.51,7.97,NA,8.37,8.51,3.11,3.08,5.05,NA,26.58,158.88,212.38,1.93,7.69,2976.85,3120.62,3183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.414
244,SP,6/14/95,,,0,,,95.4521,12.03,9.93,98.2,NA,0.24,4.05,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.452
245,SP,6/27/95,,,0,,,95.4877,14.68,8.84,93.54,NA,0.23,4.61,0.59,7.41,8.03,NA,8.7,8.81,3.24,3.21,3.15,NA,29.32,203.55,267.49,2.35,8.08,2985.59,3117.64,3262.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.488
246,SP,7/11/95,,,0,,,95.526,14.37,9.73,101.77,NA,0.26,2.11,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.526
247,SP,7/24/95,,,0,,,95.5616,15.49,9.16,98.37,NA,0.27,3.2,2.96,7.41,8.05,NA,8.7,8.82,3.62,3.48,1.07,NA,41.8,197.33,248.41,1.1,4.32,2856.44,2664.18,2791.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.562
248,SP,8/7/95,,,0,,,95.6,16.61,8.62,95.03,NA,0.24,2.61,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.6
249,SP,8/22/95,,,0,,,95.6411,16.61,8.53,94.21,86.5,0.26,3.32,0.54,7.51,8.09,632.21,8.86,9.2,3.61,3.55,0.93,NA,26.95,216.22,272.83,3.68,10.69,2709.94,2861.43,3163.72,NA,4.23,2.58,9.96,2.87,2.25,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1995.641
250,SP,9/6/95,,,0,,,95.6822,16.36,8.68,95.22,NA,0.28,1.8,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.682
251,SP,9/19/95,,,0,,,95.7178,14.04,8.07,85.21,NA,0.33,3.08,2.18,7.44,8.14,NA,9.17,9.31,3.47,3.4,0.72,NA,36.38,186.2,197.56,6.57,11.92,2869.27,2919.45,2997.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.718
252,SP,10/3/95,,,0,,,95.7562,12.3,8.13,82.49,NA,0.26,2.99,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.756
253,SP,10/18/95,,,0,,,95.7973,10.55,8.29,80.34,NA,0.21,1.93,2.56,7.4,8.01,NA,9.07,9.25,3.39,3.32,0.85,NA,37.23,212.98,219.94,5.76,11.17,2788.18,2730.62,2835.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.797
