"sampledate","species_name","density"
2003-05-27,"ASPLANCHNA",0
2003-05-27,"COPEPOD NAUPLII",4.5
2003-05-27,"CYCLOPOID",0
2003-05-27,"LECANE TENUISETA",0
2003-05-27,"MONOSTYLA LUNARIS",0
2003-05-27,"SYNCHAETA",0
2003-05-27,"DAPHNIA PULICARIA",0.6
2003-05-27,"GASTROPUS HYPTOPUS",0
2003-05-27,"HOLOPEDIUM GIBBERUM",0
2003-05-27,"POLYARTHRA VULGARIS",51
2003-05-27,"TRICHOCERCA BIROSTRIS",6.7
2003-05-27,"CERIODAPHNIA",0
2003-05-27,"GASTROPUS STYLIFER",0
2003-05-27,"DIACYCLOPS THOMASI",0
2003-05-27,"LEPADELLA TRIPTERA",0
2003-05-27,"CONOCHILOIDES",5
2003-05-27,"CONOCHILUS",0
2003-05-27,"DAPHNIA PARVULA",0
2003-05-27,"KELLICOTTIA BOSTONIENSIS",0.6
2003-05-27,"DAPHNIA MENDOTAE",0
2003-05-27,"KERATELLA HIEMALIS",0
2003-05-27,"ACANTHOCYCLOPS VERNALIS",0
2003-05-27,"FILINIA TERMINALIS",0
2003-05-27,"KERATELLA QUADRATA",0
2003-05-27,"ORTHOCYCLOPS MODESTUS",0
2003-05-27,"TRICHOCERCA",0
2003-05-27,"DAPHNIA",0
2003-05-27,"KELLICOTTIA LONGISPINA",0
2003-05-27,"POLYARTHRA REMATA",0
2003-05-27,"KERATELLA COCHLEARIS",0
2003-05-27,"MONOSTYLA",0
2003-05-27,"LECANE",0
2003-05-27,"TRICHOCERCA MULTICRINIS",0
2003-05-27,"CALANOID",0
2003-05-27,"SKISTODIAPTOMUS OREGONENSIS",0
2003-05-27,"DIAPHANOSOMA BIRGEI",0
2003-05-27,"MESOCYCLOPS EDAX",1.5
2003-05-27,"DIAPHANOSOMA",0
2003-05-27,"ASCOMORPHA OVALIS",0
2003-05-27,"GASTROPUS",0
2003-05-27,"UNKNOWN",0
2003-05-27,"POLYARTHRA",0
2003-05-27,"UNKNOWN ROTIFER",0
2003-05-27,"LECANE INERMIS",0
2003-05-27,"TRICHOCERCA CYLINDRICA",0
2003-05-27,"LECANE MIRA",0
2003-05-27,"MANFREDIUM EUDACTYLOTUM",0
2003-05-27,"KERATELLA CRASSA",0
2003-05-27,"BRACHIONUS",0
2003-05-27,"MONOSTYLA OBTUSA",0
2003-05-27,"KERATELLA",0
2003-05-27,"ASCOMORPHA SALTANS",0
2003-05-27,"EPISCHURA LACUSTRIS",0
2003-05-27,"DAPHNIA AMBIGUA",0
2003-05-27,"LECANE TUDICOLA",0
2003-05-27,"LEPADELLA",0
2003-05-27,"CEPHALODELLA",0
2003-05-27,"NOTOMMATA",0
2003-05-27,"KERATELLA EARLINAE",0
2003-05-27,"KERATELLA TESTUDO",0
2003-05-27,"LEPADELLA ACUMINATA",0
2003-05-27,"EUCHLANIS",0
2003-05-27,"PLOESOMA LENTICULARE",0
2003-05-27,"TRICHOTRIA",0
2003-05-27,"POLYARTHRA MAJOR",0
2003-05-27,"CLADOCERAN",0
2003-05-27,"ENCENTRUM",0
2003-05-27,"SCAPHOLEBERIS",0
2003-05-27,"HOLOPEDIUM",0
2003-05-27,"LEPADELLA PATELLA",0
2003-05-27,"TRICHOCERCA ROUSSELETI",0
2003-05-27,"NOTHOLCA MICHIGANENSIS",0
2003-06-24,"ASCOMORPHA",1.1
2003-06-24,"ASCOMORPHA ECAUDIS",0
2003-06-24,"BOSMINIDAE",3.4
2003-06-24,"CHYDORUS",0
2003-06-24,"KERATELLA TAUROCEPHALA",276.6
2003-06-24,"KERATELLA TICINENSIS",221.2
2003-06-24,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-06-24,"ASPLANCHNA",0
2003-06-24,"COPEPOD NAUPLII",29.1
2003-06-24,"CYCLOPOID",0
2003-06-24,"LECANE TENUISETA",0
2003-06-24,"MONOSTYLA LUNARIS",0
2003-06-24,"SYNCHAETA",0
2003-06-24,"DAPHNIA PULICARIA",2.2
2003-06-24,"GASTROPUS HYPTOPUS",0
2003-06-24,"HOLOPEDIUM GIBBERUM",0
2003-06-24,"POLYARTHRA VULGARIS",12.3
2003-06-24,"TRICHOCERCA BIROSTRIS",9
2003-06-24,"CERIODAPHNIA",0.6
2003-06-24,"GASTROPUS STYLIFER",6.2
2003-06-24,"DIACYCLOPS THOMASI",0
2003-06-24,"LEPADELLA TRIPTERA",0
2003-06-24,"CONOCHILOIDES",2.8
2003-06-24,"CONOCHILUS",0
2003-06-24,"DAPHNIA PARVULA",0
2003-06-24,"KELLICOTTIA BOSTONIENSIS",0
2003-06-24,"DAPHNIA MENDOTAE",0
2003-06-24,"KERATELLA HIEMALIS",0
2003-06-24,"ACANTHOCYCLOPS VERNALIS",0
2003-06-24,"FILINIA TERMINALIS",0
2003-06-24,"KERATELLA QUADRATA",0
2003-06-24,"ORTHOCYCLOPS MODESTUS",0
2003-06-24,"TRICHOCERCA",0
2003-06-24,"DAPHNIA",0
2003-06-24,"KELLICOTTIA LONGISPINA",0
2003-06-24,"POLYARTHRA REMATA",0
2003-06-24,"KERATELLA COCHLEARIS",0
2003-06-24,"MONOSTYLA",0
2003-06-24,"LECANE",0
2003-06-24,"TRICHOCERCA MULTICRINIS",0
2003-06-24,"CALANOID",0
2003-06-24,"SKISTODIAPTOMUS OREGONENSIS",0
2003-06-24,"DIAPHANOSOMA BIRGEI",0
2003-06-24,"MESOCYCLOPS EDAX",5.3
2003-06-24,"DIAPHANOSOMA",0
2003-06-24,"ASCOMORPHA OVALIS",0
2003-06-24,"GASTROPUS",0
2003-06-24,"UNKNOWN",0
2003-06-24,"POLYARTHRA",0
2003-06-24,"UNKNOWN ROTIFER",0
2003-06-24,"LECANE INERMIS",0
2003-06-24,"TRICHOCERCA CYLINDRICA",0
2003-06-24,"LECANE MIRA",0
2003-06-24,"MANFREDIUM EUDACTYLOTUM",0
2003-06-24,"KERATELLA CRASSA",0
2003-06-24,"BRACHIONUS",0
2003-06-24,"MONOSTYLA OBTUSA",0
2003-06-24,"KERATELLA",0
2003-06-24,"ASCOMORPHA SALTANS",0
2003-06-24,"EPISCHURA LACUSTRIS",0
2003-06-24,"DAPHNIA AMBIGUA",0
2003-06-24,"LECANE TUDICOLA",0
2003-06-24,"LEPADELLA",0
2003-06-24,"CEPHALODELLA",0
2003-06-24,"NOTOMMATA",0
2003-06-24,"KERATELLA EARLINAE",0
2003-06-24,"KERATELLA TESTUDO",0
2003-06-24,"LEPADELLA ACUMINATA",0
2003-06-24,"EUCHLANIS",0
2003-06-24,"PLOESOMA LENTICULARE",0
2003-06-24,"TRICHOTRIA",0
2003-06-24,"POLYARTHRA MAJOR",0
2003-06-24,"CLADOCERAN",0
2003-06-24,"ENCENTRUM",0
2003-06-24,"SCAPHOLEBERIS",0
2003-06-24,"HOLOPEDIUM",0
2003-06-24,"LEPADELLA PATELLA",0
2003-06-24,"TRICHOCERCA ROUSSELETI",0
2003-06-24,"NOTHOLCA MICHIGANENSIS",0
2003-07-21,"ASCOMORPHA",0
2003-07-21,"ASCOMORPHA ECAUDIS",0
2003-07-21,"BOSMINIDAE",0.3
2003-07-21,"CHYDORUS",0
2003-07-21,"KERATELLA TAUROCEPHALA",37.8
2003-07-21,"KERATELLA TICINENSIS",14.6
2003-07-21,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-07-21,"ASPLANCHNA",0
2003-07-21,"COPEPOD NAUPLII",4.8
2003-07-21,"CYCLOPOID",0
2003-07-21,"LECANE TENUISETA",0
2003-07-21,"MONOSTYLA LUNARIS",0
2003-07-21,"SYNCHAETA",0
2003-07-21,"DAPHNIA PULICARIA",0.3
2003-07-21,"GASTROPUS HYPTOPUS",0
2003-07-21,"HOLOPEDIUM GIBBERUM",0
2003-07-21,"POLYARTHRA VULGARIS",0.3
2003-07-21,"TRICHOCERCA BIROSTRIS",2
2003-07-21,"CERIODAPHNIA",0
2003-07-21,"GASTROPUS STYLIFER",0.8
2003-07-21,"DIACYCLOPS THOMASI",0
2003-07-21,"LEPADELLA TRIPTERA",0
2003-07-21,"CONOCHILOIDES",0
2003-07-21,"CONOCHILUS",0
2003-07-21,"DAPHNIA PARVULA",0
2003-07-21,"KELLICOTTIA BOSTONIENSIS",0
2003-07-21,"DAPHNIA MENDOTAE",0
2003-07-21,"KERATELLA HIEMALIS",0
2003-07-21,"ACANTHOCYCLOPS VERNALIS",0
2003-07-21,"FILINIA TERMINALIS",0
2003-07-21,"KERATELLA QUADRATA",0
2003-07-21,"ORTHOCYCLOPS MODESTUS",0
2003-07-21,"TRICHOCERCA",0
2003-07-21,"DAPHNIA",0
2003-07-21,"KELLICOTTIA LONGISPINA",0
2003-07-21,"POLYARTHRA REMATA",0
2003-07-21,"KERATELLA COCHLEARIS",0
2003-07-21,"MONOSTYLA",0
2003-07-21,"LECANE",0
2003-07-21,"TRICHOCERCA MULTICRINIS",0
2003-07-21,"CALANOID",0
2003-07-21,"SKISTODIAPTOMUS OREGONENSIS",0
2003-07-21,"DIAPHANOSOMA BIRGEI",0
2003-07-21,"MESOCYCLOPS EDAX",2.8
2003-07-21,"DIAPHANOSOMA",0
2003-07-21,"ASCOMORPHA OVALIS",0
2003-07-21,"GASTROPUS",0
2003-07-21,"UNKNOWN",0
2003-07-21,"POLYARTHRA",0
2003-07-21,"UNKNOWN ROTIFER",0
2003-07-21,"LECANE INERMIS",0
2003-07-21,"TRICHOCERCA CYLINDRICA",0
2003-07-21,"LECANE MIRA",0
2003-07-21,"MANFREDIUM EUDACTYLOTUM",0
2003-07-21,"KERATELLA CRASSA",0
2003-07-21,"BRACHIONUS",0
2003-07-21,"MONOSTYLA OBTUSA",0
2003-07-21,"KERATELLA",0
2003-07-21,"ASCOMORPHA SALTANS",0
2003-07-21,"EPISCHURA LACUSTRIS",0
2003-07-21,"DAPHNIA AMBIGUA",0
2003-07-21,"LECANE TUDICOLA",0
2003-07-21,"LEPADELLA",0
2003-07-21,"CEPHALODELLA",0
2003-07-21,"NOTOMMATA",0
2003-07-21,"KERATELLA EARLINAE",0
2003-07-21,"KERATELLA TESTUDO",0
2003-07-21,"LEPADELLA ACUMINATA",0
2003-07-21,"EUCHLANIS",0
2003-07-21,"PLOESOMA LENTICULARE",0
2003-07-21,"TRICHOTRIA",0
2003-07-21,"POLYARTHRA MAJOR",0
2003-07-21,"CLADOCERAN",0
2003-07-21,"ENCENTRUM",0
2003-07-21,"SCAPHOLEBERIS",0
2003-07-21,"HOLOPEDIUM",0
2003-07-21,"LEPADELLA PATELLA",0
2003-07-21,"TRICHOCERCA ROUSSELETI",0
2003-07-21,"NOTHOLCA MICHIGANENSIS",0
2003-08-20,"ASCOMORPHA",0
2003-08-20,"ASCOMORPHA ECAUDIS",0
2003-08-20,"BOSMINIDAE",0.3
2003-08-20,"CHYDORUS",0
2003-08-20,"KERATELLA TAUROCEPHALA",12
2003-08-20,"KERATELLA TICINENSIS",0.6
2003-08-20,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-08-20,"ASPLANCHNA",0
2003-08-20,"COPEPOD NAUPLII",0.8
2003-08-20,"CYCLOPOID",0
2003-08-20,"LECANE TENUISETA",0
2003-08-20,"MONOSTYLA LUNARIS",0
2003-08-20,"SYNCHAETA",0
2003-08-20,"DAPHNIA PULICARIA",0
2003-08-20,"GASTROPUS HYPTOPUS",0
2003-08-20,"HOLOPEDIUM GIBBERUM",0
2003-08-20,"POLYARTHRA VULGARIS",0.8
2003-08-20,"TRICHOCERCA BIROSTRIS",0
2003-08-20,"CERIODAPHNIA",0
2003-08-20,"GASTROPUS STYLIFER",0
2003-08-20,"DIACYCLOPS THOMASI",0
2003-08-20,"LEPADELLA TRIPTERA",0
2003-08-20,"CONOCHILOIDES",0
2003-08-20,"CONOCHILUS",0
2003-08-20,"DAPHNIA PARVULA",0
2003-08-20,"KELLICOTTIA BOSTONIENSIS",0
2003-08-20,"DAPHNIA MENDOTAE",0
2003-08-20,"KERATELLA HIEMALIS",0
2003-08-20,"ACANTHOCYCLOPS VERNALIS",0
2003-08-20,"FILINIA TERMINALIS",0
2003-08-20,"KERATELLA QUADRATA",0
2003-08-20,"ORTHOCYCLOPS MODESTUS",0
2003-08-20,"TRICHOCERCA",0
2003-08-20,"DAPHNIA",0
2003-08-20,"KELLICOTTIA LONGISPINA",0
2003-08-20,"POLYARTHRA REMATA",0
2003-08-20,"KERATELLA COCHLEARIS",0
2003-08-20,"MONOSTYLA",0
2003-08-20,"LECANE",0
2003-08-20,"TRICHOCERCA MULTICRINIS",0
2003-08-20,"CALANOID",0
2003-08-20,"SKISTODIAPTOMUS OREGONENSIS",0
2003-08-20,"DIAPHANOSOMA BIRGEI",0
2003-08-20,"MESOCYCLOPS EDAX",1.2
2003-08-20,"DIAPHANOSOMA",0
2003-08-20,"ASCOMORPHA OVALIS",0
2003-08-20,"GASTROPUS",0
2003-08-20,"UNKNOWN",0
2003-08-20,"POLYARTHRA",0
2003-08-20,"UNKNOWN ROTIFER",0
2003-08-20,"LECANE INERMIS",0
2003-08-20,"TRICHOCERCA CYLINDRICA",0
2003-08-20,"LECANE MIRA",0
2003-08-20,"MANFREDIUM EUDACTYLOTUM",0
2003-08-20,"KERATELLA CRASSA",0
2003-08-20,"BRACHIONUS",0
2003-08-20,"MONOSTYLA OBTUSA",0
2003-08-20,"KERATELLA",0
2003-08-20,"ASCOMORPHA SALTANS",0
2003-08-20,"EPISCHURA LACUSTRIS",0
2003-08-20,"DAPHNIA AMBIGUA",0
2003-08-20,"LECANE TUDICOLA",0
2003-08-20,"LEPADELLA",0
2003-08-20,"CEPHALODELLA",0
2003-08-20,"NOTOMMATA",0
2003-08-20,"KERATELLA EARLINAE",0
2003-08-20,"KERATELLA TESTUDO",0
2003-08-20,"LEPADELLA ACUMINATA",0
2003-08-20,"EUCHLANIS",0
2003-08-20,"PLOESOMA LENTICULARE",0
2003-08-20,"TRICHOTRIA",0
2003-08-20,"POLYARTHRA MAJOR",0
2003-08-20,"CLADOCERAN",0
2003-08-20,"ENCENTRUM",0
2003-08-20,"SCAPHOLEBERIS",0
2003-08-20,"HOLOPEDIUM",0
2003-08-20,"LEPADELLA PATELLA",0
2003-08-20,"TRICHOCERCA ROUSSELETI",0
2003-08-20,"NOTHOLCA MICHIGANENSIS",0
2003-09-19,"ASCOMORPHA",0
2003-09-19,"ASCOMORPHA ECAUDIS",0
2003-09-19,"BOSMINIDAE",3.1
2003-09-19,"CHYDORUS",0
2003-09-19,"KERATELLA TAUROCEPHALA",8.7
2003-09-19,"KERATELLA TICINENSIS",0.3
2003-09-19,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-09-19,"ASPLANCHNA",0
2003-09-19,"COPEPOD NAUPLII",0
2003-09-19,"CYCLOPOID",0
2003-09-19,"LECANE TENUISETA",0
2003-09-19,"MONOSTYLA LUNARIS",0
2003-09-19,"SYNCHAETA",0
2003-09-19,"DAPHNIA PULICARIA",0
2003-09-19,"GASTROPUS HYPTOPUS",0
2003-09-19,"HOLOPEDIUM GIBBERUM",0
2003-09-19,"POLYARTHRA VULGARIS",0.8
2003-09-19,"TRICHOCERCA BIROSTRIS",0.3
2003-09-19,"CERIODAPHNIA",0
2003-09-19,"GASTROPUS STYLIFER",0.3
2003-09-19,"DIACYCLOPS THOMASI",0
2003-09-19,"LEPADELLA TRIPTERA",0
2003-09-19,"CONOCHILOIDES",0
2003-09-19,"CONOCHILUS",0
2003-09-19,"DAPHNIA PARVULA",0
2003-09-19,"KELLICOTTIA BOSTONIENSIS",0
2003-09-19,"DAPHNIA MENDOTAE",0
2003-09-19,"KERATELLA HIEMALIS",0
2003-09-19,"ACANTHOCYCLOPS VERNALIS",0
2003-09-19,"FILINIA TERMINALIS",0
2003-09-19,"KERATELLA QUADRATA",0
2003-09-19,"ORTHOCYCLOPS MODESTUS",0
2003-09-19,"TRICHOCERCA",0
2003-09-19,"DAPHNIA",0
2003-09-19,"KELLICOTTIA LONGISPINA",0
2003-09-19,"POLYARTHRA REMATA",0
2003-09-19,"KERATELLA COCHLEARIS",0
2003-09-19,"MONOSTYLA",0
2003-09-19,"LECANE",0
2003-09-19,"TRICHOCERCA MULTICRINIS",0
2003-09-19,"CALANOID",0
2003-09-19,"SKISTODIAPTOMUS OREGONENSIS",0
2003-09-19,"DIAPHANOSOMA BIRGEI",0
2003-09-19,"MESOCYCLOPS EDAX",0.9
2003-09-19,"DIAPHANOSOMA",0
2003-09-19,"ASCOMORPHA OVALIS",0
2003-09-19,"GASTROPUS",0
2003-09-19,"UNKNOWN",0
2003-09-19,"POLYARTHRA",0
2003-09-19,"UNKNOWN ROTIFER",0
2003-09-19,"LECANE INERMIS",0
2003-09-19,"TRICHOCERCA CYLINDRICA",0
2003-09-19,"LECANE MIRA",0
2003-09-19,"MANFREDIUM EUDACTYLOTUM",0
2003-09-19,"KERATELLA CRASSA",0
2003-09-19,"BRACHIONUS",0
2003-09-19,"MONOSTYLA OBTUSA",0
2003-09-19,"KERATELLA",0
2003-09-19,"ASCOMORPHA SALTANS",0
2003-09-19,"EPISCHURA LACUSTRIS",0
2003-09-19,"DAPHNIA AMBIGUA",0
2003-09-19,"LECANE TUDICOLA",0
2003-09-19,"LEPADELLA",0
2003-09-19,"CEPHALODELLA",0
2003-09-19,"NOTOMMATA",0
2003-09-19,"KERATELLA EARLINAE",0
2003-09-19,"KERATELLA TESTUDO",0
2003-09-19,"LEPADELLA ACUMINATA",0
2003-09-19,"EUCHLANIS",0
2003-09-19,"PLOESOMA LENTICULARE",0
2003-09-19,"TRICHOTRIA",0
2003-09-19,"POLYARTHRA MAJOR",0
2003-09-19,"CLADOCERAN",0
2003-09-19,"ENCENTRUM",0
2003-09-19,"SCAPHOLEBERIS",0
2003-09-19,"HOLOPEDIUM",0
2003-09-19,"LEPADELLA PATELLA",0
2003-09-19,"TRICHOCERCA ROUSSELETI",0
2003-09-19,"NOTHOLCA MICHIGANENSIS",0
2003-10-14,"ASCOMORPHA",0
2003-10-14,"ASCOMORPHA ECAUDIS",0
2003-10-14,"BOSMINIDAE",41.2
2003-10-14,"CHYDORUS",0
2003-10-14,"KERATELLA TAUROCEPHALA",127.7
2003-10-14,"KERATELLA TICINENSIS",52.1
2003-10-14,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-10-14,"ASPLANCHNA",0
2003-10-14,"COPEPOD NAUPLII",0
2003-10-14,"CYCLOPOID",0
2003-10-14,"LECANE TENUISETA",0
2003-10-14,"MONOSTYLA LUNARIS",0
2003-10-14,"SYNCHAETA",0
2003-10-14,"DAPHNIA PULICARIA",0
2003-10-14,"GASTROPUS HYPTOPUS",0
2003-10-14,"HOLOPEDIUM GIBBERUM",0
2003-10-14,"POLYARTHRA VULGARIS",2.2
2003-10-14,"TRICHOCERCA BIROSTRIS",0
2003-10-14,"CERIODAPHNIA",0
2003-10-14,"GASTROPUS STYLIFER",0
2003-10-14,"DIACYCLOPS THOMASI",0
2003-10-14,"LEPADELLA TRIPTERA",0
2003-10-14,"CONOCHILOIDES",0
2003-10-14,"CONOCHILUS",0
2003-10-14,"DAPHNIA PARVULA",0
2003-10-14,"KELLICOTTIA BOSTONIENSIS",0
2003-10-14,"DAPHNIA MENDOTAE",0
2003-10-14,"KERATELLA HIEMALIS",0
2003-10-14,"ACANTHOCYCLOPS VERNALIS",0
2003-10-14,"FILINIA TERMINALIS",0
2003-10-14,"KERATELLA QUADRATA",0
2003-10-14,"ORTHOCYCLOPS MODESTUS",0
2003-10-14,"TRICHOCERCA",0
2003-10-14,"DAPHNIA",0
2003-10-14,"KELLICOTTIA LONGISPINA",0
2003-10-14,"POLYARTHRA REMATA",0
2003-10-14,"KERATELLA COCHLEARIS",0
2003-10-14,"MONOSTYLA",0
2003-10-14,"LECANE",0
2003-10-14,"TRICHOCERCA MULTICRINIS",0
2003-10-14,"CALANOID",0
2003-10-14,"SKISTODIAPTOMUS OREGONENSIS",0
2003-10-14,"DIAPHANOSOMA BIRGEI",0
2003-10-14,"MESOCYCLOPS EDAX",0.8
2003-10-14,"DIAPHANOSOMA",0
2003-10-14,"ASCOMORPHA OVALIS",0
2003-10-14,"GASTROPUS",0
2003-10-14,"UNKNOWN",0
2003-10-14,"POLYARTHRA",0
2003-10-14,"UNKNOWN ROTIFER",0
2003-10-14,"LECANE INERMIS",0
2003-10-14,"TRICHOCERCA CYLINDRICA",0
2003-10-14,"LECANE MIRA",0
2003-10-14,"MANFREDIUM EUDACTYLOTUM",0
2003-10-14,"KERATELLA CRASSA",0
2003-10-14,"BRACHIONUS",0
2003-10-14,"MONOSTYLA OBTUSA",0
2003-10-14,"KERATELLA",0
2003-10-14,"ASCOMORPHA SALTANS",0
2003-10-14,"EPISCHURA LACUSTRIS",0
2003-10-14,"DAPHNIA AMBIGUA",0
2003-10-14,"LECANE TUDICOLA",0
2003-10-14,"LEPADELLA",0
2003-10-14,"CEPHALODELLA",0
2003-10-14,"NOTOMMATA",0
2003-10-14,"KERATELLA EARLINAE",0
2003-10-14,"KERATELLA TESTUDO",0
2003-10-14,"LEPADELLA ACUMINATA",0
2003-10-14,"EUCHLANIS",0
2003-10-14,"PLOESOMA LENTICULARE",0
2003-10-14,"TRICHOTRIA",0
2003-10-14,"POLYARTHRA MAJOR",0
2003-10-14,"CLADOCERAN",0
2003-10-14,"ENCENTRUM",0
2003-10-14,"SCAPHOLEBERIS",0
2003-10-14,"HOLOPEDIUM",0
2003-10-14,"LEPADELLA PATELLA",0
2003-10-14,"TRICHOCERCA ROUSSELETI",0
2003-10-14,"NOTHOLCA MICHIGANENSIS",0
2003-11-07,"ASCOMORPHA",0
2003-11-07,"ASCOMORPHA ECAUDIS",0
2003-11-07,"BOSMINIDAE",222.9
2003-11-07,"CHYDORUS",1.7
2003-11-07,"KERATELLA TAUROCEPHALA",203.3
2003-11-07,"KERATELLA TICINENSIS",231.8
2003-11-07,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2003-11-07,"ASPLANCHNA",0
2003-11-07,"COPEPOD NAUPLII",1.1
2003-11-07,"CYCLOPOID",0
2003-11-07,"LECANE TENUISETA",0
2003-11-07,"MONOSTYLA LUNARIS",0
2003-11-07,"SYNCHAETA",0.6
2003-11-07,"DAPHNIA PULICARIA",0
2003-11-07,"GASTROPUS HYPTOPUS",0
2003-11-07,"HOLOPEDIUM GIBBERUM",0
2003-11-07,"POLYARTHRA VULGARIS",2.2
2003-11-07,"TRICHOCERCA BIROSTRIS",0
2003-11-07,"CERIODAPHNIA",0
2003-11-07,"GASTROPUS STYLIFER",0
2003-11-07,"DIACYCLOPS THOMASI",0
2003-11-07,"LEPADELLA TRIPTERA",0
2003-11-07,"CONOCHILOIDES",0
2003-11-07,"CONOCHILUS",0
2003-11-07,"DAPHNIA PARVULA",0
2003-11-07,"KELLICOTTIA BOSTONIENSIS",0
2003-11-07,"DAPHNIA MENDOTAE",0
2003-11-07,"KERATELLA HIEMALIS",0
2003-11-07,"ACANTHOCYCLOPS VERNALIS",0
2003-11-07,"FILINIA TERMINALIS",0
2003-11-07,"KERATELLA QUADRATA",0
2003-11-07,"ORTHOCYCLOPS MODESTUS",0
2003-11-07,"TRICHOCERCA",0
2003-11-07,"DAPHNIA",0
2003-11-07,"KELLICOTTIA LONGISPINA",0
2003-11-07,"POLYARTHRA REMATA",0
2003-11-07,"KERATELLA COCHLEARIS",0
2003-11-07,"MONOSTYLA",0.6
2003-11-07,"LECANE",1.7
2003-11-07,"TRICHOCERCA MULTICRINIS",0
2003-11-07,"CALANOID",0
2003-11-07,"SKISTODIAPTOMUS OREGONENSIS",0
2003-11-07,"DIAPHANOSOMA BIRGEI",0
2003-11-07,"MESOCYCLOPS EDAX",0
2003-11-07,"DIAPHANOSOMA",0
2003-11-07,"ASCOMORPHA OVALIS",0
2003-11-07,"GASTROPUS",0
2003-11-07,"UNKNOWN",0
2003-11-07,"POLYARTHRA",0
2003-11-07,"UNKNOWN ROTIFER",0
2003-11-07,"LECANE INERMIS",0
2003-11-07,"TRICHOCERCA CYLINDRICA",0
2003-11-07,"LECANE MIRA",0
2003-11-07,"MANFREDIUM EUDACTYLOTUM",0
2003-11-07,"KERATELLA CRASSA",0
2003-11-07,"BRACHIONUS",0
2003-11-07,"MONOSTYLA OBTUSA",0
2003-11-07,"KERATELLA",0
2003-11-07,"ASCOMORPHA SALTANS",0
2003-11-07,"EPISCHURA LACUSTRIS",0
2003-11-07,"DAPHNIA AMBIGUA",0
2003-11-07,"LECANE TUDICOLA",0
2003-11-07,"LEPADELLA",0
2003-11-07,"CEPHALODELLA",1.1
2003-11-07,"NOTOMMATA",0.6
2003-11-07,"KERATELLA EARLINAE",0
2003-11-07,"KERATELLA TESTUDO",0
2003-11-07,"LEPADELLA ACUMINATA",0
2003-11-07,"EUCHLANIS",0
2003-11-07,"PLOESOMA LENTICULARE",0
2003-11-07,"TRICHOTRIA",0
2003-11-07,"POLYARTHRA MAJOR",0
2003-11-07,"CLADOCERAN",0
2003-11-07,"ENCENTRUM",0
2003-11-07,"SCAPHOLEBERIS",0
2003-11-07,"HOLOPEDIUM",0
2003-11-07,"LEPADELLA PATELLA",0
2003-11-07,"TRICHOCERCA ROUSSELETI",0
2003-11-07,"NOTHOLCA MICHIGANENSIS",0
2004-02-19,"ASCOMORPHA",0
2004-02-19,"ASCOMORPHA ECAUDIS",0
2004-02-19,"BOSMINIDAE",0
2004-02-19,"CHYDORUS",0
2004-02-19,"KERATELLA TAUROCEPHALA",0
2004-02-19,"KERATELLA TICINENSIS",0
2004-02-19,"TROPOCYCLOPS PRASINUS MEXICANUS",0
2004-02-19,"ASPLANCHNA",0
2004-02-19,"COPEPOD NAUPLII",0.3
2004-02-19,"CYCLOPOID",0
2004-02-19,"LECANE TENUISETA",0
2004-02-19,"MONOSTYLA LUNARIS",0
2004-02-19,"SYNCHAETA",0
2004-02-19,"DAPHNIA PULICARIA",0
2004-02-19,"GASTROPUS HYPTOPUS",0
2004-02-19,"HOLOPEDIUM GIBBERUM",0
2004-02-19,"POLYARTHRA VULGARIS",0
2004-02-19,"TRICHOCERCA BIROSTRIS",0.3
2004-02-19,"CERIODAPHNIA",0
2004-02-19,"GASTROPUS STYLIFER",0
2004-02-19,"DIACYCLOPS THOMASI",0
2004-02-19,"LEPADELLA TRIPTERA",0
2004-02-19,"CONOCHILOIDES",0
2004-02-19,"CONOCHILUS",0
2004-02-19,"DAPHNIA PARVULA",0
2004-02-19,"KELLICOTTIA BOSTONIENSIS",0
2004-02-19,"DAPHNIA MENDOTAE",0
2004-02-19,"KERATELLA HIEMALIS",0
2004-02-19,"ACANTHOCYCLOPS VERNALIS",0
2004-02-19,"FILINIA TERMINALIS",0
2004-02-19,"KERATELLA QUADRATA",0
2004-02-19,"ORTHOCYCLOPS MODESTUS",0
2004-02-19,"TRICHOCERCA",0
2004-02-19,"DAPHNIA",0
2004-02-19,"KELLICOTTIA LONGISPINA",0
2004-02-19,"POLYARTHRA REMATA",0
2004-02-19,"KERATELLA COCHLEARIS",0
2004-02-19,"MONOSTYLA",0
2004-02-19,"LECANE",0
2004-02-19,"TRICHOCERCA MULTICRINIS",0
2004-02-19,"CALANOID",0
2004-02-19,"SKISTODIAPTOMUS OREGONENSIS",0
2004-02-19,"DIAPHANOSOMA BIRGEI",0
2004-02-19,"MESOCYCLOPS EDAX",0
2004-02-19,"DIAPHANOSOMA",0
2004-02-19,"ASCOMORPHA OVALIS",0
2004-02-19,"GASTROPUS",0
2004-02-19,"UNKNOWN",0
2004-02-19,"POLYARTHRA",0
2004-02-19,"UNKNOWN ROTIFER",0
2004-02-19,"LECANE INERMIS",0
2004-02-19,"TRICHOCERCA CYLINDRICA",0
2004-02-19,"LECANE MIRA",0
