sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlor.surf,avsnow,totice,whiteice,blueice,division,taxa_name,genus,biovolume,Season
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Chrysophyta,Chrysophyceae,,30121.7971,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Chrysophyta,Dinobryon ,Dinobryon,2727.2047,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Chrysophyta,Dinobryon sociale,Dinobryon,1385.7759,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cryptophyta,Chroomonas ,Chroomonas,354.7584,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cryptophyta,Cryptomonas erosa,Cryptomonas,7582.9639,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cryptophyta,Cryptomonas lucens,Cryptomonas,1995.5176,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,997.7588,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,3902.3421,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cyanophyta,Aphanocapsa elachista,Aphanocapsa,448.9914,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cyanophyta,Aphanocapsa holsatica,Aphanocapsa,831.4653,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cyanophyta,Arthrospira ,Arthrospira,8514.2074,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cyanophyta,Cyanogranis ferruginea,Cyanogranis,33.2587,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,4614.6336,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Euglenophyta,Trachelomonas volvocina,Trachelomonas,1295.2986,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Haptophyta,Chrysochromulina parva,Chrysochromulina,9605.1003,1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,1.5,0,0,0,0,Total,Total,Total,205914.9749,1
9/5/12,18.67,7.84,91.94,NA,0.15,3.17,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,NA,NA,NA,NA,NA
9/17/12,16.94,7.63,86.1,NA,0.15,2.12,2.91,7.49,8.01,NA,8.01,8.43,2.8,2.58,1.37,NA,174.92,177.73,183.45,6.88,10.06,3493.76,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0,0,NA,NA,NA,NA,NA
10/4/12,14.19,7.48,78.93,NA,0.15,3.63,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0,0,0,0,NA,NA,NA,NA,NA
10/19/12,10.99,8.79,84.58,NA,0.12,1.88,3.09,7.28,7.93,NA,11.17,11.3,2.66,2.63,19.16,NA,176.41,111.15,96.9,5.84,10.68,3290.52,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,0,0,NA,NA,NA,NA,NA
10/31/12,9.2,9.26,85.44,NA,0.1,3.82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,NA,NA,NA,NA,NA
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Asterionella formosa,Asterionella,153.378,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Cyclotella atomus,Cyclotella,10390.6682,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,4842.4561,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Cyclotella ocellata,Cyclotella,1702.8411,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Cymatopleura solea,Cymatopleura,92515.4042,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Fragilaria crotonensis,Fragilaria,419058.6011,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Fragilaria delicatissima,Fragilaria,7622.314,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Bacillariophyta,Fragilaria filiformis,Fragilaria,2744.0331,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Chlorococcaceae,,7662.786,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Chlorococcaceae,,35.4759,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Chlamydomonas ,Chlamydomonas,10631.4072,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Monomastix minuta,Monomastix,638.5644,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,3358.8548,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chlorophyta,Oocystis parva,Oocystis,239.4618,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chrysophyta,Chrysophyceae,,10778.5788,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chrysophyta,Chrysococcus minutus,Chrysococcus,256.136,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chrysophyta,Dinobryon ,Dinobryon,7227.7659,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Chrysophyta,Dinobryon bavaricum,Dinobryon,5139.7446,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cryptophyta,Cryptomonas erosa,Cryptomonas,182502.0206,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,6811.3608,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,1596.4141,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,70.951,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cyanophyta,Merismopedia warmingiana,Merismopedia,35.4759,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,957.8479,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Cyanophyta,Synechocystis ,Synechocystis,14.966,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Euglenophyta,Trachelomonas ,Trachelomonas,2158.3514,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Haptophyta,Chrysochromulina parva,Chrysochromulina,2561.3601,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Pyrrhophyta,Gymnodinium sp. 2,Gymnodinium,6953.2688,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Pyrrhophyta,Gymnodinium sp. 3,Gymnodinium,869.1589,1
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,2,0,0,0,0,Total,Total,Total,789529.6467,1
1/14/13,2.73,10.71,83.62,NA,0.06,1.23,1.11,7.37,7.77,NA,9.38,10.25,2.88,2.72,14.37,NA,158.93,337,367.52,6.01,12.66,3388.49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,21,1,20,NA,NA,NA,NA,NA
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,,Rhodospirillum rubrum,Rhodospirillum,166.2935,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Bacillariophyta,Asterionella formosa,Asterionella,22866.9421,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,73009.3205,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Bacillariophyta,Cyclotella atomus,Cyclotella,425.7096,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,6053.0701,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Chlorococcaceae,,239.4626,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Chlamydomonas ,Chlamydomonas,10702.182,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,535.5133,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Monoraphidium capricornutum,Monoraphidium,66.1515,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Scenedesmus bijuga,Scenedesmus,212.8557,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chlorophyta,Tetraedron regulare,Tetraedron,152.4463,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chrysophyta,Chrysophyceae,,9387.7944,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Chrysophyta,Dinobryon ,Dinobryon,1995.5167,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Cryptophyta,Cryptomonas erosa,Cryptomonas,21847.2163,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Cryptophyta,Rhodomonas minuta,Rhodomonas,6527.5541,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Cryptophyta,Rhodomonas minuta,Rhodomonas,3192.8281,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,22.1725,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,1665.2769,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Euglenophyta,Euglena ,Euglena,9599.7684,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Euglenophyta,Trachelomonas volvocina,Trachelomonas,7662.786,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Haptophyta,Chrysochromulina parva,Chrysochromulina,1280.68,0
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2.1,21,45,16,29,Total,Total,Total,177611.5406,0
3/29/13,2.83,8.94,69.73,NA,0.02,0.66,0.82,7.28,7.8,NA,11.09,12.22,12.28,11.8,58.64,NA,335.3,452.76,564.02,30.04,30.13,3785.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7.2,59,24,35,NA,NA,NA,NA,NA
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5.5,0,0,0,0,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,8326.3864,1
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5.5,0,0,0,0,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,1702.8411,1
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5.5,0,0,0,0,Bacillariophyta,Cyclotella sp. 1,Cyclotella,1134.119,1
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5.5,0,0,0,0,Bacillariophyta,Cymbella ,Cymbella,3817.4069,1
