sampledate.x,wtemp,o2,o2sat,cond,frlight,chlor.x,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlDate,chlor.y,datePlus1,dateMinus1,year4,daynum,avsnow,totice,whiteice,blueice,lakeid,sampledate,division,taxa_name,genus,biovolume_conc,Season,bv.datePlus1,bv.dateMinus1
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,8/23/12,1.5,8/24/12,8/22/12,NA,NA,NA,NA,NA,NA,SP,8/23/12,Euglenophyta,Trachelomonas volvocina,Trachelomonas,1295.2986,1,8/24/12,8/22/12
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,8/23/12,1.5,8/24/12,8/22/12,NA,NA,NA,NA,NA,NA,SP,8/23/12,Haptophyta,Chrysochromulina parva,Chrysochromulina,9605.1003,1,8/24/12,8/22/12
8/23/12,18.12,8.21,94.61,111.9,0.17,2.95,2.32,7.58,8.03,710.17,7.82,8.08,2.66,2.38,0,NA,35.44,108.04,126.2,0.52,0.88,3070.12,NA,NA,0.16,9.37,2.28,12.34,3.56,3.52,0.58,0.46,0.03,8/23/12,1.5,8/24/12,8/22/12,NA,NA,NA,NA,NA,NA,SP,8/23/12,Total,Total,Total,205914.9749,1,8/24/12,8/22/12
9/5/12,18.67,7.84,91.94,NA,0.15,3.17,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9/5/12,0.8,9/6/12,9/4/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/12,16.94,7.63,86.1,NA,0.15,2.12,2.91,7.49,8.01,NA,8.01,8.43,2.8,2.58,1.37,NA,174.92,177.73,183.45,6.88,10.06,3493.76,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,9/17/12,0.9,9/18/12,9/16/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/4/12,14.19,7.48,78.93,NA,0.15,3.63,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10/4/12,1.6,10/5/12,10/3/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/19/12,10.99,8.79,84.58,NA,0.12,1.88,3.09,7.28,7.93,NA,11.17,11.3,2.66,2.63,19.16,NA,176.41,111.15,96.9,5.84,10.68,3290.52,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,10/19/12,2.5,10/20/12,10/18/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/12,9.2,9.26,85.44,NA,0.1,3.82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10/31/12,3.5,11/1/12,10/30/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Asterionella formosa,Asterionella,153.378,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Cyclotella atomus,Cyclotella,10390.6682,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,4842.4561,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Cyclotella ocellata,Cyclotella,1702.8411,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Cymatopleura solea,Cymatopleura,92515.4042,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Fragilaria crotonensis,Fragilaria,419058.6011,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Fragilaria delicatissima,Fragilaria,7622.314,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Bacillariophyta,Fragilaria filiformis,Fragilaria,2744.0331,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Chlorococcaceae,,7662.786,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Chlorococcaceae,,35.4759,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Chlamydomonas ,Chlamydomonas,10631.4072,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Monomastix minuta,Monomastix,638.5644,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,3358.8548,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chlorophyta,Oocystis parva,Oocystis,239.4618,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chrysophyta,Chrysophyceae,,10778.5788,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chrysophyta,Chrysococcus minutus,Chrysococcus,256.136,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chrysophyta,Dinobryon ,Dinobryon,7227.7659,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Chrysophyta,Dinobryon bavaricum,Dinobryon,5139.7446,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cryptophyta,Cryptomonas erosa,Cryptomonas,182502.0206,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cryptophyta,Rhodomonas minuta,Rhodomonas,6811.3608,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cryptophyta,Rhodomonas minuta,Rhodomonas,1596.4141,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,70.951,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cyanophyta,Merismopedia warmingiana,Merismopedia,35.4759,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,957.8479,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Cyanophyta,Synechocystis ,Synechocystis,14.966,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Euglenophyta,Trachelomonas ,Trachelomonas,2158.3514,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Haptophyta,Chrysochromulina parva,Chrysochromulina,2561.3601,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Pyrrhophyta,Gymnodinium sp. 2,Gymnodinium,6953.2688,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Pyrrhophyta,Gymnodinium sp. 3,Gymnodinium,869.1589,1,11/13/12,11/11/12
11/12/12,7.28,9.58,84.35,112,0.08,2.5,0.72,7.46,7.83,983.84,9.59,9.59,2.75,2.78,9.7,NA,40.5,172.56,195.69,3.51,9.24,3164.64,NA,NA,0.05,9.77,2.44,11.32,3.4,1.57,0.56,0.05,0,11/12/12,2,11/13/12,11/11/12,NA,NA,NA,NA,NA,NA,SP,11/12/12,Total,Total,Total,789529.6467,1,11/13/12,11/11/12
1/14/13,2.73,10.71,83.62,NA,0.06,1.23,1.11,7.37,7.77,NA,9.38,10.25,2.88,2.72,14.37,NA,158.93,337,367.52,6.01,12.66,3388.49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1/14/13,0.8,1/15/13,1/13/13,2013,14,0,21,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,,Rhodospirillum rubrum,Rhodospirillum,166.2935,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Bacillariophyta,Asterionella formosa,Asterionella,22866.9421,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,73009.3205,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Bacillariophyta,Cyclotella atomus,Cyclotella,425.7096,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,6053.0701,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Chlorococcaceae,,239.4626,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Chlamydomonas ,Chlamydomonas,10702.182,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Monoraphidium arcuatum,Monoraphidium,535.5133,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Monoraphidium capricornutum,Monoraphidium,66.1515,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Scenedesmus bijuga,Scenedesmus,212.8557,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chlorophyta,Tetraedron regulare,Tetraedron,152.4463,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chrysophyta,Chrysophyceae,,9387.7944,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Chrysophyta,Dinobryon ,Dinobryon,1995.5167,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Cryptophyta,Cryptomonas erosa,Cryptomonas,21847.2163,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,6527.5541,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,3192.8281,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,22.1725,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Cyanophyta,Pseudanabaena limnetica,Pseudanabaena,1665.2769,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Euglenophyta,Euglena ,Euglena,9599.7684,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Euglenophyta,Trachelomonas volvocina,Trachelomonas,7662.786,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Haptophyta,Chrysochromulina parva,Chrysochromulina,1280.68,0,2/26/13,2/24/13
2/25/13,2.8,9.57,74.73,118.81,0,0.66,1.09,7.29,7.75,745.84,9.43,10.86,2.86,2.64,52.7,NA,260.3,550.22,579.06,20.27,28.05,3668.81,NA,NA,0,10.21,2.6,12.14,3.5,3.39,0.73,2.21,0.09,2/25/13,2.1,2/26/13,2/24/13,2013,56,21,45,16,29,SP,2/25/13,Total,Total,Total,177611.5406,0,2/26/13,2/24/13
3/29/13,2.83,8.94,69.73,NA,0.02,0.66,0.82,7.28,7.8,NA,11.09,12.22,12.28,11.8,58.64,NA,335.3,452.76,564.02,30.04,30.13,3785.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3/29/13,0,3/30/13,3/28/13,2013,88,7.2,59,24,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,8326.3864,1,5/17/13,5/15/13
