lakeid,year4,sampledate,depth,chlor,Genus,CellBioVol,Season
SP,1990,10/31/90,12,2.5,,,
SP,1990,10/31/90,15,2.5,,,
SP,1990,10/31/90,18,4.15,,,
SP,1990,11/12/90,0,3.1,,,
SP,1990,11/12/90,3,3.2,,,
SP,1990,11/12/90,5,3.4,,,
SP,1990,11/12/90,8,3.4,,,
SP,1990,11/12/90,10,3.4,,,
SP,1990,11/12/90,12,3.5,,,
SP,1990,11/12/90,15,3.4,,,
SP,1990,11/12/90,18,3.3,,,
SP,1991,1/16/91,0,-0.9,,,
SP,1991,1/16/91,3,-0.5,,,
SP,1991,1/16/91,5,0,,,
SP,1991,1/16/91,8,-1.2,,,
SP,1991,1/16/91,10,1.3,,,
SP,1991,1/16/91,12,0.5,,,
SP,1991,1/16/91,15,0,,,
SP,1991,1/16/91,18,1.6,,,
SP,1991,2/19/91,0,10.8,,,
SP,1991,2/19/91,3,3.5,,,
SP,1991,2/19/91,5,3.6,,,
SP,1991,2/19/91,8,1.2,,,
SP,1991,2/19/91,10,0.75,,,
SP,1991,2/19/91,12,0.8,,,
SP,1991,2/19/91,15,0.6,,,
SP,1991,2/19/91,18,2.4,,,
SP,1991,3/25/91,0,0.4,,,
SP,1991,3/25/91,3,1.6,,,
SP,1991,3/25/91,5,-0.3,,,
SP,1991,3/25/91,8,4.4,,,
SP,1991,3/25/91,10,1.3,,,
SP,1991,3/25/91,12,0.4,,,
SP,1991,3/25/91,15,0.4,,,
SP,1991,3/25/91,17,-0.3,,,
SP,1991,5/7/91,0,6.4,,,
SP,1991,5/7/91,3,7.8,,,
SP,1991,5/7/91,5,5,,,
SP,1991,5/7/91,8,7.4,,,
SP,1991,5/7/91,10,5.3,,,
SP,1991,5/7/91,12,6,,,
SP,1991,5/7/91,15,4.5,,,
SP,1991,5/7/91,18,2,,,
SP,1991,5/22/91,0,-0.1,,,
SP,1991,5/22/91,3,5.3,,,
SP,1991,5/22/91,5,7,,,
SP,1991,5/22/91,8,0.2,,,
SP,1991,5/22/91,10,5.9,,,
SP,1991,5/22/91,12,56.9,,,
SP,1991,5/22/91,15,26.3,,,
SP,1991,5/22/91,18,23.8,,,
SP,1991,6/3/91,0,1.3,,,
SP,1991,6/3/91,3,2.3,,,
SP,1991,6/3/91,5,3,,,
SP,1991,6/3/91,8,4.5,,,
SP,1991,6/3/91,10,12,,,
SP,1991,6/3/91,12,11.4,,,
SP,1991,6/3/91,15,5.7,,,
SP,1991,6/3/91,18,5.1,,,
SP,1991,6/19/91,0,0.7,,,
SP,1991,6/19/91,3,0.9,,,
SP,1991,6/19/91,5,1,,,
SP,1991,6/19/91,8,3.6,,,
SP,1991,6/19/91,10,3.3,,,
SP,1991,6/19/91,12,8.7,,,
SP,1991,6/19/91,15,4.1,,,
SP,1991,6/19/91,18,7.5,,,
SP,1991,7/1/91,0,2.2,,,
SP,1991,7/1/91,3,2.1,,,
SP,1991,7/1/91,5,2.7,,,
SP,1991,7/1/91,8,2.5,,,
SP,1991,7/1/91,10,7,,,
SP,1991,7/1/91,12,13.2,,,
SP,1991,7/1/91,15,5.85,,,
SP,1991,7/1/91,18,19.3,,,
SP,1991,7/16/91,0,1.8,,,
SP,1991,7/16/91,3,1.8,,,
SP,1991,7/16/91,5,2.4,,,
SP,1991,7/16/91,8,2.5,,,
SP,1991,7/16/91,10,4.6,,,
SP,1991,7/16/91,12,5.6,,,
SP,1991,7/16/91,15,7.2,,,
SP,1991,7/16/91,18,13.2,,,
SP,1991,7/30/91,0,2.9,,,
SP,1991,7/30/91,3,3,,,
SP,1991,7/30/91,5,3.1,,,
SP,1991,7/30/91,8,4.2,,,
SP,1991,7/30/91,10,5.7,,,
SP,1991,7/30/91,12,4,,,
SP,1991,7/30/91,15,5.3,,,
SP,1991,7/30/91,18,17.8,,,
SP,1991,8/12/91,0,1.7,,,
SP,1991,8/12/91,3,1.6,,,
SP,1991,8/12/91,5,2.2,,,
SP,1991,8/12/91,8,3,,,
SP,1991,8/12/91,10,3.3,,,
SP,1991,8/12/91,12,4.2,,,
SP,1991,8/12/91,15,8.1,,,
SP,1991,8/12/91,18,10.4,,,
SP,1991,8/28/91,0,1.9,,,
SP,1991,8/28/91,3,1.7,,,
SP,1991,8/28/91,5,1.8,,,
SP,1991,8/28/91,8,1.4,,,
SP,1991,8/28/91,10,3.7,,,
SP,1991,8/28/91,12,6.1,,,
SP,1991,8/28/91,15,8.9,,,
SP,1991,8/28/91,18,10.8,,,
SP,1991,9/9/91,0,2.5,,,
SP,1991,9/9/91,3,3.2,,,
SP,1991,9/9/91,5,3.2,,,
SP,1991,9/9/91,8,5.8,,,
SP,1991,9/9/91,10,5.4,,,
SP,1991,9/9/91,12,4.2,,,
SP,1991,9/9/91,15,7.6,,,
SP,1991,9/9/91,18,9.5,,,
SP,1991,9/23/91,0,2.3,,,
SP,1991,9/23/91,3,2.3,,,
SP,1991,9/23/91,5,2.1,,,
SP,1991,9/23/91,8,2,,,
SP,1991,9/23/91,10,4,,,
SP,1991,9/23/91,12,3,,,
SP,1991,9/23/91,15,27.9,,,
SP,1991,9/23/91,18,3.6,,,
SP,1991,10/7/91,0,2.4,,,
SP,1991,10/7/91,3,2.9,,,
SP,1991,10/7/91,5,2.8,,,
SP,1991,10/7/91,8,3.5,,,
SP,1991,10/7/91,10,2.5,,,
SP,1991,10/7/91,12,4.5,,,
SP,1991,10/7/91,15,-7,,,
SP,1991,10/7/91,18,4.3,,,
SP,1991,11/11/91,0,3,,,
SP,1991,11/11/91,3,6.6,,,
SP,1991,11/11/91,5,2.2,,,
SP,1991,11/11/91,8,8.1,,,
SP,1991,11/11/91,10,2.35,,,
SP,1991,11/11/91,12,2.5,,,
SP,1991,11/11/91,15,2.3,,,
SP,1991,11/11/91,18,3.3,,,
SP,1992,1/14/92,0,14.8,,,
SP,1992,1/14/92,3,2.8,,,
SP,1992,1/14/92,5,2.3,,,
SP,1992,1/14/92,8,0,,,
SP,1992,1/14/92,10,-0.1,,,
SP,1992,1/14/92,12,-33.1,,,
SP,1992,1/14/92,15,1.1,,,
SP,1992,1/14/92,18,1.2,,,
SP,1992,3/1/92,0,2.7,,,
SP,1992,3/1/92,3,1.8,,,
SP,1992,3/1/92,5,1.1,,,
SP,1992,3/1/92,8,0.6,,,
SP,1992,3/1/92,10,0.4,,,
SP,1992,3/1/92,12,0.5,,,
SP,1992,3/1/92,15,0.9,,,
SP,1992,3/1/92,18,4,,,
SP,1992,3/27/92,0,0.8,,,
SP,1992,3/27/92,3,3.1,,,
SP,1992,3/27/92,5,3,,,
SP,1992,3/27/92,8,1.4,,,
SP,1992,3/27/92,10,2,,,
SP,1992,3/27/92,12,0.9,,,
SP,1992,3/27/92,15,0.7,,,
SP,1992,3/27/92,18,1.4,,,
SP,1992,5/19/92,0,7.5,,,
SP,1992,5/19/92,3,2.6,,,
SP,1992,5/19/92,5,4.2,,,
SP,1992,5/19/92,8,9.9,,,
SP,1992,5/19/92,10,7.3,,,
SP,1992,5/19/92,12,4.3,,,
SP,1992,5/19/92,15,2.7,,,
SP,1992,5/19/92,18,2.7,,,
SP,1992,6/2/92,0,1.6,,,
SP,1992,6/2/92,3,1.4,,,
SP,1992,6/2/92,5,2.1,,,
SP,1992,6/2/92,8,4.4,,,
SP,1992,6/2/92,10,15.3,,,
SP,1992,6/2/92,12,15,,,
SP,1992,6/2/92,15,5.2,,,
SP,1992,6/2/92,18,4.9,,,
SP,1992,6/15/92,0,1.2,,,
SP,1992,6/15/92,3,1.5,,,
SP,1992,6/15/92,5,1.8,,,
SP,1992,6/15/92,8,2.5,,,
SP,1992,6/15/92,10,8.6,,,
SP,1992,6/15/92,12,16,,,
SP,1992,6/15/92,16,8.4,,,
SP,1992,6/15/92,18,4.6,,,
SP,1992,6/30/92,0,1.2,,,
SP,1992,6/30/92,3,1.5,,,
SP,1992,6/30/92,5,1.1,,,
SP,1992,6/30/92,8,2.4,,,
SP,1992,6/30/92,10,3.6,,,
SP,1992,6/30/92,12,12.9,,,
SP,1992,6/30/92,15,14.1,,,
SP,1992,6/30/92,18,5.4,,,
SP,1992,7/14/92,0,2,,,
SP,1992,7/14/92,3,2.3,,,
SP,1992,7/14/92,5,2.9,,,
SP,1992,7/14/92,8,3.5,,,
SP,1992,7/14/92,10,4.6,,,
SP,1992,7/14/92,12,6.1,,,
SP,1992,7/14/92,15,2.5,,,
SP,1992,7/14/92,18,4.9,,,
SP,1992,7/29/92,0,-2.8,,,
SP,1992,7/29/92,3,0.6,,,
SP,1992,7/29/92,5,0.9,,,
SP,1992,7/29/92,8,2.5,,,
SP,1992,7/29/92,10,5.3,,,
SP,1992,7/29/92,12,9,,,
SP,1992,7/29/92,15,4.6,,,
SP,1992,7/29/92,18,-13.4,,,
SP,1992,8/11/92,0,2.3,,,
SP,1992,8/11/92,3,1.3,,,
SP,1992,8/11/92,5,1.2,,,
SP,1992,8/11/92,8,2.9,,,
SP,1992,8/11/92,10,2.8,,,
SP,1992,8/11/92,12,3.6,,,
SP,1992,8/11/92,15,5,,,
SP,1992,8/11/92,18,3.3,,,
SP,1992,8/24/92,0,1.4,,,
SP,1992,8/24/92,3,0.9,,,
SP,1992,8/24/92,5,1,,,
SP,1992,8/24/92,8,1.6,,,
SP,1992,8/24/92,10,2.3,,,
SP,1992,8/24/92,12,3.6,,,
SP,1992,8/24/92,15,2.6,,,
SP,1992,8/24/92,18,7.3,,,
SP,1992,9/8/92,0,1.9,,,
SP,1992,9/8/92,3,3,,,
SP,1992,9/8/92,5,2.3,,,
SP,1992,9/8/92,8,2,,,
SP,1992,9/8/92,10,3.7,,,
SP,1992,9/8/92,12,5.4,,,
SP,1992,9/8/92,15,5.2,,,
SP,1992,9/8/92,18,8.3,,,
SP,1992,9/24/92,0,2.8,,,
SP,1992,9/24/92,3,2.8,,,
SP,1992,9/24/92,5,3,,,
SP,1992,9/24/92,8,2.8,,,
SP,1992,9/24/92,10,5.8,,,
SP,1992,9/24/92,12,6.9,,,
SP,1992,9/24/92,15,8.1,,,
SP,1992,9/24/92,18,13.25,,,
SP,1992,10/5/92,0,1.4,,,
SP,1992,10/5/92,3,1.5,,,
SP,1992,10/5/92,5,1.9,,,
SP,1992,10/5/92,8,2.2,,,
SP,1992,10/5/92,10,2.4,,,
SP,1992,10/5/92,12,4.6,,,
SP,1992,10/5/92,15,10.7,,,
SP,1992,10/5/92,18,10.5,,,
SP,1992,10/20/92,0,2.4,,,
SP,1992,10/20/92,3,2.9,,,
SP,1992,10/20/92,5,2.5,,,
SP,1992,10/20/92,8,2.6,,,
SP,1992,10/20/92,10,2.6,,,
SP,1992,10/20/92,15,2.25,,,
SP,1992,10/20/92,18,3.6,,,
SP,1992,11/9/92,0,3.6,,,
SP,1992,11/9/92,3,3.2,,,
SP,1992,11/9/92,5,3.1,,,
SP,1992,11/9/92,8,2.5,,,
SP,1992,11/9/92,10,2.85,,,
SP,1992,11/9/92,12,2.7,,,
SP,1992,11/9/92,15,2.5,,,
SP,1992,11/9/92,18,2.8,,,
SP,1993,1/13/93,0,10.2,,,
SP,1993,1/13/93,3,2.7,,,
SP,1993,1/13/93,5,1.4,,,
SP,1993,1/13/93,8,1,,,
SP,1993,1/13/93,10,0.6,,,
SP,1993,1/13/93,12,0.5,,,
SP,1993,1/13/93,15,0.7,,,
SP,1993,1/13/93,18,2,,,
SP,1993,3/1/93,0,5.1,,,
SP,1993,3/1/93,3,2.2,,,
SP,1993,3/1/93,5,1.5,,,
SP,1993,3/1/93,8,0.5,,,
SP,1993,3/1/93,10,0.4,,,
SP,1993,3/1/93,12,0.4,,,
SP,1993,3/1/93,15,0.3,,,
SP,1993,3/1/93,18,0.9,,,
SP,1993,3/22/93,0,7.5,,,
SP,1993,3/22/93,3,2.8,,,
SP,1993,3/22/93,5,1.9,,,
SP,1993,3/22/93,8,1.1,,,
SP,1993,3/22/93,10,0.7,,,
SP,1993,3/22/93,12,0.5,,,
SP,1993,3/22/93,15,0.3,,,
SP,1993,3/22/93,18,0.8,,,
SP,1993,5/4/93,0,3.7,,,
SP,1993,5/4/93,3,4.7,,,
SP,1993,5/4/93,5,4.2,,,
SP,1993,5/4/93,8,10.1,,,
SP,1993,5/4/93,10,7.2,,,
SP,1993,5/4/93,12,6.1,,,
SP,1993,5/4/93,15,2.9,,,
SP,1993,5/4/93,18,0.3,,,
SP,1993,5/18/93,0,2.2,,,
SP,1993,5/18/93,3,2.7,,,
SP,1993,5/18/93,5,1.8,,,
SP,1993,5/18/93,8,3.5,,,
SP,1993,5/18/93,10,7,,,
SP,1993,5/18/93,12,13.6,,,
SP,1993,5/18/93,15,5.5,,,
SP,1993,5/18/93,18,4,,,
SP,1993,6/1/93,0,2.8,,,
SP,1993,6/1/93,3,2.2,,,
SP,1993,6/1/93,5,2.7,,,
SP,1993,6/1/93,8,6.5,,,
SP,1993,6/1/93,10,35.2,,,
SP,1993,6/1/93,12,10,,,
SP,1993,6/1/93,15,2.9,,,
SP,1993,6/1/93,18,3.25,,,
SP,1993,6/14/93,0,2.7,,,
SP,1993,6/14/93,3,1,,,
SP,1993,6/14/93,5,1.3,,,
SP,1993,6/14/93,8,3.1,,,
SP,1993,6/14/93,10,8.7,,,
SP,1993,6/14/93,12,11.9,,,
SP,1993,6/14/93,15,5.65,,,
SP,1993,6/14/93,18,3.9,,,
SP,1993,6/30/93,0,1.2,,,
SP,1993,6/30/93,3,1.3,,,
SP,1993,6/30/93,5,1.6,,,
SP,1993,6/30/93,8,2.2,,,
SP,1993,6/30/93,10,5,,,
SP,1993,6/30/93,12,26.2,,,
SP,1993,6/30/93,15,6.9,,,
SP,1993,6/30/93,18,3.7,,,
SP,1993,7/14/93,0,2.9,,,
SP,1993,7/14/93,3,3,,,
SP,1993,7/14/93,5,3.3,,,
SP,1993,7/14/93,8,3.45,,,
SP,1993,7/14/93,10,6.9,,,
SP,1993,7/14/93,12,11.3,,,
SP,1993,7/14/93,15,6.6,,,
SP,1993,7/14/93,18,5.5,,,
SP,1993,7/27/93,0,1.9,,,
SP,1993,7/27/93,3,2.8,,,
SP,1993,7/27/93,5,3,,,
SP,1993,7/27/93,8,5.8,,,
SP,1993,7/27/93,10,7.6,,,
SP,1993,7/27/93,12,7.9,,,
SP,1993,7/27/93,15,7.2,,,
SP,1993,7/27/93,18,8.4,,,
SP,1993,8/11/93,0,1.7,,,
SP,1993,8/11/93,3,1.9,,,
SP,1993,8/11/93,5,2.4,,,
SP,1993,8/11/93,8,4.55,,,
SP,1993,8/11/93,10,4.8,,,
SP,1993,8/11/93,12,6.4,,,
SP,1993,8/11/93,15,12.5,,,
SP,1993,8/11/93,18,8.7,,,
SP,1993,8/23/93,0,1.1,,,
SP,1993,8/23/93,3,1.5,,,
SP,1993,8/23/93,5,1.7,,,
SP,1993,8/23/93,8,3.4,,,
SP,1993,8/23/93,10,4.1,,,
SP,1993,8/23/93,12,7.4,,,
SP,1993,8/23/93,15,12,,,
SP,1993,8/23/93,18,23.05,,,
SP,1993,9/8/93,0,1.1,,,
SP,1993,9/8/93,3,0.9,,,
SP,1993,9/8/93,5,1.4,,,
SP,1993,9/8/93,8,1.1,,,
SP,1993,9/8/93,10,1.7,,,
SP,1993,9/8/93,12,4.5,,,
SP,1993,9/8/93,15,17.8,,,
SP,1993,9/8/93,18,11.6,,,
SP,1993,9/23/93,0,4.6,,,
SP,1993,9/23/93,3,2,,,
SP,1993,9/23/93,5,1.3,,,
SP,1993,9/23/93,8,2.2,,,
SP,1993,9/23/93,10,8.45,,,
SP,1993,9/23/93,12,12.8,,,
SP,1993,9/23/93,15,7.4,,,
SP,1993,9/23/93,18,4.9,,,
SP,1993,10/5/93,0,1.8,,,
SP,1993,10/5/93,3,2.3,,,
SP,1993,10/5/93,5,2.5,,,
SP,1993,10/5/93,8,2.1,,,
SP,1993,10/5/93,10,2.75,,,
SP,1993,10/5/93,12,6.4,,,
SP,1993,10/5/93,15,11,,,
SP,1993,10/5/93,18,11,,,
SP,1993,10/18/93,0,3.2,,,
SP,1993,10/18/93,3,2.5,,,
SP,1993,10/18/93,5,2.5,,,
SP,1993,10/18/93,8,2.6,,,
SP,1993,10/18/93,10,2.7,,,
SP,1993,10/18/93,12,3.9,,,
SP,1993,10/18/93,15,9.5,,,
SP,1993,10/18/93,18,13.5,,,
SP,1993,11/10/93,0,6.4,,,
SP,1993,11/10/93,3,6.8,,,
SP,1993,11/10/93,5,6.3,,,
SP,1993,11/10/93,8,6.2,,,
SP,1993,11/10/93,10,6,,,
SP,1993,11/10/93,12,6.7,,,
SP,1993,11/10/93,15,6.5,,,
SP,1993,11/10/93,18,6.6,,,
SP,1994,1/12/94,0,8.2,,,
SP,1994,1/12/94,3,5,,,
SP,1994,1/12/94,5,3.7,,,
SP,1994,1/12/94,8,2.6,,,
SP,1994,1/12/94,10,2,,,
SP,1994,1/12/94,12,1.4,,,
SP,1994,1/12/94,15,1.3,,,
SP,1994,1/12/94,18,0.5,,,
SP,1994,2/21/94,0,1.4,,,
SP,1994,2/21/94,3,2.2,,,
SP,1994,2/21/94,5,2.2,,,
SP,1994,2/21/94,8,2.7,,,
SP,1994,2/21/94,10,2.1,,,
SP,1994,2/21/94,12,1.4,,,
SP,1994,2/21/94,15,4.4,,,
SP,1994,2/21/94,18,46,,,
SP,1994,3/28/94,0,27.6,,,
SP,1994,3/28/94,3,8.6,,,
SP,1994,3/28/94,5,8.2,,,
SP,1994,3/28/94,8,7.2,,,
SP,1994,3/28/94,10,5.4,,,
SP,1994,3/28/94,12,4.3,,,
SP,1994,3/28/94,15,3.4,,,
SP,1994,3/28/94,18,7.1,,,
SP,1994,5/5/94,0,9,,,
SP,1994,5/5/94,3,10.8,,,
SP,1994,5/5/94,5,11.6,,,
SP,1994,5/5/94,8,11.9,,,
SP,1994,5/5/94,10,13.9,,,
SP,1994,5/5/94,12,10.5,,,
SP,1994,5/5/94,15,10.8,,,
SP,1994,5/5/94,18,12.6,,,
SP,1994,5/16/94,0,9.4,,,
SP,1994,5/16/94,3,7.7,,,
SP,1994,5/16/94,5,9,,,
SP,1994,5/16/94,8,11.4,,,
SP,1994,5/16/94,10,13.2,,,
SP,1994,5/16/94,12,11.2,,,
SP,1994,5/16/94,15,8.9,,,
SP,1994,5/16/94,18,13,,,
SP,1994,6/1/94,0,2.4,,,
SP,1994,6/1/94,3,2.3,,,
SP,1994,6/1/94,5,4.9,,,
SP,1994,6/1/94,8,9.6,,,
SP,1994,6/1/94,10,31.4,,,
SP,1994,6/1/94,12,12.7,,,
SP,1994,6/1/94,15,27.2,,,
SP,1994,6/1/94,18,-4.8,,,
SP,1994,6/15/94,0,3.5,,,
SP,1994,6/15/94,3,2.4,,,
SP,1994,6/15/94,5,2.6,,,
SP,1994,6/15/94,8,4.4,,,
SP,1994,6/15/94,10,9.2,,,
SP,1994,6/15/94,12,20.3,,,
SP,1994,6/15/94,15,8.7,,,
SP,1994,6/15/94,18,9.8,,,
SP,1994,6/27/94,0,1,,,
SP,1994,6/27/94,3,1,,,
SP,1994,6/27/94,5,1.4,,,
SP,1994,6/27/94,8,2.5,,,
SP,1994,6/27/94,10,6.5,,,
SP,1994,6/27/94,12,18.2,,,
SP,1994,6/27/94,15,6.8,,,
SP,1994,6/27/94,18,8,,,
SP,1994,7/12/94,0,1.7,,,
SP,1994,7/12/94,3,2,,,
SP,1994,7/12/94,5,2.2,,,
SP,1994,7/12/94,8,2.3,,,
SP,1994,7/12/94,10,3.05,,,
SP,1994,7/12/94,12,5.9,,,
SP,1994,7/12/94,15,7.3,,,
SP,1994,7/12/94,18,13.7,,,
SP,1994,7/27/94,0,2,,,
SP,1994,7/27/94,3,2.4,,,
SP,1994,7/27/94,5,2.5,,,
SP,1994,7/27/94,8,4.1,,,
SP,1994,7/27/94,10,5.7,,,
SP,1994,7/27/94,12,6.3,,,
SP,1994,7/27/94,15,9.7,,,
SP,1994,7/27/94,18,9.2,,,
SP,1994,8/9/94,0,3.1,,,
SP,1994,8/9/94,3,2.9,,,
SP,1994,8/9/94,5,3.25,,,
SP,1994,8/9/94,8,4.1,,,
SP,1994,8/9/94,10,5.4,,,
SP,1994,8/9/94,12,4.6,,,
SP,1994,8/9/94,15,10.7,,,
SP,1994,8/9/94,18,14.3,,,
SP,1994,8/24/94,0,1.8,,,
SP,1994,8/24/94,3,2.5,,,
SP,1994,8/24/94,5,2.3,,,
SP,1994,8/24/94,8,4.1,,,
SP,1994,8/24/94,10,4,,,
SP,1994,8/24/94,12,7.2,,,
SP,1994,8/24/94,15,24.5,,,
SP,1994,8/24/94,18,3.2,,,
SP,1994,9/6/94,0,2.2,,,
SP,1994,9/6/94,3,2.2,,,
SP,1994,9/6/94,5,2.7,,,
SP,1994,9/6/94,8,2.6,,,
SP,1994,9/6/94,10,6.3,,,
SP,1994,9/6/94,12,9.2,,,
SP,1994,9/6/94,15,25.6,,,
SP,1994,9/6/94,18,21.9,,,
SP,1994,9/21/94,0,2.4,,,
SP,1994,9/21/94,3,1.9,,,
SP,1994,9/21/94,5,1.8,,,
SP,1994,9/21/94,8,2,,,
SP,1994,9/21/94,10,4.4,,,
SP,1994,9/21/94,12,8.3,,,
SP,1994,9/21/94,15,12.5,,,
SP,1994,9/21/94,18,14.6,,,
SP,1994,10/3/94,0,3.1,,,
SP,1994,10/3/94,3,2.8,,,
SP,1994,10/3/94,5,2.9,,,
SP,1994,10/3/94,8,3,,,
SP,1994,10/3/94,10,2.5,,,
SP,1994,10/3/94,12,4.5,,,
SP,1994,10/3/94,15,13.5,,,
SP,1994,10/3/94,18,16,,,
SP,1994,10/17/94,0,2.8,,,
SP,1994,10/17/94,3,3.1,,,
SP,1994,10/17/94,5,3.2,,,
SP,1994,10/17/94,8,2.8,,,
SP,1994,10/17/94,10,3.4,,,
SP,1994,10/17/94,12,4.2,,,
SP,1994,10/17/94,15,11.3,,,
SP,1994,10/17/94,18,12.7,,,
SP,1994,11/1/94,0,4.2,,,
SP,1994,11/1/94,3,4.4,,,
SP,1994,11/1/94,5,4.2,,,
SP,1994,11/1/94,8,4.5,,,
SP,1994,11/1/94,10,3.9,,,
SP,1994,11/1/94,12,5,,,
SP,1994,11/1/94,15,20.5,,,
SP,1994,11/1/94,18,11.2,,,
SP,1994,11/16/94,0,5,,,
SP,1994,11/16/94,3,4.6,,,
SP,1994,11/16/94,5,5.4,,,
SP,1994,11/16/94,8,5.3,,,
SP,1994,11/16/94,10,5,,,
SP,1994,11/16/94,12,5,,,
SP,1994,11/16/94,15,4.8,,,
SP,1994,11/16/94,18,4.9,,,
SP,1995,1/9/95,0,4.4,,,
SP,1995,1/9/95,3,10.2,,,
SP,1995,1/9/95,5,8.8,,,
SP,1995,1/9/95,8,5.1,,,
SP,1995,1/9/95,10,3.7,,,
SP,1995,1/9/95,12,3.4,,,
SP,1995,1/9/95,15,3.8,,,
SP,1995,1/9/95,17,4.8,,,
SP,1995,2/20/95,0,13.8,,,
SP,1995,2/20/95,3,4.7,,,
SP,1995,2/20/95,5,3.1,,,
SP,1995,2/20/95,8,2,,,
SP,1995,2/20/95,10,2,,,
SP,1995,2/20/95,12,2.2,,,
SP,1995,2/20/95,15,1.6,,,
SP,1995,2/20/95,18,6,,,
SP,1995,3/24/95,10,5.3,,,
SP,1995,3/24/95,12,2.1,,,
SP,1995,3/24/95,15,3.1,,,
SP,1995,3/24/95,18,2.2,,,
SP,1995,5/2/95,0,3.4,,,
SP,1995,5/2/95,3,4.9,,,
SP,1995,5/2/95,5,7.4,,,
SP,1995,5/2/95,8,7.5,,,
SP,1995,5/2/95,10,9.15,,,
SP,1995,5/2/95,12,8.5,,,
SP,1995,5/2/95,15,7.6,,,
SP,1995,5/2/95,18,6.6,,,
SP,1995,5/15/95,0,2.7,,,
SP,1995,5/15/95,3,4.4,,,
SP,1995,5/15/95,5,5.15,,,
SP,1995,5/15/95,8,8.8,,,
SP,1995,5/15/95,10,15.3,,,
SP,1995,5/15/95,12,10.3,,,
SP,1995,5/15/95,15,9.2,,,
SP,1995,5/15/95,18,9.6,,,
SP,1995,5/31/95,0,1.6,,,
SP,1995,5/31/95,3,2.3,,,
SP,1995,5/31/95,5,2.15,,,
SP,1995,5/31/95,8,3.9,,,
SP,1995,5/31/95,10,7.6,,,
SP,1995,5/31/95,12,11.6,,,
SP,1995,5/31/95,15,12,,,
SP,1995,5/31/95,18,7.9,,,
SP,1995,6/14/95,0,0.5,,,
SP,1995,6/14/95,3,0.7,,,
SP,1995,6/14/95,5,0.8,,,
SP,1995,6/14/95,8,3.1,,,
SP,1995,6/14/95,10,4.9,,,
SP,1995,6/14/95,12,8.1,,,
SP,1995,6/14/95,15,10.8,,,
SP,1995,6/14/95,18,17.3,,,
SP,1995,6/27/95,0,1.7,,,
SP,1995,6/27/95,3,2.2,,,
SP,1995,6/27/95,5,1.6,,,
SP,1995,6/27/95,8,3.4,,,
SP,1995,6/27/95,10,4.8,,,
SP,1995,6/27/95,12,7.8,,,
SP,1995,6/27/95,15,11.4,,,
SP,1995,6/27/95,18,19.45,,,
SP,1995,7/11/95,0,0.9,,,
SP,1995,7/11/95,3,0.85,,,
SP,1995,7/11/95,5,1.3,,,
SP,1995,7/11/95,8,2.1,,,
SP,1995,7/11/95,10,3.7,,,
SP,1995,7/11/95,12,3.6,,,
SP,1995,7/11/95,15,2.6,,,
SP,1995,7/11/95,18,7.1,,,
SP,1995,7/24/95,0,0.4,,,
SP,1995,7/24/95,3,0.2,,,
SP,1995,7/24/95,5,3.1,,,
SP,1995,7/24/95,8,-3.8,,,
SP,1995,7/24/95,10,3.2,,,
SP,1995,7/24/95,12,8.4,,,
SP,1995,7/24/95,15,12.2,,,
SP,1995,7/24/95,18,10.9,,,
SP,1995,8/7/95,0,1.4,,,
SP,1995,8/7/95,3,1.1,,,
SP,1995,8/7/95,5,1,,,
SP,1995,8/7/95,8,1.8,,,
SP,1995,8/7/95,10,5,,,
SP,1995,8/7/95,12,3.8,,,
SP,1995,8/7/95,15,3.3,,,
SP,1995,8/7/95,18,11.8,,,
SP,1995,8/22/95,0,1.3,,,
SP,1995,8/22/95,3,1.3,,,
SP,1995,8/22/95,5,1.5,,,
SP,1995,8/22/95,8,2.7,,,
SP,1995,8/22/95,10,3.2,,,
SP,1995,8/22/95,12,4.1,,,
SP,1995,8/22/95,15,5.8,,,
SP,1995,8/22/95,18,21,,,
SP,1995,9/6/95,0,0.7,,,
SP,1995,9/6/95,3,0.8,,,
SP,1995,9/6/95,5,0.9,,,
SP,1995,9/6/95,8,0.5,,,
SP,1995,9/6/95,10,1.6,,,
SP,1995,9/6/95,12,2.4,,,
SP,1995,9/6/95,15,4.9,,,
SP,1995,9/6/95,18,10.9,,,
SP,1995,9/19/95,0,1.5,,,
SP,1995,9/19/95,3,1.5,,,
SP,1995,9/19/95,5,1.4,,,
SP,1995,9/19/95,8,2,,,
SP,1995,9/19/95,10,2.65,,,
SP,1995,9/19/95,12,3.9,,,
SP,1995,9/19/95,15,8.1,,,
SP,1995,9/19/95,18,12.9,,,
SP,1995,10/3/95,0,1.4,,,
SP,1995,10/3/95,3,1.9,,,
SP,1995,10/3/95,5,1.1,,,
SP,1995,10/3/95,8,1.3,,,
SP,1995,10/3/95,10,1.4,,,
SP,1995,10/3/95,12,4.7,,,
SP,1995,10/3/95,15,8.2,,,
SP,1995,10/3/95,18,15.6,,,
SP,1995,10/18/95,0,2.1,,,
SP,1995,10/18/95,3,1,,,
SP,1995,10/18/95,5,1.1,,,
SP,1995,10/18/95,8,1,,,
SP,1995,10/18/95,10,1,,,
SP,1995,10/18/95,12,3,,,
SP,1995,10/18/95,15,4.1,,,
SP,1995,10/18/95,18,6.8,,,
SP,1995,10/31/95,0,2.3,,,
