"sampledate","species_code","species_name","lakeid","density","individuals_measured","avg_length"
1999-05-04,20302,"DIACYCLOPS THOMASI",NA,0,NA,NA
1999-05-04,30000,"CALANOID","SP",0.5,NA,NA
1999-05-04,30402,"LEPTODIAPTOMUS MINUTUS",NA,0,NA,NA
1999-05-04,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1999-05-04,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1999-05-04,51104,"DAPHNIA LONGIREMIS",NA,0,NA,NA
1999-05-04,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1999-05-04,51800,"HOLOPEDIUM",NA,0,NA,NA
1999-05-04,60300,"ASPLANCHNA",NA,0,NA,NA
1999-05-04,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1999-05-04,61400,"FILINIA",NA,0,NA,NA
1999-05-04,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1999-05-04,61702,"KELLICOTTIA LONGISPINA","SP",13.7,NA,NA
1999-05-04,61801,"KERATELLA COCHLEARIS","SP",5.8,NA,NA
1999-05-04,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1999-05-04,61806,"KERATELLA QUADRATA",NA,0,NA,NA
1999-05-04,61900,"LECANE",NA,0,NA,NA
1999-05-04,61904,"LECANE INERMIS",NA,0,NA,NA
1999-05-04,63001,"POLYARTHRA DOLICHOPTERA","SP",91.9,NA,NA
1999-05-04,63005,"POLYARTHRA VULGARIS","SP",0.5,NA,NA
1999-05-04,69934,"",NA,0,NA,NA
1999-05-04,50000,"CLADOCERAN",NA,0,NA,NA
1999-05-04,51100,"DAPHNIA",NA,0,NA,NA
1999-05-04,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1999-05-04,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1999-05-04,61803,"KERATELLA CRASSA",NA,0,NA,NA
1999-05-04,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1999-05-04,63000,"POLYARTHRA",NA,0,NA,NA
1999-05-04,63400,"SYNCHAETA","SP",2.6,NA,NA
1999-05-04,69901,"",NA,0,NA,NA
1999-05-04,69902,"",NA,0,NA,NA
1999-05-04,70038,"",NA,0,NA,NA
1999-05-04,50700,"BOSMINIDAE",NA,0,NA,NA
1999-05-04,51200,"DIAPHANOSOMA",NA,0,NA,NA
1999-05-04,70051,"",NA,0,NA,NA
1999-05-04,60700,"COLURELLA",NA,0,NA,NA
1999-05-04,70039,"",NA,0,NA,NA
1999-05-04,70065,"",NA,0,NA,NA
1999-05-04,51000,"CHYDORUS",NA,0,NA,NA
1999-05-04,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1999-05-04,60800,"CONOCHILOIDES",NA,0,NA,NA
1999-05-04,61500,"GASTROPUS",NA,0,NA,NA
1999-05-04,62700,"NOTOMMATA",NA,0,NA,NA
1999-05-04,62900,"PLOESOMA",NA,0,NA,NA
1999-05-04,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1999-05-04,63600,"TRICHOCERCA","SP",0.5,NA,NA
1999-05-04,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1999-05-04,70064,"",NA,0,NA,NA
1999-05-04,62400,"MONOSTYLA",NA,0,NA,NA
1999-05-04,70041,"",NA,0,NA,NA
1999-05-04,70052,"",NA,0,NA,NA
1999-05-04,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",NA,0,NA,NA
1999-05-04,61804,"KERATELLA EARLINAE","SP",67.8,NA,NA
1999-05-04,63004,"POLYARTHRA REMATA","SP",1.1,NA,NA
1999-05-04,69915,"UNKNOWN",NA,0,NA,NA
1999-05-04,60900,"CONOCHILUS","SP",5.8,NA,NA
1999-05-04,69935,"",NA,0,NA,NA
1999-05-04,69936,"",NA,0,NA,NA
1999-05-04,61402,"FILINIA TERMINALIS",NA,0,NA,NA
1999-05-04,61502,"GASTROPUS STYLIFER","SP",1.1,NA,NA
1999-05-04,69990,"",NA,0,NA,NA
1999-05-04,69991,"",NA,0,NA,NA
1999-05-04,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1999-05-04,69932,"",NA,0,NA,NA
1999-05-04,20300,"DIACYCLOPS",NA,0,NA,NA
1999-05-04,70057,"",NA,0,NA,NA
1999-05-04,70058,"",NA,0,NA,NA
1999-05-04,70059,"",NA,0,NA,NA
1999-05-04,70060,"",NA,0,NA,NA
1999-05-04,30400,"DIAPTOMID",NA,0,NA,NA
1999-05-04,51202,"DIAPHANOSOMA BIRGEI",NA,0,NA,NA
1999-05-04,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1999-05-04,70061,"",NA,0,NA,NA
1999-05-04,70062,"",NA,0,NA,NA
1999-05-04,70063,"",NA,0,NA,NA
1999-05-04,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1999-05-04,60200,"ASCOMORPHA","SP",2.1,NA,NA
1999-05-04,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1999-05-04,69928,"UNKNOWN",NA,0,NA,NA
1999-05-04,61802,"KERATELLA COCHLEARIS F. TECTA",NA,0,NA,NA
1999-05-04,69930,"UNKNOWN",NA,0,NA,NA
1999-05-04,69931,"UNKNOWN",NA,0,NA,NA
1999-05-04,60202,"ASCOMORPHA OVALIS",NA,0,NA,NA
1999-05-04,60203,"ASCOMORPHA SALTANS",NA,0,NA,NA
1999-05-04,69921,"UNKNOWN",NA,0,NA,NA
1999-05-04,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1999-05-04,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1999-05-04,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1999-05-04,69922,"UNKNOWN",NA,0,NA,NA
1999-05-04,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1999-05-04,69918,"UNKNOWN",NA,0,NA,NA
1999-05-04,60100,"ANURAEOPSIS",NA,0,NA,NA
1999-05-04,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1999-05-04,69919,"UNKNOWN",NA,0,NA,NA
1999-05-04,69920,"UNKNOWN",NA,0,NA,NA
1999-05-04,30201,"EPISCHURA LACUSTRIS",NA,0,NA,NA
1999-05-04,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1999-05-04,70029,"UNKNOWN",NA,0,NA,NA
1999-05-04,70030,"UNKNOWN",NA,0,NA,NA
1999-05-04,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1999-05-04,69958,"UNKNOWN",NA,0,NA,NA
1999-05-04,60600,"COLLOTHECA",NA,0,NA,NA
1999-05-04,61911,"LECANE MIRA",NA,0,NA,NA
1999-05-04,70028,"UNKNOWN",NA,0,NA,NA
1999-05-04,60201,"ASCOMORPHA ECAUDIS",NA,0,NA,NA
1999-05-04,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1999-05-04,88888,"UNKNOWN ROTIFER",NA,0,NA,NA
1999-05-04,63602,"TRICHOCERCA BIROSTRIS",NA,0,NA,NA
1999-05-04,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1999-05-04,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1999-05-04,50300,"ALONA",NA,0,NA,NA
1999-05-04,60500,"CEPHALODELLA",NA,0,NA,NA
1999-05-04,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1999-05-04,61300,"EUCHLANIS",NA,0,NA,NA
1999-05-04,63700,"TRICHOTRIA",NA,0,NA,NA
1999-05-04,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1999-05-04,61918,"LECANE TENUISETA",NA,0,NA,NA
1999-05-04,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1999-05-04,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1999-05-04,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1999-05-04,62000,"LEPADELLA",NA,0,NA,NA
1999-05-04,50900,"CERIODAPHNIA",NA,0,NA,NA
1999-07-01,10000,"COPEPOD NAUPLII","SP",20,NA,NA
1999-07-01,20000,"CYCLOPOID",NA,0,NA,NA
1999-07-01,20302,"DIACYCLOPS THOMASI",NA,0,NA,NA
1999-07-01,30000,"CALANOID",NA,0,NA,NA
1999-07-01,30402,"LEPTODIAPTOMUS MINUTUS","SP",7.9,NA,NA
1999-07-01,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1999-07-01,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1999-07-01,51104,"DAPHNIA LONGIREMIS",NA,0,NA,NA
1999-07-01,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1999-07-01,51800,"HOLOPEDIUM",NA,0,NA,NA
1999-07-01,60300,"ASPLANCHNA","SP",5.8,NA,NA
1999-07-01,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1999-07-01,61400,"FILINIA",NA,0,NA,NA
1999-07-01,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1999-07-01,61702,"KELLICOTTIA LONGISPINA","SP",26.8,NA,NA
1999-07-01,61801,"KERATELLA COCHLEARIS","SP",61.5,NA,NA
1999-07-01,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1999-07-01,61806,"KERATELLA QUADRATA","SP",1.1,NA,NA
1999-07-01,61900,"LECANE",NA,0,NA,NA
1999-07-01,61904,"LECANE INERMIS","SP",0.5,NA,NA
1999-07-01,63001,"POLYARTHRA DOLICHOPTERA","SP",4.2,NA,NA
1999-07-01,63005,"POLYARTHRA VULGARIS","SP",21.5,NA,NA
1999-07-01,69934,"",NA,0,NA,NA
1999-07-01,50000,"CLADOCERAN",NA,0,NA,NA
1999-07-01,51100,"DAPHNIA",NA,0,NA,NA
1999-07-01,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1999-07-01,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1999-07-01,61803,"KERATELLA CRASSA","SP",1.6,NA,NA
1999-07-01,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1999-07-01,63000,"POLYARTHRA",NA,0,NA,NA
1999-07-01,63400,"SYNCHAETA","SP",6.3,NA,NA
1999-07-01,69901,"",NA,0,NA,NA
1999-07-01,69902,"",NA,0,NA,NA
1999-07-01,70038,"",NA,0,NA,NA
1999-07-01,50700,"BOSMINIDAE","SP",23.6,NA,NA
1999-07-01,51200,"DIAPHANOSOMA",NA,0,NA,NA
1999-07-01,70051,"",NA,0,NA,NA
1999-07-01,60700,"COLURELLA",NA,0,NA,NA
1999-07-01,70039,"",NA,0,NA,NA
1999-07-01,70065,"",NA,0,NA,NA
1999-07-01,51000,"CHYDORUS","SP",0.5,NA,NA
1999-07-01,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1999-07-01,60800,"CONOCHILOIDES",NA,0,NA,NA
1999-07-01,61500,"GASTROPUS",NA,0,NA,NA
1999-07-01,62700,"NOTOMMATA",NA,0,NA,NA
1999-07-01,62900,"PLOESOMA","SP",7.4,NA,NA
1999-07-01,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1999-07-01,63600,"TRICHOCERCA",NA,0,NA,NA
1999-07-01,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1999-07-01,70064,"",NA,0,NA,NA
1999-07-01,62400,"MONOSTYLA",NA,0,NA,NA
1999-07-01,70041,"",NA,0,NA,NA
1999-07-01,70052,"",NA,0,NA,NA
1999-07-01,20901,"TROPOCYCLOPS PRASINUS MEXICANUS","SP",2.1,NA,NA
1999-07-01,61804,"KERATELLA EARLINAE","SP",54.6,NA,NA
1999-07-01,63004,"POLYARTHRA REMATA","SP",1.6,NA,NA
1999-07-01,69915,"UNKNOWN",NA,0,NA,NA
1999-07-01,60900,"CONOCHILUS","SP",97.7,NA,NA
1999-07-01,69935,"",NA,0,NA,NA
1999-07-01,69936,"",NA,0,NA,NA
1999-07-01,61402,"FILINIA TERMINALIS","SP",0.5,NA,NA
1999-07-01,61502,"GASTROPUS STYLIFER","SP",2.6,NA,NA
1999-07-01,69990,"",NA,0,NA,NA
1999-07-01,69991,"",NA,0,NA,NA
1999-07-01,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1999-07-01,69932,"",NA,0,NA,NA
1999-07-01,20300,"DIACYCLOPS",NA,0,NA,NA
1999-07-01,70057,"",NA,0,NA,NA
1999-07-01,70058,"",NA,0,NA,NA
1999-07-01,70059,"",NA,0,NA,NA
1999-07-01,70060,"",NA,0,NA,NA
1999-07-01,30400,"DIAPTOMID",NA,0,NA,NA
1999-07-01,51202,"DIAPHANOSOMA BIRGEI","SP",0.5,NA,NA
1999-07-01,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1999-07-01,70061,"",NA,0,NA,NA
1999-07-01,70062,"",NA,0,NA,NA
1999-07-01,70063,"",NA,0,NA,NA
1999-07-01,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1999-07-01,60200,"ASCOMORPHA",NA,0,NA,NA
1999-07-01,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1999-07-01,69928,"UNKNOWN",NA,0,NA,NA
1999-07-01,61802,"KERATELLA COCHLEARIS F. TECTA",NA,0,NA,NA
1999-07-01,69930,"UNKNOWN",NA,0,NA,NA
1999-07-01,69931,"UNKNOWN",NA,0,NA,NA
1999-07-01,60202,"ASCOMORPHA OVALIS",NA,0,NA,NA
1999-07-01,60203,"ASCOMORPHA SALTANS",NA,0,NA,NA
1999-07-01,69921,"UNKNOWN",NA,0,NA,NA
1999-07-01,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1999-07-01,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1999-07-01,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1999-07-01,69922,"UNKNOWN",NA,0,NA,NA
1999-07-01,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1999-07-01,69918,"UNKNOWN",NA,0,NA,NA
1999-07-01,60100,"ANURAEOPSIS",NA,0,NA,NA
1999-07-01,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1999-07-01,69919,"UNKNOWN",NA,0,NA,NA
1999-07-01,69920,"UNKNOWN",NA,0,NA,NA
1999-07-01,30201,"EPISCHURA LACUSTRIS","SP",0.5,NA,NA
1999-07-01,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1999-07-01,70029,"UNKNOWN",NA,0,NA,NA
1999-07-01,70030,"UNKNOWN",NA,0,NA,NA
1999-07-01,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1999-07-01,69958,"UNKNOWN",NA,0,NA,NA
1999-07-01,60600,"COLLOTHECA",NA,0,NA,NA
1999-07-01,61911,"LECANE MIRA",NA,0,NA,NA
1999-07-01,70028,"UNKNOWN",NA,0,NA,NA
1999-07-01,60201,"ASCOMORPHA ECAUDIS","SP",18.4,NA,NA
1999-07-01,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1999-07-01,88888,"UNKNOWN ROTIFER","SP",1.6,NA,NA
1999-07-01,63602,"TRICHOCERCA BIROSTRIS","SP",1.1,NA,NA
1999-07-01,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1999-07-01,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1999-07-01,50300,"ALONA",NA,0,NA,NA
1999-07-01,60500,"CEPHALODELLA",NA,0,NA,NA
1999-07-01,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1999-07-01,61300,"EUCHLANIS",NA,0,NA,NA
1999-07-01,63700,"TRICHOTRIA",NA,0,NA,NA
1999-07-01,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1999-07-01,61918,"LECANE TENUISETA",NA,0,NA,NA
1999-07-01,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1999-07-01,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1999-07-01,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1999-07-01,62000,"LEPADELLA",NA,0,NA,NA
1999-07-01,50900,"CERIODAPHNIA",NA,0,NA,NA
1999-08-23,10000,"COPEPOD NAUPLII","SP",1.1,NA,NA
1999-08-23,20000,"CYCLOPOID","SP",0.5,NA,NA
1999-08-23,20302,"DIACYCLOPS THOMASI",NA,0,NA,NA
1999-08-23,30000,"CALANOID",NA,0,NA,NA
1999-08-23,30402,"LEPTODIAPTOMUS MINUTUS","SP",14.8,NA,NA
1999-08-23,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1999-08-23,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1999-08-23,51104,"DAPHNIA LONGIREMIS","SP",1.1,NA,NA
1999-08-23,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1999-08-23,51800,"HOLOPEDIUM",NA,0,NA,NA
1999-08-23,60300,"ASPLANCHNA","SP",23.9,NA,NA
1999-08-23,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1999-08-23,61400,"FILINIA",NA,0,NA,NA
1999-08-23,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1999-08-23,61702,"KELLICOTTIA LONGISPINA","SP",0.5,NA,NA
1999-08-23,61801,"KERATELLA COCHLEARIS","SP",24.4,NA,NA
1999-08-23,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1999-08-23,61806,"KERATELLA QUADRATA","SP",0.5,NA,NA
1999-08-23,61900,"LECANE",NA,0,NA,NA
1999-08-23,61904,"LECANE INERMIS",NA,0,NA,NA
1999-08-23,63001,"POLYARTHRA DOLICHOPTERA","SP",7.4,NA,NA
1999-08-23,63005,"POLYARTHRA VULGARIS","SP",16.4,NA,NA
1999-08-23,69934,"",NA,0,NA,NA
1999-08-23,50000,"CLADOCERAN",NA,0,NA,NA
1999-08-23,51100,"DAPHNIA",NA,0,NA,NA
1999-08-23,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1999-08-23,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1999-08-23,61803,"KERATELLA CRASSA","SP",2.1,NA,NA
1999-08-23,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1999-08-23,63000,"POLYARTHRA",NA,0,NA,NA
1999-08-23,63400,"SYNCHAETA","SP",2.7,NA,NA
1999-08-23,69901,"",NA,0,NA,NA
1999-08-23,69902,"",NA,0,NA,NA
1999-08-23,70038,"",NA,0,NA,NA
1999-08-23,50700,"BOSMINIDAE","SP",41.4,NA,NA
1999-08-23,51200,"DIAPHANOSOMA",NA,0,NA,NA
1999-08-23,70051,"",NA,0,NA,NA
1999-08-23,60700,"COLURELLA",NA,0,NA,NA
1999-08-23,70039,"",NA,0,NA,NA
1999-08-23,70065,"",NA,0,NA,NA
1999-08-23,51000,"CHYDORUS",NA,0,NA,NA
1999-08-23,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1999-08-23,60800,"CONOCHILOIDES",NA,0,NA,NA
1999-08-23,61500,"GASTROPUS",NA,0,NA,NA
1999-08-23,62700,"NOTOMMATA",NA,0,NA,NA
1999-08-23,62900,"PLOESOMA",NA,0,NA,NA
1999-08-23,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1999-08-23,63600,"TRICHOCERCA",NA,0,NA,NA
1999-08-23,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1999-08-23,70064,"",NA,0,NA,NA
1999-08-23,62400,"MONOSTYLA",NA,0,NA,NA
1999-08-23,70041,"",NA,0,NA,NA
1999-08-23,70052,"",NA,0,NA,NA
1999-08-23,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",NA,0,NA,NA
1999-08-23,61804,"KERATELLA EARLINAE","SP",10.1,NA,NA
1999-08-23,63004,"POLYARTHRA REMATA","SP",10.1,NA,NA
1999-08-23,69915,"UNKNOWN",NA,0,NA,NA
1999-08-23,60900,"CONOCHILUS","SP",37.1,NA,NA
1999-08-23,69935,"",NA,0,NA,NA
1999-08-23,69936,"",NA,0,NA,NA
1999-08-23,61402,"FILINIA TERMINALIS","SP",21.2,NA,NA
1999-08-23,61502,"GASTROPUS STYLIFER",NA,0,NA,NA
1999-08-23,69990,"",NA,0,NA,NA
1999-08-23,69991,"",NA,0,NA,NA
1999-08-23,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1999-08-23,69932,"",NA,0,NA,NA
1999-08-23,20300,"DIACYCLOPS",NA,0,NA,NA
1999-08-23,70057,"",NA,0,NA,NA
1999-08-23,70058,"",NA,0,NA,NA
1999-08-23,70059,"",NA,0,NA,NA
1999-08-23,70060,"",NA,0,NA,NA
1999-08-23,30400,"DIAPTOMID",NA,0,NA,NA
1999-08-23,51202,"DIAPHANOSOMA BIRGEI","SP",6.9,NA,NA
1999-08-23,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1999-08-23,70061,"",NA,0,NA,NA
1999-08-23,70062,"",NA,0,NA,NA
1999-08-23,70063,"",NA,0,NA,NA
1999-08-23,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1999-08-23,60200,"ASCOMORPHA",NA,0,NA,NA
1999-08-23,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1999-08-23,69928,"UNKNOWN",NA,0,NA,NA
1999-08-23,61802,"KERATELLA COCHLEARIS F. TECTA",NA,0,NA,NA
1999-08-23,69930,"UNKNOWN",NA,0,NA,NA
1999-08-23,69931,"UNKNOWN",NA,0,NA,NA
1999-08-23,60202,"ASCOMORPHA OVALIS",NA,0,NA,NA
1999-08-23,60203,"ASCOMORPHA SALTANS",NA,0,NA,NA
1999-08-23,69921,"UNKNOWN",NA,0,NA,NA
1999-08-23,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1999-08-23,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1999-08-23,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1999-08-23,69922,"UNKNOWN",NA,0,NA,NA
1999-08-23,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1999-08-23,69918,"UNKNOWN",NA,0,NA,NA
1999-08-23,60100,"ANURAEOPSIS",NA,0,NA,NA
1999-08-23,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1999-08-23,69919,"UNKNOWN",NA,0,NA,NA
1999-08-23,69920,"UNKNOWN",NA,0,NA,NA
1999-08-23,30201,"EPISCHURA LACUSTRIS",NA,0,NA,NA
1999-08-23,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1999-08-23,70029,"UNKNOWN",NA,0,NA,NA
1999-08-23,70030,"UNKNOWN",NA,0,NA,NA
1999-08-23,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1999-08-23,69958,"UNKNOWN",NA,0,NA,NA
1999-08-23,60600,"COLLOTHECA","SP",3.7,NA,NA
1999-08-23,61911,"LECANE MIRA",NA,0,NA,NA
1999-08-23,70028,"UNKNOWN",NA,0,NA,NA
1999-08-23,60201,"ASCOMORPHA ECAUDIS",NA,0,NA,NA
1999-08-23,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1999-08-23,88888,"UNKNOWN ROTIFER",NA,0,NA,NA
1999-08-23,63602,"TRICHOCERCA BIROSTRIS",NA,0,NA,NA
1999-08-23,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1999-08-23,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1999-08-23,50300,"ALONA",NA,0,NA,NA
1999-08-23,60500,"CEPHALODELLA",NA,0,NA,NA
1999-08-23,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1999-08-23,61300,"EUCHLANIS",NA,0,NA,NA
1999-08-23,63700,"TRICHOTRIA",NA,0,NA,NA
1999-08-23,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1999-08-23,61918,"LECANE TENUISETA",NA,0,NA,NA
1999-08-23,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1999-08-23,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1999-08-23,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1999-08-23,62000,"LEPADELLA",NA,0,NA,NA
1999-08-23,50900,"CERIODAPHNIA",NA,0,NA,NA
1999-11-10,10000,"COPEPOD NAUPLII","SP",0.5,NA,NA
1999-11-10,20000,"CYCLOPOID",NA,0,NA,NA
1999-11-10,20302,"DIACYCLOPS THOMASI",NA,0,NA,NA
1999-11-10,30000,"CALANOID",NA,0,NA,NA
1999-11-10,30402,"LEPTODIAPTOMUS MINUTUS","SP",0.5,NA,NA
1999-11-10,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1999-11-10,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1999-11-10,51104,"DAPHNIA LONGIREMIS","SP",10.6,NA,NA
1999-11-10,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1999-11-10,51800,"HOLOPEDIUM",NA,0,NA,NA
1999-11-10,60300,"ASPLANCHNA","SP",50.9,NA,NA
1999-11-10,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1999-11-10,61400,"FILINIA",NA,0,NA,NA
1999-11-10,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1999-11-10,61702,"KELLICOTTIA LONGISPINA","SP",28.1,NA,NA
1999-11-10,61801,"KERATELLA COCHLEARIS","SP",14.8,NA,NA
1999-11-10,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1999-11-10,61806,"KERATELLA QUADRATA",NA,0,NA,NA
1999-11-10,61900,"LECANE",NA,0,NA,NA
1999-11-10,61904,"LECANE INERMIS",NA,0,NA,NA
1999-11-10,63001,"POLYARTHRA DOLICHOPTERA","SP",1.1,NA,NA
1999-11-10,63005,"POLYARTHRA VULGARIS","SP",9.5,NA,NA
1999-11-10,69934,"",NA,0,NA,NA
1999-11-10,50000,"CLADOCERAN",NA,0,NA,NA
1999-11-10,51100,"DAPHNIA",NA,0,NA,NA
1999-11-10,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1999-11-10,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1999-11-10,61803,"KERATELLA CRASSA","SP",6.4,NA,NA
1999-11-10,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1999-11-10,63000,"POLYARTHRA",NA,0,NA,NA
1999-11-10,63400,"SYNCHAETA",NA,0,NA,NA
1999-11-10,69901,"",NA,0,NA,NA
1999-11-10,69902,"",NA,0,NA,NA
1999-11-10,70038,"",NA,0,NA,NA
1999-11-10,50700,"BOSMINIDAE","SP",1.1,NA,NA
1999-11-10,51200,"DIAPHANOSOMA",NA,0,NA,NA
1999-11-10,70051,"",NA,0,NA,NA
1999-11-10,60700,"COLURELLA",NA,0,NA,NA
1999-11-10,70039,"",NA,0,NA,NA
1999-11-10,70065,"",NA,0,NA,NA
1999-11-10,51000,"CHYDORUS","SP",0.5,NA,NA
1999-11-10,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1999-11-10,60800,"CONOCHILOIDES",NA,0,NA,NA
1999-11-10,61500,"GASTROPUS",NA,0,NA,NA
1999-11-10,62700,"NOTOMMATA",NA,0,NA,NA
1999-11-10,62900,"PLOESOMA",NA,0,NA,NA
1999-11-10,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1999-11-10,63600,"TRICHOCERCA",NA,0,NA,NA
1999-11-10,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1999-11-10,70064,"",NA,0,NA,NA
1999-11-10,62400,"MONOSTYLA",NA,0,NA,NA
1999-11-10,70041,"",NA,0,NA,NA
1999-11-10,70052,"",NA,0,NA,NA
1999-11-10,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",NA,0,NA,NA
1999-11-10,61804,"KERATELLA EARLINAE","SP",6.9,NA,NA
