sampledate,species_code,species_name,density,individuals_measured,avg_length
8/10/98,20601,MESOCYCLOPS EDAX,4.8,9,0.83
8/10/98,20901,TROPOCYCLOPS PRASINUS MEXICANUS,6.9,9,0.33
8/10/98,50700,BOSMINIDAE,10,5,0.3
8/10/98,51130,DAPHNIA PULICARIA,3.7,5,0.89
8/10/98,61402,FILINIA TERMINALIS,0.5,,
8/10/98,61502,GASTROPUS STYLIFER,5.8,5,0.07
8/10/98,61808,KERATELLA TAUROCEPHALA,9.5,5,0.11
8/10/98,61810,KERATELLA TICINENSIS,3.7,5,0.1
8/10/98,63005,POLYARTHRA VULGARIS,1.6,3,0.1
11/12/98,20901,TROPOCYCLOPS PRASINUS MEXICANUS,38.3,13,0.44
11/12/98,50700,BOSMINIDAE,3.7,5,0.39
11/12/98,60201,ASCOMORPHA ECAUDIS,1.1,2,0.11
11/12/98,61808,KERATELLA TAUROCEPHALA,195.4,5,0.11
11/12/98,61810,KERATELLA TICINENSIS,8.9,5,0.11
11/12/98,63005,POLYARTHRA VULGARIS,0.5,1,0.1
2/24/99,10000,COPEPOD NAUPLII,2.1,2,0.12
2/24/99,20901,TROPOCYCLOPS PRASINUS MEXICANUS,48.3,5,0.51
2/24/99,50700,BOSMINIDAE,43.1,5,0.37
2/24/99,61805,KERATELLA HIEMALIS,1.1,1,0.1
2/24/99,61808,KERATELLA TAUROCEPHALA,629.3,5,0.12
2/24/99,63400,SYNCHAETA,24.2,5,0.12
2/24/99,88888,UNKNOWN ROTIFER,4.2,2,0.15
5/6/99,10000,COPEPOD NAUPLII,5.8,,
5/6/99,20000,CYCLOPOID,3.3,,
5/6/99,60200,ASCOMORPHA,1.1,,
5/6/99,61808,KERATELLA TAUROCEPHALA,2.1,,
5/6/99,63400,SYNCHAETA,1.6,,
7/1/99,10000,COPEPOD NAUPLII,6.8,,
7/1/99,20601,MESOCYCLOPS EDAX,5.2,,
7/1/99,51100,DAPHNIA,1.6,,
7/1/99,61808,KERATELLA TAUROCEPHALA,1.1,,
7/1/99,61810,KERATELLA TICINENSIS,12.6,,
7/1/99,63005,POLYARTHRA VULGARIS,1.6,,
7/1/99,63602,TRICHOCERCA BIROSTRIS,1.1,,
8/26/99,10000,COPEPOD NAUPLII,0.5,,
8/26/99,20601,MESOCYCLOPS EDAX,0.5,,
8/26/99,50700,BOSMINIDAE,1.6,,
8/26/99,61808,KERATELLA TAUROCEPHALA,50.4,,
8/26/99,61810,KERATELLA TICINENSIS,10.6,,
8/26/99,63005,POLYARTHRA VULGARIS,8,,
11/4/99,20302,DIACYCLOPS THOMASI,1.6,,
11/4/99,50700,BOSMINIDAE,8,,
11/4/99,60800,CONOCHILOIDES,265,,
11/4/99,61808,KERATELLA TAUROCEPHALA,503.5,,
11/4/99,61810,KERATELLA TICINENSIS,633.8,,
11/4/99,61919,LECANE TUDICOLA,1.1,,
11/4/99,63005,POLYARTHRA VULGARIS,19.1,,
11/4/99,63400,SYNCHAETA,4.2,,
11/4/99,63600,TRICHOCERCA,1.1,,
11/4/99,63602,TRICHOCERCA BIROSTRIS,2.1,,
2/21/00,50700,BOSMINIDAE,28.6,,
2/21/00,60200,ASCOMORPHA,127.2,,
2/21/00,60800,CONOCHILOIDES,3.2,,
2/21/00,61808,KERATELLA TAUROCEPHALA,103.9,,
2/21/00,61810,KERATELLA TICINENSIS,21.2,,
4/5/00,10000,COPEPOD NAUPLII,9.5,,
4/5/00,50700,BOSMINIDAE,12.7,,
4/5/00,60200,ASCOMORPHA,219.4,,
4/5/00,60300,ASPLANCHNA,1.1,,
4/5/00,60800,CONOCHILOIDES,1.1,,
4/5/00,61808,KERATELLA TAUROCEPHALA,131.4,,
4/5/00,61810,KERATELLA TICINENSIS,71,,
6/2/00,10000,COPEPOD NAUPLII,1.6,,
6/2/00,50700,BOSMINIDAE,12.2,,
6/2/00,51100,DAPHNIA,0.5,,
6/2/00,60800,CONOCHILOIDES,0.5,,
6/2/00,60900,CONOCHILUS,1.6,,
6/2/00,61808,KERATELLA TAUROCEPHALA,3.7,,
6/2/00,61810,KERATELLA TICINENSIS,3.7,,
6/2/00,63005,POLYARTHRA VULGARIS,15.9,,
6/2/00,63612,TRICHOCERCA MULTICRINIS,1.1,,
7/25/00,50700,BOSMINIDAE,0.4,,
8/23/00,10000,COPEPOD NAUPLII,2.7,,
8/23/00,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.5,,
8/23/00,60900,CONOCHILUS,1.6,,
8/23/00,61810,KERATELLA TICINENSIS,1.1,,
11/14/00,20901,TROPOCYCLOPS PRASINUS MEXICANUS,6.3,,
11/14/00,50700,BOSMINIDAE,147.1,,
11/14/00,61808,KERATELLA TAUROCEPHALA,5.3,,
11/14/00,61810,KERATELLA TICINENSIS,880.3,,
11/14/00,61911,LECANE MIRA,1.1,,
11/14/00,63005,POLYARTHRA VULGARIS,2.1,,
11/14/00,63400,SYNCHAETA,1.1,,
11/14/00,88888,UNKNOWN ROTIFER,1.1,,
2/19/01,50700,BOSMINIDAE,0.6,,
5/3/01,10000,COPEPOD NAUPLII,1.3,,
5/3/01,61808,KERATELLA TAUROCEPHALA,0.6,,
5/3/01,61810,KERATELLA TICINENSIS,1.3,,
6/25/01,10000,COPEPOD NAUPLII,26.3,,
6/25/01,20601,MESOCYCLOPS EDAX,2.8,,
6/25/01,50700,BOSMINIDAE,10.1,,
6/25/01,51130,DAPHNIA PULICARIA,4.5,,
6/25/01,60800,CONOCHILOIDES,0.6,,
6/25/01,61808,KERATELLA TAUROCEPHALA,188.7,,
6/25/01,61810,KERATELLA TICINENSIS,210.6,,
6/25/01,63005,POLYARTHRA VULGARIS,80.1,,
6/25/01,63602,TRICHOCERCA BIROSTRIS,11.2,,
8/21/01,10000,COPEPOD NAUPLII,2.2,,
8/21/01,20601,MESOCYCLOPS EDAX,4,,
8/21/01,50700,BOSMINIDAE,0.6,,
8/21/01,51130,DAPHNIA PULICARIA,0.6,,
8/21/01,61702,KELLICOTTIA LONGISPINA,0.6,,
8/21/01,61803,KERATELLA CRASSA,0.6,,
8/21/01,61808,KERATELLA TAUROCEPHALA,5.6,,
11/16/01,20601,MESOCYCLOPS EDAX,0.6,,
11/16/01,50700,BOSMINIDAE,35.3,,
11/16/01,61808,KERATELLA TAUROCEPHALA,2.8,,
11/16/01,62400,MONOSTYLA,0.6,,
11/16/01,63400,SYNCHAETA,1.7,,
11/16/01,88888,UNKNOWN ROTIFER,1.1,,
3/6/02,60200,ASCOMORPHA,1.1,,
3/6/02,61805,KERATELLA HIEMALIS,1.7,,
3/6/02,88888,UNKNOWN ROTIFER,0.6,,
4/24/02,10000,COPEPOD NAUPLII,0.6,,
4/24/02,61810,KERATELLA TICINENSIS,1.7,,
4/24/02,88888,UNKNOWN ROTIFER,17.4,,
5/22/02,10000,COPEPOD NAUPLII,0.3,,
5/22/02,20000,CYCLOPOID,1.2,,
5/22/02,20601,MESOCYCLOPS EDAX,0.6,,
5/22/02,61801,KERATELLA COCHLEARIS,0.3,,
5/22/02,61810,KERATELLA TICINENSIS,9.8,,
5/22/02,63005,POLYARTHRA VULGARIS,0.6,,
5/22/02,63400,SYNCHAETA,1.4,,
6/17/02,10000,COPEPOD NAUPLII,0.3,,
6/17/02,50700,BOSMINIDAE,0.6,,
6/17/02,60200,ASCOMORPHA,0.3,,
6/17/02,61502,GASTROPUS STYLIFER,0.3,,
6/17/02,61803,KERATELLA CRASSA,0.3,,
6/17/02,61808,KERATELLA TAUROCEPHALA,3.4,,
6/17/02,61810,KERATELLA TICINENSIS,0.6,,
6/17/02,63005,POLYARTHRA VULGARIS,1.1,,
6/17/02,63400,SYNCHAETA,0.3,,
8/12/02,10000,COPEPOD NAUPLII,5.6,,
8/12/02,20601,MESOCYCLOPS EDAX,6.1,,
8/12/02,50700,BOSMINIDAE,0.3,,
8/12/02,51130,DAPHNIA PULICARIA,2.8,,
8/12/02,60300,ASPLANCHNA,0.3,,
8/12/02,60900,CONOCHILUS,0.3,,
8/12/02,61502,GASTROPUS STYLIFER,1.4,,
8/12/02,61801,KERATELLA COCHLEARIS,0.3,,
8/12/02,61803,KERATELLA CRASSA,0.6,,
8/12/02,61808,KERATELLA TAUROCEPHALA,11.5,,
8/12/02,61810,KERATELLA TICINENSIS,9,,
8/12/02,62000,LEPADELLA,0.3,,
8/12/02,63005,POLYARTHRA VULGARIS,10.1,,
11/4/02,10000,COPEPOD NAUPLII,0.6,,
11/4/02,50700,BOSMINIDAE,28.6,,
11/4/02,60200,ASCOMORPHA,2.2,,
11/4/02,60500,CEPHALODELLA,1.1,,
11/4/02,61808,KERATELLA TAUROCEPHALA,496.7,,
11/4/02,62406,MONOSTYLA LUNARIS,0.6,,
11/4/02,63004,POLYARTHRA REMATA,0.6,,
11/4/02,63005,POLYARTHRA VULGARIS,106.4,,
11/4/02,63400,SYNCHAETA,116.5,,
11/4/02,63602,TRICHOCERCA BIROSTRIS,3.4,,
2/20/03,61702,KELLICOTTIA LONGISPINA,0.6,,
2/20/03,61810,KERATELLA TICINENSIS,115.4,,
2/20/03,63005,POLYARTHRA VULGARIS,0.6,,
5/5/03,10000,COPEPOD NAUPLII,7,,
5/5/03,20000,CYCLOPOID,2.5,,
5/5/03,50700,BOSMINIDAE,0.6,,
5/5/03,60200,ASCOMORPHA,3.4,,
5/5/03,60900,CONOCHILUS,0.3,,
5/5/03,61702,KELLICOTTIA LONGISPINA,0.3,,
5/5/03,61808,KERATELLA TAUROCEPHALA,6.4,,
5/5/03,61810,KERATELLA TICINENSIS,26.9,,
5/5/03,63004,POLYARTHRA REMATA,0.3,,
5/5/03,63005,POLYARTHRA VULGARIS,9,,
5/5/03,63400,SYNCHAETA,26.9,,
5/5/03,63602,TRICHOCERCA BIROSTRIS,0.3,,
5/27/03,10000,COPEPOD NAUPLII,4.5,,
5/27/03,20601,MESOCYCLOPS EDAX,1.5,,
5/27/03,50700,BOSMINIDAE,3.4,,
5/27/03,51130,DAPHNIA PULICARIA,0.6,,
5/27/03,60200,ASCOMORPHA,3.4,,
5/27/03,60800,CONOCHILOIDES,5,,
5/27/03,61701,KELLICOTTIA BOSTONIENSIS,0.6,,
5/27/03,61808,KERATELLA TAUROCEPHALA,110.9,,
5/27/03,61810,KERATELLA TICINENSIS,56,,
5/27/03,63005,POLYARTHRA VULGARIS,51,,
5/27/03,63602,TRICHOCERCA BIROSTRIS,6.7,,
6/24/03,10000,COPEPOD NAUPLII,29.1,,
6/24/03,20601,MESOCYCLOPS EDAX,5.3,,
6/24/03,50700,BOSMINIDAE,3.4,,
6/24/03,50900,CERIODAPHNIA,0.6,,
6/24/03,51130,DAPHNIA PULICARIA,2.2,,
6/24/03,60200,ASCOMORPHA,1.1,,
6/24/03,60800,CONOCHILOIDES,2.8,,
6/24/03,61502,GASTROPUS STYLIFER,6.2,,
6/24/03,61808,KERATELLA TAUROCEPHALA,276.6,,
6/24/03,61810,KERATELLA TICINENSIS,221.2,,
6/24/03,63005,POLYARTHRA VULGARIS,12.3,,
6/24/03,63602,TRICHOCERCA BIROSTRIS,9,,
7/21/03,10000,COPEPOD NAUPLII,4.8,,
7/21/03,20601,MESOCYCLOPS EDAX,2.8,,
7/21/03,50700,BOSMINIDAE,0.3,,
7/21/03,51130,DAPHNIA PULICARIA,0.3,,
7/21/03,61502,GASTROPUS STYLIFER,0.8,,
7/21/03,61808,KERATELLA TAUROCEPHALA,37.8,,
7/21/03,61810,KERATELLA TICINENSIS,14.6,,
7/21/03,63005,POLYARTHRA VULGARIS,0.3,,
7/21/03,63602,TRICHOCERCA BIROSTRIS,2,,
8/20/03,10000,COPEPOD NAUPLII,0.8,,
8/20/03,20601,MESOCYCLOPS EDAX,1.2,,
8/20/03,50700,BOSMINIDAE,0.3,,
8/20/03,61808,KERATELLA TAUROCEPHALA,12,,
8/20/03,61810,KERATELLA TICINENSIS,0.6,,
8/20/03,63005,POLYARTHRA VULGARIS,0.8,,
9/19/03,20601,MESOCYCLOPS EDAX,0.9,,
9/19/03,50700,BOSMINIDAE,3.1,,
9/19/03,61502,GASTROPUS STYLIFER,0.3,,
9/19/03,61808,KERATELLA TAUROCEPHALA,8.7,,
9/19/03,61810,KERATELLA TICINENSIS,0.3,,
9/19/03,63005,POLYARTHRA VULGARIS,0.8,,
9/19/03,63602,TRICHOCERCA BIROSTRIS,0.3,,
10/14/03,20601,MESOCYCLOPS EDAX,0.8,,
10/14/03,50700,BOSMINIDAE,41.2,,
10/14/03,61808,KERATELLA TAUROCEPHALA,127.7,,
10/14/03,61810,KERATELLA TICINENSIS,52.1,,
10/14/03,63005,POLYARTHRA VULGARIS,2.2,,
11/7/03,10000,COPEPOD NAUPLII,1.1,,
11/7/03,50700,BOSMINIDAE,222.9,,
11/7/03,51000,CHYDORUS,1.7,,
11/7/03,60500,CEPHALODELLA,1.1,,
11/7/03,61808,KERATELLA TAUROCEPHALA,203.3,,
11/7/03,61810,KERATELLA TICINENSIS,231.8,,
11/7/03,61900,LECANE,1.7,,
11/7/03,62400,MONOSTYLA,0.6,,
11/7/03,62700,NOTOMMATA,0.6,,
11/7/03,63005,POLYARTHRA VULGARIS,2.2,,
11/7/03,63400,SYNCHAETA,0.6,,
2/19/04,10000,COPEPOD NAUPLII,0.3,,
2/19/04,61804,KERATELLA EARLINAE,0.6,,
2/19/04,63602,TRICHOCERCA BIROSTRIS,0.3,,
4/26/04,10000,COPEPOD NAUPLII,3.9,,
4/26/04,20601,MESOCYCLOPS EDAX,5.9,,
4/26/04,61701,KELLICOTTIA BOSTONIENSIS,0.3,,
4/26/04,61801,KERATELLA COCHLEARIS,0.6,,
4/26/04,88888,UNKNOWN ROTIFER,0.3,,
5/25/04,10000,COPEPOD NAUPLII,28.8,,
5/25/04,20000,CYCLOPOID,0.6,,
5/25/04,20302,DIACYCLOPS THOMASI,1.1,,
5/25/04,20601,MESOCYCLOPS EDAX,3,,
5/25/04,50700,BOSMINIDAE,1.7,,
5/25/04,51000,CHYDORUS,0.8,,
5/25/04,60200,ASCOMORPHA,7.6,,
5/25/04,61702,KELLICOTTIA LONGISPINA,0.6,,
5/25/04,61806,KERATELLA QUADRATA,0.6,,
5/25/04,61808,KERATELLA TAUROCEPHALA,2.8,,
5/25/04,61918,LECANE TENUISETA,0.3,,
5/25/04,62406,MONOSTYLA LUNARIS,0.3,,
5/25/04,63005,POLYARTHRA VULGARIS,0.8,,
5/25/04,63602,TRICHOCERCA BIROSTRIS,2,,
6/21/04,10000,COPEPOD NAUPLII,8.7,,
6/21/04,20601,MESOCYCLOPS EDAX,10.7,,
6/21/04,50700,BOSMINIDAE,15.4,,
6/21/04,51000,CHYDORUS,0.6,,
6/21/04,61808,KERATELLA TAUROCEPHALA,8.7,,
6/21/04,63004,POLYARTHRA REMATA,0.3,,
7/19/04,10000,COPEPOD NAUPLII,4.5,,
7/19/04,20601,MESOCYCLOPS EDAX,7.4,,
7/19/04,50700,BOSMINIDAE,19.6,,
7/19/04,51130,DAPHNIA PULICARIA,2.5,,
7/19/04,61808,KERATELLA TAUROCEPHALA,2.2,,
8/17/04,10000,COPEPOD NAUPLII,5.9,,
8/17/04,20601,MESOCYCLOPS EDAX,5.3,,
8/17/04,50700,BOSMINIDAE,12,,
8/17/04,51130,DAPHNIA PULICARIA,4.5,,
8/17/04,63005,POLYARTHRA VULGARIS,2.2,,
8/31/04,10000,COPEPOD NAUPLII,11.8,,
8/31/04,20601,MESOCYCLOPS EDAX,10.5,,
8/31/04,50700,BOSMINIDAE,5.6,,
8/31/04,51000,CHYDORUS,0.3,,
8/31/04,51130,DAPHNIA PULICARIA,5.6,,
8/31/04,61808,KERATELLA TAUROCEPHALA,0.3,,
8/31/04,61810,KERATELLA TICINENSIS,0.3,,
8/31/04,63005,POLYARTHRA VULGARIS,14.8,,
9/10/04,10000,COPEPOD NAUPLII,6.4,,
9/10/04,20601,MESOCYCLOPS EDAX,8.1,,
9/10/04,50700,BOSMINIDAE,2.2,,
9/10/04,51130,DAPHNIA PULICARIA,7.9,,
9/10/04,61800,KERATELLA,0.6,,
9/10/04,61803,KERATELLA CRASSA,0.3,,
9/10/04,63005,POLYARTHRA VULGARIS,4.2,,
10/12/04,20601,MESOCYCLOPS EDAX,3.4,,
10/12/04,50700,BOSMINIDAE,7.3,,
10/12/04,51000,CHYDORUS,0.3,,
10/12/04,51130,DAPHNIA PULICARIA,9,,
10/12/04,62406,MONOSTYLA LUNARIS,0.3,,
10/12/04,63004,POLYARTHRA REMATA,0.3,,
10/12/04,63005,POLYARTHRA VULGARIS,40.9,,
11/11/04,10000,COPEPOD NAUPLII,0.6,,
11/11/04,20601,MESOCYCLOPS EDAX,0.3,,
11/11/04,50700,BOSMINIDAE,5.9,,
11/11/04,51000,CHYDORUS,0.3,,
11/11/04,51130,DAPHNIA PULICARIA,0.6,,
11/11/04,60200,ASCOMORPHA,0.8,,
11/11/04,60400,BRACHIONUS,1.1,,
11/11/04,61808,KERATELLA TAUROCEPHALA,0.3,,
11/11/04,61900,LECANE,0.3,,
11/11/04,62201,MANFREDIUM EUDACTYLOTUM,0.3,,
11/11/04,63004,POLYARTHRA REMATA,1.4,,
11/11/04,63005,POLYARTHRA VULGARIS,9.8,,
2/15/05,10000,COPEPOD NAUPLII,0.3,,
4/18/05,10000,COPEPOD NAUPLII,9.2,,
4/18/05,20601,MESOCYCLOPS EDAX,0.8,,
4/18/05,51130,DAPHNIA PULICARIA,0.3,,
4/18/05,61801,KERATELLA COCHLEARIS,0.8,,
4/18/05,61918,LECANE TENUISETA,0.3,,
5/18/05,10000,COPEPOD NAUPLII,10.1,,
5/18/05,20302,DIACYCLOPS THOMASI,2.2,,
5/18/05,20601,MESOCYCLOPS EDAX,3.7,,
5/18/05,50700,BOSMINIDAE,0.3,,
5/18/05,51000,CHYDORUS,0.6,,
5/18/05,61702,KELLICOTTIA LONGISPINA,0.8,,
5/18/05,61801,KERATELLA COCHLEARIS,0.3,,
5/18/05,61806,KERATELLA QUADRATA,0.3,,
5/18/05,61809,KERATELLA TESTUDO,3.4,,
5/18/05,62001,LEPADELLA ACUMINATA,0.6,,
5/18/05,63005,POLYARTHRA VULGARIS,2,,
6/16/05,10000,COPEPOD NAUPLII,12.3,,
6/16/05,20601,MESOCYCLOPS EDAX,13.1,,
6/16/05,50700,BOSMINIDAE,10.6,,
6/16/05,51130,DAPHNIA PULICARIA,2.8,,
6/16/05,61801,KERATELLA COCHLEARIS,1.7,,
6/16/05,61808,KERATELLA TAUROCEPHALA,0.3,,
6/16/05,61809,KERATELLA TESTUDO,0.3,,
6/16/05,63005,POLYARTHRA VULGARIS,5,,
7/11/05,10000,COPEPOD NAUPLII,13.7,,
7/11/05,20601,MESOCYCLOPS EDAX,13.2,,
7/11/05,50700,BOSMINIDAE,8.7,,
7/11/05,51130,DAPHNIA PULICARIA,6.7,,
7/11/05,61801,KERATELLA COCHLEARIS,0.3,,
7/11/05,63005,POLYARTHRA VULGARIS,14.8,,
8/8/05,10000,COPEPOD NAUPLII,3.4,,
8/8/05,20601,MESOCYCLOPS EDAX,3.7,,
8/8/05,51000,CHYDORUS,0.3,,
8/8/05,51130,DAPHNIA PULICARIA,3.1,,
8/8/05,61803,KERATELLA CRASSA,0.3,,
8/8/05,63005,POLYARTHRA VULGARIS,4.2,,
8/8/05,88888,UNKNOWN ROTIFER,0.3,,
9/8/05,10000,COPEPOD NAUPLII,2,,
9/8/05,20601,MESOCYCLOPS EDAX,2.9,,
9/8/05,50700,BOSMINIDAE,4.5,,
9/8/05,51000,CHYDORUS,0.3,,
9/8/05,61502,GASTROPUS STYLIFER,0.3,,
9/8/05,61801,KERATELLA COCHLEARIS,0.3,,
9/8/05,63005,POLYARTHRA VULGARIS,30.5,,
9/8/05,63400,SYNCHAETA,0.3,,
10/5/05,20601,MESOCYCLOPS EDAX,6.7,,
10/5/05,50700,BOSMINIDAE,8.7,,
10/5/05,51000,CHYDORUS,0.3,,
10/5/05,51130,DAPHNIA PULICARIA,1.4,,
10/5/05,61801,KERATELLA COCHLEARIS,0.3,,
10/5/05,61806,KERATELLA QUADRATA,0.3,,
10/5/05,62000,LEPADELLA,0.3,,
10/5/05,63005,POLYARTHRA VULGARIS,2.2,,
10/5/05,88888,UNKNOWN ROTIFER,0.6,,
11/17/05,50700,BOSMINIDAE,296.8,,
11/17/05,51000,CHYDORUS,0.3,,
11/17/05,60500,CEPHALODELLA,1.1,,
11/17/05,61300,EUCHLANIS,0.3,,
11/17/05,61800,KERATELLA,1.7,,
11/17/05,61808,KERATELLA TAUROCEPHALA,1.1,,
11/17/05,62406,MONOSTYLA LUNARIS,0.8,,
11/17/05,62902,PLOESOMA LENTICULARE,0.3,,
11/17/05,63005,POLYARTHRA VULGARIS,29.4,,
11/17/05,63400,SYNCHAETA,0.3,,
11/17/05,63700,TRICHOTRIA,0.3,,
2/22/06,61800,KERATELLA,0.3,,
4/18/06,10000,COPEPOD NAUPLII,3.4,,
4/18/06,20601,MESOCYCLOPS EDAX,7,,
4/18/06,61800,KERATELLA,0.3,,
4/18/06,88888,UNKNOWN ROTIFER,2.5,,
5/18/06,10000,COPEPOD NAUPLII,16,,
5/18/06,20601,MESOCYCLOPS EDAX,3.9,,
5/18/06,50700,BOSMINIDAE,0.8,,
5/18/06,51000,CHYDORUS,0.3,,
5/18/06,61701,KELLICOTTIA BOSTONIENSIS,0.3,,
5/18/06,61800,KERATELLA,0.6,,
5/18/06,61808,KERATELLA TAUROCEPHALA,0.6,,
5/18/06,61810,KERATELLA TICINENSIS,0.6,,
5/18/06,63003,POLYARTHRA MAJOR,0.6,,
6/12/06,10000,COPEPOD NAUPLII,16,30,0.2
6/12/06,20601,MESOCYCLOPS EDAX,27.8,95,0.62
6/12/06,50700,BOSMINIDAE,34.4,100,0.34
6/12/06,51000,CHYDORUS,0.6,3,0.27
6/12/06,51130,DAPHNIA PULICARIA,0.3,,
6/12/06,62000,LEPADELLA,0.3,,
6/12/06,62406,MONOSTYLA LUNARIS,0.3,,
7/11/06,10000,COPEPOD NAUPLII,9,,
7/11/06,20601,MESOCYCLOPS EDAX,13.8,,
7/11/06,50700,BOSMINIDAE,16.8,,
7/11/06,51130,DAPHNIA PULICARIA,1.1,,
7/11/06,62400,MONOSTYLA,0.3,,
8/8/06,10000,COPEPOD NAUPLII,1.7,,
8/8/06,20601,MESOCYCLOPS EDAX,7.4,26,0.73
8/8/06,50700,BOSMINIDAE,5,18,0.37
8/8/06,51130,DAPHNIA PULICARIA,6.2,22,0.73
8/8/06,61801,KERATELLA COCHLEARIS,0.6,,
8/8/06,61804,KERATELLA EARLINAE,0.3,,
8/8/06,61900,LECANE,0.3,1,0.19
9/7/06,10000,COPEPOD NAUPLII,8.7,31,0.22
9/7/06,20601,MESOCYCLOPS EDAX,21,70,0.73
9/7/06,50700,BOSMINIDAE,13.2,46,0.4
9/7/06,51130,DAPHNIA PULICARIA,8.7,30,0.73
9/7/06,61502,GASTROPUS STYLIFER,1.4,,
9/7/06,61701,KELLICOTTIA BOSTONIENSIS,6.2,,
9/7/06,61808,KERATELLA TAUROCEPHALA,6.7,,
9/7/06,63004,POLYARTHRA REMATA,0.3,,
9/7/06,63005,POLYARTHRA VULGARIS,4.2,,
10/2/06,10000,COPEPOD NAUPLII,2,7,0.26
10/2/06,20000,CYCLOPOID,0.6,2,0.29
10/2/06,20601,MESOCYCLOPS EDAX,8.2,29,0.79
10/2/06,50700,BOSMINIDAE,4.2,15,0.41
10/2/06,51000,CHYDORUS,1.4,5,0.22
10/2/06,51130,DAPHNIA PULICARIA,16.2,57,0.86
10/2/06,62000,LEPADELLA,0.3,,
10/2/06,62406,MONOSTYLA LUNARIS,0.3,,
10/2/06,63005,POLYARTHRA VULGARIS,38.9,,
11/1/06,20302,DIACYCLOPS THOMASI,0.3,1,0.97
11/1/06,20601,MESOCYCLOPS EDAX,1.7,6,0.91
11/1/06,50700,BOSMINIDAE,7.3,26,0.44
11/1/06,51000,CHYDORUS,1.7,6,0.3
11/1/06,51130,DAPHNIA PULICARIA,7.2,25,1.17
11/1/06,61801,KERATELLA COCHLEARIS,0.3,,
11/1/06,61911,LECANE MIRA,0.6,2,0.1
11/1/06,62201,MANFREDIUM EUDACTYLOTUM,0.3,,
11/1/06,63005,POLYARTHRA VULGARIS,0.3,,
11/1/06,88888,UNKNOWN ROTIFER,1.1,,
2/21/07,50700,BOSMINIDAE,166.3,64,0.39
2/21/07,60200,ASCOMORPHA,141.1,,
2/21/07,88888,UNKNOWN ROTIFER,1.1,,
4/25/07,10000,COPEPOD NAUPLII,3.4,,
4/25/07,20601,MESOCYCLOPS EDAX,3.4,,
4/25/07,50700,BOSMINIDAE,16.8,,
4/25/07,51000,CHYDORUS,0.3,,
4/25/07,51130,DAPHNIA PULICARIA,0.6,,
4/25/07,60200,ASCOMORPHA,328.2,,
4/25/07,61800,KERATELLA,0.6,,
4/25/07,61808,KERATELLA TAUROCEPHALA,5.6,,
4/25/07,88888,UNKNOWN ROTIFER,3.4,,
5/22/07,10000,COPEPOD NAUPLII,30.8,,
5/22/07,20601,MESOCYCLOPS EDAX,10.7,,
5/22/07,50700,BOSMINIDAE,58.8,,
5/22/07,51000,CHYDORUS,0.6,,
5/22/07,51130,DAPHNIA PULICARIA,5.6,,
5/22/07,61804,KERATELLA EARLINAE,0.3,,
5/22/07,61808,KERATELLA TAUROCEPHALA,1.1,,
5/22/07,63005,POLYARTHRA VULGARIS,1.4,,
6/18/07,10000,COPEPOD NAUPLII,33,,
6/18/07,20601,MESOCYCLOPS EDAX,14.1,,
6/18/07,50700,BOSMINIDAE,15.7,,
6/18/07,51000,CHYDORUS,0.3,,
6/18/07,51130,DAPHNIA PULICARIA,21,,
6/18/07,51801,HOLOPEDIUM GIBBERUM,0.3,,
6/18/07,61808,KERATELLA TAUROCEPHALA,3.6,,
6/18/07,63005,POLYARTHRA VULGARIS,21.3,15,0.12
7/17/07,10000,COPEPOD NAUPLII,5.6,,
7/17/07,20302,DIACYCLOPS THOMASI,0.3,,
7/17/07,20601,MESOCYCLOPS EDAX,5.1,,
7/17/07,30000,CALANOID,0.3,,
7/17/07,50700,BOSMINIDAE,4.5,,
7/17/07,51130,DAPHNIA PULICARIA,8.7,,
7/17/07,60900,CONOCHILUS,0.6,,
7/17/07,61810,KERATELLA TICINENSIS,0.3,,
7/17/07,62400,MONOSTYLA,0.3,,
7/17/07,63005,POLYARTHRA VULGARIS,19,,
8/13/07,20601,MESOCYCLOPS EDAX,0.3,,
8/13/07,61502,GASTROPUS STYLIFER,0.3,,
8/13/07,61701,KELLICOTTIA BOSTONIENSIS,0.3,,
8/13/07,61808,KERATELLA TAUROCEPHALA,0.3,,
8/13/07,63005,POLYARTHRA VULGARIS,1.4,,
9/13/07,10000,COPEPOD NAUPLII,106.4,,
9/13/07,20901,TROPOCYCLOPS PRASINUS MEXICANUS,56,8,0.5
9/13/07,30000,CALANOID,0.3,,
9/13/07,30801,SKISTODIAPTOMUS OREGONENSIS,1.1,,
9/13/07,50700,BOSMINIDAE,6.7,,
9/13/07,51000,CHYDORUS,0.3,,
9/13/07,60200,ASCOMORPHA,109.2,24,0.13
9/13/07,60800,CONOCHILOIDES,8.4,,
9/13/07,61702,KELLICOTTIA LONGISPINA,2.8,,
9/13/07,61805,KERATELLA HIEMALIS,2.8,,
9/13/07,61808,KERATELLA TAUROCEPHALA,3729.6,37,0.11
9/13/07,63005,POLYARTHRA VULGARIS,25.2,10,0.12
9/13/07,63400,SYNCHAETA,2.8,7,0.18
9/13/07,63612,TRICHOCERCA MULTICRINIS,8.4,1,0.19
10/9/07,10000,COPEPOD NAUPLII,2.8,,
10/9/07,20901,TROPOCYCLOPS PRASINUS MEXICANUS,37.5,4,0.5
