"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.int","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.surf","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","sampledate","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y"
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Mallomonas",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Cyclotella",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Nitzschia",51.1875
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Synura",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Discostella",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Anabaena",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Chroococcus",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Planktolyngabia",12880.52988
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Staurosira",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Chroococcus cf. kidneys",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Cosmarium",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Planktothrix",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Small Chroococcus",0
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Long thin rod",6351.810414
2008-08-25,17.79,8.85,99.85,104.77,0.23,2.46,1.48,7.56,8.04,718.22,8.67,8.78,3.46,3.37,2.11,NA,8.59,227.25,258.88,7.43,13.29,3036.34,NA,NA,0.29,6.53,2.16,11.65,3.34,3.05,0.76,0.2,0.03,2008-08-25,0.8,2008-08-26,2008-08-24,NA,NA,NA,NA,NA,NA,2008-08-25,"TotalBiovolume",71584.60772,2008-08-26,2008-08-24,"Aphanothece bacilloidea",0
2008-09-08,16.51,8.1,89.74,NA,0.19,0.83,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2008-09-08,-2.3,2008-09-09,2008-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-23,15.97,8.44,92.83,NA,0.21,3.35,0.82,7.5,7.93,NA,8.68,8.83,3.08,2.98,3.29,NA,21.05,265.61,314.39,4.56,12.46,2922.78,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,2008-09-23,2.1,2008-09-24,2008-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-07,13.56,8.16,85.01,NA,0.17,2.69,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2008-10-07,2.2,2008-10-08,2008-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-20,12.14,8.63,86.42,NA,0.13,3.4,1.49,7.42,7.61,NA,9.02,9.03,3.27,2.99,12.03,NA,30.82,1085.92,887.1,28.58,29.23,3209.93,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,2008-10-20,2.6,2008-10-21,2008-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cf. Komvophoron / Trichormus",557.5086495
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cryptomonad",12885.5364
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cyclostephanos",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Limnothrix",62.070481
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Lindavia",1688.065406
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Microcystis",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Naked Dinoflagellate",7003.540037
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Peanut",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"TotalBiovolume",77010.33942
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,NA,4636.068117
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Armored Dinoflagellate",874.8631698
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cf. Planktolyngabia",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cocconeis",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Rhoicosphenia",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Diatoma mesodon",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Dinobryon",10340.87
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Elakatothrix",2.597609
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Navicula",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Sellaphora",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Asterionella",4910.280748
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Asterocapsa",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cyanobacteria",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Fragilaria",6845.41
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Nostoc",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cf. Cavinula",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Merismopedia",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Diploneis",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Encyonema",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Planothidium",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Cf. Coelosphaerium",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Hippodonta",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Epithemia",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Euglena",14785.576
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Placoneis",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Tetraedron victoriae",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Flagellated Green",4101.66979
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Aulacoseira",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Pseudostaurosira",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Stauroforma",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Stephanodiscus",308.907465
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Tabellaria",0
2008-11-12,8.12,10.25,92.12,105.49,0.11,3.87,1.4,7.49,7.9,716.68,8.52,8.6,3.22,3.25,25.48,NA,23.39,219.75,257.44,2.62,7.38,3179.99,NA,NA,0.06,6.63,2.09,12.79,3.57,3.27,0.75,0.05,0,2008-11-12,3.6,2008-11-13,2008-11-11,NA,NA,NA,NA,NA,NA,2008-11-12,"TotalBiovolume",77010.33942,2008-11-13,2008-11-11,"Achnanthidium",0
