raw_id,lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,taxa_id
809,TB,2013,2013-5-13,,0m,Chrysophyta,Dinobryon ,14,29.528626,Dinobryon,1,762.2314,762.2314,793194.1593,0.79319416,1123
810,TB,2013,2013-5-13,,0m,Chrysophyta,Dinobryon cyst,18,15.596339,Dinobryon,1,127.0386,127.0386,418946.8478,0.41894685,1126
811,TB,2013,2013-5-13,,0m,Chrysophyta,Dinobryon sociale,40,1.075114,Dinobryon,1,105.8655,105.8655,28879.5717,0.02887957,9733
812,TB,2013,2013-5-13,,0m,Chrysophyta,Dinobryon sociale,70,0.123813,Dinobryon,1,21.1731,21.1731,3325.8612,0.00332586,9736
813,TB,2013,2013-5-13,,0m,Chrysophyta,Gonyostomum semen,60,19.810157,Gonyostomum,1,21.1731,21.1731,532137.9065,0.53213791,7111
814,TB,2013,2013-5-13,,0m,Chrysophyta,Mallomonas ,13,1.342138,Mallomonas,1,63.5193,63.5193,36052.3449,0.03605234,1180
815,TB,2013,2013-5-13,,0m,Cryptophyta,Cryptomonas erosa,26,6.392078,Cryptomonas,1,84.6924,84.6924,171703.1682,0.17170317,3015
816,TB,2013,2013-5-13,,0m,Cryptophyta,Rhodomonas minuta,20,0.825423,Rhodomonas,1,42.3462,42.3462,22172.4138,0.02217241,3043
817,TB,2013,2013-5-13,,0m,Cyanophyta,Synechococcus elongatus,4,0.001651,Synechococcus,1,21.1731,21.1731,44.3449,0.00004434,4321
818,TB,2013,2013-5-13,,0m,Cyanophyta,Synechocystis ,1.5,0.001393,Synechocystis,1,21.1731,21.1731,37.415,0.00003742,4285
819,TB,2013,2013-5-13,,0m,Euglenophyta,Euglena ,10,0.287247,Euglena,1,42.3462,42.3462,7716.0008,0.007716,5020
820,TB,2013,2013-5-13,,0m,Euglenophyta,Trachelomonas ,30,0.950888,Trachelomonas,1,21.1731,21.1731,25542.62,0.02554262,5040
821,TB,2013,2013-5-13,,0m,Miscellaneous,Miscellaneous,12,2.47627,,1,105.8655,105.8655,66517.2351,0.06651724,7140
822,TB,2013,2013-5-13,,0m,Pyrrhophyta,Gymnodinium sp. 1,24,1.981016,Gymnodinium,1,21.1731,21.1731,53213.7902,0.05321379,6032
823,TB,2013,2013-5-13,,0m,Pyrrhophyta,Gymnodinium sp. 2,12.4,2.258358,Gymnodinium,1,190.5579,190.5579,60663.7299,0.06066373,6033
824,TB,2013,2013-5-13,,0m,Pyrrhophyta,Peridinium ,28,0.282226,Peridinium,1,1.2781,1.2781,7581.1234,0.00758112,6040
825,TB,2013,2013-7-10,,0m,Bacillariophyta,Asterionella formosa,42,1.008635,Asterionella,2,8.4692,16.9385,6402.7438,0.00640274,1021
826,TB,2013,2013-7-10,,0m,Bacillariophyta,Fragilaria filiformis,74.8,1.745099,Fragilaria,1.2,50.8154,60.9785,11077.7631,0.01107776,1477
827,TB,2013,2013-7-10,,0m,Bacillariophyta,Tabellaria flocculosa,44,2.113331,Tabellaria,1,16.9385,16.9385,13415.2727,0.01341527,1332
828,TB,2013,2013-7-10,,0m,Chlorophyta,Chlorococcaceae,5.4,2.388278,,1,118.5693,118.5693,15160.6065,0.01516061,2683
829,TB,2013,2013-7-10,,0m,Chlorophyta,Chlamydomonas ,7,3.613016,Chlamydomonas,1,84.6924,84.6924,22935.1619,0.02293516,2080
830,TB,2013,2013-7-10,,0m,Chlorophyta,Cosmarium ,8,0.089417,Cosmarium,1,8.4692,8.4692,567.6134,0.00056761,2180
831,TB,2013,2013-7-10,,0m,Chlorophyta,Monomastix astigmata,5,0.027943,Monomastix,1,8.4692,8.4692,177.3797,0.00017738,2861
832,TB,2013,2013-7-10,,0m,Chlorophyta,Monomastix minuta,4.6667,0.17604,Monomastix,1,101.6309,101.6309,1117.4922,0.00111749,1000538
833,TB,2013,2013-7-10,,0m,Chlorophyta,Monoraphidium arcuatum,53.4,2.042664,Monoraphidium,1,228.6694,228.6694,12966.6767,0.01296668,2031
834,TB,2013,2013-7-10,,0m,Chlorophyta,Monoraphidium griffithii,20,0.075447,Monoraphidium,1,25.4077,25.4077,478.9252,0.00047893,1000031
835,TB,2013,2013-7-10,,0m,Chlorophyta,Oocystis parva,5,0.031435,Oocystis,1,8.4692,8.4692,199.5513,0.00019955,2363
836,TB,2013,2013-7-10,,0m,Chlorophyta,Oocystis pusilla,4,0.011177,Oocystis,1,8.4692,8.4692,70.9519,0.00007095,2367
837,TB,2013,2013-7-10,,0m,Chlorophyta,Staurastrum ,32,2.149505,Staurastrum,1,8.4692,8.4692,13644.9026,0.0136449,2530
838,TB,2013,2013-7-10,,0m,Chlorophyta,Staurastrum hexacerum,40,0.1861,Staurastrum,1,8.4692,8.4692,1181.346,0.00118135,2538
839,TB,2013,2013-7-10,,0m,Chlorophyta,Teilingia granulata,8,0.192121,Teilingia,1,8.4692,8.4692,1219.5702,0.00121957,2931
840,TB,2013,2013-7-10,,0m,Chrysophyta,Chrysophyceae,7,3.27776,,1,50.8154,50.8154,20806.9813,0.02080698,1653
841,TB,2013,2013-7-10,,0m,Chrysophyta,Chrysophyceae,2.1,0.522734,,1,592.8466,592.8466,3318.2813,0.00331828,1652
842,TB,2013,2013-7-10,,0m,Chrysophyta,Dinobryon crenulatum,30,0.209571,Dinobryon,1,16.9385,16.9385,1330.3445,0.00133034,10037
843,TB,2013,2013-7-10,,0m,Chrysophyta,Mallomonas akrokomas,18,0.677615,Mallomonas,1,42.3462,42.3462,4301.4497,0.00430145,1183
844,TB,2013,2013-7-10,,0m,Chrysophyta,Stichogloea olivacea,10.75,2.379371,Stichogloea,1.875,76.2231,142.9184,15104.0726,0.01510407,1611
845,TB,2013,2013-7-10,,0m,Cryptophyta,Cryptomonas erosa,16.6154,11.861104,Cryptomonas,1,143.977,143.977,75293.4138,0.07529341,3015
846,TB,2013,2013-7-10,,0m,Cryptophyta,Rhodomonas minuta,8,0.447086,Rhodomonas,1,84.6924,84.6924,2838.067,0.00283807,3043
847,TB,2013,2013-7-10,,0m,Cyanophyta,Synechocystis ,1.5,0.542253,Synechocystis,1,1947.9247,1947.9247,3442.1777,0.00344218,4285
848,TB,2013,2013-7-10,,0m,Haptophyta,Chrysochromulina parva,4,10.087389,Chrysochromulina,1,2117.3095,2117.3095,64034.0017,0.064034,1731
849,TB,2013,2013-7-10,,0m,Miscellaneous,Miscellaneous,8,0.089417,,1,8.4692,8.4692,567.6134,0.00056761,7140
850,TB,2013,2013-7-10,,0m,Pyrrhophyta,Gymnodinium sp. 2,12,0.268251,Gymnodinium,1,8.4692,8.4692,1702.8411,0.00170284,6033
851,TB,2013,2013-7-10,,0m,Pyrrhophyta,Gymnodinium sp. 3,8,0.13692,Gymnodinium,1,8.4692,8.4692,869.1589,0.00086916,6034
852,TB,2013,2013-7-10,,0m,Pyrrhophyta,Peridinium cinctum,48,53.650318,Peridinium,1,16.9385,16.9385,340568.2609,0.34056826,6041
853,TB,2013,2013-8-6,,0m,,Rhodospirillum rubrum,4.25,0.523743,Rhodospirillum,1,7304.7176,7304.7176,6095.7869,0.00609579,1000986
854,TB,2013,2013-8-6,,0m,Bacillariophyta,Asterionella formosa,87,1.862828,Asterionella,4,21.1731,84.6924,21681.2489,0.02168125,1021
855,TB,2013,2013-8-6,,0m,Bacillariophyta,Cyclotella sp. 1,6,0.154308,Cyclotella,1,21.1731,21.1731,1795.9654,0.00179597,1071
856,TB,2013,2013-8-6,,0m,Chlorophyta,Chlorococcaceae,5,0.533408,,1,84.6924,84.6924,6208.2732,0.00620827,2683
857,TB,2013,2013-8-6,,0m,Chlorophyta,Chlamydomonas ,8.4,12.431073,Chlamydomonas,1,741.0583,741.0583,144683.854,0.14468385,2080
858,TB,2013,2013-8-6,,0m,Chlorophyta,Monomastix minuta,4,0.137163,Monomastix,1,169.3848,169.3848,1596.4175,0.00159642,1000538
859,TB,2013,2013-8-6,,0m,Chlorophyta,Monoraphidium griffithii,34,0.262895,Monoraphidium,1,105.8655,105.8655,3059.798,0.0030598,1000031
860,TB,2013,2013-8-6,,0m,Chlorophyta,Oocystis parva,9.3,6.113235,Oocystis,1,423.4619,423.4619,71151.2527,0.07115125,2363
861,TB,2013,2013-8-6,,0m,Chrysophyta,Chrysophyceae,2.25,0.656997,,1,1164.5202,1164.5202,7646.7055,0.00764671,1652
862,TB,2013,2013-8-6,,0m,Chrysophyta,Dinobryon sociale,40,0.285754,Dinobryon,1,21.1731,21.1731,3325.8612,0.00332586,9733
863,TB,2013,2013-8-6,,0m,Chrysophyta,Dinobryon sociale,180,3.284269,Dinobryon,15.5,21.1731,328.183,38225.2401,0.03822524,9736
864,TB,2013,2013-8-6,,0m,Chrysophyta,Mallomonas ,12,2.194593,Mallomonas,1,63.5193,63.5193,25542.6221,0.02554262,1180
865,TB,2013,2013-8-6,,0m,Cryptophyta,Cryptomonas erosa,24.2,43.88881,Cryptomonas,1,592.8466,592.8466,510816.8882,0.51081689,3015
866,TB,2013,2013-8-6,,0m,Euglenophyta,Euglena ,12,1.426485,Euglena,1,42.3462,42.3462,16602.7043,0.0166027,5020
867,TB,2013,2013-8-6,,0m,Haptophyta,Chrysochromulina parva,4,0.275086,Chrysochromulina,1,105.8655,105.8655,3201.7001,0.0032017,1731
868,TB,2013,2013-8-6,,0m,Miscellaneous,Miscellaneous,12,25.603588,,1,741.0583,741.0583,297997.2579,0.29799726,7140
869,TB,2013,2013-8-6,,0m,Pyrrhophyta,Peridinium ,12,0.365765,Peridinium,1,21.1731,21.1731,4257.1026,0.0042571,6040
870,TB,2013,2013-11-8,,0m,,Rhodospirillum rubrum,4,0.499706,Rhodospirillum,1,705.7698,705.7698,4988.8045,0.0049888,1000986
871,TB,2013,2013-11-8,,0m,Chlorophyta,Chlamydomonas ,10,0.947589,Chlamydomonas,1,28.2308,28.2308,9460.229,0.00946023,2080
872,TB,2013,2013-11-8,,0m,Chlorophyta,Monomastix minuta,5,0.059225,Monomastix,1,28.2308,28.2308,591.2657,0.00059127,1000538
873,TB,2013,2013-11-8,,0m,Chrysophyta,Chrysophyceae,2,0.139308,,1,338.7695,338.7695,1390.7844,0.00139078,1652
874,TB,2013,2013-11-8,,0m,Chrysophyta,Dinobryon ,8,0.720641,Dinobryon,1,28.2308,28.2308,7194.5046,0.0071945,1123
875,TB,2013,2013-11-8,,0m,Cryptophyta,Cryptomonas erosa,26.3636,85.794476,Cryptomonas,1,705.7698,705.7698,856527.0521,0.85652705,3015
876,TB,2013,2013-11-8,,0m,Cyanophyta,Pseudanabaena limnetica,40,0.199882,Pseudanabaena,5,28.2308,141.154,1995.5162,0.00199552,4172
877,TB,2013,2013-11-8,,0m,Cyanophyta,Synechocystis ,1.5,9.743995,Synechocystis,1,55050.0459,55050.0459,97278.9361,0.09727894,4285
878,TB,2013,2013-11-8,,0m,Miscellaneous,Miscellaneous,10,1.895178,,1,56.4616,56.4616,18920.458,0.01892046,7140
879,SP,2013,2013-2-25,,0m,,Rhodospirillum rubrum,4,0.093626,Rhodospirillum,1,211.7309,211.7309,166.2935,0.00016629,1000986
880,SP,2013,2013-2-25,,0m,Bacillariophyta,Asterionella formosa,66,12.874693,Asterionella,1.5,25.4077,38.1116,22866.9421,0.02286694,1021
881,SP,2013,2013-2-25,,0m,Bacillariophyta,Cyclostephanos damasii,28,41.10618,Cyclostephanos,1,8.4692,8.4692,73009.3205,0.07300932,1523
882,SP,2013,2013-2-25,,0m,Bacillariophyta,Cyclotella atomus,4,0.239686,Cyclotella,1,16.9385,16.9385,425.7096,0.00042571,9856
883,SP,2013,2013-2-25,,0m,Bacillariophyta,Cyclotella hakanssoniae,7,3.408039,Cyclotella,1,42.3462,42.3462,6053.0701,0.00605307,1000073
884,SP,2013,2013-2-25,,0m,Chlorophyta,Chlorococcaceae,3,0.134822,,1,16.9385,16.9385,239.4626,0.00023946,2683
885,SP,2013,2013-2-25,,0m,Chlorophyta,Chlamydomonas ,8.5,6.025611,Chlamydomonas,1,42.3462,42.3462,10702.182,0.01070218,2080
886,SP,2013,2013-2-25,,0m,Chlorophyta,Monoraphidium arcuatum,20,0.301506,Monoraphidium,1,16.9385,16.9385,535.5133,0.00053551,2031
887,SP,2013,2013-2-25,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.037244,Monoraphidium,1,8.4692,8.4692,66.1515,0.00006615,8041
888,SP,2013,2013-2-25,,0m,Chlorophyta,Scenedesmus bijuga,4,0.119846,Scenedesmus,2,25.4077,50.8154,212.8557,0.00021286,2483
889,SP,2013,2013-2-25,,0m,Chlorophyta,Tetraedron regulare,4,0.085833,Tetraedron,1,16.9385,16.9385,152.4463,0.00015245,2567
890,SP,2013,2013-2-25,,0m,Chrysophyta,Chrysophyceae,2,5.285574,,1,2286.6942,2286.6942,9387.7944,0.00938779,1652
891,SP,2013,2013-2-25,,0m,Chrysophyta,Dinobryon ,6,1.123531,Dinobryon,1,25.4077,25.4077,1995.5167,0.00199552,1123
892,SP,2013,2013-2-25,,0m,Cryptophyta,Cryptomonas erosa,17.3333,12.300563,Cryptomonas,1,42.3462,42.3462,21847.2163,0.02184722,3015
893,SP,2013,2013-2-25,,0m,Cryptophyta,Rhodomonas minuta,8,3.675183,Rhodomonas,1,194.7925,194.7925,6527.5541,0.00652755,3043
894,SP,2013,2013-2-25,,0m,Cryptophyta,Rhodomonas minuta,12,1.797648,Rhodomonas,1,33.877,33.877,3192.8281,0.00319283,3041
895,SP,2013,2013-2-25,,0m,Cyanophyta,Aphanocapsa delicatissima,8,0.012482,Aphanocapsa,5,8.4692,42.3462,22.1725,0.00002217,4054
896,SP,2013,2013-2-25,,0m,Cyanophyta,Pseudanabaena limnetica,80,0.937597,Pseudanabaena,20,12.7815,255.6299,1665.2769,0.00166528,4172
897,SP,2013,2013-2-25,,0m,Euglenophyta,Euglena ,13.3333,5.404925,Euglena,1,25.4077,25.4077,9599.7684,0.00959977,5020
898,SP,2013,2013-2-25,,0m,Euglenophyta,Trachelomonas volvocina,16,4.314354,Trachelomonas,1,8.4692,8.4692,7662.786,0.00766279,5047
899,SP,2013,2013-2-25,,0m,Haptophyta,Chrysochromulina parva,4,0.721057,Chrysochromulina,1,42.3462,42.3462,1280.68,0.00128068,1731
900,SP,2013,2013-5-16,,0m,Bacillariophyta,Cyclostephanos damasii,24,3.451463,Cyclostephanos,1,1.5338,1.5338,8326.3864,0.00832639,1523
901,SP,2013,2013-5-16,,0m,Bacillariophyta,Cyclotella hakanssoniae,8,0.705863,Cyclotella,1,8.4692,8.4692,1702.8411,0.00170284,1000073
902,SP,2013,2013-5-16,,0m,Bacillariophyta,Cyclotella sp. 1,5.5,0.470116,Cyclotella,1,16.9385,16.9385,1134.119,0.00113412,1071
903,SP,2013,2013-5-16,,0m,Bacillariophyta,Cymbella ,112,1.582396,Cymbella,1,0.5113,0.5113,3817.4069,0.00381741,1090
904,SP,2013,2013-5-16,,0m,Bacillariophyta,Fragilaria capucina,16,0.705863,Fragilaria,1,8.4692,8.4692,1702.8411,0.00170284,9397
905,SP,2013,2013-5-16,,0m,Bacillariophyta,Fragilaria crotonensis,112,1.789648,Fragilaria,2,1.5338,3.0676,4317.3855,0.00431739,1152
906,SP,2013,2013-5-16,,0m,Bacillariophyta,Fragilaria filiformis,70,3.931959,Fragilaria,1,33.877,33.877,9485.5464,0.00948555,1477
907,SP,2013,2013-5-16,,0m,Chlorophyta,Chlorococcaceae,7,2.933743,,1,25.4077,25.4077,7077.4329,0.00707743,2683
908,SP,2013,2013-5-16,,0m,Chlorophyta,Chlamydomonas ,5.6667,1.293305,Chlamydomonas,1,33.877,33.877,3119.9961,0.00312,2080
909,SP,2013,2013-5-16,,0m,Chlorophyta,Monomastix minuta,5,0.220583,Monomastix,1,25.4077,25.4077,532.1392,0.00053214,1000538
910,SP,2013,2013-5-16,,0m,Chlorophyta,Scenedesmus bijuga,5,0.036764,Scenedesmus,2,8.4692,16.9385,88.6899,0.00008869,2483
911,SP,2013,2013-5-16,,0m,Chlorophyta,Schroederia judayi,40,0.15882,Schroederia,1,16.9385,16.9385,383.1399,0.00038314,2491
912,SP,2013,2013-5-16,,0m,Chrysophyta,Chrysophyceae,2.2,5.970875,,1,2371.3866,2371.3866,14404.2764,0.01440428,1652
913,SP,2013,2013-5-16,,0m,Chrysophyta,Chrysolykos skujai,20,0.165435,Chrysolykos,1,16.9385,16.9385,399.1027,0.0003991,1492
914,SP,2013,2013-5-16,,0m,Chrysophyta,Dinobryon ,6,1.102912,Dinobryon,1,33.877,33.877,2660.689,0.00266069,1123
915,SP,2013,2013-5-16,,0m,Chrysophyta,Dinobryon cyst,12,0.1892,Dinobryon,1,0.5113,0.5113,456.4299,0.00045643,1126
916,SP,2013,2013-5-16,,0m,Cryptophyta,Cryptomonas erosa,17.4,61.650547,Cryptomonas,1,160.9155,160.9155,148727.2303,0.14872723,3015
917,SP,2013,2013-5-16,,0m,Cryptophyta,Cryptomonas lucens,10,0.330875,Cryptomonas,1,8.4692,8.4692,798.207,0.00079821,3018
918,SP,2013,2013-5-16,,0m,Cryptophyta,Rhodomonas minuta,8,0.705863,Rhodomonas,1,50.8154,50.8154,1702.8402,0.00170284,3043
919,SP,2013,2013-5-16,,0m,Cryptophyta,Rhodomonas minuta,12,2.316115,Rhodomonas,1,59.2847,59.2847,5587.4492,0.00558745,3041
920,SP,2013,2013-5-16,,0m,Cyanophyta,Synechocystis ,1.5,0.006205,Synechocystis,1,8.4692,8.4692,14.966,0.00001497,4285
921,SP,2013,2013-5-16,,0m,Haptophyta,Chrysochromulina parva,4,7.618297,Chrysochromulina,1,601.3159,601.3159,18378.5586,0.01837856,1731
922,SP,2013,2013-5-16,,0m,Pyrrhophyta,Gymnodinium helveticum,40,2.663164,Gymnodinium,1,1.5338,1.5338,6424.6808,0.00642468,124569
923,SP,2013,2013-7-8,,0m,,Rhodospirillum rubrum,4,0.001412,Rhodospirillum,1,16.9385,16.9385,13.3035,0.0000133,1000986
924,SP,2013,2013-7-8,,0m,Bacillariophyta,Asterionella formosa,102,4.983716,Asterionella,1.5,50.8154,76.2231,46953.4545,0.04695345,1021
925,SP,2013,2013-7-8,,0m,Bacillariophyta,Cyclostephanos damasii,16,2.891877,Cyclostephanos,1,16.9385,16.9385,27245.4602,0.02724546,1523
926,SP,2013,2013-7-8,,0m,Bacillariophyta,Cyclotella atomus,4,0.090371,Cyclotella,1,33.877,33.877,851.4193,0.00085142,9856
927,SP,2013,2013-7-8,,0m,Bacillariophyta,Cyclotella hakanssoniae,5.6,2.282439,Cyclotella,1,304.8926,304.8926,21503.7065,0.02150371,1000073
928,SP,2013,2013-7-8,,0m,Bacillariophyta,Fragilaria crotonensis,100,3.368824,Fragilaria,7.8629,2.045,16.0799,31738.9514,0.03173895,1152
929,SP,2013,2013-7-8,,0m,Bacillariophyta,Fragilaria delicatissima,96,1.553366,Fragilaria,1,16.9385,16.9385,14634.843,0.01463484,1314
930,SP,2013,2013-7-8,,0m,Bacillariophyta,Fragilaria filiformis,85.2,9.880415,Fragilaria,1,372.6465,372.6465,93087.0869,0.09308709,1477
931,SP,2013,2013-7-8,,0m,Bacillariophyta,Lindavia intermedia,20,5.648198,Lindavia,1,16.9385,16.9385,53213.7915,0.05321379,1000936
932,SP,2013,2013-7-8,,0m,Bacillariophyta,Nitzschia palea,20,0.225928,Nitzschia,1,16.9385,16.9385,2128.5515,0.00212855,9123
933,SP,2013,2013-7-8,,0m,Bacillariophyta,Tabellaria flocculosa,96,0.166705,Tabellaria,2,0.5113,1.0225,1570.5903,0.00157059,1332
934,SP,2013,2013-7-8,,0m,Bacillariophyta,Ulnaria ulna,240,0.208381,Ulnaria,1,0.5113,0.5113,1963.2378,0.00196324,1315
935,SP,2013,2013-7-8,,0m,Bacillariophyta,Urosolenia longiseta,120,33.550298,Urosolenia,1,186.3232,186.3232,316089.9107,0.31608991,111368
936,SP,2013,2013-7-8,,0m,Chlorophyta,Chlorococcaceae,3.2,0.17886,,1,84.6924,84.6924,1685.1073,0.00168511,2683
937,SP,2013,2013-7-8,,0m,Chlorophyta,Chlamydomonas ,6,0.496816,Chlamydomonas,1,50.8154,50.8154,4680.6852,0.00468069,2080
938,SP,2013,2013-7-8,,0m,Chlorophyta,Cosmarium ,10,0.301237,Cosmarium,1,33.877,33.877,2838.0687,0.00283807,2180
939,SP,2013,2013-7-8,,0m,Chlorophyta,Cosmarium tenue,8,0.48198,Cosmarium,1,67.7539,67.7539,4540.9072,0.00454091,2185
940,SP,2013,2013-7-8,,0m,Chlorophyta,Monomastix minuta,4,0.015061,Monomastix,1,33.877,33.877,141.9038,0.0001419,1000538
941,SP,2013,2013-7-8,,0m,Chlorophyta,Monoraphidium arcuatum,29.3333,3.15631,Monoraphidium,1,813.0468,813.0468,29736.7814,0.02973678,2031
942,SP,2013,2013-7-8,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.014043,Monoraphidium,1,16.9385,16.9385,132.303,0.0001323,8041
943,SP,2013,2013-7-8,,0m,Chlorophyta,Monoraphidium griffithii,50,0.423615,Monoraphidium,1,84.6924,84.6924,3991.0352,0.00399104,1000031
944,SP,2013,2013-7-8,,0m,Chlorophyta,Oocystis parva,6,0.090371,Oocystis,1,16.9385,16.9385,851.4209,0.00085142,2363
945,SP,2013,2013-7-8,,0m,Chlorophyta,Selenastrum minutum,6,0.080245,Selenastrum,1,16.9385,16.9385,756.0201,0.00075602,2501
946,SP,2013,2013-7-8,,0m,Chlorophyta,Staurastrum dejectum,60,1.67808,Staurastrum,1,16.9385,16.9385,15809.8176,0.01580982,2531
947,SP,2013,2013-7-8,,0m,Chlorophyta,Tetraedron muticum,4,0.016181,Tetraedron,1,16.9385,16.9385,152.4463,0.00015245,8332
948,SP,2013,2013-7-8,,0m,Chrysophyta,Chrysophyceae,2.2,1.037463,,1,1609.1552,1609.1552,9774.3304,0.00977433,1652
949,SP,2013,2013-7-8,,0m,Chrysophyta,Bitrichia chodatii,40,0.376547,Bitrichia,1,33.877,33.877,3547.5876,0.00354759,1000927
950,SP,2013,2013-7-8,,0m,Chrysophyta,Chrysococcus minutus,8,0.054373,Chrysococcus,1,16.9385,16.9385,512.272,0.00051227,1472
951,SP,2013,2013-7-8,,0m,Chrysophyta,Dinobryon ,7,0.39255,Dinobryon,1,50.8154,50.8154,3698.3569,0.00369836,1123
952,SP,2013,2013-7-8,,0m,Chrysophyta,Dinobryon divergens,102.6667,2.635826,Dinobryon,2.3333,67.7539,158.0902,24833.0994,0.0248331,1128
953,SP,2013,2013-7-8,,0m,Chrysophyta,Mallomonas ,13,1.566434,Mallomonas,1,33.877,33.877,14757.9586,0.01475796,1180
954,SP,2013,2013-7-8,,0m,Cryptophyta,Cryptomonas erosa,17,6.807962,Cryptomonas,1,135.5078,135.5078,64140.3567,0.06414036,3015
955,SP,2013,2013-7-8,,0m,Cryptophyta,Cryptomonas rostratiformis,44,5.301775,Cryptomonas,1,16.9385,16.9385,49950.0115,0.04995001,3069
956,SP,2013,2013-7-8,,0m,Cryptophyta,Rhodomonas minuta,12,0.84723,Rhodomonas,1,84.6924,84.6924,7982.0703,0.00798207,3041
957,SP,2013,2013-7-8,,0m,Cryptophyta,Rhodomonas minuta,8,0.963958,Rhodomonas,1,271.0156,271.0156,9081.8144,0.00908181,3043
958,SP,2013,2013-7-8,,0m,Cyanophyta,Pseudanabaena galeata,14,0.15815,Pseudanabaena,4.1667,33.877,141.1551,1489.9862,0.00148999,4463
959,SP,2013,2013-7-8,,0m,Cyanophyta,Pseudanabaena limnetica,100,0.317712,Pseudanabaena,25,16.9385,423.4619,2993.276,0.00299328,4172
960,SP,2013,2013-7-8,,0m,Cyanophyta,Synechococcus elongatus,8,0.030124,Synechococcus,2,135.5078,271.0156,283.8075,0.00028381,4321
961,SP,2013,2013-7-8,,0m,Cyanophyta,Synechocystis ,1.5,0.012708,Synechocystis,1,67.7539,67.7539,119.7279,0.00011973,4285
962,SP,2013,2013-7-8,,0m,Haptophyta,Chrysochromulina parva,4,7.014167,Chrysochromulina,1,2185.0634,2185.0634,66083.0897,0.06608309,1731
963,SP,2013,2013-7-8,,0m,Pyrrhophyta,Peridinium bipes,48,0.698292,Peridinium,1,0.5113,0.5113,6578.8732,0.00657887,124819
964,SP,2013,2013-8-5,,0m,,Rhodospirillum rubrum,4,0.545935,Rhodospirillum,1,603.4332,603.4332,4265.4279,0.00426543,1000986
965,SP,2013,2013-8-5,,0m,Bacillariophyta,Cyclotella atomus,4,0.068109,Cyclotella,1,21.1731,21.1731,532.137,0.00053214,9856
966,SP,2013,2013-8-5,,0m,Bacillariophyta,Cyclotella hakanssoniae,4.9,9.340242,Cyclotella,1,1524.4628,1524.4628,72976.0347,0.07297603,1000073
967,SP,2013,2013-8-5,,0m,Bacillariophyta,Fragilaria delicatissima,70,2.560908,Fragilaria,1,31.7596,31.7596,20008.5744,0.02000857,1314
968,SP,2013,2013-8-5,,0m,Bacillariophyta,Fragilaria filiformis,90.5714,7.914426,Fragilaria,1,148.2117,148.2117,61836.0248,0.06183602,1477
969,SP,2013,2013-8-5,,0m,Bacillariophyta,Lindavia intermedia,20,4.256789,Lindavia,1,10.5865,10.5865,33258.6197,0.03325862,1000936
970,SP,2013,2013-8-5,,0m,Bacillariophyta,Synedra ulna,240,5.203115,Synedra,1,10.5865,10.5865,40652.3416,0.04065234,9776
971,SP,2013,2013-8-5,,0m,Bacillariophyta,Tabellaria flocculosa,66,5.967323,Tabellaria,1,31.7596,31.7596,46623.1543,0.04662315,1332
972,SP,2013,2013-8-5,,0m,Bacillariophyta,Urosolenia longiseta,135,43.632088,Urosolenia,1,264.6637,264.6637,340900.8499,0.34090085,111368
973,SP,2013,2013-8-5,,0m,Chlorophyta,Chlorococcaceae,3.3333,0.12865,,1,42.3462,42.3462,1005.1503,0.00100515,2683
974,SP,2013,2013-8-5,,0m,Chlorophyta,Chlamydomonas ,6,0.996688,Chlamydomonas,1,63.5193,63.5193,7787.2038,0.0077872,2080
975,SP,2013,2013-8-5,,0m,Chlorophyta,Closterium ,80,0.726492,Closterium,1,10.5865,10.5865,5676.1372,0.00567614,1000012
976,SP,2013,2013-8-5,,0m,Chlorophyta,Monoraphidium arcuatum,30.8,0.194366,Monoraphidium,1,52.9327,52.9327,1518.6032,0.0015186,2031
977,SP,2013,2013-8-5,,0m,Chlorophyta,Monoraphidium capricornutum,4,0.010584,Monoraphidium,1,10.5865,10.5865,82.6894,0.00008269,8041
978,SP,2013,2013-8-5,,0m,Chlorophyta,Monoraphidium griffithii,23.3333,0.03973,Monoraphidium,1,31.7596,31.7596,310.4124,0.00031041,1000031
979,SP,2013,2013-8-5,,0m,Chlorophyta,Oocystis parva,5.5,0.140473,Oocystis,1,42.3462,42.3462,1097.5328,0.00109753,2363
980,SP,2013,2013-8-5,,0m,Chlorophyta,Sphaerocystis schroeteri,10,0.076623,Sphaerocystis,4,10.5865,42.3462,598.6555,0.00059866,2641
981,SP,2013,2013-8-5,,0m,Chrysophyta,Chrysophyceae,2.2,1.283944,,1,1651.5014,1651.5014,10031.5497,0.01003155,1652
982,SP,2013,2013-8-5,,0m,Chrysophyta,Chrysophyceae,8,0.345311,,1,10.5865,10.5865,2697.9392,0.00269794,1653
983,SP,2013,2013-8-5,,0m,Chrysophyta,Dinobryon ,6,0.31926,Dinobryon,1,31.7596,31.7596,2494.3959,0.0024944,1123
984,SP,2013,2013-8-5,,0m,Chrysophyta,Dinobryon divergens,50,0.056757,Dinobryon,1,10.5865,10.5865,443.4482,0.00044345,1127
985,SP,2013,2013-8-5,,0m,Cryptophyta,Cryptomonas erosa,22,8.60439,Cryptomonas,1,63.5193,63.5193,67226.7582,0.06722676,3015
