lakeid,year4,sampledate,division,taxa_name,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc
TB,2014,7/16/14,Cyanophyta,Synechococcus ,0.01349,Synechococcus,1,42.3462,42.3462,133.0348,0.00013303
TB,2014,7/16/14,Cyanophyta,Synechococcus elongatus,0.512628,Synechococcus,1,2413.7328,2413.7328,5055.3219,0.00505532
TB,2014,7/16/14,Cyanophyta,Synechocystis ,0.011382,Synechocystis,1,63.5193,63.5193,112.2449,0.00011224
TB,2014,7/16/14,Miscellaneous,Miscellaneous,42.494068,Miscellaneous,1,666.9525,666.9525,419058.5814,0.41905858
TB,2014,7/16/14,Total,Total,100,Total,19.5,9755.3224,9758.5178,986157.8437,0.98615783
TB,2014,8/11/14,NA,Rhodospirillum rubrum,0.344069,Rhodospirillum,1,4128.7534,4128.7534,3783.1768,0.00378318
TB,2014,8/11/14,Bacillariophyta,Asterionella formosa,1.641792,Asterionella,4.6667,8.308,38.7708,18052.2011,0.0180522
TB,2014,8/11/14,Chlorophyta,Chlorococcaceae,0.225849,NA,1,42.3462,42.3462,2483.3118,0.00248331
TB,2014,8/11/14,Chlorophyta,Chlamydomonas ,29.911261,Chlamydomonas,1,1291.5588,1291.5588,328887.0455,0.32888705
TB,2014,8/11/14,Chlorophyta,Monomastix minuta,0.045372,Monomastix,1,42.3462,42.3462,498.8805,0.00049888
TB,2014,8/11/14,Chlorophyta,Oocystis parva,14.513242,Oocystis,1,402.2888,402.2888,159579.2764,0.15957928
TB,2014,8/11/14,Chlorophyta,Quadrigula lacustris,0.145189,Quadrigula,1,21.1731,21.1731,1596.4132,0.00159641
TB,2014,8/11/14,Chlorophyta,Schroederia judayi,0.029038,Schroederia,1,21.1731,21.1731,319.2818,0.00031928
TB,2014,8/11/14,Chrysophyta,Chrysophyceae,2.705641,NA,1,4869.8118,4869.8118,29749.68,0.02974968
TB,2014,8/11/14,Chrysophyta,Chrysophyceae,0.893343,NA,1,169.3848,169.3848,9822.6898,0.00982269
TB,2014,8/11/14,Chrysophyta,Dinobryon sociale,3.932199,Dinobryon,13,21.1731,275.2502,43236.2044,0.0432362
TB,2014,8/11/14,Chrysophyta,Gonyostomum semen,2.581136,Gonyostomum,1,21.1731,21.1731,28380.6891,0.02838069
TB,2014,8/11/14,Cryptophyta,Cryptomonas erosa,5.226801,Cryptomonas,1,63.5193,63.5193,57470.895,0.0574709
TB,2014,8/11/14,Cyanophyta,Synechococcus ,0.054446,Synechococcus,1,127.0386,127.0386,598.6565,0.00059866
TB,2014,8/11/14,Cyanophyta,Synechococcus elongatus,0.181486,Synechococcus,1,952.7893,952.7893,1995.5218,0.00199552
TB,2014,8/11/14,Cyanophyta,Synechocystis ,0.013611,Synechocystis,1,84.6924,84.6924,149.6599,0.00014966
TB,2014,8/11/14,Euglenophyta,Euglena ,1.258304,Euglena,1,21.1731,21.1731,13835.5862,0.01383559
TB,2014,8/11/14,Miscellaneous,Miscellaneous,36.297222,Miscellaneous,1,635.1928,635.1928,399103.4108,0.39910341
TB,2014,8/11/14,Total,Total,100.000001,Total,33.6667,12923.8959,13208.4358,1099542.581,1.09954259
TB,2014,11/7/14,NA,Rhodospirillum rubrum,0.229733,Rhodospirillum,1,3150.5565,3150.5565,3092.9013,0.0030929
TB,2014,11/7/14,Bacillariophyta,Asterionella formosa,0.133089,Asterionella,10,0.5113,5.1126,1791.7817,0.00179178
TB,2014,11/7/14,Chlorophyta,Chlorococcaceae,0.017787,NA,1,16.9385,16.9385,239.4626,0.00023946
TB,2014,11/7/14,Chlorophyta,Chlamydomonas ,59.524086,Chlamydomonas,1,1507.5243,1507.5243,801373.7052,0.80137371
TB,2014,11/7/14,Chlorophyta,Monomastix minuta,0.017787,Monomastix,1,16.9385,16.9385,239.4626,0.00023946
TB,2014,11/7/14,Chlorophyta,Monoraphidium griffithii,0.047431,Monoraphidium,1,33.877,33.877,638.567,0.00063857
TB,2014,11/7/14,Chlorophyta,Oocystis parva,6.98291,Oocystis,1,254.0771,254.0771,94011.0299,0.09401103
TB,2014,11/7/14,Chrysophyta,Chrysophyceae,0.097761,NA,1,152.4463,152.4463,1316.1602,0.00131616
TB,2014,11/7/14,Chrysophyta,Chrysophyceae,5.246934,NA,1,33.877,33.877,70639.5515,0.07063955
TB,2014,11/7/14,Cryptophyta,Cryptomonas erosa,1.236927,Cryptomonas,1,6.1351,6.1351,16652.773,0.01665277
TB,2014,11/7/14,Cyanophyta,Aphanothece ,19.20959,Aphanothece,6.4,7622.314,48782.8099,258619.0179,0.25861902
TB,2014,11/7/14,Miscellaneous,Miscellaneous,6.482249,Miscellaneous,1,169.3848,169.3848,87270.6176,0.08727062
TB,2014,11/7/14,Pyrrhophyta,Peridinium ,0.773716,Peridinium,1,1.0225,1.0225,10416.5492,0.01041655
TB,2014,11/7/14,Total,Total,100,Total,27.4,12965.6029,54130.7001,1346301.58,1.34630158
TB,2015,3/6/15,NA,Rhodospirillum rubrum,0.638589,Rhodospirillum,1,1891.4631,1891.4631,1733.1477,0.00173315
TB,2015,3/6/15,Chlorophyta,Chlorococcaceae,0.39214,NA,1,9.4103,9.4103,1064.2755,0.00106428
TB,2015,3/6/15,Chlorophyta,Chlamydomonas ,65.866688,Chlamydomonas,1,263.4874,263.4874,178764.1327,0.17876413
TB,2015,3/6/15,Chlorophyta,Monomastix minuta,0.565819,Monomastix,1,103.5129,103.5129,1535.645,0.00153565
TB,2015,3/6/15,Chlorophyta,Oocystis parva,0.453864,Oocystis,1,9.4103,9.4103,1231.8008,0.0012318
TB,2015,3/6/15,Chrysophyta,Chrysophyceae,0.250443,NA,1,103.5129,103.5129,679.7072,0.00067971
TB,2015,3/6/15,Cryptophyta,Cryptomonas erosa,1.010011,Cryptomonas,1,1.7042,1.7042,2741.1971,0.0027412
TB,2015,3/6/15,Cryptophyta,Rhodomonas minuta,0.801071,Rhodomonas,1,47.0513,47.0513,2174.1286,0.00217413
TB,2015,3/6/15,Cryptophyta,Rhodomonas minuta,0.326783,Rhodomonas,1,9.4103,9.4103,886.8967,0.0008869
TB,2015,3/6/15,Cyanophyta,Aphanothece ,7.698959,Aphanothece,6.2,3218.3104,19953.5243,20895.202,0.0208952
TB,2015,3/6/15,Cyanophyta,Synechococcus ,0.304997,Synechococcus,1,197.6155,197.6155,827.772,0.00082777
TB,2015,3/6/15,Cyanophyta,Synechococcus elongatus,0.032678,Synechococcus,1,56.4616,56.4616,88.6899,8.87E-05
TB,2015,3/6/15,Euglenophyta,Lepocinclis ,18.299805,Lepocinclis,1,9.4103,9.4103,49666.2051,0.04966621
TB,2015,3/6/15,Haptophyta,Chrysochromulina parva,0.104863,Chrysochromulina,1,9.4103,9.4103,284.5956,0.0002846
TB,2015,3/6/15,Miscellaneous,Miscellaneous,3.253299,Miscellaneous,1,18.8205,18.8205,8829.5474,0.00882955
TB,2015,3/6/15,Total,Total,100.000009,Total,20.2,5948.9913,22684.2052,271402.9433,0.27140297
TB,2015,4/21/15,NA,Rhodospirillum rubrum,0.160292,Rhodospirillum,1,4375.7729,4375.7729,4009.5207,0.00400952
TB,2015,4/21/15,Bacillariophyta,Asterionella formosa,0.150481,Asterionella,2,9.4103,18.8205,3764.1057,0.00376411
TB,2015,4/21/15,Bacillariophyta,Cyclotella sp. 1,0.018467,Cyclotella,1,9.4103,9.4103,461.9254,0.00046193
TB,2015,4/21/15,Bacillariophyta,Actinella punctata,0.39711,Actinella,1,9.4103,9.4103,9933.2406,0.00993324
TB,2015,4/21/15,Bacillariophyta,Stephanodiscus medius,2.042282,Stephanodiscus,1,9.4103,9.4103,51085.239,0.05108524
TB,2015,4/21/15,Bacillariophyta,Tabellaria flocculosa,0.470917,Tabellaria,1,2.5563,2.5563,11779.4271,0.01177943
TB,2015,4/21/15,Chlorophyta,Chlamydomonas ,75.388769,Chlamydomonas,1,7707.0064,7707.0064,1885759.581,1.88575958
TB,2015,4/21/15,Chlorophyta,Monomastix astigmata,0.004432,Monomastix,1,9.4103,9.4103,110.8623,0.00011086
TB,2015,4/21/15,Chlorophyta,Monomastix minuta,0.030778,Monomastix,1,47.0513,47.0513,769.8772,0.00076988
TB,2015,4/21/15,Chlorophyta,Schroederia judayi,0.019855,Schroederia,1,28.2308,28.2308,496.6615,0.00049666
TB,2015,4/21/15,Chrysophyta,Chrysophyceae,2.130925,NA,1,235.2566,235.2566,53302.5363,0.05330254
TB,2015,4/21/15,Chrysophyta,Chrysophyceae,0.015743,NA,1,28.2308,28.2308,393.7998,0.0003938
TB,2015,4/21/15,Chrysophyta,Chrysococcus minutus,0.011378,Chrysococcus,1,9.4103,9.4103,284.5956,0.0002846
TB,2015,4/21/15,Chrysophyta,Gonyostomum semen,11.030845,Gonyostomum,1,9.4103,9.4103,275923.3589,0.27592336
TB,2015,4/21/15,Cryptophyta,Rhodomonas minuta,0.035456,Rhodomonas,1,9.4103,9.4103,886.8967,0.0008869
TB,2015,4/21/15,Cryptophyta,Rhodomonas minuta,0.012607,Rhodomonas,1,9.4103,9.4103,315.3408,0.00031534
TB,2015,4/21/15,Cyanophyta,Aphanothece ,0.025607,Aphanothece,5,122.3334,611.6672,640.5379,0.00064054
TB,2015,4/21/15,Cyanophyta,Synechococcus ,0.010834,Synechococcus,1,103.5129,103.5129,270.9968,0.000271
TB,2015,4/21/15,Euglenophyta,Lepocinclis ,1.544476,Lepocinclis,1,9.4103,9.4103,38633.2122,0.03863321
TB,2015,4/21/15,Pyrrhophyta,Gymnodinium sp. 2,0.22692,Gymnodinium,1,9.4103,9.4103,5676.1378,0.00567614
TB,2015,4/21/15,Pyrrhophyta,Peridinium cinctum,6.271824,Peridinium,1,9.4103,9.4103,156882.1384,0.15688214
TB,2015,4/21/15,Total,Total,99.999998,Total,26,12762.875,13261.619,2501379.992,2.50138002
TB,2015,6/17/15,NA,Rhodospirillum rubrum,0.230027,Rhodospirillum,1,3599.4261,3599.4261,3298.1541,0.00329815
TB,2015,6/17/15,Bacillariophyta,Asterionella formosa,0.025632,Asterionella,4,0.8521,3.4084,367.5181,0.00036752
TB,2015,6/17/15,Bacillariophyta,Cyclotella sp. 1,0.36495,Cyclotella,1,42.3462,42.3462,5232.689,0.00523269
TB,2015,6/17/15,Chlorophyta,Chlorococcaceae,0.004124,NA,1,14.1154,14.1154,59.1266,5.91E-05
TB,2015,6/17/15,Chlorophyta,Chlamydomonas ,75.940754,Chlamydomonas,1,2244.348,2244.348,1088847.465,1.08884746
TB,2015,6/17/15,Chlorophyta,Monomastix astigmata,0.024742,Monomastix,1,84.6924,84.6924,354.7594,0.00035476
TB,2015,6/17/15,Chlorophyta,Monomastix minuta,1.06949,Monomastix,1,917.5008,917.5008,15334.4655,0.01533447
TB,2015,6/17/15,Chlorophyta,Monoraphidium griffithii,0.026804,Monoraphidium,1,28.2308,28.2308,384.3227,0.00038432
TB,2015,6/17/15,Chlorophyta,Oocystis parva,1.686603,Oocystis,1,112.9232,112.9232,24182.7116,0.02418271
TB,2015,6/17/15,Chlorophyta,Schroederia judayi,0.11134,Schroederia,1,42.3462,42.3462,1596.4132,0.00159641
TB,2015,6/17/15,Chrysophyta,Chrysophyceae,3.414575,NA,1,1778.5399,1778.5399,48958.5805,0.04895858
TB,2015,6/17/15,Cryptophyta,Cryptomonas erosa,16.979432,Cryptomonas,1,127.0386,127.0386,243453.0901,0.24345309
TB,2015,6/17/15,Cryptophyta,Rhodomonas minuta,0.03299,Rhodomonas,1,14.1154,14.1154,473.0112,0.00047301
TB,2015,6/17/15,Cyanophyta,Aphanothece ,0.037114,Aphanothece,6,84.6924,508.1543,532.1392,0.00053214
TB,2015,6/17/15,Cyanophyta,Synechococcus ,0.006186,Synechococcus,1,28.2308,28.2308,88.6899,8.87E-05
TB,2015,6/17/15,Cyanophyta,Synechococcus elongatus,0.015464,Synechococcus,1,127.0386,127.0386,221.7204,0.00022172
TB,2015,6/17/15,Haptophyta,Chrysochromulina parva,0.029773,Chrysochromulina,1,14.1154,14.1154,426.8933,0.00042689
TB,2015,6/17/15,Total,Total,100,Total,25,9260.5523,9686.5705,1433811.75,1.43381174
TB,2015,7/15/15,NA,Rhodospirillum rubrum,0.261933,Rhodospirillum,1,4573.3884,4573.3884,4489.6954,0.0044897
TB,2015,7/15/15,Bacillariophyta,Asterionella formosa,0.076358,Asterionella,8,0.8521,6.8168,1308.8252,0.00130883
TB,2015,7/15/15,Bacillariophyta,Cyclotella sp. 1,0.069852,Cyclotella,1,14.1154,14.1154,1197.3103,0.00119731
TB,2015,7/15/15,Chlorophyta,Chlorococcaceae,0.057348,NA,1,28.2308,28.2308,982.9764,0.00098298
TB,2015,7/15/15,Chlorophyta,Chlamydomonas ,72.458278,Chlamydomonas,1,1891.4631,1891.4631,1241982.725,1.24198273
TB,2015,7/15/15,Chlorophyta,Monomastix astigmata,0.009701,Monomastix,1,14.1154,14.1154,166.2935,0.00016629
TB,2015,7/15/15,Chlorophyta,Monomastix minuta,0.006899,Monomastix,1,28.2308,28.2308,118.2531,0.00011825
TB,2015,7/15/15,Chlorophyta,Monoraphidium griffithii,0.0683,Monoraphidium,1,56.4616,56.4616,1170.7027,0.0011707
TB,2015,7/15/15,Chlorophyta,Oocystis parva,14.960758,Oocystis,1,861.0392,861.0392,256437.2716,0.25643727
TB,2015,7/15/15,Chlorophyta,Schroederia judayi,0.024836,Schroederia,1,28.2308,28.2308,425.7091,0.00042571
TB,2015,7/15/15,Chrysophyta,Chrysophyceae,0.72755,NA,1,2681.9253,2681.9253,12470.6845,0.01247068
TB,2015,7/15/15,Chrysophyta,Chrysophyceae,0.024905,NA,1,14.1154,14.1154,426.8933,0.00042689
TB,2015,7/15/15,Chrysophyta,Dinobryon ,0.129356,Dinobryon,1,28.2308,28.2308,2217.2408,0.00221724
TB,2015,7/15/15,Chrysophyta,Dinobryon cyst,0.828221,Dinobryon,1,28.2308,28.2308,14196.2578,0.01419626
TB,2015,7/15/15,Chrysophyta,Dinobryon sociale,0.086237,Dinobryon,1,14.1154,14.1154,1478.1615,0.00147816
TB,2015,7/15/15,Chrysophyta,Dinobryon sociale,0.862371,Dinobryon,8,14.1154,112.9232,14781.6092,0.01478161
TB,2015,7/15/15,Cryptophyta,Cryptomonas erosa,7.35016,Cryptomonas,1,98.8078,98.8078,125986.6021,0.1259866
TB,2015,7/15/15,Cryptophyta,Rhodomonas minuta,0.055192,Rhodomonas,1,28.2308,28.2308,946.0223,0.00094602
TB,2015,7/15/15,Cryptophyta,Rhodomonas minuta,0.077614,Rhodomonas,1,14.1154,14.1154,1330.3451,0.00133035
TB,2015,7/15/15,Cyanophyta,Synechococcus ,0.569161,Synechococcus,1,2540.7713,2540.7713,9755.7998,0.0097558
TB,2015,7/15/15,Cyanophyta,Synechococcus elongatus,0.11642,Synechococcus,1,1270.3857,1270.3857,1995.5218,0.00199552
TB,2015,7/15/15,Haptophyta,Chrysochromulina parva,0.074716,Chrysochromulina,1,42.3462,42.3462,1280.68,0.00128068
TB,2015,7/15/15,Pyrrhophyta,Glenodinium quadridens,1.103835,Glenodinium,1,14.1154,14.1154,18920.4594,0.01892046
TB,2015,7/15/15,Total,Total,100.000001,Total,37,14285.6333,14390.4058,1714066.04,1.71406604
TB,2015,8/11/15,NA,Rhodospirillum rubrum,0.258758,Rhodospirillum,1,3387.6951,3387.6951,2993.3674,0.00299337
TB,2015,8/11/15,Chlorophyta,Chlorococcaceae,0.1725,NA,1,105.8655,105.8655,1995.5218,0.00199552
TB,2015,8/11/15,Chlorophyta,Chlamydomonas ,54.968406,Chlamydomonas,1,1175.1067,1175.1067,635887.748,0.63588775
TB,2015,8/11/15,Chlorophyta,Monomastix minuta,0.248448,Monomastix,1,359.9426,359.9426,2874.1057,0.00287411
TB,2015,8/11/15,Chlorophyta,Mougeotia ,12.419973,Mougeotia,1,21.1731,21.1731,143677.2343,0.14367723
TB,2015,8/11/15,Chlorophyta,Oocystis parva,11.913975,Oocystis,1,444.635,444.635,137823.729,0.13782373
TB,2015,8/11/15,Chlorophyta,Schroederia judayi,0.23,Schroederia,1,105.8655,105.8655,2660.6852,0.00266069
TB,2015,8/11/15,Chrysophyta,Chrysophyceae,3.365134,NA,1,5928.4665,5928.4665,38928.6823,0.03892868
TB,2015,8/11/15,Chrysophyta,Chrysocapsaceae,0.206999,NA,1,21.1731,21.1731,2394.6198,0.00239462
TB,2015,8/11/15,Chrysophyta,Mallomonas ,0.735999,Mallomonas,1,21.1731,21.1731,8514.2074,0.00851421
TB,2015,8/11/15,Cryptophyta,Cryptomonas erosa,6.945985,Cryptomonas,1,84.6924,84.6924,80352.8256,0.08035283
TB,2015,8/11/15,Cyanophyta,Aphanothece ,0.007667,Aphanothece,4,21.1731,84.6924,88.6899,8.87E-05
TB,2015,8/11/15,Cyanophyta,Aphanothece nidulans,2.447192,Aphanothece,14.2,1206.8664,17137.5028,28309.7063,0.02830971
TB,2015,8/11/15,Cyanophyta,Synechococcus ,0.536667,Synechococcus,1,1482.1166,1482.1166,6208.2901,0.00620829
TB,2015,8/11/15,Cyanophyta,Synechococcus elongatus,0.20125,Synechococcus,1,1270.3857,1270.3857,2328.1088,0.00232811
TB,2015,8/11/15,Haptophyta,Chrysochromulina parva,0.16606,Chrysochromulina,1,63.5193,63.5193,1921.0201,0.00192102
TB,2015,8/11/15,Miscellaneous,Miscellaneous,5.036989,Miscellaneous,1,63.5193,63.5193,58269.1037,0.0582691
TB,2015,8/11/15,Pyrrhophyta,Gymnodinium sp. 3,0.137999,Gymnodinium,1,21.1731,21.1731,1596.4132,0.00159641
TB,2015,8/11/15,Total,Total,100.000001,Total,34.2,15784.5421,31778.6978,1156824.059,1.15682407
TB,2015,11/17/15,NA,Rhodospirillum rubrum,2.5901,Rhodospirillum,1,7368.2369,7368.2369,6872.3546,0.00687235
TB,2015,11/17/15,Bacillariophyta,Actinella punctata,0.528418,Actinella,1,0.5113,0.5113,1402.0645,0.00140206
TB,2015,11/17/15,Bacillariophyta,Asterionella formosa,0.283634,Asterionella,5,1.0225,5.1126,752.5745,0.00075257
TB,2015,11/17/15,Bacillariophyta,Tabellaria flocculosa,5.512395,Tabellaria,2.5,2.045,5.1126,14626.122,0.01462612
TB,2015,11/17/15,Chlorophyta,Chlorococcaceae,0.05348,NA,1,33.877,33.877,141.9038,0.0001419
TB,2015,11/17/15,Chlorophyta,Chlamydomonas ,2.567117,Chlamydomonas,1,16.9385,16.9385,6811.3659,0.00681137
TB,2015,11/17/15,Chlorophyta,Monomastix minuta,0.225627,Monomastix,1,50.8154,50.8154,598.6565,0.00059866
TB,2015,11/17/15,Chlorophyta,Oocystis parva,21.588728,Oocystis,1.5,118.5693,177.854,57281.685,0.05728169
TB,2015,11/17/15,Chlorophyta,Schroederia judayi,0.264733,Schroederia,1,16.9385,16.9385,702.4216,0.00070242
TB,2015,11/17/15,Chrysophyta,Chrysophyceae,62.841671,NA,1,3861.9725,3861.9725,166738.7296,0.16673873
TB,2015,11/17/15,Chrysophyta,Chrysophyceae,1.253877,NA,1,67.7539,67.7539,3326.9267,0.00332693
TB,2015,11/17/15,Chrysophyta,Dinobryon sociale,0.501388,Dinobryon,1,16.9385,16.9385,1330.3445,0.00133034
TB,2015,11/17/15,Cyanophyta,Synechococcus ,0.163788,Synechococcus,1,118.5693,118.5693,434.5803,0.00043458
TB,2015,11/17/15,Cyanophyta,Synechococcus elongatus,0.013372,Synechococcus,1,16.9385,16.9385,35.4759,3.55E-05
TB,2015,11/17/15,Pyrrhophyta,Peridinium ,1.611671,Peridinium,1,0.5113,0.5113,4276.2676,0.00427627
TB,2015,11/17/15,Total,Total,99.999999,Total,21,11691.6384,11758.0808,265331.473,0.26533147
