"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.x","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.y","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","CBV.date","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y","PerBioVol"
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Armored Dinoflagellate",10498.35804,0.102074997
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Cyclotella ocellata",2035.752039,0.019793513
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Small cocconies",610.5685324,0.005936527
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Fragilaria",2489.24,0.024202753
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Cyclotella comensis",678.584013,0.006597838
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Cf. Elakatothrix",5.195218,5.05128e-05
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Flagellated green",349.07828,0.00339407
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Segmented green",1168.0676,0.011357061
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Peanut",53965.5385,0.524704163
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"Mallomonas",72,0.000700052
2003-11-13,5.68,11.4,96.45,96.62,0.13,3.06,0.64,7.33,7.99,666.09,7.01,7,5.57,5.57,2.63,NA,27.59,242.7,288.1,2.02,7.14,2533.73,NA,NA,0.04,7.01,2.38,10.54,3.02,2.74,0.69,0.11,0,2003-11-13,2.3,2003-11-14,2003-11-12,NA,NA,NA,NA,NA,NA,2003-11-13,"TotalBiovolume",102362.2103,2003-11-14,2003-11-12,"TotalBiovolume",102849.4575,NA
2004-01-12,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-12,11.4,2004-01-13,2004-01-11,2004,12,10,37,8,29,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-12,3.1,11.44,90.28,NA,0.2,3.14,1,7.29,7.98,NA,8.94,8.67,3.14,2.76,20.84,NA,99.3,405.35,419.37,3.76,10.56,3053.31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-12,11.4,2004-01-13,2004-01-11,2004,12,10,37,8,29,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Limnothrix",880.272276,0.090667536
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Microcystis (large)",451.3734552,0.046491205
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Microcystis (small)",596.5705107,0.061446418
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Cryptomonad",1366.6478,0.140763933
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Cyclotella ocellata",113.0973355,0.01164896
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Small cocconeis",4884.548259,0.503105647
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Cf. Elakatothrix",51.95218,0.005351045
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Flagellated green",174.53914,0.017977431
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"Peanut",1189.7914,0.122547826
2004-02-18,3.01,9.8,77.07,103.45,NA,1.4,0.65,7.22,7.91,701.14,10.46,10.4,3.42,3.21,59.75,NA,171.05,484.44,549.73,6.15,15.86,3459.48,NA,NA,0,6.06,2.14,12.54,3.47,2.99,0.7,1.41,0.22,NA,NA,NA,NA,2004,49,29.7,42,7,35,2004-02-18,"TotalBiovolume",9708.792357,2004-02-19,2004-02-17,"TotalBiovolume",9708.792357,NA
2004-04-07,3.63,9.44,75.63,NA,0.3,0.76,0.56,7.18,7.56,NA,8.55,10.89,2.87,3.35,89.84,NA,310.15,604.27,638.16,21.28,26.79,3004.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-04-07,1.9,2004-04-08,2004-04-06,2004,98,0,39,6,33,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Microcystis (small)",1540.351372,0.012352049
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Lindavia (Lindavia affinis)",44.42277385,0.000356225
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Tabellaria",431.1835917,0.003457653
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Small Cocconeis",11295.51785,0.090578547
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Chroococcus",880,0.007056704
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Planktolyngabia",6911.503839,0.05542322
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Cryptomonad",9371.2992,0.075148273
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Naked Dinoflagellate",77038.94041,0.617773826
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Cyclotella ocellata",113.0973355,0.000906925
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Small cocconeis",1221.137065,0.009792275
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Dinobryon",10340.87,0.082923244
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Fragilaria",1244.62,0.009980585
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Aphanothece bacilloidea",0,0
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Flagellated green",610.88699,0.004898691
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Segmented green",1376.6511,0.011039339
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Peanut",509.9106,0.004088964
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Mallomonas",24,0.000192456
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"Armored Dinoflagellate",1749.72634,0.014031023
2004-04-30,6.14,11.21,95.97,93.14,NA,6.7,0.27,7.39,7.86,638.15,8.86,9.03,3.15,3.17,58.38,NA,13.71,315.15,340.58,9.96,12.14,2813.83,NA,NA,0.08,5.52,2.13,10.24,2.87,2.55,0.62,0.04,0,2004-04-30,4,2004-05-01,2004-04-29,NA,NA,NA,NA,NA,NA,2004-04-30,"TotalBiovolume",124704.1185,2004-05-01,2004-04-29,"TotalBiovolume",124704.1185,NA
2004-05-10,7.85,12.09,108.14,NA,NA,5.1,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-10,4.9,2004-05-11,2004-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05-24,9.83,10.74,100.85,NA,0.18,4.12,1.5,7.57,7.85,NA,7.5,8.59,3.31,3.11,13.38,NA,70.12,265.3,341.57,3.27,9.27,2537.58,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-24,2,2004-05-25,2004-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-06-07,11.78,11.27,110.91,NA,0.26,2.4,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-07,1.2,2004-06-08,2004-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Microcystis (small)",782.8015168,0.009561407
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Small cocconeis",8547.959454,0.104407718
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Cyanobium",0,0
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Lindavia affinis",133.2683216,0.001627785
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"?11",1545.356039,0.01887551
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Discostella stelligera",701.540547,0.008568858
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Statospore",0,0
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Asterocapsa",3879.43376,0.047384739
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Cosmarium (Croococcus cf. kidneys)",880,0.010748623
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Tabellaria",431.1835917,0.005266625
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"unID pennate diatom with stauros",0,0
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Limnothrix",203.139756,0.002481219
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Planktolyngabia",8168.1409,0.099768483
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Cryptomonad",5466.5912,0.066770826
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Naked Dinoflagellate",14007.08007,0.171087295
