"sampledate","taxa_name","genus","division","biovolume_conc"
2012-11-05,"Asterionella formosa","Asterionella","Chlorophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Cryptophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Cyanophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Euglenophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Miscellaneous",0
2012-11-05,"Asterionella formosa","Asterionella","NA",0
2012-11-05,"Asterionella formosa","Asterionella","Total",0
2012-11-05,"Asterionella formosa","Asterionella","Bacillariophyta",3768.5987
2012-11-05,"Asterionella formosa","Asterionella","Chrysophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Pyrrhophyta",0
2012-11-05,"Asterionella formosa","Asterionella","Haptophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Chlorophyta",119724.6544
2012-11-05,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","NA",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Total",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2012-11-05,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2012-11-05,"Chlorococcaceae","NA","Chlorophyta",1402.4042
2012-11-05,"Chlorococcaceae","NA","Cryptophyta",0
2012-11-05,"Chlorococcaceae","NA","Cyanophyta",0
2012-11-05,"Chlorococcaceae","NA","Euglenophyta",0
2012-11-05,"Chlorococcaceae","NA","Miscellaneous",0
2012-11-05,"Chlorococcaceae","NA","NA",0
2012-11-05,"Chlorococcaceae","NA","Total",0
2012-11-05,"Chlorococcaceae","NA","Bacillariophyta",0
2012-11-05,"Chlorococcaceae","NA","Chrysophyta",0
2012-11-05,"Chlorococcaceae","NA","Pyrrhophyta",0
2012-11-05,"Chlorococcaceae","NA","Haptophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Chlorophyta",803.7518
2012-11-05,"Monomastix minuta","Monomastix","Cryptophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Cyanophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Euglenophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Miscellaneous",0
2012-11-05,"Monomastix minuta","Monomastix","NA",0
2012-11-05,"Monomastix minuta","Monomastix","Total",0
2012-11-05,"Monomastix minuta","Monomastix","Bacillariophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Chrysophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2012-11-05,"Monomastix minuta","Monomastix","Haptophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Chlorophyta",498.8794
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Cryptophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Cyanophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Euglenophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Miscellaneous",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","NA",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Total",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Bacillariophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Chrysophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Pyrrhophyta",0
2012-11-05,"Monoraphidium griffithii","Monoraphidium","Haptophyta",0
2012-11-05,"Oocystis parva","Oocystis","Chlorophyta",1995.5176
2012-11-05,"Oocystis parva","Oocystis","Cryptophyta",0
2012-11-05,"Oocystis parva","Oocystis","Cyanophyta",0
2012-11-05,"Oocystis parva","Oocystis","Euglenophyta",0
2012-11-05,"Oocystis parva","Oocystis","Miscellaneous",0
2012-11-05,"Oocystis parva","Oocystis","NA",0
2012-11-05,"Oocystis parva","Oocystis","Total",0
2012-11-05,"Oocystis parva","Oocystis","Bacillariophyta",0
2012-11-05,"Oocystis parva","Oocystis","Chrysophyta",0
2012-11-05,"Oocystis parva","Oocystis","Pyrrhophyta",0
2012-11-05,"Oocystis parva","Oocystis","Haptophyta",0
2012-11-05,"Chrysophyceae","NA","Chlorophyta",0
2012-11-05,"Chrysophyceae","NA","Cryptophyta",0
2012-11-05,"Chrysophyceae","NA","Cyanophyta",0
2012-11-05,"Chrysophyceae","NA","Euglenophyta",0
2012-11-05,"Chrysophyceae","NA","Miscellaneous",0
2012-11-05,"Chrysophyceae","NA","NA",0
2012-11-05,"Chrysophyceae","NA","Total",0
2012-11-05,"Chrysophyceae","NA","Bacillariophyta",0
2012-11-05,"Chrysophyceae","NA","Chrysophyta",10931.8169
2012-11-05,"Chrysophyceae","NA","Pyrrhophyta",0
2012-11-05,"Chrysophyceae","NA","Haptophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Cryptophyta",42792.7551
2012-11-05,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","NA",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Total",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2012-11-05,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Chlorophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Cryptophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyta",199.5522
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Euglenophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Miscellaneous",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","NA",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Total",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Bacillariophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Chrysophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Pyrrhophyta",0
2012-11-05,"Aphanocapsa delicatissima","Aphanocapsa","Haptophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Chlorophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Cryptophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Cyanophyta",44.3449
2012-11-05,"Synechococcus ","Synechococcus","Euglenophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Miscellaneous",0
2012-11-05,"Synechococcus ","Synechococcus","NA",0
2012-11-05,"Synechococcus ","Synechococcus","Total",0
2012-11-05,"Synechococcus ","Synechococcus","Bacillariophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Chrysophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Pyrrhophyta",0
2012-11-05,"Synechococcus ","Synechococcus","Haptophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Chlorophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Cryptophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Cyanophyta",18.7075
2012-11-05,"Synechocystis ","Synechocystis","Euglenophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Miscellaneous",0
2012-11-05,"Synechocystis ","Synechocystis","NA",0
2012-11-05,"Synechocystis ","Synechocystis","Total",0
2012-11-05,"Synechocystis ","Synechocystis","Bacillariophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Chrysophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Pyrrhophyta",0
2012-11-05,"Synechocystis ","Synechocystis","Haptophyta",0
2012-11-05,"Euglena ","Euglena","Chlorophyta",0
2012-11-05,"Euglena ","Euglena","Cryptophyta",0
2012-11-05,"Euglena ","Euglena","Cyanophyta",0
2012-11-05,"Euglena ","Euglena","Euglenophyta",4150.6761
2012-11-05,"Euglena ","Euglena","Miscellaneous",0
2012-11-05,"Euglena ","Euglena","NA",0
2012-11-05,"Euglena ","Euglena","Total",0
2012-11-05,"Euglena ","Euglena","Bacillariophyta",0
2012-11-05,"Euglena ","Euglena","Chrysophyta",0
2012-11-05,"Euglena ","Euglena","Pyrrhophyta",0
2012-11-05,"Euglena ","Euglena","Haptophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Chlorophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Cryptophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Cyanophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Euglenophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Miscellaneous",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","NA",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Total",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Bacillariophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Chrysophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Pyrrhophyta",0
2012-11-05,"Chrysochromulina parva","Chrysochromulina","Haptophyta",960.51
2012-11-05,"Miscellaneous","Miscellaneous","Chlorophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Cryptophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Cyanophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Euglenophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Miscellaneous",40655.3397
2012-11-05,"Miscellaneous","Miscellaneous","NA",0
2012-11-05,"Miscellaneous","Miscellaneous","Total",0
2012-11-05,"Miscellaneous","Miscellaneous","Bacillariophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Chrysophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Pyrrhophyta",0
2012-11-05,"Miscellaneous","Miscellaneous","Haptophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","NA",494.7231
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2012-11-05,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Chlorophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Cryptophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Cyanophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Euglenophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Miscellaneous",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","NA",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Total",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Bacillariophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Chrysophyta",0
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Pyrrhophyta",99775.858
2012-11-05,"Gymnodinium sp. 1","Gymnodinium","Haptophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Chlorophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Cryptophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Cyanophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Euglenophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Miscellaneous",0
2012-11-05,"Peridinium umbonatum","Peridinium","NA",0
2012-11-05,"Peridinium umbonatum","Peridinium","Total",0
2012-11-05,"Peridinium umbonatum","Peridinium","Bacillariophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Chrysophyta",0
2012-11-05,"Peridinium umbonatum","Peridinium","Pyrrhophyta",143677.2353
2012-11-05,"Peridinium umbonatum","Peridinium","Haptophyta",0
2012-11-05,"Total","Total","Chlorophyta",0
2012-11-05,"Total","Total","Cryptophyta",0
2012-11-05,"Total","Total","Cyanophyta",0
2012-11-05,"Total","Total","Euglenophyta",0
2012-11-05,"Total","Total","Miscellaneous",0
2012-11-05,"Total","Total","NA",0
2012-11-05,"Total","Total","Total",484916.0114
2012-11-05,"Total","Total","Bacillariophyta",0
2012-11-05,"Total","Total","Chrysophyta",0
2012-11-05,"Total","Total","Pyrrhophyta",0
2012-11-05,"Total","Total","Haptophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Chlorophyta",18447.4539
2013-02-18,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","NA",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Total",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2013-02-18,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Chlorophyta",53.2139
2013-02-18,"Monomastix minuta","Monomastix","Cryptophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Cyanophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Euglenophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Miscellaneous",0
2013-02-18,"Monomastix minuta","Monomastix","NA",0
2013-02-18,"Monomastix minuta","Monomastix","Total",0
2013-02-18,"Monomastix minuta","Monomastix","Bacillariophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Chrysophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2013-02-18,"Monomastix minuta","Monomastix","Haptophyta",0
2013-02-18,"Chrysophyceae","NA","Chlorophyta",0
2013-02-18,"Chrysophyceae","NA","Cryptophyta",0
2013-02-18,"Chrysophyceae","NA","Cyanophyta",0
2013-02-18,"Chrysophyceae","NA","Euglenophyta",0
2013-02-18,"Chrysophyceae","NA","Miscellaneous",0
2013-02-18,"Chrysophyceae","NA","NA",0
2013-02-18,"Chrysophyceae","NA","Total",0
2013-02-18,"Chrysophyceae","NA","Bacillariophyta",0
2013-02-18,"Chrysophyceae","NA","Chrysophyta",15646.324
2013-02-18,"Chrysophyceae","NA","Pyrrhophyta",0
2013-02-18,"Chrysophyceae","NA","Haptophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Chlorophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Cryptophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Cyanophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Euglenophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Miscellaneous",0
2013-02-18,"Mallomonas ","Mallomonas","NA",0
2013-02-18,"Mallomonas ","Mallomonas","Total",0
2013-02-18,"Mallomonas ","Mallomonas","Bacillariophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Chrysophyta",4730.1145
2013-02-18,"Mallomonas ","Mallomonas","Pyrrhophyta",0
2013-02-18,"Mallomonas ","Mallomonas","Haptophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Cryptophyta",8656.1099
2013-02-18,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","NA",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Total",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2013-02-18,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Chlorophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Cryptophyta",1324.4313
2013-02-18,"Rhodomonas minuta","Rhodomonas","Cyanophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Euglenophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Miscellaneous",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","NA",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Total",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Bacillariophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Chrysophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Pyrrhophyta",0
2013-02-18,"Rhodomonas minuta","Rhodomonas","Haptophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Chlorophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Cryptophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Cyanophyta",11.8253
2013-02-18,"Synechococcus ","Synechococcus","Euglenophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Miscellaneous",0
2013-02-18,"Synechococcus ","Synechococcus","NA",0
2013-02-18,"Synechococcus ","Synechococcus","Total",0
2013-02-18,"Synechococcus ","Synechococcus","Bacillariophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Chrysophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Pyrrhophyta",0
2013-02-18,"Synechococcus ","Synechococcus","Haptophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Chlorophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Cryptophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Cyanophyta",9.9773
2013-02-18,"Synechocystis ","Synechocystis","Euglenophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Miscellaneous",0
2013-02-18,"Synechocystis ","Synechocystis","NA",0
2013-02-18,"Synechocystis ","Synechocystis","Total",0
2013-02-18,"Synechocystis ","Synechocystis","Bacillariophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Chrysophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Pyrrhophyta",0
2013-02-18,"Synechocystis ","Synechocystis","Haptophyta",0
2013-02-18,"Euglena ","Euglena","Chlorophyta",0
2013-02-18,"Euglena ","Euglena","Cryptophyta",0
2013-02-18,"Euglena ","Euglena","Cyanophyta",0
2013-02-18,"Euglena ","Euglena","Euglenophyta",2469.1193
2013-02-18,"Euglena ","Euglena","Miscellaneous",0
2013-02-18,"Euglena ","Euglena","NA",0
2013-02-18,"Euglena ","Euglena","Total",0
2013-02-18,"Euglena ","Euglena","Bacillariophyta",0
2013-02-18,"Euglena ","Euglena","Chrysophyta",0
2013-02-18,"Euglena ","Euglena","Pyrrhophyta",0
2013-02-18,"Euglena ","Euglena","Haptophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Chlorophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Cryptophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Cyanophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Euglenophyta",2270.4553
2013-02-18,"Lepocinclis ","Lepocinclis","Miscellaneous",0
2013-02-18,"Lepocinclis ","Lepocinclis","NA",0
2013-02-18,"Lepocinclis ","Lepocinclis","Total",0
2013-02-18,"Lepocinclis ","Lepocinclis","Bacillariophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Chrysophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Pyrrhophyta",0
2013-02-18,"Lepocinclis ","Lepocinclis","Haptophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Chlorophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Cryptophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Cyanophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Euglenophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Miscellaneous",143038.6838
2013-02-18,"Miscellaneous","Miscellaneous","NA",0
2013-02-18,"Miscellaneous","Miscellaneous","Total",0
2013-02-18,"Miscellaneous","Miscellaneous","Bacillariophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Chrysophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Pyrrhophyta",0
2013-02-18,"Miscellaneous","Miscellaneous","Haptophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","NA",2234.9844
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2013-02-18,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2013-02-18,"Peridinium ","Peridinium","Chlorophyta",0
2013-02-18,"Peridinium ","Peridinium","Cryptophyta",0
2013-02-18,"Peridinium ","Peridinium","Cyanophyta",0
2013-02-18,"Peridinium ","Peridinium","Euglenophyta",0
2013-02-18,"Peridinium ","Peridinium","Miscellaneous",0
2013-02-18,"Peridinium ","Peridinium","NA",0
2013-02-18,"Peridinium ","Peridinium","Total",0
2013-02-18,"Peridinium ","Peridinium","Bacillariophyta",0
2013-02-18,"Peridinium ","Peridinium","Chrysophyta",0
2013-02-18,"Peridinium ","Peridinium","Pyrrhophyta",5978.8652
2013-02-18,"Peridinium ","Peridinium","Haptophyta",0
2013-02-18,"Total","Total","Chlorophyta",0
2013-02-18,"Total","Total","Cryptophyta",0
2013-02-18,"Total","Total","Cyanophyta",0
2013-02-18,"Total","Total","Euglenophyta",0
2013-02-18,"Total","Total","Miscellaneous",0
2013-02-18,"Total","Total","NA",0
2013-02-18,"Total","Total","Total",204871.5581
2013-02-18,"Total","Total","Bacillariophyta",0
2013-02-18,"Total","Total","Chrysophyta",0
2013-02-18,"Total","Total","Pyrrhophyta",0
2013-02-18,"Total","Total","Haptophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Chlorophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Cryptophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Cyanophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Euglenophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Miscellaneous",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","NA",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Total",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Bacillariophyta",4257.1026
2013-05-13,"Cyclotella sp. 1","Cyclotella","Chrysophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Pyrrhophyta",0
2013-05-13,"Cyclotella sp. 1","Cyclotella","Haptophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Chlorophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Cryptophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Cyanophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Euglenophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Miscellaneous",0
2013-05-13,"Tabellaria binalis","Tabellaria","NA",0
2013-05-13,"Tabellaria binalis","Tabellaria","Total",0
2013-05-13,"Tabellaria binalis","Tabellaria","Bacillariophyta",818.0158
2013-05-13,"Tabellaria binalis","Tabellaria","Chrysophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Pyrrhophyta",0
2013-05-13,"Tabellaria binalis","Tabellaria","Haptophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Chlorophyta",399990.3306
2013-05-13,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","NA",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Total",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2013-05-13,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Chlorophyta",1050.0288
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Cryptophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Cyanophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Euglenophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Miscellaneous",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","NA",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Total",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Bacillariophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Chrysophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Pyrrhophyta",0
2013-05-13,"Monoraphidium arcuatum","Monoraphidium","Haptophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Chlorophyta",4727.1474
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Cryptophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Cyanophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Euglenophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Miscellaneous",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","NA",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Total",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Bacillariophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Chrysophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Pyrrhophyta",0
2013-05-13,"Monoraphidium griffithii","Monoraphidium","Haptophyta",0
2013-05-13,"Chrysophyceae","NA","Chlorophyta",0
2013-05-13,"Chrysophyceae","NA","Cryptophyta",0
2013-05-13,"Chrysophyceae","NA","Cyanophyta",0
2013-05-13,"Chrysophyceae","NA","Euglenophyta",0
2013-05-13,"Chrysophyceae","NA","Miscellaneous",0
2013-05-13,"Chrysophyceae","NA","NA",0
