"sampledate","Aphanothece bacilloidea","Genus","CellBioVol"
2000-11-16,0,"Cyclotella",0
2000-11-16,0,"Nitzschia",0
2000-11-16,0,"Synura",0
2000-11-16,0,"Discostella",0
2000-11-16,0,"Anabaena",0
2000-11-16,0,"Chroococcus",0
2000-11-16,0,"Planktolyngabia",0
2000-11-16,0,"Staurosira",0
2000-11-16,0,"Chroococcus cf. kidneys",0
2000-11-16,0,"Cosmarium",0
2000-11-16,0,"Planktothrix",0
2000-11-16,0,"Small Chroococcus",0
2000-11-16,0,"Long thin rod",0
2001-02-28,0,"Cf. Komvophoron / Trichormus",0
2001-02-28,0,"Cryptomonad",1561.8832
2001-02-28,0,"Cyclostephanos",0
2001-02-28,0,"Limnothrix",0
2001-02-28,0,"Lindavia",0
2001-02-28,0,"Microcystis",227.2649565
2001-02-28,0,"Naked Dinoflagellate",0
2001-02-28,0,"Peanut",7733.6441
2001-02-28,0,"TotalBiovolume",21262.77994
2001-02-28,0,"NA",0
2001-02-28,0,"Armored Dinoflagellate",0
2001-02-28,0,"Cf. Planktolyngabia",0
2001-02-28,0,"Cocconeis",152.6421331
2001-02-28,0,"Rhoicosphenia",0
2001-02-28,0,"Diatoma mesodon",0
2001-02-28,0,"Dinobryon",0
2001-02-28,0,"Elakatothrix",0
2001-02-28,0,"Navicula",0
2001-02-28,0,"Sellaphora",0
2001-02-28,0,"Asterionella",3819.107249
2001-02-28,0,"Asterocapsa",0
2001-02-28,0,"Cyanobacteria",0
2001-02-28,0,"Fragilaria",0
2001-02-28,0,"Nostoc",0
2001-02-28,0,"Cf. Cavinula",0
2001-02-28,0,"Merismopedia",0
2001-02-28,0,"Diploneis",0
2001-02-28,0,"Encyonema",0
2001-02-28,0,"Planothidium",0
2001-02-28,0,"Cf. Coelosphaerium",0
2001-02-28,0,"Hippodonta",0
2001-02-28,0,"Epithemia",0
2001-02-28,0,"Euglena",7392.788
2001-02-28,0,"Placoneis",0
2001-02-28,0,"Tetraedron victoriae",0
2001-02-28,0,"Flagellated Green",0
2001-02-28,0,"Aulacoseira",0
2001-02-28,0,"Pseudostaurosira",0
2001-02-28,0,"Stauroforma",0
2001-02-28,0,"Stephanodiscus",0
2001-02-28,0,"Tabellaria",0
2001-02-28,0,"Achnanthidium",0
2001-02-28,0,"Segmented Green",375.4503
2001-02-28,0,"Gomphoneis",0
2001-02-28,0,"Gloeocapsa",0
2001-02-28,0,"Mallomonas",0
2001-02-28,0,"Cyclotella",0
2001-02-28,0,"Nitzschia",0
2001-02-28,0,"Synura",0
2001-02-28,0,"Discostella",0
2001-02-28,0,"Anabaena",0
2001-02-28,0,"Chroococcus",0
2001-02-28,0,"Planktolyngabia",0
2001-02-28,0,"Staurosira",0
2001-02-28,0,"Chroococcus cf. kidneys",0
2001-02-28,0,"Cosmarium",0
2001-02-28,0,"Planktothrix",0
2001-02-28,0,"Small Chroococcus",0
2001-02-28,0,"Long thin rod",0
2001-04-30,0,"Cf. Komvophoron / Trichormus",0
2001-04-30,0,"Cryptomonad",9371.2992
2001-04-30,0,"Cyclostephanos",0
2001-04-30,0,"Limnothrix",0
2001-04-30,0,"Lindavia",0
2001-04-30,0,"Microcystis",22.0952041
2001-04-30,0,"Naked Dinoflagellate",14007.08007
2001-04-30,0,"Peanut",84.9851
2001-04-30,0,"TotalBiovolume",28410.14551
2001-04-30,0,"NA",0
2001-04-30,0,"Armored Dinoflagellate",0
2001-04-30,0,"Cf. Planktolyngabia",0
2001-04-30,0,"Cocconeis",457.9263993
2001-04-30,0,"Rhoicosphenia",0
2001-04-30,0,"Diatoma mesodon",0
2001-04-30,0,"Dinobryon",2068.174
2001-04-30,0,"Elakatothrix",0
2001-04-30,0,"Navicula",373.2096618
2001-04-30,0,"Sellaphora",0
2001-04-30,0,"Asterionella",0
2001-04-30,0,"Asterocapsa",0
2001-04-30,0,"Cyanobacteria",0
2001-04-30,0,"Fragilaria",311.155
2001-04-30,0,"Nostoc",0
2001-04-30,0,"Cf. Cavinula",0
2001-04-30,0,"Merismopedia",0
2001-04-30,0,"Diploneis",0
2001-04-30,0,"Encyonema",0
2001-04-30,0,"Planothidium",0
2001-04-30,0,"Cf. Coelosphaerium",0
2001-04-30,0,"Hippodonta",0
2001-04-30,0,"Epithemia",0
2001-04-30,0,"Euglena",0
2001-04-30,0,"Placoneis",0
2001-04-30,0,"Tetraedron victoriae",0
2001-04-30,0,"Flagellated Green",87.26957
2001-04-30,0,"Aulacoseira",0
2001-04-30,0,"Pseudostaurosira",0
2001-04-30,0,"Stauroforma",0
2001-04-30,0,"Stephanodiscus",0
2001-04-30,0,"Tabellaria",0
2001-04-30,0,"Achnanthidium",0
2001-04-30,0,"Segmented Green",1626.9513
2001-04-30,0,"Gomphoneis",0
2001-04-30,0,"Gloeocapsa",0
2001-04-30,0,"Mallomonas",0
2001-04-30,0,"Cyclotella",0
2001-04-30,0,"Nitzschia",0
2001-04-30,0,"Synura",0
2001-04-30,0,"Discostella",0
2001-04-30,0,"Anabaena",0
2001-04-30,0,"Chroococcus",0
2001-04-30,0,"Planktolyngabia",0
2001-04-30,0,"Staurosira",0
2001-04-30,0,"Chroococcus cf. kidneys",0
2001-04-30,0,"Cosmarium",0
2001-04-30,0,"Planktothrix",0
2001-04-30,0,"Small Chroococcus",0
2001-04-30,0,"Long thin rod",0
2001-05-29,0,"Cf. Komvophoron / Trichormus",0
2001-05-29,0,"Cryptomonad",976.177
2001-05-29,0,"Cyclostephanos",0
2001-05-29,0,"Limnothrix",0
2001-05-29,0,"Lindavia",0
2001-05-29,0,"Microcystis",0
2001-05-29,0,"Naked Dinoflagellate",0
2001-05-29,0,"Peanut",12152.8693
2001-05-29,0,"TotalBiovolume",41235.72366
2001-05-29,0,"NA",0
2001-05-29,0,"Armored Dinoflagellate",874.8631698
2001-05-29,0,"Cf. Planktolyngabia",0
2001-05-29,0,"Cocconeis",0
2001-05-29,0,"Rhoicosphenia",0
2001-05-29,0,"Diatoma mesodon",0
2001-05-29,0,"Dinobryon",2068.174
2001-05-29,0,"Elakatothrix",0
2001-05-29,0,"Navicula",0
2001-05-29,0,"Sellaphora",0
2001-05-29,0,"Asterionella",0
2001-05-29,0,"Asterocapsa",0
2001-05-29,0,"Cyanobacteria",0
2001-05-29,0,"Fragilaria",2178.085
2001-05-29,0,"Nostoc",0
2001-05-29,0,"Cf. Cavinula",0
2001-05-29,0,"Merismopedia",0
2001-05-29,0,"Diploneis",0
2001-05-29,0,"Encyonema",0
2001-05-29,0,"Planothidium",0
2001-05-29,0,"Cf. Coelosphaerium",0
2001-05-29,0,"Hippodonta",0
2001-05-29,0,"Epithemia",0
2001-05-29,0,"Euglena",0
2001-05-29,0,"Placoneis",0
2001-05-29,0,"Tetraedron victoriae",0
2001-05-29,0,"Flagellated Green",174.53914
2001-05-29,0,"Aulacoseira",0
2001-05-29,0,"Pseudostaurosira",0
2001-05-29,0,"Stauroforma",0
2001-05-29,0,"Stephanodiscus",0
2001-05-29,0,"Tabellaria",862.3671834
2001-05-29,0,"Achnanthidium",0
2001-05-29,0,"Segmented Green",292.0169
2001-05-29,0,"Gomphoneis",0
2001-05-29,0,"Gloeocapsa",0
2001-05-29,0,"Mallomonas",21656.63197
2001-05-29,0,"Cyclotella",0
2001-05-29,0,"Nitzschia",0
2001-05-29,0,"Synura",0
2001-05-29,0,"Discostella",0
2001-05-29,0,"Anabaena",0
2001-05-29,0,"Chroococcus",0
2001-05-29,0,"Planktolyngabia",0
2001-05-29,0,"Staurosira",0
2001-05-29,0,"Chroococcus cf. kidneys",0
2001-05-29,0,"Cosmarium",0
2001-05-29,0,"Planktothrix",0
2001-05-29,0,"Small Chroococcus",0
2001-05-29,0,"Long thin rod",0
2001-06-26,0,"Cf. Komvophoron / Trichormus",0
2001-06-26,0,"Cryptomonad",1757.1186
2001-06-26,0,"Cyclostephanos",0
2001-06-26,0,"Limnothrix",0
2001-06-26,0,"Lindavia",0
2001-06-26,0,"Microcystis",0
2001-06-26,0,"Naked Dinoflagellate",0
2001-06-26,0,"Peanut",10538.1524
2001-06-26,0,"TotalBiovolume",134990.8154
2001-06-26,0,"NA",0
2001-06-26,0,"Armored Dinoflagellate",0
2001-06-26,0,"Cf. Planktolyngabia",0
2001-06-26,0,"Cocconeis",0
2001-06-26,0,"Rhoicosphenia",0
2001-06-26,0,"Diatoma mesodon",0
2001-06-26,0,"Dinobryon",108579.135
2001-06-26,0,"Elakatothrix",0
2001-06-26,0,"Navicula",0
2001-06-26,0,"Sellaphora",0
2001-06-26,0,"Asterionella",0
2001-06-26,0,"Asterocapsa",7758.86752
2001-06-26,0,"Cyanobacteria",436.34785
2001-06-26,0,"Fragilaria",3422.705
2001-06-26,0,"Nostoc",0
2001-06-26,0,"Cf. Cavinula",0
2001-06-26,0,"Merismopedia",0
2001-06-26,0,"Diploneis",0
2001-06-26,0,"Encyonema",0
2001-06-26,0,"Planothidium",0
2001-06-26,0,"Cf. Coelosphaerium",0
2001-06-26,0,"Hippodonta",0
2001-06-26,0,"Epithemia",0
2001-06-26,0,"Euglena",0
2001-06-26,0,"Placoneis",0
2001-06-26,0,"Tetraedron victoriae",0
2001-06-26,0,"Flagellated Green",87.26957
2001-06-26,0,"Aulacoseira",0
2001-06-26,0,"Pseudostaurosira",0
2001-06-26,0,"Stauroforma",0
2001-06-26,0,"Stephanodiscus",0
2001-06-26,0,"Tabellaria",431.1835917
2001-06-26,0,"Achnanthidium",0
2001-06-26,0,"Segmented Green",417.167
2001-06-26,0,"Gomphoneis",0
2001-06-26,0,"Gloeocapsa",0
2001-06-26,0,"Mallomonas",696
2001-06-26,0,"Cyclotella",791.6813485
2001-06-26,0,"Nitzschia",51.1875
2001-06-26,0,"Synura",24
2001-06-26,0,"Discostella",0
2001-06-26,0,"Anabaena",0
2001-06-26,0,"Chroococcus",0
2001-06-26,0,"Planktolyngabia",0
2001-06-26,0,"Staurosira",0
2001-06-26,0,"Chroococcus cf. kidneys",0
2001-06-26,0,"Cosmarium",0
2001-06-26,0,"Planktothrix",0
2001-06-26,0,"Small Chroococcus",0
2001-06-26,0,"Long thin rod",0
2001-07-24,0,"Cf. Komvophoron / Trichormus",0
2001-07-24,0,"Cryptomonad",1366.6478
2001-07-24,0,"Cyclostephanos",0
2001-07-24,0,"Limnothrix",73.356023
2001-07-24,0,"Lindavia",0
2001-07-24,0,"Microcystis",0
2001-07-24,0,"Naked Dinoflagellate",0
2001-07-24,0,"Peanut",4504.2103
2001-07-24,0,"TotalBiovolume",22145.11309
2001-07-24,0,"NA",0
2001-07-24,0,"Armored Dinoflagellate",0
2001-07-24,0,"Cf. Planktolyngabia",0
2001-07-24,0,"Cocconeis",0
2001-07-24,0,"Rhoicosphenia",0
2001-07-24,0,"Diatoma mesodon",0
2001-07-24,0,"Dinobryon",0
2001-07-24,0,"Elakatothrix",0
2001-07-24,0,"Navicula",0
2001-07-24,0,"Sellaphora",0
2001-07-24,0,"Asterionella",0
2001-07-24,0,"Asterocapsa",0
2001-07-24,0,"Cyanobacteria",0
2001-07-24,0,"Fragilaria",1244.62
2001-07-24,0,"Nostoc",0
2001-07-24,0,"Cf. Cavinula",0
2001-07-24,0,"Merismopedia",0
2001-07-24,0,"Diploneis",0
2001-07-24,0,"Encyonema",0
2001-07-24,0,"Planothidium",0
2001-07-24,0,"Cf. Coelosphaerium",0
2001-07-24,0,"Hippodonta",0
2001-07-24,0,"Epithemia",0
2001-07-24,0,"Euglena",14785.576
2001-07-24,0,"Placoneis",0
2001-07-24,0,"Tetraedron victoriae",0
2001-07-24,0,"Flagellated Green",87.26957
2001-07-24,0,"Aulacoseira",0
2001-07-24,0,"Pseudostaurosira",0
2001-07-24,0,"Stauroforma",0
2001-07-24,0,"Stephanodiscus",0
2001-07-24,0,"Tabellaria",0
2001-07-24,0,"Achnanthidium",0
2001-07-24,0,"Segmented Green",83.4334
2001-07-24,0,"Gomphoneis",0
2001-07-24,0,"Gloeocapsa",0
2001-07-24,0,"Mallomonas",0
2001-07-24,0,"Cyclotella",0
2001-07-24,0,"Nitzschia",0
2001-07-24,0,"Synura",0
2001-07-24,0,"Discostella",0
2001-07-24,0,"Anabaena",0
2001-07-24,0,"Chroococcus",0
2001-07-24,0,"Planktolyngabia",0
2001-07-24,0,"Staurosira",0
2001-07-24,0,"Chroococcus cf. kidneys",0
2001-07-24,0,"Cosmarium",0
2001-07-24,0,"Planktothrix",0
2001-07-24,0,"Small Chroococcus",0
2001-07-24,0,"Long thin rod",0
2001-08-20,0,"Cf. Komvophoron / Trichormus",0
2001-08-20,0,"Cryptomonad",1561.8832
2001-08-20,0,"Cyclostephanos",0
2001-08-20,0,"Limnothrix",287.781321
2001-08-20,0,"Lindavia",1130.973355
2001-08-20,0,"Microcystis",249.3601606
2001-08-20,0,"Naked Dinoflagellate",14007.08007
2001-08-20,0,"Peanut",1529.7318
2001-08-20,0,"TotalBiovolume",29306.01225
2001-08-20,0,"NA",0
2001-08-20,0,"Armored Dinoflagellate",874.8631698
2001-08-20,0,"Cf. Planktolyngabia",0
2001-08-20,0,"Cocconeis",763.2106655
2001-08-20,0,"Rhoicosphenia",0
2001-08-20,0,"Diatoma mesodon",0
2001-08-20,0,"Dinobryon",0
2001-08-20,0,"Elakatothrix",0
2001-08-20,0,"Navicula",0
2001-08-20,0,"Sellaphora",0
2001-08-20,0,"Asterionella",1091.1735
2001-08-20,0,"Asterocapsa",0
2001-08-20,0,"Cyanobacteria",0
2001-08-20,0,"Fragilaria",0
2001-08-20,0,"Nostoc",0
2001-08-20,0,"Cf. Cavinula",0
2001-08-20,0,"Merismopedia",0
2001-08-20,0,"Diploneis",0
2001-08-20,0,"Encyonema",0
2001-08-20,0,"Planothidium",0
2001-08-20,0,"Cf. Coelosphaerium",0
2001-08-20,0,"Hippodonta",0
2001-08-20,0,"Epithemia",0
2001-08-20,0,"Euglena",7392.788
2001-08-20,0,"Placoneis",0
2001-08-20,0,"Tetraedron victoriae",0
2001-08-20,0,"Flagellated Green",0
2001-08-20,0,"Aulacoseira",0
2001-08-20,0,"Pseudostaurosira",0
2001-08-20,0,"Stauroforma",0
2001-08-20,0,"Stephanodiscus",0
2001-08-20,0,"Tabellaria",0
2001-08-20,0,"Achnanthidium",0
2001-08-20,0,"Segmented Green",417.167
2001-08-20,0,"Gomphoneis",0
2001-08-20,0,"Gloeocapsa",0
2001-08-20,0,"Mallomonas",0
2001-08-20,0,"Cyclotella",0
2001-08-20,0,"Nitzschia",0
2001-08-20,0,"Synura",0
2001-08-20,0,"Discostella",0
2001-08-20,0,"Anabaena",0
2001-08-20,0,"Chroococcus",0
2001-08-20,0,"Planktolyngabia",0
2001-08-20,0,"Staurosira",0
2001-08-20,0,"Chroococcus cf. kidneys",0
2001-08-20,0,"Cosmarium",0
2001-08-20,0,"Planktothrix",0
2001-08-20,0,"Small Chroococcus",0
2001-08-20,0,"Long thin rod",0
2001-11-15,0,"Cf. Komvophoron / Trichormus",0
2001-11-15,0,"Cryptomonad",195.2354
2001-11-15,0,"Cyclostephanos",0
2001-11-15,0,"Limnothrix",90.284336
2001-11-15,0,"Lindavia",1510.6073341
2001-11-15,0,"Microcystis",0
2001-11-15,0,"Naked Dinoflagellate",0
2001-11-15,0,"Peanut",5524.0315
2001-11-15,0,"TotalBiovolume",198499.175
2001-11-15,0,"NA",1545.356039
2001-11-15,0,"Armored Dinoflagellate",874.8631698
2001-11-15,0,"Cf. Planktolyngabia",0
2001-11-15,0,"Cocconeis",0
2001-11-15,0,"Rhoicosphenia",0
2001-11-15,0,"Diatoma mesodon",0
2001-11-15,0,"Dinobryon",6204.522
2001-11-15,0,"Elakatothrix",0
2001-11-15,0,"Navicula",1119.628985
2001-11-15,0,"Sellaphora",0
2001-11-15,0,"Asterionella",5455.867498
2001-11-15,0,"Asterocapsa",0
2001-11-15,0,"Cyanobacteria",174.53914
2001-11-15,0,"Fragilaria",16491.215
2001-11-15,0,"Nostoc",0
2001-11-15,0,"Cf. Cavinula",0
2001-11-15,0,"Merismopedia",0
2001-11-15,0,"Diploneis",0
2001-11-15,0,"Encyonema",47.63282781
2001-11-15,0,"Planothidium",0
2001-11-15,0,"Cf. Coelosphaerium",0
2001-11-15,0,"Hippodonta",0
2001-11-15,0,"Epithemia",0
2001-11-15,0,"Euglena",7392.788
2001-11-15,0,"Placoneis",910.8753375
2001-11-15,0,"Tetraedron victoriae",0
2001-11-15,0,"Flagellated Green",0
2001-11-15,0,"Aulacoseira",80512.240637
2001-11-15,0,"Pseudostaurosira",0
2001-11-15,0,"Stauroforma",0
2001-11-15,0,"Stephanodiscus",1235.62986
2001-11-15,0,"Tabellaria",4743.019509
2001-11-15,0,"Achnanthidium",0
2001-11-15,0,"Segmented Green",41.7167
2001-11-15,0,"Gomphoneis",5165.577
2001-11-15,0,"Gloeocapsa",0
2001-11-15,0,"Mallomonas",96
2001-11-15,0,"Cyclotella",0
2001-11-15,0,"Nitzschia",204.75
2001-11-15,0,"Synura",0
2001-11-15,0,"Discostella",350.7702735
2001-11-15,0,"Anabaena",0
2001-11-15,0,"Chroococcus",0
2001-11-15,0,"Planktolyngabia",0
2001-11-15,0,"Staurosira",0
2001-11-15,0,"Chroococcus cf. kidneys",0
2001-11-15,0,"Cosmarium",0
2001-11-15,0,"Planktothrix",0
2001-11-15,0,"Small Chroococcus",0
2001-11-15,0,"Long thin rod",0
2002-02-28,0,"Cf. Komvophoron / Trichormus",0
2002-02-28,0,"Cryptomonad",4880.885
2002-02-28,0,"Cyclostephanos",0
2002-02-28,0,"Limnothrix",28.213855
2002-02-28,0,"Lindavia",9023.5350522
2002-02-28,0,"Microcystis",0
2002-02-28,0,"Naked Dinoflagellate",0
2002-02-28,0,"Peanut",1614.7169
2002-02-28,0,"TotalBiovolume",52925.62857
2002-02-28,0,"NA",0
2002-02-28,0,"Armored Dinoflagellate",874.8631698
2002-02-28,0,"Cf. Planktolyngabia",0
2002-02-28,0,"Cocconeis",5953.043191
2002-02-28,0,"Rhoicosphenia",0
2002-02-28,0,"Diatoma mesodon",0
2002-02-28,0,"Dinobryon",12409.044
2002-02-28,0,"Elakatothrix",0
2002-02-28,0,"Navicula",0
2002-02-28,0,"Sellaphora",0
2002-02-28,0,"Asterionella",12548.49525
2002-02-28,0,"Asterocapsa",0
2002-02-28,0,"Cyanobacteria",0
2002-02-28,0,"Fragilaria",2489.24
2002-02-28,0,"Nostoc",0
2002-02-28,0,"Cf. Cavinula",0
2002-02-28,0,"Merismopedia",0
2002-02-28,0,"Diploneis",0
2002-02-28,0,"Encyonema",0
2002-02-28,0,"Planothidium",0
2002-02-28,0,"Cf. Coelosphaerium",0
2002-02-28,0,"Hippodonta",0
2002-02-28,0,"Epithemia",0
2002-02-28,0,"Euglena",0
2002-02-28,0,"Placoneis",0
2002-02-28,0,"Tetraedron victoriae",0
2002-02-28,0,"Flagellated Green",174.53914
2002-02-28,0,"Aulacoseira",1560.314741
2002-02-28,0,"Pseudostaurosira",0
2002-02-28,0,"Stauroforma",0
2002-02-28,0,"Stephanodiscus",0
2002-02-28,0,"Tabellaria",1293.550775
2002-02-28,0,"Achnanthidium",0
2002-02-28,0,"Segmented Green",0
2002-02-28,0,"Gomphoneis",0
2002-02-28,0,"Gloeocapsa",0
2002-02-28,0,"Mallomonas",24
2002-02-28,0,"Cyclotella",0
2002-02-28,0,"Nitzschia",51.1875
2002-02-28,0,"Synura",0
2002-02-28,0,"Discostella",0
2002-02-28,0,"Anabaena",0
2002-02-28,0,"Chroococcus",0
2002-02-28,0,"Planktolyngabia",0
2002-02-28,0,"Staurosira",0
2002-02-28,0,"Chroococcus cf. kidneys",0
2002-02-28,0,"Cosmarium",0
2002-02-28,0,"Planktothrix",0
2002-02-28,0,"Small Chroococcus",0
2002-02-28,0,"Long thin rod",0
2002-04-23,0,"Cf. Komvophoron / Trichormus",0
2002-04-23,0,"Cryptomonad",17766.4214
2002-04-23,0,"Cyclostephanos",0
2002-04-23,0,"Limnothrix",84.641565
2002-04-23,0,"Lindavia",4184.601414
2002-04-23,0,"Microcystis",0
2002-04-23,0,"Naked Dinoflagellate",35017.70019
2002-04-23,0,"Peanut",594.8957
2002-04-23,0,"TotalBiovolume",127889.5355
2002-04-23,0,"NA",63.12915458
2002-04-23,0,"Armored Dinoflagellate",10498.35804
2002-04-23,0,"Cf. Planktolyngabia",942.4777962
2002-04-23,0,"Cocconeis",610.5685324
2002-04-23,0,"Rhoicosphenia",0
2002-04-23,0,"Diatoma mesodon",0
2002-04-23,0,"Dinobryon",8272.696
2002-04-23,0,"Elakatothrix",0
2002-04-23,0,"Navicula",0
2002-04-23,0,"Sellaphora",0
2002-04-23,0,"Asterionella",545.5867498
2002-04-23,0,"Asterocapsa",0
2002-04-23,0,"Cyanobacteria",0
2002-04-23,0,"Fragilaria",29870.88
2002-04-23,0,"Nostoc",0
2002-04-23,0,"Cf. Cavinula",0
2002-04-23,0,"Merismopedia",0
2002-04-23,0,"Diploneis",0
2002-04-23,0,"Encyonema",0
2002-04-23,0,"Planothidium",0
2002-04-23,0,"Cf. Coelosphaerium",0
2002-04-23,0,"Hippodonta",0
2002-04-23,0,"Epithemia",0
2002-04-23,0,"Euglena",0
2002-04-23,0,"Placoneis",0
2002-04-23,0,"Tetraedron victoriae",0
2002-04-23,0,"Flagellated Green",436.34785
2002-04-23,0,"Aulacoseira",624.1258964
2002-04-23,0,"Pseudostaurosira",0
2002-04-23,0,"Stauroforma",0
2002-04-23,0,"Stephanodiscus",1698.991058
2002-04-23,0,"Tabellaria",0
2002-04-23,0,"Achnanthidium",0
2002-04-23,0,"Segmented Green",417.167
2002-04-23,0,"Gomphoneis",0
2002-04-23,0,"Gloeocapsa",0
2002-04-23,0,"Mallomonas",312
2002-04-23,0,"Cyclotella",113.0973355
2002-04-23,0,"Nitzschia",51.1875
2002-04-23,0,"Synura",0
2002-04-23,0,"Discostella",15784.66231
2002-04-23,0,"Anabaena",0
2002-04-23,0,"Chroococcus",0
2002-04-23,0,"Planktolyngabia",0
2002-04-23,0,"Staurosira",0
2002-04-23,0,"Chroococcus cf. kidneys",0
2002-04-23,0,"Cosmarium",0
2002-04-23,0,"Planktothrix",0
2002-04-23,0,"Small Chroococcus",0
2002-04-23,0,"Long thin rod",0
2002-06-19,0,"Cf. Komvophoron / Trichormus",117.370242
2002-06-19,0,"Cryptomonad",10737.947
2002-06-19,0,"Cyclostephanos",0
2002-06-19,0,"Limnothrix",0
2002-06-19,0,"Lindavia",3958.406743
2002-06-19,0,"Microcystis",0
2002-06-19,0,"Naked Dinoflagellate",28014.16015
2002-06-19,0,"Peanut",169.9702
2002-06-19,0,"TotalBiovolume",114042.3605
2002-06-19,0,"NA",0
2002-06-19,0,"Armored Dinoflagellate",874.8631698
2002-06-19,0,"Cf. Planktolyngabia",628.3185308
2002-06-19,0,"Cocconeis",4121.337594
2002-06-19,0,"Rhoicosphenia",0
2002-06-19,0,"Diatoma mesodon",0
2002-06-19,0,"Dinobryon",2068.174
2002-06-19,0,"Elakatothrix",0
2002-06-19,0,"Navicula",0
2002-06-19,0,"Sellaphora",0
2002-06-19,0,"Asterionella",545.5867498
2002-06-19,0,"Asterocapsa",3879.43376
2002-06-19,0,"Cyanobacteria",2879.89581
2002-06-19,0,"Fragilaria",33915.895
2002-06-19,0,"Nostoc",0
2002-06-19,0,"Cf. Cavinula",0
2002-06-19,0,"Merismopedia",0
2002-06-19,0,"Diploneis",0
2002-06-19,0,"Encyonema",0
2002-06-19,0,"Planothidium",0
2002-06-19,0,"Cf. Coelosphaerium",0
2002-06-19,0,"Hippodonta",0
2002-06-19,0,"Epithemia",0
2002-06-19,0,"Euglena",0
2002-06-19,0,"Placoneis",0
2002-06-19,0,"Tetraedron victoriae",0
2002-06-19,0,"Flagellated Green",698.15656
2002-06-19,0,"Aulacoseira",5305.070119
2002-06-19,0,"Pseudostaurosira",0
2002-06-19,0,"Stauroforma",0
2002-06-19,0,"Stephanodiscus",463.3611975
2002-06-19,0,"Tabellaria",431.1835917
2002-06-19,0,"Achnanthidium",0
2002-06-19,0,"Segmented Green",1334.9344
2002-06-19,0,"Gomphoneis",0
2002-06-19,0,"Gloeocapsa",0
2002-06-19,0,"Mallomonas",504
2002-06-19,0,"Cyclotella",0
2002-06-19,0,"Nitzschia",51.1875
2002-06-19,0,"Synura",0
2002-06-19,0,"Discostella",10523.10821
2002-06-19,0,"Anabaena",1500
2002-06-19,0,"Chroococcus",1320
2002-06-19,0,"Planktolyngabia",0
2002-06-19,0,"Staurosira",0
2002-06-19,0,"Chroococcus cf. kidneys",0
2002-06-19,0,"Cosmarium",0
2002-06-19,0,"Planktothrix",0
2002-06-19,0,"Small Chroococcus",0
2002-06-19,0,"Long thin rod",0
2002-07-17,0,"Cf. Komvophoron / Trichormus",0
2002-07-17,0,"Cryptomonad",11323.6532
2002-07-17,0,"Cyclostephanos",0
2002-07-17,0,"Limnothrix",101.569878
2002-07-17,0,"Lindavia",1357.1680265
2002-07-17,0,"Microcystis",208.3262101
2002-07-17,0,"Naked Dinoflagellate",0
2002-07-17,0,"Peanut",424.9255
2002-07-17,0,"TotalBiovolume",72801.22226
2002-07-17,0,"NA",1545.356039
2002-07-17,0,"Armored Dinoflagellate",0
2002-07-17,0,"Cf. Planktolyngabia",628.3185308
2002-07-17,0,"Cocconeis",38313.17541
2002-07-17,0,"Rhoicosphenia",0
2002-07-17,0,"Diatoma mesodon",0
2002-07-17,0,"Dinobryon",4136.348
2002-07-17,0,"Elakatothrix",0
2002-07-17,0,"Navicula",0
2002-07-17,0,"Sellaphora",0
2002-07-17,0,"Asterionella",1091.1735
2002-07-17,0,"Asterocapsa",0
2002-07-17,0,"Cyanobacteria",4363.4785
2002-07-17,0,"Fragilaria",3422.705
2002-07-17,0,"Nostoc",0
2002-07-17,0,"Cf. Cavinula",0
2002-07-17,0,"Merismopedia",0
2002-07-17,0,"Diploneis",0
2002-07-17,0,"Encyonema",0
2002-07-17,0,"Planothidium",0
2002-07-17,0,"Cf. Coelosphaerium",0
2002-07-17,0,"Hippodonta",0
2002-07-17,0,"Epithemia",0
2002-07-17,0,"Euglena",0
2002-07-17,0,"Placoneis",0
2002-07-17,0,"Tetraedron victoriae",0
2002-07-17,0,"Flagellated Green",523.61742
2002-07-17,0,"Aulacoseira",0
2002-07-17,0,"Pseudostaurosira",0
2002-07-17,0,"Stauroforma",0
2002-07-17,0,"Stephanodiscus",154.4537325
2002-07-17,0,"Tabellaria",862.3671834
2002-07-17,0,"Achnanthidium",48.55233271
2002-07-17,0,"Segmented Green",584.0338
2002-07-17,0,"Gomphoneis",0
2002-07-17,0,"Gloeocapsa",0
2002-07-17,0,"Mallomonas",1512
2002-07-17,0,"Cyclotella",0
2002-07-17,0,"Nitzschia",0
2002-07-17,0,"Synura",0
2002-07-17,0,"Discostella",0
2002-07-17,0,"Anabaena",0
2002-07-17,0,"Chroococcus",2200
2002-07-17,0,"Planktolyngabia",0
2002-07-17,0,"Staurosira",0
2002-07-17,0,"Chroococcus cf. kidneys",0
2002-07-17,0,"Cosmarium",0
2002-07-17,0,"Planktothrix",0
2002-07-17,0,"Small Chroococcus",0
2002-07-17,0,"Long thin rod",0
2002-08-14,0,"Cf. Komvophoron / Trichormus",0
2002-08-14,0,"Cryptomonad",3514.2372
2002-08-14,0,"Cyclostephanos",0
2002-08-14,0,"Limnothrix",45.142168
2002-08-14,0,"Lindavia",3958.406743
2002-08-14,0,"Microcystis",325.1151461
2002-08-14,0,"Naked Dinoflagellate",0
2002-08-14,0,"Peanut",0
2002-08-14,0,"TotalBiovolume",46163.60343
2002-08-14,0,"NA",311.155
2002-08-14,0,"Armored Dinoflagellate",0
2002-08-14,0,"Cf. Planktolyngabia",0
