"lakeid","year4","sampledate","taxa_name","relative_total_biovolume","genus","cells_per_nu","nu_per_ml","cells_per_ml","biomass_conc","division","biovolume_conc"
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Cyanophyta",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Euglenophyta",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Miscellaneous",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Total",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Chrysophyta",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Monoraphidium arcuatum",2.042664,"Monoraphidium",1,228.6694,228.6694,0.01296668,"Haptophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"NA",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Chlorophyta",478.9252
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Cryptophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Cyanophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Euglenophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Miscellaneous",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Total",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Chrysophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Monoraphidium griffithii",0.075447,"Monoraphidium",1,25.4077,25.4077,0.00047893,"Haptophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"NA",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Chlorophyta",199.5513
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Cryptophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Cyanophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Euglenophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Miscellaneous",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Total",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Chrysophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Oocystis parva",0.031435,"Oocystis",1,8.4692,8.4692,0.00019955,"Haptophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"NA",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Chlorophyta",70.9519
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Cryptophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Cyanophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Euglenophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Miscellaneous",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Total",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Chrysophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Oocystis pusilla",0.011177,"Oocystis",1,8.4692,8.4692,7.1e-05,"Haptophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"NA",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Chlorophyta",13644.9026
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Cryptophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Cyanophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Euglenophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Miscellaneous",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Total",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Chrysophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Staurastrum ",2.149505,"Staurastrum",1,8.4692,8.4692,0.0136449,"Haptophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"NA",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Chlorophyta",1181.346
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Cryptophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Cyanophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Euglenophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Miscellaneous",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Total",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Chrysophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Staurastrum hexacerum",0.1861,"Staurastrum",1,8.4692,8.4692,0.00118135,"Haptophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"NA",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Chlorophyta",1219.5702
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Cryptophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Cyanophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Euglenophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Miscellaneous",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Total",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Chrysophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Teilingia granulata",0.192121,"Teilingia",1,8.4692,8.4692,0.00121957,"Haptophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"NA",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Chlorophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Cryptophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Cyanophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Euglenophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Miscellaneous",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Total",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Chrysophyta",20806.9813
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",3.27776,"NA",1,50.8154,50.8154,0.02080698,"Haptophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"NA",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Chlorophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Cryptophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Cyanophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Euglenophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Miscellaneous",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Total",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Chrysophyta",3318.2813
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Chrysophyceae",0.522734,"NA",1,592.8466,592.8466,0.00331828,"Haptophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"NA",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Chlorophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Cryptophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Cyanophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Euglenophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Miscellaneous",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Total",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Chrysophyta",1330.3445
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Dinobryon crenulatum",0.209571,"Dinobryon",1,16.9385,16.9385,0.00133034,"Haptophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"NA",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Chlorophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Cryptophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Cyanophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Euglenophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Miscellaneous",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Total",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Chrysophyta",4301.4497
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Mallomonas akrokomas",0.677615,"Mallomonas",1,42.3462,42.3462,0.00430145,"Haptophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"NA",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Chlorophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Cryptophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Cyanophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Euglenophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Miscellaneous",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Total",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Chrysophyta",15104.0726
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Stichogloea olivacea",2.379371,"Stichogloea",1.875,76.2231,142.9184,0.01510407,"Haptophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"NA",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Chlorophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Cryptophyta",75293.4138
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Cyanophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Euglenophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Miscellaneous",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Total",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Chrysophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Cryptomonas erosa",11.861104,"Cryptomonas",1,143.977,143.977,0.07529341,"Haptophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"NA",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Chlorophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Cryptophyta",2838.067
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Cyanophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Euglenophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Miscellaneous",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Total",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Chrysophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Rhodomonas minuta",0.447086,"Rhodomonas",1,84.6924,84.6924,0.00283807,"Haptophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"NA",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Chlorophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Cryptophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Cyanophyta",3442.1777
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Euglenophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Miscellaneous",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Total",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Chrysophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Synechocystis ",0.542253,"Synechocystis",1,1947.9247,1947.9247,0.00344218,"Haptophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"NA",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Chlorophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Cryptophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Cyanophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Euglenophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Miscellaneous",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Total",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Chrysophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Chrysochromulina parva",10.087389,"Chrysochromulina",1,2117.3095,2117.3095,0.064034,"Haptophyta",64034.0017
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"NA",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Chlorophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Cryptophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Cyanophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Euglenophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Miscellaneous",567.6134
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Total",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Chrysophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Pyrrhophyta",NA
"TB",2013,2013-07-10,"Miscellaneous",0.089417,"Miscellaneous",1,8.4692,8.4692,0.00056761,"Haptophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"NA",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Chlorophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Cryptophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Cyanophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Euglenophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Miscellaneous",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Total",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Chrysophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Pyrrhophyta",1702.8411
"TB",2013,2013-07-10,"Gymnodinium sp. 2",0.268251,"Gymnodinium",1,8.4692,8.4692,0.00170284,"Haptophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"NA",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Chlorophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Cryptophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Cyanophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Euglenophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Miscellaneous",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Total",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Bacillariophyta",NA
"TB",2013,2013-07-10,"Gymnodinium sp. 3",0.13692,"Gymnodinium",1,8.4692,8.4692,0.00086916,"Chrysophyta",NA
