"sampledate","species_code","density"
2001-08-21,"62005",0
2001-08-21,"63616",0
2001-08-21,"62607",0
2001-11-16,"20901",0
2001-11-16,"50700",35.3
2001-11-16,"51000",0
2001-11-16,"60200",0
2001-11-16,"60201",0
2001-11-16,"61808",2.8
2001-11-16,"61810",0
2001-11-16,"10000",0
2001-11-16,"20000",0
2001-11-16,"60300",0
2001-11-16,"61918",0
2001-11-16,"62406",0
2001-11-16,"63400",1.7
2001-11-16,"51130",0
2001-11-16,"51801",0
2001-11-16,"61501",0
2001-11-16,"63005",0
2001-11-16,"63602",0
2001-11-16,"50900",0
2001-11-16,"61502",0
2001-11-16,"20302",0
2001-11-16,"62007",0
2001-11-16,"60800",0
2001-11-16,"60900",0
2001-11-16,"51105",0
2001-11-16,"61701",0
2001-11-16,"51103",0
2001-11-16,"61805",0
2001-11-16,"20101",0
2001-11-16,"20701",0
2001-11-16,"61402",0
2001-11-16,"61806",0
2001-11-16,"63600",0
2001-11-16,"51100",0
2001-11-16,"61702",0
2001-11-16,"63004",0
2001-11-16,"61801",0
2001-11-16,"62400",0.6
2001-11-16,"61900",0
2001-11-16,"63612",0
2001-11-16,"30000",0
2001-11-16,"30801",0
2001-11-16,"51202",0
2001-11-16,"20601",0.6
2001-11-16,"51200",0
2001-11-16,"60202",0
2001-11-16,"61500",0
2001-11-16,"80000",0
2001-11-16,"63000",0
2001-11-16,"80001",0
2001-11-16,"88888",1.1
2001-11-16,"61904",0
2001-11-16,"63603",0
2001-11-16,"61911",0
2001-11-16,"62201",0
2001-11-16,"61803",0
2001-11-16,"60400",0
2001-11-16,"62407",0
2001-11-16,"61800",0
2001-11-16,"60203",0
2001-11-16,"30201",0
2001-11-16,"51101",0
2001-11-16,"61919",0
2001-11-16,"62000",0
2001-11-16,"60500",0
2001-11-16,"62700",0
2001-11-16,"61804",0
2001-11-16,"61809",0
2001-11-16,"62001",0
2001-11-16,"61300",0
2001-11-16,"62902",0
2001-11-16,"63700",0
2001-11-16,"63003",0
2001-11-16,"50000",0
2001-11-16,"61200",0
2001-11-16,"53200",0
2001-11-16,"51800",0
2001-11-16,"62005",0
2001-11-16,"63616",0
2001-11-16,"62607",0
2002-03-06,"20901",0
2002-03-06,"50700",0
2002-03-06,"51000",0
2002-03-06,"60200",1.1
2002-03-06,"60201",0
2002-03-06,"61808",0
2002-03-06,"61810",0
2002-03-06,"10000",0
2002-03-06,"20000",0
2002-03-06,"60300",0
2002-03-06,"61918",0
2002-03-06,"62406",0
2002-03-06,"63400",0
2002-03-06,"51130",0
2002-03-06,"51801",0
2002-03-06,"61501",0
2002-03-06,"63005",0
2002-03-06,"63602",0
2002-03-06,"50900",0
2002-03-06,"61502",0
2002-03-06,"20302",0
2002-03-06,"62007",0
2002-03-06,"60800",0
2002-03-06,"60900",0
2002-03-06,"51105",0
2002-03-06,"61701",0
2002-03-06,"51103",0
2002-03-06,"61805",1.7
2002-03-06,"20101",0
2002-03-06,"20701",0
2002-03-06,"61402",0
2002-03-06,"61806",0
2002-03-06,"63600",0
2002-03-06,"51100",0
2002-03-06,"61702",0
2002-03-06,"63004",0
2002-03-06,"61801",0
2002-03-06,"62400",0
2002-03-06,"61900",0
2002-03-06,"63612",0
2002-03-06,"30000",0
2002-03-06,"30801",0
2002-03-06,"51202",0
2002-03-06,"20601",0
2002-03-06,"51200",0
2002-03-06,"60202",0
2002-03-06,"61500",0
2002-03-06,"80000",0
2002-03-06,"63000",0
2002-03-06,"80001",0
2002-03-06,"88888",0.6
2002-03-06,"61904",0
2002-03-06,"63603",0
2002-03-06,"61911",0
2002-03-06,"62201",0
2002-03-06,"61803",0
2002-03-06,"60400",0
2002-03-06,"62407",0
2002-03-06,"61800",0
2002-03-06,"60203",0
2002-03-06,"30201",0
2002-03-06,"51101",0
2002-03-06,"61919",0
2002-03-06,"62000",0
2002-03-06,"60500",0
2002-03-06,"62700",0
2002-03-06,"61804",0
2002-03-06,"61809",0
2002-03-06,"62001",0
2002-03-06,"61300",0
2002-03-06,"62902",0
2002-03-06,"63700",0
2002-03-06,"63003",0
2002-03-06,"50000",0
2002-03-06,"61200",0
2002-03-06,"53200",0
2002-03-06,"51800",0
2002-03-06,"62005",0
2002-03-06,"63616",0
2002-03-06,"62607",0
2002-04-24,"20901",0
2002-04-24,"50700",0
2002-04-24,"51000",0
2002-04-24,"60200",0
2002-04-24,"60201",0
2002-04-24,"61808",0
2002-04-24,"61810",1.7
2002-04-24,"10000",0.6
2002-04-24,"20000",0
2002-04-24,"60300",0
2002-04-24,"61918",0
2002-04-24,"62406",0
2002-04-24,"63400",0
2002-04-24,"51130",0
2002-04-24,"51801",0
2002-04-24,"61501",0
2002-04-24,"63005",0
2002-04-24,"63602",0
2002-04-24,"50900",0
2002-04-24,"61502",0
2002-04-24,"20302",0
2002-04-24,"62007",0
2002-04-24,"60800",0
2002-04-24,"60900",0
2002-04-24,"51105",0
2002-04-24,"61701",0
2002-04-24,"51103",0
2002-04-24,"61805",0
2002-04-24,"20101",0
2002-04-24,"20701",0
2002-04-24,"61402",0
2002-04-24,"61806",0
2002-04-24,"63600",0
2002-04-24,"51100",0
2002-04-24,"61702",0
2002-04-24,"63004",0
2002-04-24,"61801",0
2002-04-24,"62400",0
2002-04-24,"61900",0
2002-04-24,"63612",0
2002-04-24,"30000",0
2002-04-24,"30801",0
2002-04-24,"51202",0
2002-04-24,"20601",0
2002-04-24,"51200",0
2002-04-24,"60202",0
2002-04-24,"61500",0
2002-04-24,"80000",0
2002-04-24,"63000",0
2002-04-24,"80001",0
2002-04-24,"88888",17.4
2002-04-24,"61904",0
2002-04-24,"63603",0
2002-04-24,"61911",0
2002-04-24,"62201",0
2002-04-24,"61803",0
2002-04-24,"60400",0
2002-04-24,"62407",0
2002-04-24,"61800",0
2002-04-24,"60203",0
2002-04-24,"30201",0
2002-04-24,"51101",0
2002-04-24,"61919",0
2002-04-24,"62000",0
2002-04-24,"60500",0
2002-04-24,"62700",0
2002-04-24,"61804",0
2002-04-24,"61809",0
2002-04-24,"62001",0
2002-04-24,"61300",0
2002-04-24,"62902",0
2002-04-24,"63700",0
2002-04-24,"63003",0
2002-04-24,"50000",0
2002-04-24,"61200",0
2002-04-24,"53200",0
2002-04-24,"51800",0
2002-04-24,"62005",0
2002-04-24,"63616",0
2002-04-24,"62607",0
2002-05-22,"20901",0
2002-05-22,"50700",0
2002-05-22,"51000",0
2002-05-22,"60200",0
2002-05-22,"60201",0
2002-05-22,"61808",0
2002-05-22,"61810",9.8
2002-05-22,"10000",0.3
2002-05-22,"20000",1.2
2002-05-22,"60300",0
2002-05-22,"61918",0
2002-05-22,"62406",0
2002-05-22,"63400",1.4
2002-05-22,"51130",0
2002-05-22,"51801",0
2002-05-22,"61501",0
2002-05-22,"63005",0.6
2002-05-22,"63602",0
2002-05-22,"50900",0
2002-05-22,"61502",0
2002-05-22,"20302",0
2002-05-22,"62007",0
2002-05-22,"60800",0
2002-05-22,"60900",0
2002-05-22,"51105",0
2002-05-22,"61701",0
2002-05-22,"51103",0
2002-05-22,"61805",0
2002-05-22,"20101",0
2002-05-22,"20701",0
2002-05-22,"61402",0
2002-05-22,"61806",0
2002-05-22,"63600",0
2002-05-22,"51100",0
2002-05-22,"61702",0
2002-05-22,"63004",0
2002-05-22,"61801",0.3
2002-05-22,"62400",0
2002-05-22,"61900",0
2002-05-22,"63612",0
2002-05-22,"30000",0
2002-05-22,"30801",0
2002-05-22,"51202",0
2002-05-22,"20601",0.6
2002-05-22,"51200",0
2002-05-22,"60202",0
2002-05-22,"61500",0
2002-05-22,"80000",0
2002-05-22,"63000",0
2002-05-22,"80001",0
2002-05-22,"88888",0
2002-05-22,"61904",0
2002-05-22,"63603",0
2002-05-22,"61911",0
2002-05-22,"62201",0
2002-05-22,"61803",0
2002-05-22,"60400",0
2002-05-22,"62407",0
2002-05-22,"61800",0
2002-05-22,"60203",0
2002-05-22,"30201",0
2002-05-22,"51101",0
2002-05-22,"61919",0
2002-05-22,"62000",0
2002-05-22,"60500",0
2002-05-22,"62700",0
2002-05-22,"61804",0
2002-05-22,"61809",0
2002-05-22,"62001",0
2002-05-22,"61300",0
2002-05-22,"62902",0
2002-05-22,"63700",0
2002-05-22,"63003",0
2002-05-22,"50000",0
2002-05-22,"61200",0
2002-05-22,"53200",0
2002-05-22,"51800",0
2002-05-22,"62005",0
2002-05-22,"63616",0
2002-05-22,"62607",0
2002-06-17,"20901",0
2002-06-17,"50700",0.6
2002-06-17,"51000",0
2002-06-17,"60200",0.3
2002-06-17,"60201",0
2002-06-17,"61808",3.4
2002-06-17,"61810",0.6
2002-06-17,"10000",0.3
2002-06-17,"20000",0
2002-06-17,"60300",0
2002-06-17,"61918",0
2002-06-17,"62406",0
2002-06-17,"63400",0.3
2002-06-17,"51130",0
2002-06-17,"51801",0
2002-06-17,"61501",0
2002-06-17,"63005",1.1
2002-06-17,"63602",0
2002-06-17,"50900",0
2002-06-17,"61502",0.3
2002-06-17,"20302",0
2002-06-17,"62007",0
2002-06-17,"60800",0
2002-06-17,"60900",0
2002-06-17,"51105",0
2002-06-17,"61701",0
2002-06-17,"51103",0
2002-06-17,"61805",0
2002-06-17,"20101",0
2002-06-17,"20701",0
2002-06-17,"61402",0
2002-06-17,"61806",0
2002-06-17,"63600",0
2002-06-17,"51100",0
2002-06-17,"61702",0
2002-06-17,"63004",0
2002-06-17,"61801",0
2002-06-17,"62400",0
2002-06-17,"61900",0
2002-06-17,"63612",0
2002-06-17,"30000",0
2002-06-17,"30801",0
2002-06-17,"51202",0
2002-06-17,"20601",0
2002-06-17,"51200",0
2002-06-17,"60202",0
2002-06-17,"61500",0
2002-06-17,"80000",0
2002-06-17,"63000",0
2002-06-17,"80001",0
2002-06-17,"88888",0
2002-06-17,"61904",0
2002-06-17,"63603",0
2002-06-17,"61911",0
2002-06-17,"62201",0
2002-06-17,"61803",0.3
2002-06-17,"60400",0
2002-06-17,"62407",0
2002-06-17,"61800",0
2002-06-17,"60203",0
2002-06-17,"30201",0
2002-06-17,"51101",0
2002-06-17,"61919",0
2002-06-17,"62000",0
2002-06-17,"60500",0
2002-06-17,"62700",0
2002-06-17,"61804",0
2002-06-17,"61809",0
2002-06-17,"62001",0
2002-06-17,"61300",0
2002-06-17,"62902",0
2002-06-17,"63700",0
2002-06-17,"63003",0
2002-06-17,"50000",0
2002-06-17,"61200",0
2002-06-17,"53200",0
2002-06-17,"51800",0
2002-06-17,"62005",0
2002-06-17,"63616",0
2002-06-17,"62607",0
2002-08-12,"20901",0
2002-08-12,"50700",0.3
2002-08-12,"51000",0
2002-08-12,"60200",0
2002-08-12,"60201",0
2002-08-12,"61808",11.5
2002-08-12,"61810",9
2002-08-12,"10000",5.6
2002-08-12,"20000",0
2002-08-12,"60300",0.3
2002-08-12,"61918",0
2002-08-12,"62406",0
2002-08-12,"63400",0
2002-08-12,"51130",2.8
2002-08-12,"51801",0
2002-08-12,"61501",0
2002-08-12,"63005",10.1
2002-08-12,"63602",0
2002-08-12,"50900",0
2002-08-12,"61502",1.4
2002-08-12,"20302",0
2002-08-12,"62007",0
2002-08-12,"60800",0
2002-08-12,"60900",0.3
2002-08-12,"51105",0
2002-08-12,"61701",0
2002-08-12,"51103",0
2002-08-12,"61805",0
2002-08-12,"20101",0
2002-08-12,"20701",0
2002-08-12,"61402",0
2002-08-12,"61806",0
2002-08-12,"63600",0
2002-08-12,"51100",0
2002-08-12,"61702",0
2002-08-12,"63004",0
2002-08-12,"61801",0.3
2002-08-12,"62400",0
2002-08-12,"61900",0
2002-08-12,"63612",0
2002-08-12,"30000",0
2002-08-12,"30801",0
2002-08-12,"51202",0
2002-08-12,"20601",6.1
2002-08-12,"51200",0
2002-08-12,"60202",0
2002-08-12,"61500",0
2002-08-12,"80000",0
2002-08-12,"63000",0
2002-08-12,"80001",0
2002-08-12,"88888",0
2002-08-12,"61904",0
2002-08-12,"63603",0
2002-08-12,"61911",0
2002-08-12,"62201",0
2002-08-12,"61803",0.6
2002-08-12,"60400",0
2002-08-12,"62407",0
2002-08-12,"61800",0
2002-08-12,"60203",0
2002-08-12,"30201",0
2002-08-12,"51101",0
2002-08-12,"61919",0
2002-08-12,"62000",0.3
2002-08-12,"60500",0
2002-08-12,"62700",0
2002-08-12,"61804",0
2002-08-12,"61809",0
2002-08-12,"62001",0
2002-08-12,"61300",0
2002-08-12,"62902",0
2002-08-12,"63700",0
2002-08-12,"63003",0
2002-08-12,"50000",0
2002-08-12,"61200",0
2002-08-12,"53200",0
2002-08-12,"51800",0
2002-08-12,"62005",0
2002-08-12,"63616",0
2002-08-12,"62607",0
2002-11-04,"20901",0
2002-11-04,"50700",28.6
2002-11-04,"51000",0
2002-11-04,"60200",2.2
2002-11-04,"60201",0
2002-11-04,"61808",496.7
2002-11-04,"61810",0
2002-11-04,"10000",0.6
2002-11-04,"20000",0
2002-11-04,"60300",0
2002-11-04,"61918",0
2002-11-04,"62406",0.6
2002-11-04,"63400",116.5
2002-11-04,"51130",0
2002-11-04,"51801",0
2002-11-04,"61501",0
2002-11-04,"63005",106.4
2002-11-04,"63602",3.4
2002-11-04,"50900",0
2002-11-04,"61502",0
2002-11-04,"20302",0
2002-11-04,"62007",0
2002-11-04,"60800",0
2002-11-04,"60900",0
2002-11-04,"51105",0
2002-11-04,"61701",0
2002-11-04,"51103",0
2002-11-04,"61805",0
2002-11-04,"20101",0
2002-11-04,"20701",0
2002-11-04,"61402",0
2002-11-04,"61806",0
2002-11-04,"63600",0
2002-11-04,"51100",0
2002-11-04,"61702",0
2002-11-04,"63004",0.6
2002-11-04,"61801",0
2002-11-04,"62400",0
2002-11-04,"61900",0
2002-11-04,"63612",0
2002-11-04,"30000",0
2002-11-04,"30801",0
2002-11-04,"51202",0
2002-11-04,"20601",0
2002-11-04,"51200",0
2002-11-04,"60202",0
2002-11-04,"61500",0
2002-11-04,"80000",0
2002-11-04,"63000",0
2002-11-04,"80001",0
2002-11-04,"88888",0
2002-11-04,"61904",0
2002-11-04,"63603",0
2002-11-04,"61911",0
2002-11-04,"62201",0
2002-11-04,"61803",0
2002-11-04,"60400",0
2002-11-04,"62407",0
2002-11-04,"61800",0
2002-11-04,"60203",0
2002-11-04,"30201",0
2002-11-04,"51101",0
2002-11-04,"61919",0
2002-11-04,"62000",0
2002-11-04,"60500",1.1
2002-11-04,"62700",0
2002-11-04,"61804",0
2002-11-04,"61809",0
2002-11-04,"62001",0
2002-11-04,"61300",0
2002-11-04,"62902",0
2002-11-04,"63700",0
2002-11-04,"63003",0
2002-11-04,"50000",0
2002-11-04,"61200",0
2002-11-04,"53200",0
2002-11-04,"51800",0
2002-11-04,"62005",0
2002-11-04,"63616",0
2002-11-04,"62607",0
2003-02-20,"20901",0
2003-02-20,"50700",0
2003-02-20,"51000",0
2003-02-20,"60200",0
2003-02-20,"60201",0
2003-02-20,"61808",0
2003-02-20,"61810",115.4
2003-02-20,"10000",0
2003-02-20,"20000",0
2003-02-20,"60300",0
2003-02-20,"61918",0
2003-02-20,"62406",0
2003-02-20,"63400",0
2003-02-20,"51130",0
2003-02-20,"51801",0
2003-02-20,"61501",0
2003-02-20,"63005",0.6
2003-02-20,"63602",0
2003-02-20,"50900",0
2003-02-20,"61502",0
2003-02-20,"20302",0
2003-02-20,"62007",0
2003-02-20,"60800",0
2003-02-20,"60900",0
2003-02-20,"51105",0
2003-02-20,"61701",0
2003-02-20,"51103",0
2003-02-20,"61805",0
2003-02-20,"20101",0
2003-02-20,"20701",0
2003-02-20,"61402",0
2003-02-20,"61806",0
2003-02-20,"63600",0
2003-02-20,"51100",0
2003-02-20,"61702",0.6
2003-02-20,"63004",0
2003-02-20,"61801",0
2003-02-20,"62400",0
2003-02-20,"61900",0
2003-02-20,"63612",0
2003-02-20,"30000",0
2003-02-20,"30801",0
2003-02-20,"51202",0
2003-02-20,"20601",0
2003-02-20,"51200",0
2003-02-20,"60202",0
2003-02-20,"61500",0
2003-02-20,"80000",0
2003-02-20,"63000",0
2003-02-20,"80001",0
2003-02-20,"88888",0
2003-02-20,"61904",0
2003-02-20,"63603",0
2003-02-20,"61911",0
2003-02-20,"62201",0
2003-02-20,"61803",0
2003-02-20,"60400",0
2003-02-20,"62407",0
2003-02-20,"61800",0
2003-02-20,"60203",0
2003-02-20,"30201",0
2003-02-20,"51101",0
2003-02-20,"61919",0
2003-02-20,"62000",0
2003-02-20,"60500",0
2003-02-20,"62700",0
2003-02-20,"61804",0
2003-02-20,"61809",0
2003-02-20,"62001",0
2003-02-20,"61300",0
2003-02-20,"62902",0
2003-02-20,"63700",0
2003-02-20,"63003",0
2003-02-20,"50000",0
2003-02-20,"61200",0
2003-02-20,"53200",0
2003-02-20,"51800",0
2003-02-20,"62005",0
2003-02-20,"63616",0
2003-02-20,"62607",0
2003-05-05,"20901",0
2003-05-05,"50700",0.6
2003-05-05,"51000",0
2003-05-05,"60200",3.4
2003-05-05,"60201",0
2003-05-05,"61808",6.4
2003-05-05,"61810",26.9
2003-05-05,"10000",7
2003-05-05,"20000",2.5
2003-05-05,"60300",0
2003-05-05,"61918",0
2003-05-05,"62406",0
2003-05-05,"63400",26.9
2003-05-05,"51130",0
2003-05-05,"51801",0
2003-05-05,"61501",0
2003-05-05,"63005",9
2003-05-05,"63602",0.3
2003-05-05,"50900",0
2003-05-05,"61502",0
2003-05-05,"20302",0
2003-05-05,"62007",0
2003-05-05,"60800",0
2003-05-05,"60900",0.3
2003-05-05,"51105",0
2003-05-05,"61701",0
2003-05-05,"51103",0
2003-05-05,"61805",0
2003-05-05,"20101",0
2003-05-05,"20701",0
2003-05-05,"61402",0
2003-05-05,"61806",0
2003-05-05,"63600",0
2003-05-05,"51100",0
2003-05-05,"61702",0.3
2003-05-05,"63004",0.3
2003-05-05,"61801",0
2003-05-05,"62400",0
2003-05-05,"61900",0
2003-05-05,"63612",0
2003-05-05,"30000",0
2003-05-05,"30801",0
2003-05-05,"51202",0
2003-05-05,"20601",0
2003-05-05,"51200",0
2003-05-05,"60202",0
2003-05-05,"61500",0
2003-05-05,"80000",0
2003-05-05,"63000",0
2003-05-05,"80001",0
2003-05-05,"88888",0
2003-05-05,"61904",0
2003-05-05,"63603",0
2003-05-05,"61911",0
2003-05-05,"62201",0
2003-05-05,"61803",0
2003-05-05,"60400",0
2003-05-05,"62407",0
2003-05-05,"61800",0
2003-05-05,"60203",0
2003-05-05,"30201",0
2003-05-05,"51101",0
2003-05-05,"61919",0
2003-05-05,"62000",0
2003-05-05,"60500",0
2003-05-05,"62700",0
2003-05-05,"61804",0
2003-05-05,"61809",0
2003-05-05,"62001",0
2003-05-05,"61300",0
2003-05-05,"62902",0
2003-05-05,"63700",0
2003-05-05,"63003",0
2003-05-05,"50000",0
2003-05-05,"61200",0
2003-05-05,"53200",0
2003-05-05,"51800",0
2003-05-05,"62005",0
2003-05-05,"63616",0
2003-05-05,"62607",0
2003-05-27,"20901",0
2003-05-27,"50700",3.4
2003-05-27,"51000",0
2003-05-27,"60200",3.4
2003-05-27,"60201",0
2003-05-27,"61808",110.9
2003-05-27,"61810",56
2003-05-27,"10000",4.5
2003-05-27,"20000",0
2003-05-27,"60300",0
2003-05-27,"61918",0
2003-05-27,"62406",0
2003-05-27,"63400",0
2003-05-27,"51130",0.6
2003-05-27,"51801",0
2003-05-27,"61501",0
2003-05-27,"63005",51
2003-05-27,"63602",6.7
2003-05-27,"50900",0
2003-05-27,"61502",0
2003-05-27,"20302",0
2003-05-27,"62007",0
2003-05-27,"60800",5
2003-05-27,"60900",0
2003-05-27,"51105",0
2003-05-27,"61701",0.6
2003-05-27,"51103",0
2003-05-27,"61805",0
2003-05-27,"20101",0
2003-05-27,"20701",0
2003-05-27,"61402",0
2003-05-27,"61806",0
2003-05-27,"63600",0
2003-05-27,"51100",0
2003-05-27,"61702",0
2003-05-27,"63004",0
2003-05-27,"61801",0
2003-05-27,"62400",0
2003-05-27,"61900",0
2003-05-27,"63612",0
2003-05-27,"30000",0
2003-05-27,"30801",0
2003-05-27,"51202",0
2003-05-27,"20601",1.5
2003-05-27,"51200",0
2003-05-27,"60202",0
2003-05-27,"61500",0
2003-05-27,"80000",0
2003-05-27,"63000",0
2003-05-27,"80001",0
2003-05-27,"88888",0
2003-05-27,"61904",0
2003-05-27,"63603",0
2003-05-27,"61911",0
2003-05-27,"62201",0
2003-05-27,"61803",0
2003-05-27,"60400",0
2003-05-27,"62407",0
2003-05-27,"61800",0
2003-05-27,"60203",0
2003-05-27,"30201",0
2003-05-27,"51101",0
2003-05-27,"61919",0
2003-05-27,"62000",0
2003-05-27,"60500",0
2003-05-27,"62700",0
2003-05-27,"61804",0
2003-05-27,"61809",0
2003-05-27,"62001",0
2003-05-27,"61300",0
2003-05-27,"62902",0
2003-05-27,"63700",0
2003-05-27,"63003",0
2003-05-27,"50000",0
2003-05-27,"61200",0
2003-05-27,"53200",0
2003-05-27,"51800",0
2003-05-27,"62005",0
2003-05-27,"63616",0
2003-05-27,"62607",0
2003-06-24,"20901",0
2003-06-24,"50700",3.4
2003-06-24,"51000",0
2003-06-24,"60200",1.1
2003-06-24,"60201",0
2003-06-24,"61808",276.6
2003-06-24,"61810",221.2
2003-06-24,"10000",29.1
2003-06-24,"20000",0
2003-06-24,"60300",0
2003-06-24,"61918",0
2003-06-24,"62406",0
2003-06-24,"63400",0
2003-06-24,"51130",2.2
2003-06-24,"51801",0
2003-06-24,"61501",0
2003-06-24,"63005",12.3
2003-06-24,"63602",9
2003-06-24,"50900",0.6
2003-06-24,"61502",6.2
2003-06-24,"20302",0
2003-06-24,"62007",0
2003-06-24,"60800",2.8
2003-06-24,"60900",0
2003-06-24,"51105",0
2003-06-24,"61701",0
2003-06-24,"51103",0
2003-06-24,"61805",0
2003-06-24,"20101",0
2003-06-24,"20701",0
2003-06-24,"61402",0
2003-06-24,"61806",0
2003-06-24,"63600",0
2003-06-24,"51100",0
2003-06-24,"61702",0
2003-06-24,"63004",0
2003-06-24,"61801",0
2003-06-24,"62400",0
2003-06-24,"61900",0
2003-06-24,"63612",0
2003-06-24,"30000",0
2003-06-24,"30801",0
2003-06-24,"51202",0
2003-06-24,"20601",5.3
2003-06-24,"51200",0
2003-06-24,"60202",0
2003-06-24,"61500",0
2003-06-24,"80000",0
2003-06-24,"63000",0
2003-06-24,"80001",0
2003-06-24,"88888",0
2003-06-24,"61904",0
2003-06-24,"63603",0
2003-06-24,"61911",0
2003-06-24,"62201",0
2003-06-24,"61803",0
2003-06-24,"60400",0
2003-06-24,"62407",0
2003-06-24,"61800",0
2003-06-24,"60203",0
2003-06-24,"30201",0
2003-06-24,"51101",0
2003-06-24,"61919",0
2003-06-24,"62000",0
2003-06-24,"60500",0
2003-06-24,"62700",0
2003-06-24,"61804",0
2003-06-24,"61809",0
2003-06-24,"62001",0
2003-06-24,"61300",0
2003-06-24,"62902",0
2003-06-24,"63700",0
2003-06-24,"63003",0
2003-06-24,"50000",0
2003-06-24,"61200",0
2003-06-24,"53200",0
2003-06-24,"51800",0
2003-06-24,"62005",0
2003-06-24,"63616",0
2003-06-24,"62607",0
2003-07-21,"20901",0
2003-07-21,"50700",0.3
2003-07-21,"51000",0
2003-07-21,"60200",0
2003-07-21,"60201",0
2003-07-21,"61808",37.8
2003-07-21,"61810",14.6
2003-07-21,"10000",4.8
2003-07-21,"20000",0
2003-07-21,"60300",0
2003-07-21,"61918",0
2003-07-21,"62406",0
2003-07-21,"63400",0
2003-07-21,"51130",0.3
2003-07-21,"51801",0
2003-07-21,"61501",0
2003-07-21,"63005",0.3
2003-07-21,"63602",2
2003-07-21,"50900",0
2003-07-21,"61502",0.8
2003-07-21,"20302",0
2003-07-21,"62007",0
2003-07-21,"60800",0
2003-07-21,"60900",0
2003-07-21,"51105",0
2003-07-21,"61701",0
2003-07-21,"51103",0
2003-07-21,"61805",0
2003-07-21,"20101",0
2003-07-21,"20701",0
2003-07-21,"61402",0
2003-07-21,"61806",0
2003-07-21,"63600",0
2003-07-21,"51100",0
2003-07-21,"61702",0
2003-07-21,"63004",0
2003-07-21,"61801",0
2003-07-21,"62400",0
2003-07-21,"61900",0
2003-07-21,"63612",0
2003-07-21,"30000",0
2003-07-21,"30801",0
2003-07-21,"51202",0
2003-07-21,"20601",2.8
2003-07-21,"51200",0
2003-07-21,"60202",0
2003-07-21,"61500",0
2003-07-21,"80000",0
2003-07-21,"63000",0
2003-07-21,"80001",0
2003-07-21,"88888",0
2003-07-21,"61904",0
2003-07-21,"63603",0
2003-07-21,"61911",0
2003-07-21,"62201",0
2003-07-21,"61803",0
2003-07-21,"60400",0
2003-07-21,"62407",0
2003-07-21,"61800",0
2003-07-21,"60203",0
2003-07-21,"30201",0
2003-07-21,"51101",0
2003-07-21,"61919",0
2003-07-21,"62000",0
2003-07-21,"60500",0
2003-07-21,"62700",0
2003-07-21,"61804",0
2003-07-21,"61809",0
2003-07-21,"62001",0
2003-07-21,"61300",0
2003-07-21,"62902",0
2003-07-21,"63700",0
2003-07-21,"63003",0
2003-07-21,"50000",0
2003-07-21,"61200",0
2003-07-21,"53200",0
2003-07-21,"51800",0
2003-07-21,"62005",0
2003-07-21,"63616",0
2003-07-21,"62607",0
2003-08-20,"20901",0
2003-08-20,"50700",0.3
2003-08-20,"51000",0
2003-08-20,"60200",0
2003-08-20,"60201",0
2003-08-20,"61808",12
2003-08-20,"61810",0.6
2003-08-20,"10000",0.8
2003-08-20,"20000",0
2003-08-20,"60300",0
2003-08-20,"61918",0
2003-08-20,"62406",0
2003-08-20,"63400",0
2003-08-20,"51130",0
2003-08-20,"51801",0
2003-08-20,"61501",0
2003-08-20,"63005",0.8
2003-08-20,"63602",0
2003-08-20,"50900",0
2003-08-20,"61502",0
2003-08-20,"20302",0
2003-08-20,"62007",0
2003-08-20,"60800",0
2003-08-20,"60900",0
2003-08-20,"51105",0
2003-08-20,"61701",0
2003-08-20,"51103",0
2003-08-20,"61805",0
2003-08-20,"20101",0
2003-08-20,"20701",0
2003-08-20,"61402",0
2003-08-20,"61806",0
2003-08-20,"63600",0
2003-08-20,"51100",0
2003-08-20,"61702",0
2003-08-20,"63004",0
2003-08-20,"61801",0
2003-08-20,"62400",0
2003-08-20,"61900",0
2003-08-20,"63612",0
2003-08-20,"30000",0
2003-08-20,"30801",0
2003-08-20,"51202",0
2003-08-20,"20601",1.2
2003-08-20,"51200",0
2003-08-20,"60202",0
2003-08-20,"61500",0
2003-08-20,"80000",0
2003-08-20,"63000",0
2003-08-20,"80001",0
2003-08-20,"88888",0
2003-08-20,"61904",0
2003-08-20,"63603",0
2003-08-20,"61911",0
2003-08-20,"62201",0
2003-08-20,"61803",0
2003-08-20,"60400",0
2003-08-20,"62407",0
2003-08-20,"61800",0
2003-08-20,"60203",0
2003-08-20,"30201",0
2003-08-20,"51101",0
2003-08-20,"61919",0
2003-08-20,"62000",0
2003-08-20,"60500",0
2003-08-20,"62700",0
2003-08-20,"61804",0
2003-08-20,"61809",0
2003-08-20,"62001",0
2003-08-20,"61300",0
2003-08-20,"62902",0
2003-08-20,"63700",0
2003-08-20,"63003",0
2003-08-20,"50000",0
2003-08-20,"61200",0
2003-08-20,"53200",0
2003-08-20,"51800",0
2003-08-20,"62005",0
2003-08-20,"63616",0
2003-08-20,"62607",0
2003-09-19,"20901",0
2003-09-19,"50700",3.1
2003-09-19,"51000",0
2003-09-19,"60200",0
2003-09-19,"60201",0
2003-09-19,"61808",8.7
2003-09-19,"61810",0.3
2003-09-19,"10000",0
2003-09-19,"20000",0
2003-09-19,"60300",0
2003-09-19,"61918",0
2003-09-19,"62406",0
2003-09-19,"63400",0
2003-09-19,"51130",0
2003-09-19,"51801",0
2003-09-19,"61501",0
2003-09-19,"63005",0.8
