"sampledate","division","genus","taxa_name","biovolume_conc"
2015-07-15,"Chlorophyta","Oocystis","Oocystis parva",256437.2716
2015-07-15,"Chlorophyta","Oocystis","Oocystis pusilla",0
2015-07-15,"Chlorophyta","Schroederia","Schroederia judayi",425.7091
2015-07-15,"Chrysophyta","NA","Chrysophyceae",12897.5778
2015-07-15,"Chrysophyta","NA","Chrysocapsaceae",0
2015-07-15,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2015-07-15,"Chrysophyta","Dinobryon","Dinobryon cyst",14196.2578
2015-07-15,"Chrysophyta","Dinobryon","Dinobryon ",2217.2408
2015-07-15,"Chrysophyta","Dinobryon","Dinobryon sociale",16259.7707
2015-07-15,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2015-07-15,"Cryptophyta","Cryptomonas","Cryptomonas erosa",125986.6021
2015-07-15,"Cryptophyta","Rhodomonas","Rhodomonas minuta",2276.3674
2015-07-15,"Cyanophyta","Synechococcus","Synechococcus ",9755.7998
2015-07-15,"Cyanophyta","Synechococcus","Synechococcus elongatus",1995.5218
2015-07-15,"Haptophyta","Chrysochromulina","Chrysochromulina parva",1280.68
2015-07-15,"NA","Rhodospirillum","Rhodospirillum rubrum",4489.6954
2015-07-15,"Pyrrhophyta","Glenodinium","Glenodinium quadridens",18920.4594
2015-07-15,"Total","Total","Total",1714066.04
2015-08-11,"Chlorophyta","Chlamydomonas","Chlamydomonas ",635887.748
2015-08-11,"Chlorophyta","NA","Chlorococcaceae",1995.5218
2015-08-11,"Chlorophyta","NA","Chlorophyta",0
2015-08-11,"Chlorophyta","Monomastix","Monomastix minuta",2874.1057
2015-08-11,"Chlorophyta","Monomastix","Monomastix astigmata",0
2015-08-11,"Chlorophyta","Mougeotia","Mougeotia ",143677.2343
2015-08-11,"Chlorophyta","Oocystis","Oocystis parva",137823.729
2015-08-11,"Chlorophyta","Oocystis","Oocystis pusilla",0
2015-08-11,"Chlorophyta","Schroederia","Schroederia judayi",2660.6852
2015-08-11,"Chrysophyta","NA","Chrysophyceae",38928.6823
2015-08-11,"Chrysophyta","NA","Chrysocapsaceae",2394.6198
2015-08-11,"Chrysophyta","Mallomonas","Mallomonas ",8514.2074
2015-08-11,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2015-08-11,"Cryptophyta","Cryptomonas","Cryptomonas erosa",80352.8256
2015-08-11,"Cyanophyta","Aphanothece","Aphanothece saxicola",0
2015-08-11,"Cyanophyta","Aphanothece","Aphanothece nidulans",28309.7063
2015-08-11,"Cyanophyta","Aphanothece","Aphanothece ",88.6899
2015-08-11,"Cyanophyta","Synechococcus","Synechococcus ",6208.2901
2015-08-11,"Cyanophyta","Synechococcus","Synechococcus elongatus",2328.1088
2015-08-11,"Haptophyta","Chrysochromulina","Chrysochromulina parva",1921.0201
2015-08-11,"Miscellaneous","Miscellaneous","Miscellaneous",58269.1037
2015-08-11,"NA","Rhodospirillum","Rhodospirillum rubrum",2993.3674
2015-08-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",0
2015-08-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",1596.4132
2015-08-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2015-08-11,"Total","Total","Total",1156824.059
2015-11-17,"Bacillariophyta","Actinella","Actinella punctata",1402.0645
2015-11-17,"Bacillariophyta","Asterionella","Asterionella formosa",752.5745
2015-11-17,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",14626.122
2015-11-17,"Bacillariophyta","Tabellaria","Tabellaria binalis",0
2015-11-17,"Chlorophyta","Chlamydomonas","Chlamydomonas ",6811.3659
2015-11-17,"Chlorophyta","NA","Chlorococcaceae",141.9038
2015-11-17,"Chlorophyta","NA","Chlorophyta",0
2015-11-17,"Chlorophyta","Monomastix","Monomastix minuta",598.6565
2015-11-17,"Chlorophyta","Monomastix","Monomastix astigmata",0
2015-11-17,"Chlorophyta","Oocystis","Oocystis parva",57281.685
2015-11-17,"Chlorophyta","Oocystis","Oocystis pusilla",0
2015-11-17,"Chlorophyta","Schroederia","Schroederia judayi",702.4216
2015-11-17,"Chrysophyta","NA","Chrysophyceae",170065.6563
2015-11-17,"Chrysophyta","NA","Chrysocapsaceae",0
2015-11-17,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2015-11-17,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2015-11-17,"Chrysophyta","Dinobryon","Dinobryon ",0
2015-11-17,"Chrysophyta","Dinobryon","Dinobryon sociale",1330.3445
2015-11-17,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2015-11-17,"Cyanophyta","Synechococcus","Synechococcus ",434.5803
2015-11-17,"Cyanophyta","Synechococcus","Synechococcus elongatus",35.4759
2015-11-17,"NA","Rhodospirillum","Rhodospirillum rubrum",6872.3546
2015-11-17,"Pyrrhophyta","Peridinium","Peridinium ",4276.2676
2015-11-17,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2015-11-17,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2015-11-17,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2015-11-17,"Total","Total","Total",265331.473
