lakeid,sampledate,species_code,species_name,density,individuals_measured,avg_length
SP,11/7/02,61502,GASTROPUS STYLIFER,0.3,,
SP,11/7/02,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,11/7/02,61801,KERATELLA COCHLEARIS,25.5,,
SP,11/7/02,61803,KERATELLA CRASSA,0.8,,
SP,11/7/02,61804,KERATELLA EARLINAE,1.7,,
SP,11/7/02,61806,KERATELLA QUADRATA,2,,
SP,11/7/02,63003,POLYARTHRA MAJOR,3.9,,
SP,11/7/02,63004,POLYARTHRA REMATA,9,,
SP,11/7/02,63005,POLYARTHRA VULGARIS,4.2,,
SP,11/7/02,63400,SYNCHAETA,0.8,,
SP,3/6/03,10000,COPEPOD NAUPLII,18.5,,
SP,3/6/03,20302,DIACYCLOPS THOMASI,8.6,,
SP,3/6/03,50700,BOSMINIDAE,0.8,,
SP,3/6/03,51100,DAPHNIA,0.3,,
SP,3/6/03,60300,ASPLANCHNA,1.1,,
SP,3/6/03,60800,CONOCHILOIDES,0.6,,
SP,3/6/03,60900,CONOCHILUS,8.7,,
SP,3/6/03,61402,FILINIA TERMINALIS,0.3,,
SP,3/6/03,61502,GASTROPUS STYLIFER,0.3,,
SP,3/6/03,61701,KELLICOTTIA BOSTONIENSIS,0.3,,
SP,3/6/03,61702,KELLICOTTIA LONGISPINA,26.6,,
SP,3/6/03,61801,KERATELLA COCHLEARIS,2.8,,
SP,3/6/03,61803,KERATELLA CRASSA,0.8,,
SP,3/6/03,61804,KERATELLA EARLINAE,1.1,,
SP,3/6/03,61805,KERATELLA HIEMALIS,1.1,,
SP,3/6/03,61806,KERATELLA QUADRATA,0.3,,
SP,3/6/03,61807,KERATELLA SERRULATA,0.8,,
SP,3/6/03,63005,POLYARTHRA VULGARIS,11.8,,
SP,3/6/03,63400,SYNCHAETA,0.6,,
SP,4/29/03,10000,COPEPOD NAUPLII,50.7,,
SP,4/29/03,20302,DIACYCLOPS THOMASI,28,,
SP,4/29/03,50700,BOSMINIDAE,0.6,,
SP,4/29/03,51104,DAPHNIA LONGIREMIS,0.6,,
SP,4/29/03,60300,ASPLANCHNA,0.6,,
SP,4/29/03,60800,CONOCHILOIDES,4.5,,
SP,4/29/03,60900,CONOCHILUS,5.3,,
SP,4/29/03,61502,GASTROPUS STYLIFER,0.3,,
SP,4/29/03,61702,KELLICOTTIA LONGISPINA,14.6,,
SP,4/29/03,61801,KERATELLA COCHLEARIS,3.6,,
SP,4/29/03,63001,POLYARTHRA DOLICHOPTERA,5,,
SP,4/29/03,63004,POLYARTHRA REMATA,3.4,,
SP,4/29/03,63005,POLYARTHRA VULGARIS,16,,
SP,4/29/03,63400,SYNCHAETA,0.6,,
SP,5/7/03,10000,COPEPOD NAUPLII,95.5,,
SP,5/7/03,20302,DIACYCLOPS THOMASI,25.8,,
SP,5/7/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.2,,
SP,5/7/03,30000,CALANOID,0.6,,
SP,5/7/03,50700,BOSMINIDAE,1.4,,
SP,5/7/03,60300,ASPLANCHNA,0.8,,
SP,5/7/03,60800,CONOCHILOIDES,2,,
SP,5/7/03,60900,CONOCHILUS,16.8,,
SP,5/7/03,61502,GASTROPUS STYLIFER,0.3,,
SP,5/7/03,61702,KELLICOTTIA LONGISPINA,15.1,,
SP,5/7/03,61801,KERATELLA COCHLEARIS,2.8,,
SP,5/7/03,61803,KERATELLA CRASSA,0.3,,
SP,5/7/03,61804,KERATELLA EARLINAE,0.6,,
SP,5/7/03,61806,KERATELLA QUADRATA,0.3,,
SP,5/7/03,63000,POLYARTHRA,40.3,,
SP,5/7/03,63400,SYNCHAETA,1.1,,
SP,5/30/03,10000,COPEPOD NAUPLII,113.7,,
SP,5/30/03,20302,DIACYCLOPS THOMASI,48.2,,
SP,5/30/03,30402,LEPTODIAPTOMUS MINUTUS,6.8,,
SP,5/30/03,50700,BOSMINIDAE,4.5,,
SP,5/30/03,51100,DAPHNIA,0.6,,
SP,5/30/03,60300,ASPLANCHNA,3.4,,
SP,5/30/03,60900,CONOCHILUS,23.5,,
SP,5/30/03,61402,FILINIA TERMINALIS,0.6,,
SP,5/30/03,61502,GASTROPUS STYLIFER,3.4,,
SP,5/30/03,61702,KELLICOTTIA LONGISPINA,29.1,,
SP,5/30/03,61801,KERATELLA COCHLEARIS,57.7,,
SP,5/30/03,61803,KERATELLA CRASSA,0.6,,
SP,5/30/03,61804,KERATELLA EARLINAE,2.2,,
SP,5/30/03,61806,KERATELLA QUADRATA,1.1,,
SP,5/30/03,63001,POLYARTHRA DOLICHOPTERA,7.8,,
SP,5/30/03,63004,POLYARTHRA REMATA,5.6,,
SP,5/30/03,63005,POLYARTHRA VULGARIS,104.7,,
SP,5/30/03,63400,SYNCHAETA,1.7,,
SP,6/9/03,10000,COPEPOD NAUPLII,131,,
SP,6/9/03,20302,DIACYCLOPS THOMASI,70.1,,
SP,6/9/03,20601,MESOCYCLOPS EDAX,0.6,,
SP,6/9/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.6,,
SP,6/9/03,30000,CALANOID,1.2,,
SP,6/9/03,30402,LEPTODIAPTOMUS MINUTUS,2.8,,
SP,6/9/03,30801,SKISTODIAPTOMUS OREGONENSIS,1.7,,
SP,6/9/03,50700,BOSMINIDAE,19.6,,
SP,6/9/03,51104,DAPHNIA LONGIREMIS,1.1,,
SP,6/9/03,60300,ASPLANCHNA,1.1,,
SP,6/9/03,60900,CONOCHILUS,2.2,,
SP,6/9/03,61402,FILINIA TERMINALIS,0.6,,
SP,6/9/03,61502,GASTROPUS STYLIFER,1.1,,
SP,6/9/03,61702,KELLICOTTIA LONGISPINA,84,,
SP,6/9/03,61801,KERATELLA COCHLEARIS,227.9,,
SP,6/9/03,61803,KERATELLA CRASSA,1.7,,
SP,6/9/03,61804,KERATELLA EARLINAE,3.4,,
SP,6/9/03,61810,KERATELLA TICINENSIS,2.2,,
SP,6/9/03,63004,POLYARTHRA REMATA,1.1,,
SP,6/9/03,63005,POLYARTHRA VULGARIS,129.4,,
SP,6/9/03,63400,SYNCHAETA,1.7,,
SP,6/23/03,10000,COPEPOD NAUPLII,92.4,,
SP,6/23/03,20302,DIACYCLOPS THOMASI,79.6,,
SP,6/23/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.5,,
SP,6/23/03,30402,LEPTODIAPTOMUS MINUTUS,13.4,,
SP,6/23/03,50700,BOSMINIDAE,21.8,,
SP,6/23/03,51103,DAPHNIA MENDOTAE,1.1,,
SP,6/23/03,51104,DAPHNIA LONGIREMIS,0.6,,
SP,6/23/03,51202,DIAPHANOSOMA BIRGEI,2.2,,
SP,6/23/03,60202,ASCOMORPHA OVALIS,0.6,,
SP,6/23/03,60900,CONOCHILUS,9.5,,
SP,6/23/03,61402,FILINIA TERMINALIS,0.6,,
SP,6/23/03,61502,GASTROPUS STYLIFER,3.4,,
SP,6/23/03,61702,KELLICOTTIA LONGISPINA,96.9,,
SP,6/23/03,61801,KERATELLA COCHLEARIS,392.6,,
SP,6/23/03,61803,KERATELLA CRASSA,2.8,,
SP,6/23/03,61804,KERATELLA EARLINAE,7.8,,
SP,6/23/03,61806,KERATELLA QUADRATA,2.8,,
SP,6/23/03,63004,POLYARTHRA REMATA,1.1,,
SP,6/23/03,63005,POLYARTHRA VULGARIS,11.8,,
SP,6/23/03,63400,SYNCHAETA,1.7,,
SP,7/7/03,10000,COPEPOD NAUPLII,98.6,,
SP,7/7/03,20302,DIACYCLOPS THOMASI,60,,
SP,7/7/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.9,,
SP,7/7/03,30402,LEPTODIAPTOMUS MINUTUS,19.1,,
SP,7/7/03,50700,BOSMINIDAE,33,,
SP,7/7/03,51103,DAPHNIA MENDOTAE,1.1,,
SP,7/7/03,51104,DAPHNIA LONGIREMIS,1.7,,
SP,7/7/03,51202,DIAPHANOSOMA BIRGEI,9.5,,
SP,7/7/03,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,7/7/03,60202,ASCOMORPHA OVALIS,0.6,,
SP,7/7/03,60900,CONOCHILUS,4.5,,
SP,7/7/03,61402,FILINIA TERMINALIS,1.7,,
SP,7/7/03,61502,GASTROPUS STYLIFER,11.8,,
SP,7/7/03,61702,KELLICOTTIA LONGISPINA,84,,
SP,7/7/03,61801,KERATELLA COCHLEARIS,345,,
SP,7/7/03,61803,KERATELLA CRASSA,5,,
SP,7/7/03,61804,KERATELLA EARLINAE,6.7,,
SP,7/7/03,61806,KERATELLA QUADRATA,1.1,,
SP,7/7/03,63003,POLYARTHRA MAJOR,0.6,,
SP,7/7/03,63004,POLYARTHRA REMATA,3.9,,
SP,7/7/03,63005,POLYARTHRA VULGARIS,10.1,,
SP,7/7/03,63400,SYNCHAETA,0.6,,
SP,7/21/03,10000,COPEPOD NAUPLII,26.3,,
SP,7/21/03,20302,DIACYCLOPS THOMASI,30,,
SP,7/21/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.8,,
SP,7/21/03,30402,LEPTODIAPTOMUS MINUTUS,9,,
SP,7/21/03,50700,BOSMINIDAE,12,,
SP,7/21/03,51100,DAPHNIA,0.3,,
SP,7/21/03,51104,DAPHNIA LONGIREMIS,1.4,,
SP,7/21/03,51202,DIAPHANOSOMA BIRGEI,5.3,,
SP,7/21/03,60202,ASCOMORPHA OVALIS,1.7,,
SP,7/21/03,60900,CONOCHILUS,0.6,,
SP,7/21/03,61402,FILINIA TERMINALIS,0.6,,
SP,7/21/03,61502,GASTROPUS STYLIFER,2.8,,
SP,7/21/03,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,7/21/03,61801,KERATELLA COCHLEARIS,92.4,,
SP,7/21/03,61803,KERATELLA CRASSA,1.7,,
SP,7/21/03,61804,KERATELLA EARLINAE,2.2,,
SP,7/21/03,61806,KERATELLA QUADRATA,0.6,,
SP,7/21/03,63004,POLYARTHRA REMATA,3.4,,
SP,7/21/03,63005,POLYARTHRA VULGARIS,7.3,,
SP,8/4/03,10000,COPEPOD NAUPLII,29.7,,
SP,8/4/03,20302,DIACYCLOPS THOMASI,38,,
SP,8/4/03,20601,MESOCYCLOPS EDAX,0.6,,
SP,8/4/03,30000,CALANOID,2.8,,
SP,8/4/03,30201,EPISCHURA LACUSTRIS,0.6,,
SP,8/4/03,30402,LEPTODIAPTOMUS MINUTUS,5,,
SP,8/4/03,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,8/4/03,50700,BOSMINIDAE,3.4,,
SP,8/4/03,51103,DAPHNIA MENDOTAE,0.6,,
SP,8/4/03,51104,DAPHNIA LONGIREMIS,0.6,,
SP,8/4/03,51202,DIAPHANOSOMA BIRGEI,2.8,,
SP,8/4/03,60202,ASCOMORPHA OVALIS,1.1,,
SP,8/4/03,60600,COLLOTHECA,6.2,,
SP,8/4/03,60900,CONOCHILUS,1.7,,
SP,8/4/03,61402,FILINIA TERMINALIS,0.6,,
SP,8/4/03,61502,GASTROPUS STYLIFER,6.7,,
SP,8/4/03,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,8/4/03,61801,KERATELLA COCHLEARIS,70.6,,
SP,8/4/03,61803,KERATELLA CRASSA,0.6,,
SP,8/4/03,61804,KERATELLA EARLINAE,0.6,,
SP,8/4/03,61806,KERATELLA QUADRATA,0.6,,
SP,8/4/03,61808,KERATELLA TAUROCEPHALA,2.2,,
SP,8/4/03,63004,POLYARTHRA REMATA,16.2,,
SP,8/4/03,63005,POLYARTHRA VULGARIS,15.1,,
SP,8/20/03,10000,COPEPOD NAUPLII,10.4,,
SP,8/20/03,20302,DIACYCLOPS THOMASI,19.3,,
SP,8/20/03,30402,LEPTODIAPTOMUS MINUTUS,5.3,,
SP,8/20/03,50700,BOSMINIDAE,0.3,,
SP,8/20/03,51000,CHYDORUS,0.3,,
SP,8/20/03,51103,DAPHNIA MENDOTAE,0.8,,
SP,8/20/03,51104,DAPHNIA LONGIREMIS,1.1,,
SP,8/20/03,51202,DIAPHANOSOMA BIRGEI,1.4,,
SP,8/20/03,60200,ASCOMORPHA,3.6,,
SP,8/20/03,60202,ASCOMORPHA OVALIS,0.8,,
SP,8/20/03,60600,COLLOTHECA,0.6,,
SP,8/20/03,60800,CONOCHILOIDES,0.3,,
SP,8/20/03,60900,CONOCHILUS,0.6,,
SP,8/20/03,61402,FILINIA TERMINALIS,1.4,,
SP,8/20/03,61502,GASTROPUS STYLIFER,4.5,,
SP,8/20/03,61702,KELLICOTTIA LONGISPINA,6.4,,
SP,8/20/03,61801,KERATELLA COCHLEARIS,44.8,,
SP,8/20/03,61804,KERATELLA EARLINAE,2.2,,
SP,8/20/03,61806,KERATELLA QUADRATA,0.6,,
SP,8/20/03,63004,POLYARTHRA REMATA,5.6,,
SP,8/20/03,63005,POLYARTHRA VULGARIS,16.8,,
SP,8/20/03,63602,TRICHOCERCA BIROSTRIS,1.1,,
SP,9/3/03,10000,COPEPOD NAUPLII,11.8,,
SP,9/3/03,20302,DIACYCLOPS THOMASI,29.5,,
SP,9/3/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.2,,
SP,9/3/03,30000,CALANOID,2.9,,
SP,9/3/03,30402,LEPTODIAPTOMUS MINUTUS,1.1,,
SP,9/3/03,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,9/3/03,50700,BOSMINIDAE,1.4,,
SP,9/3/03,51103,DAPHNIA MENDOTAE,1.4,,
SP,9/3/03,51104,DAPHNIA LONGIREMIS,0.6,,
SP,9/3/03,51202,DIAPHANOSOMA BIRGEI,1.1,,
SP,9/3/03,60600,COLLOTHECA,11.8,,
SP,9/3/03,60800,CONOCHILOIDES,0.6,,
SP,9/3/03,60900,CONOCHILUS,59.9,,
SP,9/3/03,61402,FILINIA TERMINALIS,3.9,,
SP,9/3/03,61502,GASTROPUS STYLIFER,8.4,,
SP,9/3/03,61702,KELLICOTTIA LONGISPINA,7.8,,
SP,9/3/03,61801,KERATELLA COCHLEARIS,71.1,,
SP,9/3/03,61803,KERATELLA CRASSA,0.6,,
SP,9/3/03,61804,KERATELLA EARLINAE,5.6,,
SP,9/3/03,61806,KERATELLA QUADRATA,4.5,,
SP,9/3/03,63004,POLYARTHRA REMATA,9.5,,
SP,9/3/03,63005,POLYARTHRA VULGARIS,20.7,,
SP,9/16/03,10000,COPEPOD NAUPLII,26.3,,
SP,9/16/03,20302,DIACYCLOPS THOMASI,31.6,,
SP,9/16/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.2,,
SP,9/16/03,30402,LEPTODIAPTOMUS MINUTUS,3.4,,
SP,9/16/03,50700,BOSMINIDAE,1.1,,
SP,9/16/03,51103,DAPHNIA MENDOTAE,3.1,,
SP,9/16/03,51202,DIAPHANOSOMA BIRGEI,2.2,,
SP,9/16/03,51801,HOLOPEDIUM GIBBERUM,0.3,,
SP,9/16/03,60200,ASCOMORPHA,0.6,,
SP,9/16/03,60202,ASCOMORPHA OVALIS,0.6,,
SP,9/16/03,60600,COLLOTHECA,7.3,,
SP,9/16/03,60900,CONOCHILUS,29.1,,
SP,9/16/03,61402,FILINIA TERMINALIS,2.8,,
SP,9/16/03,61502,GASTROPUS STYLIFER,0.6,,
SP,9/16/03,61702,KELLICOTTIA LONGISPINA,16.8,,
SP,9/16/03,61801,KERATELLA COCHLEARIS,70,,
SP,9/16/03,61804,KERATELLA EARLINAE,12.9,,
SP,9/16/03,61806,KERATELLA QUADRATA,3.4,,
SP,9/16/03,63004,POLYARTHRA REMATA,15.1,,
SP,9/16/03,63005,POLYARTHRA VULGARIS,31.4,,
SP,10/1/03,10000,COPEPOD NAUPLII,16.8,,
SP,10/1/03,20302,DIACYCLOPS THOMASI,29.7,,
SP,10/1/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.9,,
SP,10/1/03,30000,CALANOID,1.7,,
SP,10/1/03,30201,EPISCHURA LACUSTRIS,0.9,,
SP,10/1/03,30402,LEPTODIAPTOMUS MINUTUS,0.3,,
SP,10/1/03,30801,SKISTODIAPTOMUS OREGONENSIS,1.1,,
SP,10/1/03,51000,CHYDORUS,0.6,,
SP,10/1/03,51103,DAPHNIA MENDOTAE,4.2,,
SP,10/1/03,51104,DAPHNIA LONGIREMIS,0.3,,
SP,10/1/03,51202,DIAPHANOSOMA BIRGEI,0.6,,
SP,10/1/03,51801,HOLOPEDIUM GIBBERUM,0.6,,
SP,10/1/03,60202,ASCOMORPHA OVALIS,0.6,,
SP,10/1/03,60600,COLLOTHECA,1.1,,
SP,10/1/03,60900,CONOCHILUS,1.7,,
SP,10/1/03,61502,GASTROPUS STYLIFER,1.1,,
SP,10/1/03,61702,KELLICOTTIA LONGISPINA,12,,
SP,10/1/03,61801,KERATELLA COCHLEARIS,19,,
SP,10/1/03,61803,KERATELLA CRASSA,0.6,,
SP,10/1/03,61804,KERATELLA EARLINAE,12,,
SP,10/1/03,61806,KERATELLA QUADRATA,2,,
SP,10/1/03,61810,KERATELLA TICINENSIS,0.3,,
SP,10/1/03,63004,POLYARTHRA REMATA,28.6,,
SP,10/1/03,63005,POLYARTHRA VULGARIS,16.2,,
SP,10/1/03,63603,TRICHOCERCA CYLINDRICA,0.3,,
SP,10/14/03,10000,COPEPOD NAUPLII,17.1,,
SP,10/14/03,20302,DIACYCLOPS THOMASI,29.1,,
SP,10/14/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.8,,
SP,10/14/03,30000,CALANOID,1.7,,
SP,10/14/03,30402,LEPTODIAPTOMUS MINUTUS,0.9,,
SP,10/14/03,30801,SKISTODIAPTOMUS OREGONENSIS,0.6,,
SP,10/14/03,50700,BOSMINIDAE,0.8,,
SP,10/14/03,51000,CHYDORUS,0.6,,
SP,10/14/03,51103,DAPHNIA MENDOTAE,1.4,,
SP,10/14/03,51104,DAPHNIA LONGIREMIS,0.6,,
SP,10/14/03,60200,ASCOMORPHA,0.8,,
SP,10/14/03,60202,ASCOMORPHA OVALIS,0.3,,
SP,10/14/03,60600,COLLOTHECA,0.6,,
SP,10/14/03,60900,CONOCHILUS,1.7,,
SP,10/14/03,61402,FILINIA TERMINALIS,1.7,,
SP,10/14/03,61502,GASTROPUS STYLIFER,1.1,,
SP,10/14/03,61702,KELLICOTTIA LONGISPINA,14,,
SP,10/14/03,61801,KERATELLA COCHLEARIS,2.5,,
SP,10/14/03,61803,KERATELLA CRASSA,2.2,,
SP,10/14/03,61804,KERATELLA EARLINAE,11.5,,
SP,10/14/03,61806,KERATELLA QUADRATA,6.7,,
SP,10/14/03,61808,KERATELLA TAUROCEPHALA,0.3,,
SP,10/14/03,63004,POLYARTHRA REMATA,18.2,,
SP,10/14/03,63005,POLYARTHRA VULGARIS,11.2,,
SP,10/28/03,10000,COPEPOD NAUPLII,16.5,,
SP,10/28/03,20302,DIACYCLOPS THOMASI,31.7,,
SP,10/28/03,30000,CALANOID,2.1,,
SP,10/28/03,30402,LEPTODIAPTOMUS MINUTUS,0.3,,
SP,10/28/03,30801,SKISTODIAPTOMUS OREGONENSIS,1.9,,
SP,10/28/03,50700,BOSMINIDAE,0.3,,
SP,10/28/03,51000,CHYDORUS,0.6,,
SP,10/28/03,51104,DAPHNIA LONGIREMIS,0.8,,
SP,10/28/03,60200,ASCOMORPHA,0.3,,
SP,10/28/03,60600,COLLOTHECA,2.2,,
SP,10/28/03,60900,CONOCHILUS,5,,
SP,10/28/03,61402,FILINIA TERMINALIS,1.1,,
SP,10/28/03,61502,GASTROPUS STYLIFER,1.4,,
SP,10/28/03,61702,KELLICOTTIA LONGISPINA,12.6,,
SP,10/28/03,61801,KERATELLA COCHLEARIS,3.6,,
SP,10/28/03,61803,KERATELLA CRASSA,2,,
SP,10/28/03,61804,KERATELLA EARLINAE,19.3,,
SP,10/28/03,61806,KERATELLA QUADRATA,5,,
SP,10/28/03,63004,POLYARTHRA REMATA,13.4,,
SP,10/28/03,63005,POLYARTHRA VULGARIS,6.4,,
SP,10/28/03,63400,SYNCHAETA,0.6,,
SP,10/28/03,63603,TRICHOCERCA CYLINDRICA,0.6,,
SP,11/13/03,10000,COPEPOD NAUPLII,19.9,,
SP,11/13/03,20302,DIACYCLOPS THOMASI,17.6,,
SP,11/13/03,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.4,,
SP,11/13/03,30000,CALANOID,0.3,,
SP,11/13/03,30402,LEPTODIAPTOMUS MINUTUS,0.3,,
SP,11/13/03,30801,SKISTODIAPTOMUS OREGONENSIS,2.2,,
SP,11/13/03,50700,BOSMINIDAE,1.4,,
SP,11/13/03,51000,CHYDORUS,0.6,,
SP,11/13/03,51104,DAPHNIA LONGIREMIS,1.4,,
SP,11/13/03,51801,HOLOPEDIUM GIBBERUM,0.3,,
SP,11/13/03,60600,COLLOTHECA,0.3,,
SP,11/13/03,60900,CONOCHILUS,0.6,,
SP,11/13/03,61402,FILINIA TERMINALIS,2.5,,
SP,11/13/03,61502,GASTROPUS STYLIFER,0.8,,
SP,11/13/03,61702,KELLICOTTIA LONGISPINA,14.8,,
SP,11/13/03,61801,KERATELLA COCHLEARIS,6.7,,
SP,11/13/03,61803,KERATELLA CRASSA,2,,
SP,11/13/03,61804,KERATELLA EARLINAE,21.6,,
SP,11/13/03,61806,KERATELLA QUADRATA,5,,
SP,11/13/03,62400,MONOSTYLA,0.3,,
SP,11/13/03,63004,POLYARTHRA REMATA,4.8,,
SP,11/13/03,63005,POLYARTHRA VULGARIS,6.4,,
SP,11/13/03,63400,SYNCHAETA,0.6,,
SP,2/18/04,10000,COPEPOD NAUPLII,37.2,,
SP,2/18/04,20302,DIACYCLOPS THOMASI,3.7,,
SP,2/18/04,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,,
SP,2/18/04,50700,BOSMINIDAE,0.8,,
SP,2/18/04,51104,DAPHNIA LONGIREMIS,3.6,,
SP,2/18/04,60300,ASPLANCHNA,0.3,,
SP,2/18/04,60800,CONOCHILOIDES,10.9,,
SP,2/18/04,60900,CONOCHILUS,17.6,,
SP,2/18/04,61402,FILINIA TERMINALIS,9.5,,
SP,2/18/04,61502,GASTROPUS STYLIFER,1.1,,
SP,2/18/04,61702,KELLICOTTIA LONGISPINA,43.1,,
SP,2/18/04,61801,KERATELLA COCHLEARIS,6.7,,
SP,2/18/04,61803,KERATELLA CRASSA,2.5,,
SP,2/18/04,61804,KERATELLA EARLINAE,7.3,,
SP,2/18/04,61806,KERATELLA QUADRATA,4.8,,
SP,2/18/04,63005,POLYARTHRA VULGARIS,17.6,,
SP,4/30/04,10000,COPEPOD NAUPLII,17.4,,
SP,4/30/04,20302,DIACYCLOPS THOMASI,10.5,,
SP,4/30/04,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,,
SP,4/30/04,51104,DAPHNIA LONGIREMIS,3.4,,
SP,4/30/04,61402,FILINIA TERMINALIS,2.5,,
SP,4/30/04,61702,KELLICOTTIA LONGISPINA,22.7,,
SP,4/30/04,61801,KERATELLA COCHLEARIS,5,,
SP,4/30/04,61804,KERATELLA EARLINAE,7,,
SP,4/30/04,61805,KERATELLA HIEMALIS,0.3,,
SP,4/30/04,61806,KERATELLA QUADRATA,0.3,,
SP,4/30/04,63001,POLYARTHRA DOLICHOPTERA,1.1,,
SP,4/30/04,63003,POLYARTHRA MAJOR,1.1,,
SP,4/30/04,63004,POLYARTHRA REMATA,0.3,,
SP,4/30/04,63005,POLYARTHRA VULGARIS,10.4,,
SP,4/30/04,63400,SYNCHAETA,0.8,,
SP,5/24/04,10000,COPEPOD NAUPLII,72.2,,
SP,5/24/04,20302,DIACYCLOPS THOMASI,19.5,,
SP,5/24/04,30201,EPISCHURA LACUSTRIS,0.3,,
SP,5/24/04,30402,LEPTODIAPTOMUS MINUTUS,9.8,,
SP,5/24/04,51104,DAPHNIA LONGIREMIS,2.8,,
SP,5/24/04,60203,ASCOMORPHA SALTANS,0.6,,
SP,5/24/04,60300,ASPLANCHNA,2.2,,
SP,5/24/04,60900,CONOCHILUS,9,,
SP,5/24/04,61402,FILINIA TERMINALIS,4.5,,
SP,5/24/04,61702,KELLICOTTIA LONGISPINA,163.5,,
SP,5/24/04,61801,KERATELLA COCHLEARIS,66.1,,
SP,5/24/04,61803,KERATELLA CRASSA,1.7,,
SP,5/24/04,61804,KERATELLA EARLINAE,22.4,,
SP,5/24/04,61805,KERATELLA HIEMALIS,4.5,,
SP,5/24/04,61806,KERATELLA QUADRATA,6.2,,
SP,5/24/04,63001,POLYARTHRA DOLICHOPTERA,68.3,,
SP,5/24/04,63004,POLYARTHRA REMATA,19,,
SP,5/24/04,63005,POLYARTHRA VULGARIS,70.6,,
SP,6/7/04,10000,COPEPOD NAUPLII,45.9,,
SP,6/7/04,20302,DIACYCLOPS THOMASI,25.1,,
SP,6/7/04,30000,CALANOID,5.5,,
SP,6/7/04,30402,LEPTODIAPTOMUS MINUTUS,3.7,,
SP,6/7/04,30801,SKISTODIAPTOMUS OREGONENSIS,1.7,,
SP,6/7/04,51000,CHYDORUS,1.4,,
SP,6/7/04,51103,DAPHNIA MENDOTAE,0.6,,
SP,6/7/04,51104,DAPHNIA LONGIREMIS,2.2,,
SP,6/7/04,60300,ASPLANCHNA,7.8,,
SP,6/7/04,60900,CONOCHILUS,45.9,,
SP,6/7/04,61402,FILINIA TERMINALIS,6.2,,
SP,6/7/04,61702,KELLICOTTIA LONGISPINA,192.6,,
SP,6/7/04,61801,KERATELLA COCHLEARIS,259.3,,
SP,6/7/04,61803,KERATELLA CRASSA,0.6,,
SP,6/7/04,61804,KERATELLA EARLINAE,34.2,,
SP,6/7/04,61805,KERATELLA HIEMALIS,0.6,,
SP,6/7/04,61806,KERATELLA QUADRATA,11.8,,
SP,6/7/04,63001,POLYARTHRA DOLICHOPTERA,84.6,,
SP,6/7/04,63004,POLYARTHRA REMATA,7.8,,
SP,6/7/04,63005,POLYARTHRA VULGARIS,71.7,,
SP,6/22/04,10000,COPEPOD NAUPLII,46.5,,
SP,6/22/04,20302,DIACYCLOPS THOMASI,10.9,,
SP,6/22/04,30000,CALANOID,3.6,,
SP,6/22/04,30402,LEPTODIAPTOMUS MINUTUS,1.9,,
SP,6/22/04,30801,SKISTODIAPTOMUS OREGONENSIS,0.3,,
SP,6/22/04,50700,BOSMINIDAE,1.4,,
SP,6/22/04,51000,CHYDORUS,4.2,,
SP,6/22/04,51103,DAPHNIA MENDOTAE,3.6,,
SP,6/22/04,51104,DAPHNIA LONGIREMIS,1.7,,
SP,6/22/04,51202,DIAPHANOSOMA BIRGEI,1.1,,
SP,6/22/04,51801,HOLOPEDIUM GIBBERUM,0.3,,
SP,6/22/04,60300,ASPLANCHNA,7.8,,
SP,6/22/04,60600,COLLOTHECA,1.7,,
SP,6/22/04,60800,CONOCHILOIDES,0.6,,
SP,6/22/04,60900,CONOCHILUS,65.5,,
SP,6/22/04,61402,FILINIA TERMINALIS,3.4,,
SP,6/22/04,61702,KELLICOTTIA LONGISPINA,38.1,,
SP,6/22/04,61801,KERATELLA COCHLEARIS,72.8,,
SP,6/22/04,61803,KERATELLA CRASSA,0.6,,
SP,6/22/04,61804,KERATELLA EARLINAE,7.3,,
SP,6/22/04,61806,KERATELLA QUADRATA,1.7,,
SP,6/22/04,63001,POLYARTHRA DOLICHOPTERA,9,,
SP,6/22/04,63004,POLYARTHRA REMATA,8.4,,
SP,6/22/04,63005,POLYARTHRA VULGARIS,5.6,,
SP,6/22/04,88888,UNKNOWN ROTIFER,0.6,,
SP,7/6/04,10000,COPEPOD NAUPLII,40,,
SP,7/6/04,20302,DIACYCLOPS THOMASI,8.5,,
SP,7/6/04,30000,CALANOID,1.6,,
SP,7/6/04,30402,LEPTODIAPTOMUS MINUTUS,1.9,,
