"year","daynum","sampledate","chlor","avsnow","totice","whiteice","blueice","perwhiteice","perblueice","light","Genus","CellBioVol"
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Flagellated green",174.53914
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Asterionella",12548.49525
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Peanut",1614.7169
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Mallomonas",24
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Aulacoseira",1560.314741
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"TotalBiovolume",52925.62857
2002,91,2002-04-01,4.1,15,54,21,33,38.8888888888889,61.1111111111111,10.42,NA,NA
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cf. Planktolyngabia",314.1592654
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella distinguenda",904.778684
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Stephanodiscus cf. alpinus",1698.991058
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Nitzschia",51.1875
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Discostella stelligera",15784.66231
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Actinastrum falcatus",0
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cf. Planktolyngabia",628.3185308
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella meneghiniana",113.0973355
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Limnothrix",84.641565
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cryptomonad",17766.4214
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Naked Dinoflagellate",35017.70019
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Armored Dinoflagellate",10498.35804
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella ocellata",3279.82273
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Small cocconeis",610.5685324
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Dinobryon",8272.696
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Fragilaria crototensis",29870.88
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Flagellated green",436.34785
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Asterionella",545.5867498
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Segmented green",417.167
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Peanut",594.8957
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Hydrococus",63.12915458
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Mallomonas",312
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"Aulacoseira",624.1258964
2002,113,2002-04-23,2.9,NA,NA,NA,NA,NA,NA,335.9,"TotalBiovolume",127889.5355
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cf. Planktolyngabia",314.1592654
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella distinguenda",904.778684
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Stephanodiscus cf. alpinus",1698.991058
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Nitzschia",51.1875
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Discostella stelligera",15784.66231
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Actinastrum falcatus",0
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cf. Planktolyngabia",628.3185308
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella meneghiniana",113.0973355
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Limnothrix",84.641565
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cryptomonad",17766.4214
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Naked Dinoflagellate",35017.70019
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Armored Dinoflagellate",10498.35804
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Cyclotella ocellata",3279.82273
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Small cocconeis",610.5685324
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Dinobryon",8272.696
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Fragilaria crototensis",29870.88
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Flagellated green",436.34785
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Asterionella",545.5867498
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Segmented green",417.167
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Peanut",594.8957
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Hydrococus",63.12915458
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Mallomonas",312
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"Aulacoseira",624.1258964
2002,113,2002-04-23,3.1,NA,NA,NA,NA,NA,NA,335.9,"TotalBiovolume",127889.5355
2002,127,2002-05-07,5.3,NA,NA,NA,NA,NA,NA,480.2,NA,NA
2002,142,2002-05-22,8.5,NA,NA,NA,NA,NA,NA,1193,NA,NA
2002,156,2002-06-05,0.7,NA,NA,NA,NA,NA,NA,1248,NA,NA
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Stephanodiscus cf. alpinus",463.3611975
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Uroslenia",0
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Asterocapsa",3879.43376
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Tabellaria",431.1835917
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cf. Komvophoron / Trichormus",117.370242
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cf. Actinocyclus",0
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cf. Planktolyngabia",628.3185308
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cf. Anabaena",1500
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Nitzschia",51.1875
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cryptomonad",10737.947
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Naked Dinoflagellate",28014.16015
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Armored Dinoflagellate",874.8631698
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cyclotella ocellata",2035.752039
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Small cocconeis",4121.337594
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Dinobryon",2068.174
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Fragilaria",33915.895
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Discostella",10523.10821
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cyanobacteria diachloros",2879.89581
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Flagellated green",698.15656
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Asterionella",545.5867498
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Segmented green",1334.9344
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Peanut",169.9702
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Cyclotella distinguenda",1922.654704
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Mallomonas",504
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Aulacoseira",5305.070119
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"Chroococcus cf. kidneys",1320
2002,170,2002-06-19,1.1,NA,NA,NA,NA,NA,NA,371.3,"TotalBiovolume",114042.3605
2002,184,2002-07-03,0.6,NA,NA,NA,NA,NA,NA,245.3,NA,NA
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"unID colonial Cyanobacteria",3578.05237
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Stephanodiscus cf. alpinus",154.4537325
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cf. Planktolyngabia",628.3185308
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Tabellaria",862.3671834
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Chroococcus ",2200
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"?11",1545.356039
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cf. Achnanthidium",48.55233271
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Limnothrix",101.569878
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Microcystis",208.3262101
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cryptomonad",11323.6532
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cyclotella ocellata",1244.070691
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Small cocconeis",38313.17541
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Dinobryon",4136.348
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Fragilaria",3422.705
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Discotella",0
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cyanobacteria diachloros",785.42613
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Flagellated green",523.61742
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Asterionella",1091.1735
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Segmented green",584.0338
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Peanut",424.9255
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Cyclotella distinguenda",113.0973355
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"Mallomonas",1512
2002,198,2002-07-17,1.2,NA,NA,NA,NA,NA,NA,607.3,"TotalBiovolume",72801.22226
2002,211,2002-07-30,2.2,NA,NA,NA,NA,NA,NA,828,NA,NA
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Chroococcus ",3960
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Euglena",7392.788
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Cf. Fragilariforma constricta",311.155
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"unID Cyanobacteria",349.07828
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Limnothrix",45.142168
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Microcystis",325.1151461
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Cryptomonad",3514.2372
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Cyclotella ocellata",3958.406743
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Thin rod",0
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Small cocconeis",24117.45703
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Fragilaria",311.155
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Discostella",350.7702735
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Cf. Elakatothrix",18.183263
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Flagellated green",349.07828
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Asterionella",545.5867498
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Segmented green",375.4503
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"Mallomonas",240
2002,226,2002-08-14,1.7,NA,NA,NA,NA,NA,NA,1249,"TotalBiovolume",46163.60343
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Chroococcus ",3960
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Euglena",7392.788
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Cf. Fragilariforma constricta",311.155
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"unID Cyanobacteria",349.07828
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Limnothrix",45.142168
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Microcystis",325.1151461
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Cryptomonad",3514.2372
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Cyclotella ocellata",3958.406743
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Thin rod",0
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Small cocconeis",24117.45703
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Fragilaria",311.155
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Discostella",350.7702735
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Cf. Elakatothrix",18.183263
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Flagellated green",349.07828
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Asterionella",545.5867498
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Segmented green",375.4503
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"Mallomonas",240
2002,226,2002-08-14,1.5,NA,NA,NA,NA,NA,NA,1249,"TotalBiovolume",46163.60343
2002,241,2002-08-29,1.7,NA,NA,NA,NA,NA,NA,507.1,NA,NA
2002,255,2002-09-12,2.2,NA,NA,NA,NA,NA,NA,232.2,NA,NA
2002,255,2002-09-12,1.7,NA,NA,NA,NA,NA,NA,232.2,NA,NA
2002,269,2002-09-26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,282,2002-10-09,3.6,NA,NA,NA,NA,NA,NA,219.8,NA,NA
2002,297,2002-10-24,3.7,NA,NA,NA,NA,NA,NA,285.9,NA,NA
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Actinastrum falcatus",0
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"unID cyanobacteria",785.42613
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Tabellaria",862.3671834
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Chroococcus",440
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"?11",1545.356039
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Tetraedron victoriae",283.4832
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Stephanodiscus cf. alpinus",308.907465
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Cf. Planktolyngabia",314.1592654
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Limnothrix",11.285542
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Microcystis",823.8354673
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Cryptomonad",5271.3558
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Naked Dinoflagellate",7003.540037
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Armored Dinoflagellate",11373.22121
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Cyclotella ocellata",34947.07667
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Thin rod",0
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Dinobryon",1034.087
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Fragilaria",5289.635
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Discostella",3156.932462
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Cyanobacteria diachloros",174.53914
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Flagellated green",698.15656
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Asterionella",3819.107249
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Segmented green",834.334
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Peanut",254.9553
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Mallomonas",96
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"Cf. Chlorallantus oblongus",0
2002,311,2002-11-07,4,NA,NA,NA,NA,NA,NA,234.5,"TotalBiovolume",79327.76072
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Actinastrum falcatus",0
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"unID cyanobacteria",785.42613
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Tabellaria",862.3671834
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Chroococcus",440
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"?11",1545.356039
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Tetraedron victoriae",283.4832
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Stephanodiscus cf. alpinus",308.907465
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Cf. Planktolyngabia",314.1592654
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Limnothrix",11.285542
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Microcystis",823.8354673
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Cryptomonad",5271.3558
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Naked Dinoflagellate",7003.540037
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Armored Dinoflagellate",11373.22121
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Cyclotella ocellata",34947.07667
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Thin rod",0
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Dinobryon",1034.087
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Fragilaria",5289.635
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Discostella",3156.932462
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Cyanobacteria diachloros",174.53914
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Flagellated green",698.15656
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Asterionella",3819.107249
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Segmented green",834.334
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Peanut",254.9553
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Mallomonas",96
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"Cf. Chlorallantus oblongus",0
2002,311,2002-11-07,4.2,NA,NA,NA,NA,NA,NA,234.5,"TotalBiovolume",79327.76072
2003,15,2003-01-15,1.4,1,45,0,45,0,100,NA,NA,NA
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cf. Tetraedron victoriae",236.236
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"unID cyanobacteria",785.42613
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Asterocapsa",3879.43376
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cf. Chlorallantus oblongus",0
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"?11",1545.356039
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Eunotia",0
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Limnothrix",180.568672
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Microcystis",397.7136739
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cryptomonad",9566.5346
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Naked Dinoflagellate",14007.08007
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Armored Dinoflagellate",1749.72634
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cyclotella ocellata",1583.362697
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Thin rod",0
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Small cocconeis",610.5685324
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Fragilaria",311.155
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Discostella",350.7702735
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cf. Elakatothrix",20.780872
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Flagellated green",1134.50441
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Asterionella",1636.760249
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Segmented green",584.0338
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Peanut",849.851
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"Cyclotella distinguenda",339.2920066
2003,65,2003-03-06,9,17.5,61,0,61,0,100,13.97,"TotalBiovolume",39769.15413
2003,92,2003-04-02,16.2,7.5,48,0,48,0,100,17.54,NA,NA
2003,92,2003-04-02,16.2,7.5,48,0,48,0,100,NA,NA,NA
2003,92,2003-04-02,31.5,7.5,48,0,48,0,100,17.54,NA,NA
2003,92,2003-04-02,31.5,7.5,48,0,48,0,100,NA,NA,NA
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Planktolyngabia",2199.114858
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"unID cyanobacteria",1483.58269
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Asterocapsa",3879.43376
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"?11",3090.712078
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Lindavia affinis",44.42277385
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Tetraedron victoriae",47.2472
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Eutrepita globulifera",0
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Rossithidium linearis",0
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Komvophoron / Trichormus",303.2064585
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cryptomonad",14252.1842
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Naked Dinoflagellate",28014.16015
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Armored Dinoflagellate",3499.452679
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cyclotella ocellata",1470.265362
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Thin rod",0
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Small cocconeis",2136.989863
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Dinobryon",1034.087
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Fragilaria",1866.93
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Discostella",2104.621641
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cf. Elakatothrix",7.792827
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cyanobacteria diachloros",174.53914
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Flagellated green",1483.58269
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Segmented green",959.4841
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"Cyclotella distinguenda",1583.362697
2003,119,2003-04-29,3.4,NA,NA,NA,NA,NA,NA,428.1,"TotalBiovolume",69635.17216
2003,134,2003-05-14,-0.9,NA,NA,NA,NA,NA,NA,960,NA,NA
2003,150,2003-05-30,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,150,2003-05-30,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,150,2003-05-30,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,150,2003-05-30,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,160,2003-06-09,1.6,NA,NA,NA,NA,NA,NA,738,NA,NA
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"unID cyanobacteria",436.34785
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Mallomonas",168
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Merismopedia",12
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Cyclotella meneghiniana",226.1946711
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Asterocapsa",3879.43376
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Lindavia affinis",266.5366431
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Limnothrix",1625.118048
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Microcystis",173.6051751
2003,174,2003-06-23,1.1,NA,NA,NA,NA,NA,NA,155.6,"Planktolyngabia",4398.229716
